orderID,customerID,productID,orderDate,quantity,orderStatus
O11740,C3169,P00959,2024-10-06,6,Shipped
O11741,C2420,P01650,2023-08-20,4,Cancelled
O11742,C2649,P00501,2023-08-24,2,Shipped
O11743,C2514,P00366,2024-07-30,1,Shipped
O11744,C3563,P01849,2025-05-11,8,Delivered
O11745,C3002,P01841,2025-01-07,7,Shipped
O11746,C1347,P00396,2024-08-30,3,Cancelled
O11747,C3405,P00652,2024-02-23,5,Shipped
O11748,C0510,P00489,2023-08-17,5,Pending
O11749,C1236,P01764,2025-03-13,7,Cancelled
O11750,C2202,P00641,2023-12-21,5,Shipped
O11751,C0100,P01705,2024-03-30,6,Pending
O11752,C0723,P00144,2023-09-01,9,Shipped
O11753,C0701,P00523,2024-10-01,1,Pending
O11754,C1454,P00743,2024-05-12,7,Pending
O11755,C1273,P00800,2023-08-01,7,Delivered
O11756,C0129,P00928,2024-08-28,3,Cancelled
O11757,C2578,P01507,2024-09-11,4,Pending
O11758,C0563,P01271,2025-05-26,10,Pending
O11759,C0074,P01769,2024-10-03,8,Pending
O11760,C2220,P00238,2024-05-12,9,Pending
O11761,C2975,P00423,2024-05-23,9,Pending
O11762,C2703,P00084,2023-08-08,7,Delivered
O11763,C2836,P00065,2024-01-13,9,Delivered
O11764,C1650,P00259,2025-01-19,6,Delivered
O11765,C3944,P00249,2025-04-15,6,Shipped
O11766,C2410,P01898,2023-08-09,8,Pending
O11767,C0834,P01759,2024-04-13,5,Delivered
O11768,C2720,P00815,2023-11-24,10,Cancelled
O11769,C1805,P00378,2024-10-26,3,Shipped
O11770,C3979,P00445,2024-10-17,7,Delivered
O11771,C2522,P01309,2024-03-09,10,Cancelled
O11772,C2587,P01188,2025-02-19,2,Delivered
O11773,C1876,P01941,2024-08-29,2,Shipped
O11774,C3596,P00982,2025-01-30,3,Shipped
O11775,C1349,P01036,2023-10-17,2,Shipped
O11776,C0044,P00291,2025-05-03,8,Cancelled
O11777,C3405,P01646,2024-10-01,10,Shipped
O11778,C2195,P01039,2025-03-15,1,Cancelled
O11779,C1621,P00223,2024-12-08,2,Cancelled
O11780,C3166,P00467,2023-12-21,5,Shipped
O11781,C1404,P01422,2024-02-22,3,Shipped
O11782,C1967,P01849,2024-08-11,3,Delivered
O11783,C3533,P01470,2024-07-13,8,Cancelled
O11784,C1488,P00129,2024-06-05,6,Pending
O11785,C3641,P01792,2024-06-04,10,Cancelled
O11786,C2078,P00828,2023-09-23,3,Delivered
O11787,C0479,P01389,2024-11-18,5,Delivered
O11788,C2507,P00544,2025-01-14,1,Shipped
O11789,C0481,P00257,2024-05-25,5,Cancelled
O11790,C1816,P01654,2024-05-25,2,Shipped
O11791,C2003,P00938,2024-09-28,10,Pending
O11792,C3557,P01952,2024-11-05,10,Shipped
O11793,C0357,P01315,2024-07-14,9,Pending
O11794,C3608,P01171,2024-04-16,4,Pending
O11795,C0575,P01238,2024-07-31,5,Shipped
O11796,C0670,P00121,2023-08-17,5,Pending
O11797,C0121,P00695,2023-11-17,10,Cancelled
O11798,C3606,P00613,2024-05-10,5,Pending
O11799,C3315,P00522,2025-04-02,1,Shipped
O11800,C2398,P00245,2024-09-23,3,Cancelled
O11801,C0277,P01595,2024-01-08,5,Pending
O11802,C3689,P01790,2024-12-26,6,Cancelled
O11803,C2322,P00857,2024-04-15,8,Pending
O11804,C0524,P01458,2025-02-25,3,Shipped
O11805,C3232,P00834,2023-11-14,1,Shipped
O11806,C2711,P01824,2024-11-18,10,Delivered
O11807,C0016,P00193,2024-11-24,2,Delivered
O11808,C3656,P00140,2023-06-22,1,Pending
O11809,C1899,P00413,2023-09-12,10,Shipped
O11810,C0070,P00502,2025-05-12,6,Pending
O11811,C1076,P00125,2023-12-21,4,Pending
O11812,C3335,P01130,2024-03-23,2,Shipped
O11813,C2585,P00198,2024-03-04,2,Pending
O11814,C3910,P01126,2025-05-12,3,Cancelled
O11815,C3884,P00342,2024-03-30,9,Pending
O11816,C0845,P01732,2025-02-06,1,Pending
O11817,C2080,P01731,2024-01-26,7,Pending
O11818,C3824,P00367,2025-04-29,5,Cancelled
O11819,C3901,P01031,2024-02-15,7,Cancelled
O11820,C3945,P01769,2023-10-08,6,Pending
O11821,C0831,P00851,2024-07-25,6,Pending
O11822,C1293,P00002,2024-07-16,3,Cancelled
O11823,C2978,P01229,2025-01-29,3,Delivered
O11824,C3831,P00521,2024-03-10,6,Cancelled
O11825,C1858,P01310,2023-10-14,1,Cancelled
O11826,C2515,P01536,2024-08-17,3,Cancelled
O11827,C0156,P00479,2023-10-14,1,Shipped
O11828,C2555,P00297,2024-04-04,9,Shipped
O11829,C2102,P00888,2025-01-22,1,Delivered
O11830,C1248,P00726,2024-09-09,8,Cancelled
O11831,C1290,P01697,2023-06-20,5,Cancelled
O11832,C0035,P00592,2025-02-18,9,Pending
O11833,C1605,P01976,2025-03-01,3,Delivered
O11834,C2567,P00610,2025-06-01,9,Pending
O11835,C2850,P01449,2024-01-02,2,Cancelled
O11836,C3493,P01968,2024-04-02,10,Shipped
O11837,C2885,P00690,2024-12-10,8,Pending
O11838,C0577,P01004,2025-01-01,8,Delivered
O11839,C3245,P00900,2024-06-29,1,Delivered
O11840,C3088,P01140,2024-04-11,4,Delivered
O11841,C0981,P01869,2024-08-22,5,Delivered
O11842,C0375,P00272,2025-03-12,5,Cancelled
O11843,C0161,P00712,2024-05-06,9,Delivered
O11844,C3424,P00435,2024-06-03,9,Shipped
O11845,C1513,P01577,2023-10-15,3,Delivered
O11846,C0254,P00358,2024-05-18,10,Cancelled
O11847,C0259,P00334,2024-11-28,1,Pending
O11848,C2476,P00566,2025-02-24,7,Shipped
O11849,C2657,P00814,2023-08-07,7,Pending
O11850,C0331,P01644,2024-05-23,9,Pending
O11851,C3545,P01428,2023-08-13,5,Shipped
O11852,C0765,P01706,2024-07-14,3,Cancelled
O11853,C1887,P01553,2024-02-05,10,Shipped
O11854,C3257,P00270,2025-04-23,7,Delivered
O11855,C2694,P00775,2025-02-09,2,Cancelled
O11856,C3432,P01413,2023-09-30,7,Cancelled
O11857,C0036,P00034,2024-05-05,7,Delivered
O11858,C0715,P00844,2024-05-11,3,Delivered
O11859,C2306,P00605,2024-08-18,6,Pending
O11860,C3358,P00189,2024-12-29,8,Pending
O11861,C3318,P01247,2024-03-03,1,Delivered
O11862,C2712,P01894,2024-01-21,4,Cancelled
O11863,C3444,P00478,2023-07-04,9,Cancelled
O11864,C3265,P01576,2025-01-02,6,Cancelled
O11865,C0211,P00902,2025-01-07,4,Shipped
O11866,C1456,P01202,2024-02-20,7,Shipped
O11867,C1873,P01504,2024-04-05,10,Shipped
O11868,C0013,P01532,2024-09-10,1,Delivered
O11869,C0858,P00116,2024-09-25,8,Cancelled
O11870,C0819,P00540,2024-05-01,6,Pending
O11871,C1084,P00296,2024-02-15,3,Cancelled
O11872,C3178,P01185,2024-12-29,1,Shipped
O11873,C2999,P00207,2023-12-03,3,Delivered
O11874,C0371,P00969,2024-03-16,1,Shipped
O11875,C0981,P01377,2025-03-23,4,Pending
O11876,C2969,P01855,2024-11-20,4,Delivered
O11877,C1389,P01012,2024-01-23,2,Pending
O11878,C0674,P00202,2025-04-04,1,Pending
O11879,C0212,P01734,2025-02-14,1,Delivered
O11880,C3419,P01164,2025-02-20,9,Cancelled
O11881,C1219,P01435,2025-01-01,7,Cancelled
O11882,C3804,P01286,2025-01-30,5,Delivered
O11883,C0732,P01301,2025-02-18,10,Pending
O11884,C2277,P00300,2024-03-24,9,Cancelled
O11885,C2584,P00861,2025-02-18,3,Pending
O11886,C3830,P01018,2025-05-30,10,Pending
O11887,C2455,P01276,2024-06-18,1,Cancelled
O11888,C3052,P00749,2024-02-08,2,Delivered
O11889,C1396,P01133,2024-08-23,7,Pending
O11890,C1377,P01189,2024-01-05,1,Pending
O11891,C1955,P00275,2024-08-01,7,Cancelled
O11892,C3900,P00959,2023-10-11,10,Pending
O11893,C3460,P00863,2025-01-29,9,Pending
O11894,C2003,P00814,2024-01-22,7,Pending
O11895,C3817,P01493,2024-10-05,8,Delivered
O11896,C3790,P01112,2025-06-07,6,Delivered
O11897,C0078,P01143,2024-05-21,1,Shipped
O11898,C3745,P01010,2024-09-28,6,Cancelled
O11899,C2754,P01804,2024-06-09,7,Shipped
O11900,C2504,P00827,2023-09-13,4,Pending
O11901,C1827,P00425,2024-02-07,9,Pending
O11902,C3270,P01448,2025-03-23,6,Delivered
O11903,C3399,P00915,2024-02-03,2,Pending
O11904,C2474,P01644,2025-03-05,2,Pending
O11905,C2511,P01323,2024-07-26,7,Pending
O11906,C3331,P00942,2023-10-26,8,Delivered
O11907,C1931,P00268,2024-05-01,6,Shipped
O11908,C2131,P00814,2025-02-04,8,Shipped
O11909,C3461,P00655,2025-05-11,9,Delivered
O11910,C0548,P01070,2024-09-20,6,Delivered
O11911,C3776,P00897,2024-12-30,10,Cancelled
O11912,C2537,P00115,2023-11-30,7,Cancelled
O11913,C0400,P00013,2023-09-19,8,Pending
O11914,C2206,P00438,2023-10-16,6,Delivered
O11915,C1750,P00059,2025-06-08,7,Cancelled
O11916,C3107,P00459,2025-04-07,6,Shipped
O11917,C2204,P01865,2024-04-08,10,Delivered
O11918,C3623,P00168,2023-11-26,7,Shipped
O11919,C2912,P00937,2024-04-22,2,Cancelled
O11920,C2168,P00106,2023-11-05,10,Delivered
O11921,C1456,P01769,2023-06-20,3,Cancelled
O11922,C1505,P00191,2025-03-20,9,Shipped
O11923,C1259,P01906,2024-12-03,7,Pending
O11924,C3238,P01718,2023-11-23,8,Pending
O11925,C3994,P00637,2025-06-04,5,Pending
O11926,C2657,P00002,2025-03-31,6,Delivered
O11927,C0882,P01775,2024-01-12,4,Shipped
O11928,C2194,P00309,2024-10-15,4,Delivered
O11929,C3184,P01128,2024-05-23,3,Delivered
O11930,C2523,P00836,2024-01-08,1,Delivered
O11931,C2313,P00976,2024-07-27,7,Shipped
O11932,C0200,P01444,2024-12-09,2,Pending
O11933,C1536,P00409,2024-08-21,4,Delivered
O11934,C0439,P00149,2023-08-01,1,Delivered
O11935,C1855,P01573,2024-01-26,4,Shipped
O11936,C2782,P00125,2025-04-16,9,Cancelled
O11937,C3355,P01825,2024-03-30,6,Cancelled
O11938,C1808,P01687,2023-09-21,6,Pending
O11939,C3036,P00096,2025-04-25,8,Shipped
O11940,C0305,P01632,2025-03-01,8,Shipped
O11941,C2179,P00685,2025-02-02,4,Pending
O11942,C2681,P00022,2024-11-17,7,Cancelled
O11943,C2521,P01192,2024-01-10,9,Cancelled
O11944,C3252,P01853,2024-04-09,7,Delivered
O11945,C0921,P00867,2024-09-11,6,Cancelled
O11946,C3789,P00060,2025-02-13,1,Cancelled
O11947,C0408,P00275,2024-01-03,7,Cancelled
O11948,C3103,P00810,2025-02-20,3,Pending
O11949,C1417,P00450,2023-10-06,4,Cancelled
O11950,C2882,P01871,2025-05-14,2,Delivered
O11951,C0207,P01497,2023-07-22,4,Shipped
O11952,C1401,P00805,2024-02-12,4,Cancelled
O11953,C0312,P00983,2023-09-21,6,Cancelled
O11954,C2425,P00973,2025-05-02,10,Cancelled
O11955,C3107,P00072,2024-03-07,3,Pending
O11956,C1734,P01983,2025-05-30,6,Cancelled
O11957,C0750,P00454,2024-06-20,10,Pending
O11958,C0961,P01661,2024-06-20,7,Shipped
O11959,C0430,P00472,2025-06-06,3,Pending
O11960,C2160,P00252,2024-01-08,10,Delivered
O11961,C1467,P00101,2024-09-29,7,Shipped
O11962,C0889,P01714,2025-04-18,10,Pending
O11963,C3275,P01859,2024-06-11,10,Pending
O11964,C2828,P01619,2024-10-15,2,Shipped
O11965,C0010,P00184,2025-01-06,9,Cancelled
O11966,C0356,P00008,2024-11-19,9,Pending
O11967,C1924,P01828,2024-01-19,2,Cancelled
O11968,C1595,P01834,2025-02-06,9,Delivered
O11969,C3432,P01385,2023-08-24,6,Delivered
O11970,C0855,P01513,2024-01-06,1,Cancelled
O11971,C2159,P00890,2025-02-17,5,Delivered
O11972,C3182,P01652,2025-04-11,10,Shipped
O11973,C2726,P00550,2023-07-19,1,Pending
O11974,C1037,P00453,2025-04-30,4,Cancelled
O11975,C0985,P01185,2024-03-25,5,Shipped
O11976,C3391,P00980,2023-10-13,5,Shipped
O11977,C0397,P00901,2024-08-01,9,Pending
O11978,C1155,P01871,2024-08-06,9,Cancelled
O11979,C0283,P01785,2024-05-02,2,Pending
O11980,C3985,P00756,2023-11-24,7,Pending
O11981,C0893,P00589,2024-02-22,9,Cancelled
O11982,C1218,P00992,2024-02-26,5,Shipped
O11983,C2956,P00797,2025-06-13,3,Shipped
O11984,C0464,P01974,2024-04-02,9,Pending
O11985,C1820,P00715,2024-05-08,3,Delivered
O11986,C2507,P00570,2025-02-02,3,Cancelled
O11987,C0264,P01858,2024-06-03,9,Pending
O11988,C2140,P00339,2025-03-29,10,Shipped
O11989,C3445,P01013,2024-09-29,4,Shipped
O11990,C2288,P01329,2023-10-23,7,Delivered
O11991,C3317,P01795,2024-06-01,3,Pending
O11992,C3898,P00392,2023-09-14,4,Shipped
O11993,C1239,P01454,2024-01-23,7,Delivered
O11994,C3298,P01668,2024-11-06,8,Pending
O11995,C3371,P01415,2024-12-27,4,Delivered
O11996,C3696,P00629,2024-08-08,9,Pending
O11997,C0898,P00781,2024-03-31,1,Cancelled
O11998,C1365,P00581,2025-01-16,7,Pending
O11999,C2511,P01376,2024-08-13,7,Cancelled
O12000,C2328,P00969,2024-07-03,3,Shipped
O12001,C2301,P01218,2025-06-08,10,Shipped
O12002,C0243,P00089,2024-02-27,9,Pending
O12003,C3574,P00526,2024-03-29,2,Delivered
O12004,C2973,P00815,2023-12-31,10,Cancelled
O12005,C2857,P00490,2023-10-20,10,Shipped
O12006,C3361,P00246,2025-03-26,8,Pending
O12007,C2617,P00866,2025-05-06,3,Shipped
O12008,C3818,P01724,2023-12-05,8,Cancelled
O12009,C2535,P00663,2024-02-27,4,Shipped
O12010,C1475,P00577,2024-11-17,9,Shipped
O12011,C0737,P00345,2024-12-16,8,Shipped
O12012,C3101,P01536,2025-03-12,7,Shipped
O12013,C0883,P00682,2024-06-28,8,Shipped
O12014,C1762,P00322,2024-05-08,2,Pending
O12015,C1372,P01163,2023-09-17,4,Shipped
O12016,C0005,P00164,2024-04-13,3,Cancelled
O12017,C1361,P00630,2024-01-15,7,Cancelled
O12018,C2610,P00704,2023-07-17,6,Cancelled
O12019,C1311,P00896,2025-06-03,1,Shipped
O12020,C2538,P01720,2024-07-19,10,Cancelled
O12021,C3909,P00773,2024-03-19,8,Delivered
O12022,C3347,P00827,2025-02-19,3,Pending
O12023,C3807,P00225,2024-11-08,9,Delivered
O12024,C1870,P00641,2024-01-12,1,Shipped
O12025,C3902,P00703,2024-06-15,9,Cancelled
O12026,C1104,P01719,2025-03-06,9,Delivered
O12027,C3394,P01501,2023-10-19,7,Cancelled
O12028,C3516,P01823,2023-11-23,5,Pending
O12029,C1281,P00346,2024-06-20,9,Delivered
O12030,C1002,P00269,2023-12-28,4,Cancelled
O12031,C1980,P00916,2025-05-31,1,Delivered
O12032,C0389,P01999,2025-03-06,1,Pending
O12033,C0526,P01683,2025-01-23,6,Delivered
O12034,C2647,P00957,2024-06-13,3,Cancelled
O12035,C3352,P01380,2024-12-25,5,Cancelled
O12036,C1359,P01114,2024-09-01,7,Shipped
O12037,C3666,P00772,2023-10-23,4,Cancelled
O12038,C3849,P01350,2024-03-02,6,Shipped
O12039,C2629,P00498,2023-08-26,5,Delivered
O12040,C3755,P01977,2024-05-11,7,Delivered
O12041,C0182,P00090,2024-01-27,1,Cancelled
O12042,C2544,P01031,2025-04-30,5,Cancelled
O12043,C3903,P00893,2023-06-21,5,Cancelled
O12044,C2849,P01606,2024-02-05,8,Shipped
O12045,C0084,P00657,2024-07-04,6,Cancelled
O12046,C2921,P00895,2023-09-22,1,Pending
O12047,C3935,P00371,2024-04-07,1,Shipped
O12048,C2330,P00215,2023-12-27,6,Cancelled
O12049,C3824,P01126,2024-01-11,8,Cancelled
O12050,C1555,P00140,2024-02-06,10,Delivered
O12051,C2928,P01536,2025-05-07,8,Pending
O12052,C1294,P01616,2024-09-09,3,Delivered
O12053,C0725,P01629,2024-05-02,9,Cancelled
O12054,C1336,P01668,2023-09-14,7,Shipped
O12055,C1891,P01977,2024-11-13,1,Shipped
O12056,C1825,P00555,2025-04-07,7,Pending
O12057,C3914,P01063,2024-03-25,7,Delivered
O12058,C0420,P01036,2025-02-09,1,Cancelled
O12059,C1082,P01322,2024-10-28,7,Delivered
O12060,C3957,P01409,2023-09-27,4,Pending
O12061,C1725,P01898,2025-01-06,2,Pending
O12062,C3432,P00590,2024-09-04,5,Shipped
O12063,C2323,P01413,2025-01-25,9,Delivered
O12064,C2909,P01418,2024-08-20,3,Cancelled
O12065,C1240,P01584,2023-06-26,6,Delivered
O12066,C2386,P00025,2024-11-12,7,Delivered
O12067,C3766,P00262,2024-02-02,5,Shipped
O12068,C3556,P01110,2025-05-27,2,Pending
O12069,C3280,P00577,2024-03-21,7,Delivered
O12070,C3039,P01361,2024-01-06,10,Shipped
O12071,C0609,P01357,2025-02-19,5,Delivered
O12072,C2924,P01225,2024-12-06,7,Shipped
O12073,C1542,P01506,2023-10-16,10,Delivered
O12074,C3496,P01307,2023-10-18,6,Delivered
O12075,C1571,P00542,2024-10-31,2,Pending
O12076,C0813,P00895,2023-09-20,8,Shipped
O12077,C3710,P00252,2025-01-29,1,Pending
O12078,C3072,P00202,2024-11-06,8,Pending
O12079,C2890,P01282,2024-12-11,1,Shipped
O12080,C2471,P00426,2025-04-26,5,Shipped
O12081,C3128,P00990,2023-07-21,10,Pending
O12082,C2582,P01399,2024-10-27,1,Shipped
O12083,C3678,P00309,2025-03-15,8,Delivered
O12084,C1062,P00910,2024-10-29,8,Cancelled
O12085,C0910,P01257,2024-03-19,8,Shipped
O12086,C0429,P01640,2023-12-17,10,Pending
O12087,C3224,P01270,2025-06-06,10,Pending
O12088,C3030,P00237,2023-12-08,5,Shipped
O12089,C3830,P00290,2024-05-08,2,Pending
O12090,C0990,P01697,2025-05-31,7,Shipped
O12091,C1925,P01139,2024-08-03,7,Shipped
O12092,C3650,P00479,2024-11-28,4,Pending
O12093,C3210,P00943,2024-10-25,6,Delivered
O12094,C1513,P01959,2025-04-14,3,Cancelled
O12095,C2176,P00662,2024-11-28,1,Cancelled
O12096,C1642,P00163,2024-12-31,3,Pending
O12097,C0346,P00989,2024-01-19,3,Shipped
O12098,C2851,P01118,2025-03-28,1,Delivered
O12099,C1753,P01946,2023-09-05,10,Cancelled
O12100,C2093,P01698,2024-08-01,8,Cancelled
O12101,C2215,P00771,2025-06-11,6,Pending
O12102,C1108,P00648,2024-08-08,3,Cancelled
O12103,C2220,P01365,2024-02-05,5,Delivered
O12104,C0383,P01049,2025-01-20,5,Pending
O12105,C0692,P00694,2023-08-04,3,Delivered
O12106,C1836,P00507,2023-09-22,1,Delivered
O12107,C1397,P01066,2023-06-28,4,Cancelled
O12108,C1581,P00550,2024-11-16,7,Pending
O12109,C2285,P00579,2024-02-13,9,Delivered
O12110,C3782,P00183,2025-06-12,3,Shipped
O12111,C2197,P00885,2023-07-15,5,Delivered
O12112,C0395,P01334,2024-05-02,1,Delivered
O12113,C3543,P01860,2025-03-29,10,Cancelled
O12114,C0731,P00410,2024-09-08,9,Cancelled
O12115,C3678,P00650,2024-04-16,6,Shipped
O12116,C2393,P00691,2024-01-01,4,Pending
O12117,C2363,P01688,2024-03-12,8,Shipped
O12118,C1823,P00911,2024-11-22,7,Shipped
O12119,C1918,P00050,2024-08-23,1,Pending
O12120,C1252,P01604,2025-05-22,3,Cancelled
O12121,C3261,P00002,2024-08-31,4,Delivered
O12122,C0293,P01754,2023-07-25,10,Delivered
O12123,C3255,P01097,2024-08-15,5,Delivered
O12124,C3743,P01465,2023-12-27,8,Shipped
O12125,C3755,P00542,2024-06-25,9,Shipped
O12126,C3988,P01198,2024-06-20,7,Cancelled
O12127,C2665,P01150,2023-09-23,9,Pending
O12128,C1141,P01206,2024-10-20,8,Cancelled
O12129,C1986,P01611,2023-10-08,2,Cancelled
O12130,C0490,P01029,2025-02-19,2,Delivered
O12131,C1190,P00990,2023-12-08,7,Pending
O12132,C1991,P00163,2024-08-04,2,Delivered
O12133,C1455,P01959,2025-03-04,6,Cancelled
O12134,C0012,P01769,2024-09-28,4,Pending
O12135,C3260,P01193,2023-09-21,9,Delivered
O12136,C3062,P01271,2024-07-18,3,Shipped
O12137,C3818,P00833,2023-09-23,10,Shipped
O12138,C0913,P00319,2024-11-27,6,Pending
O12139,C2062,P01999,2023-10-11,4,Cancelled
O12140,C2780,P01702,2023-07-14,1,Shipped
O12141,C2981,P00921,2025-05-28,4,Shipped
O12142,C3182,P01959,2023-10-26,2,Cancelled
O12143,C1152,P01183,2024-07-14,9,Shipped
O12144,C3373,P00395,2025-01-31,9,Pending
O12145,C3643,P00410,2023-12-06,10,Delivered
O12146,C0033,P01568,2023-08-06,4,Shipped
O12147,C1182,P01601,2024-03-22,6,Cancelled
O12148,C1264,P01224,2024-10-21,8,Cancelled
O12149,C2659,P01078,2025-05-31,3,Pending
O12150,C3224,P00387,2023-11-17,1,Delivered
O12151,C1200,P00914,2024-05-05,7,Cancelled
O12152,C3230,P00656,2024-09-05,9,Shipped
O12153,C1494,P01773,2024-05-17,7,Delivered
O12154,C1328,P01030,2024-06-05,7,Delivered
O12155,C1373,P01706,2025-02-13,10,Shipped
O12156,C2834,P00109,2024-01-10,7,Shipped
O12157,C3118,P00362,2023-12-29,10,Pending
O12158,C1238,P00511,2024-07-25,5,Delivered
O12159,C2395,P01804,2023-12-03,3,Delivered
O12160,C1461,P01100,2023-10-30,5,Cancelled
O12161,C0006,P01176,2024-11-27,10,Cancelled
O12162,C1401,P00042,2025-05-17,3,Delivered
O12163,C0287,P01922,2024-08-04,8,Cancelled
O12164,C2556,P00104,2025-01-07,3,Pending
O12165,C3050,P00586,2025-02-26,6,Shipped
O12166,C0327,P00918,2025-06-05,5,Shipped
O12167,C0555,P00526,2023-07-20,2,Cancelled
O12168,C2584,P00513,2024-04-10,3,Shipped
O12169,C1914,P01650,2023-11-05,9,Shipped
O12170,C1781,P01326,2023-07-21,6,Delivered
O12171,C2573,P01560,2024-11-19,2,Delivered
O12172,C0724,P01596,2023-10-22,6,Cancelled
O12173,C2550,P01336,2024-07-08,4,Pending
O12174,C0900,P01006,2024-08-15,2,Pending
O12175,C2230,P01098,2024-04-24,10,Pending
O12176,C0298,P00350,2023-10-12,10,Delivered
O12177,C0037,P00742,2023-12-18,4,Pending
O12178,C2846,P01966,2025-05-24,5,Cancelled
O12179,C3390,P01271,2023-10-09,9,Pending
O12180,C3971,P01255,2023-11-03,7,Pending
O12181,C3641,P01127,2023-09-10,6,Delivered
O12182,C3697,P00744,2023-08-05,5,Cancelled
O12183,C3546,P01839,2025-03-08,6,Cancelled
O12184,C1173,P01412,2024-02-07,2,Shipped
O12185,C3734,P00485,2024-07-05,3,Shipped
O12186,C3564,P00197,2025-01-13,2,Delivered
O12187,C0641,P00057,2024-09-05,10,Shipped
O12188,C2789,P01303,2024-11-26,10,Cancelled
O12189,C1821,P01712,2025-01-08,4,Shipped
O12190,C1614,P00510,2024-01-09,1,Pending
O12191,C2404,P00645,2024-01-06,4,Delivered
O12192,C3134,P00807,2025-01-27,3,Delivered
O12193,C0864,P00543,2023-08-05,1,Pending
O12194,C1527,P01974,2023-10-11,2,Pending
O12195,C1596,P01111,2024-02-25,2,Pending
O12196,C1642,P01693,2025-02-18,6,Cancelled
O12197,C1832,P01934,2025-05-08,10,Delivered
O12198,C1049,P01345,2024-12-28,9,Pending
O12199,C2601,P01629,2023-11-02,10,Shipped
O12200,C1583,P00130,2024-06-14,10,Delivered
O12201,C0008,P00543,2023-09-27,8,Delivered
O12202,C2144,P01790,2025-04-07,6,Cancelled
O12203,C3695,P00866,2023-06-29,1,Shipped
O12204,C0046,P01077,2024-07-01,9,Cancelled
O12205,C0735,P01618,2024-03-18,1,Cancelled
O12206,C2534,P01327,2025-03-20,10,Delivered
O12207,C1653,P00590,2024-12-05,7,Shipped
O12208,C0453,P00226,2024-07-18,10,Delivered
O12209,C2522,P01501,2025-03-04,7,Delivered
O12210,C2881,P01818,2025-02-03,7,Delivered
O12211,C3640,P00867,2023-11-15,5,Shipped
O12212,C1863,P00076,2024-10-24,10,Pending
O12213,C1452,P00069,2025-04-07,2,Pending
O12214,C0573,P00384,2024-09-13,1,Pending
O12215,C0030,P01062,2023-09-25,2,Delivered
O12216,C2016,P00052,2024-01-04,9,Cancelled
O12217,C0099,P00133,2024-03-09,10,Shipped
O12218,C3886,P01482,2024-07-18,7,Pending
O12219,C1655,P00706,2024-03-04,10,Shipped
O12220,C0536,P00980,2023-08-18,3,Shipped
O12221,C3701,P00788,2024-11-22,10,Delivered
O12222,C3432,P00860,2024-11-12,7,Pending
O12223,C3477,P01081,2024-01-20,6,Shipped
O12224,C2044,P01884,2024-08-13,5,Delivered
O12225,C2811,P00385,2024-06-03,6,Delivered
O12226,C0216,P01052,2025-03-21,10,Delivered
O12227,C2347,P01423,2024-07-14,6,Delivered
O12228,C0358,P00884,2025-01-27,8,Shipped
O12229,C0334,P01917,2024-01-04,1,Cancelled
O12230,C1278,P00444,2024-06-30,3,Cancelled
O12231,C1111,P01481,2024-09-05,4,Delivered
O12232,C3589,P00002,2024-06-05,2,Delivered
O12233,C2228,P01556,2025-04-08,1,Pending
O12234,C2261,P01375,2023-07-01,1,Pending
O12235,C1806,P01531,2023-08-05,5,Shipped
O12236,C0382,P00551,2024-12-16,1,Delivered
O12237,C0718,P00939,2025-05-16,2,Pending
O12238,C0431,P00271,2023-08-10,9,Pending
O12239,C0363,P00514,2024-12-30,4,Delivered
O12240,C3625,P00472,2025-01-01,4,Pending
O12241,C0579,P00300,2025-03-29,1,Shipped
O12242,C1922,P01062,2025-01-31,10,Cancelled
O12243,C3208,P00928,2024-07-14,6,Pending
O12244,C2249,P00223,2024-04-09,4,Delivered
O12245,C2877,P00308,2023-12-03,10,Shipped
O12246,C2492,P00583,2023-12-26,3,Pending
O12247,C1680,P00181,2023-07-27,1,Cancelled
O12248,C2672,P00336,2025-03-27,3,Delivered
O12249,C2573,P00628,2023-12-02,4,Pending
O12250,C2098,P00203,2024-08-13,3,Shipped
O12251,C0174,P00522,2025-03-24,10,Delivered
O12252,C2770,P00778,2025-02-22,6,Delivered
O12253,C2444,P01470,2023-11-22,7,Pending
O12254,C3902,P00030,2023-11-16,3,Delivered
O12255,C3922,P00064,2023-08-03,7,Cancelled
O12256,C0876,P00058,2025-02-18,3,Pending
O12257,C2736,P01754,2025-04-27,9,Delivered
O12258,C0769,P00419,2023-10-10,6,Shipped
O12259,C0360,P01535,2024-08-17,1,Delivered
O12260,C3008,P01999,2024-11-23,8,Pending
O12261,C2446,P00939,2025-05-19,10,Shipped
O12262,C3716,P01711,2025-03-14,5,Shipped
O12263,C2492,P00724,2023-10-10,4,Shipped
O12264,C1987,P00674,2024-09-08,9,Shipped
O12265,C2199,P00751,2024-12-31,6,Cancelled
O12266,C1546,P00650,2023-11-24,1,Pending
O12267,C0058,P00380,2024-05-12,9,Pending
O12268,C3857,P00562,2024-10-28,6,Shipped
O12269,C3407,P01119,2024-10-07,6,Pending
O12270,C0032,P01957,2024-05-17,4,Shipped
O12271,C0473,P00814,2025-01-16,8,Cancelled
O12272,C1370,P00281,2024-02-01,8,Pending
O12273,C1670,P00959,2023-07-31,5,Cancelled
O12274,C3386,P00394,2025-04-18,7,Cancelled
O12275,C0306,P00716,2024-06-10,8,Delivered
O12276,C1069,P00792,2024-10-12,4,Delivered
