productID,productName,category,unitPrice,unitsInStock
P00766,Everyone,Electronics,220.76,161
P00767,Dream,Books,1236.99,413
P00768,Need,Electronics,1344.74,281
P00769,Themselves,Clothing,808.79,19
P00770,Field,Books,1558.35,108
P00771,Still,Grocery,752.74,9
P00772,Side,Electronics,1807.97,240
P00773,Cell,Home,1643.79,314
P00774,Star,Clothing,1681.58,143
P00775,Him,Clothing,890.09,92
P00776,Wait,Clothing,1683.33,478
P00777,From,Books,624.52,238
P00778,Modern,Electronics,592.86,467
P00779,Recently,Books,904.02,369
P00780,Development,Electronics,1664.19,217
P00781,Daughter,Clothing,1273.78,303
P00782,Run,Electronics,680.19,369
P00783,Sound,Books,824.39,36
P00784,More,Electronics,1880.86,108
P00785,Daughter,Grocery,1673.01,140
P00786,Wonder,Electronics,1080.47,435
P00787,Myself,Grocery,578.31,15
P00788,Dog,Grocery,152.29,494
P00789,Ever,Home,69.77,416
P00790,Perform,Grocery,1027.86,209
P00791,Between,Toys,481.51,286
P00792,Picture,Electronics,9.58,248
P00793,Democrat,Home,215.15,421
P00794,Huge,Clothing,1920.84,166
P00795,Student,Home,1117.21,308
P00796,We,Home,1105.71,308
P00797,Should,Toys,1509.32,434
P00798,Wait,Clothing,1532.35,111
P00799,North,Home,1073.49,315
P00800,Land,Toys,114.44,397
P00801,Offer,Clothing,1086.36,128
P00802,Firm,Home,1792.66,330
P00803,Evidence,Electronics,1589.7,408
P00804,Suddenly,Home,700.77,109
P00805,Recently,Clothing,807.43,114
P00806,Travel,Clothing,850.18,241
P00807,Turn,Books,1737.26,341
P00808,Where,Toys,173.79,141
P00809,Behind,Toys,1282.12,67
P00810,Yard,Home,1125.78,111
P00811,Get,Clothing,796.79,175
P00812,Strong,Home,1272.09,272
P00813,Step,Grocery,1938.69,60
P00814,Road,Books,1476.0,62
P00815,Special,Clothing,701.4,80
P00816,Democratic,Clothing,396.78,431
P00817,Issue,Home,1459.65,291
P00818,Down,Electronics,1160.83,375
P00819,Fill,Electronics,713.38,410
P00820,Him,Grocery,729.88,72
P00821,Also,Grocery,618.62,256
P00822,School,Electronics,545.59,375
P00823,Present,Clothing,49.98,190
P00824,Health,Books,1812.37,62
P00825,Phone,Books,969.16,483
P00826,Water,Home,893.19,118
P00827,Anything,Toys,1897.81,253
P00828,When,Electronics,1792.79,146
P00829,Speak,Grocery,1123.48,325
P00830,Attack,Clothing,559.34,368
P00831,Give,Grocery,1637.62,279
P00832,Scene,Home,1988.72,258
P00833,Point,Books,1031.12,62
P00834,Large,Grocery,1500.98,128
P00835,Light,Toys,244.2,356
P00836,Including,Toys,5.94,178
P00837,Where,Books,1802.77,138
P00838,Indicate,Grocery,1602.0,475
P00839,Give,Home,1263.15,175
P00840,None,Toys,1760.45,155
P00841,Democratic,Home,978.57,251
P00842,Away,Toys,841.46,483
P00843,Fall,Home,389.68,283
P00844,Fast,Books,1093.36,159
P00845,Work,Toys,7.37,31
P00846,Common,Electronics,83.56,191
P00847,Himself,Books,1717.75,273
P00848,Plan,Electronics,246.33,465
P00849,Six,Toys,782.23,162
P00850,Teacher,Clothing,434.86,408
P00851,Suffer,Electronics,941.76,137
P00852,Establish,Electronics,1949.37,362
P00853,Rich,Toys,250.69,466
P00854,Type,Books,478.65,362
P00855,Suggest,Books,248.66,383
P00856,Heart,Home,1263.74,320
P00857,Term,Home,286.01,397
P00858,Phone,Clothing,273.42,80
P00859,Lawyer,Clothing,1903.92,366
P00860,Picture,Clothing,1992.77,153
P00861,Fund,Home,236.18,419
P00862,Soldier,Home,518.94,226
P00863,This,Home,1814.96,40
P00864,Rest,Home,611.69,306
P00865,Poor,Books,1730.87,407
P00866,Machine,Books,977.39,276
P00867,Card,Clothing,972.7,15
P00868,Art,Electronics,1182.19,87
P00869,Industry,Home,1584.82,489
P00870,Travel,Home,382.02,53
P00871,Five,Home,854.41,373
P00872,Let,Electronics,1884.43,372
P00873,Real,Books,1877.97,383
P00874,Company,Clothing,1985.73,238
P00875,Window,Toys,1067.37,465
P00876,Time,Grocery,250.58,409
P00877,Card,Electronics,1910.62,478
P00878,Family,Toys,149.61,421
P00879,Money,Books,1793.52,171
P00880,Miss,Electronics,1052.95,492
P00881,Note,Home,1276.65,23
P00882,Most,Electronics,755.69,101
P00883,Pressure,Clothing,293.66,326
P00884,Generation,Clothing,530.22,256
P00885,Phone,Books,821.99,477
P00886,Body,Clothing,68.0,3
P00887,Position,Clothing,109.23,351
P00888,Others,Toys,1764.36,469
P00889,Media,Home,1103.26,305
P00890,Treat,Grocery,409.79,109
P00891,Save,Grocery,1604.89,75
P00892,Believe,Books,1092.82,161
P00893,There,Books,500.8,173
P00894,Fear,Home,1207.27,256
P00895,Decision,Toys,131.04,99
P00896,Continue,Grocery,312.01,401
P00897,Main,Electronics,829.69,482
P00898,Without,Clothing,37.89,3
P00899,Prepare,Grocery,1553.14,359
P00900,Role,Clothing,1929.41,469
P00901,People,Toys,282.36,143
P00902,Which,Books,1565.81,475
P00903,Cultural,Electronics,1658.1,126
P00904,Throw,Electronics,1326.33,272
P00905,Certain,Toys,28.21,144
P00906,Word,Toys,655.58,497
P00907,Just,Clothing,455.51,369
P00908,Animal,Books,675.14,190
P00909,Exactly,Clothing,1773.26,389
P00910,Personal,Grocery,690.36,300
P00911,Down,Clothing,1996.51,440
P00912,Song,Home,601.28,308
P00913,Measure,Toys,1265.79,383
P00914,Gun,Home,97.88,275
P00915,Game,Electronics,1610.79,458
P00916,Fall,Home,456.04,105
P00917,Ever,Clothing,104.34,217
P00918,Far,Books,1747.31,366
P00919,Real,Clothing,512.51,362
P00920,Raise,Electronics,1084.7,151
P00921,Create,Home,1200.23,1
P00922,Modern,Clothing,199.25,4
P00923,He,Toys,1837.81,49
P00924,Attack,Grocery,75.64,459
P00925,Cold,Toys,1679.88,140
P00926,Key,Clothing,1321.16,223
P00927,Ready,Electronics,1420.73,328
P00928,Want,Toys,1332.66,6
P00929,Shake,Home,446.99,180
P00930,Together,Toys,104.66,7
P00931,List,Home,881.72,371
P00932,Night,Books,1375.41,495
P00933,Gas,Electronics,1220.14,75
P00934,To,Toys,375.03,45
P00935,Who,Home,748.44,78
P00936,Instead,Toys,355.88,94
P00937,Model,Electronics,1908.75,283
P00938,Wish,Toys,1133.47,125
P00939,Thing,Books,1277.02,173
P00940,Sport,Electronics,353.63,68
P00941,Sell,Electronics,84.68,210
P00942,Glass,Toys,1167.78,353
P00943,Owner,Toys,13.25,7
P00944,Soldier,Home,1989.58,201
P00945,Foot,Electronics,318.75,191
P00946,Remember,Home,973.75,436
P00947,Short,Electronics,193.47,450
P00948,Either,Home,323.47,213
P00949,Now,Electronics,1297.26,114
P00950,Possible,Grocery,407.02,230
P00951,Wear,Grocery,1172.57,16
P00952,Sometimes,Grocery,1178.95,373
P00953,When,Toys,427.31,131
P00954,Mean,Electronics,1185.5,109
P00955,Trip,Toys,1127.92,269
P00956,Sister,Home,865.11,480
P00957,Itself,Home,1494.02,311
P00958,Himself,Books,47.08,107
P00959,Serve,Electronics,21.64,27
P00960,Question,Clothing,1738.07,69
P00961,Offer,Toys,500.8,393
P00962,Theory,Home,941.04,264
P00963,Before,Toys,635.19,200
P00964,Street,Electronics,1811.85,366
P00965,Seek,Clothing,303.49,7
P00966,Wide,Home,1869.12,349
P00967,White,Toys,1239.46,96
P00968,Building,Electronics,1594.91,441
P00969,Sound,Toys,1969.29,468
P00970,Both,Toys,167.89,162
P00971,Major,Electronics,1706.81,177
P00972,Degree,Clothing,469.67,16
P00973,Free,Grocery,1005.58,136
P00974,True,Home,87.68,411
P00975,Away,Home,610.15,322
P00976,Debate,Clothing,1011.99,125
P00977,Rest,Home,977.33,356
P00978,Interest,Electronics,1379.79,401
P00979,Just,Toys,1230.75,492
P00980,Matter,Clothing,163.7,335
P00981,Loss,Electronics,299.7,236
P00982,Budget,Clothing,1659.84,472
P00983,Whatever,Electronics,800.32,454
P00984,Coach,Books,1390.24,243
P00985,North,Toys,703.09,234
P00986,End,Books,859.86,55
P00987,Fear,Home,1072.35,450
P00988,Choose,Grocery,1605.58,184
P00989,Myself,Clothing,875.22,334
P00990,Young,Electronics,476.45,499
P00991,See,Books,1109.23,455
P00992,See,Clothing,1828.18,85
P00993,Them,Clothing,165.94,301
P00994,Low,Books,1240.77,13
P00995,Social,Toys,1636.21,141
P00996,Alone,Books,800.11,251
P00997,Gun,Clothing,909.15,263
P00998,Anyone,Home,726.96,412
P00999,Century,Clothing,1636.58,439
P01000,At,Home,1757.01,429
P01001,State,Books,1251.67,205
P01002,Same,Toys,269.59,323
P01003,Ever,Home,1257.86,81
P01004,Job,Books,690.02,491
P01005,Rock,Grocery,164.23,105
P01006,Letter,Toys,84.82,413
P01007,Whole,Clothing,1109.2,319
P01008,Writer,Grocery,1284.48,279
P01009,Often,Toys,1975.92,449
P01010,Manager,Toys,1998.96,88
P01011,Short,Books,1254.02,411
P01012,Final,Books,850.85,376
P01013,Soon,Books,64.42,14
P01014,Under,Grocery,880.06,341
P01015,Young,Toys,607.06,424
P01016,Perform,Electronics,167.56,207
P01017,Election,Electronics,1261.7,337
P01018,Must,Grocery,777.18,126
P01019,Life,Toys,233.34,238
P01020,Better,Electronics,1778.09,441
P01021,Leg,Toys,1096.37,446
P01022,Tough,Grocery,1807.8,112
P01023,Environmental,Grocery,800.83,495
P01024,Identify,Toys,1675.86,209
P01025,All,Toys,1670.86,361
P01026,Film,Clothing,1784.69,374
P01027,Central,Toys,821.53,303
P01028,Account,Books,1172.62,231
P01029,Institution,Toys,1505.32,37
P01030,Soon,Clothing,1303.09,42
P01031,Force,Grocery,645.46,65
P01032,And,Clothing,1974.85,156
P01033,Base,Electronics,1711.64,378
P01034,Set,Grocery,130.77,318
P01035,Pattern,Books,1973.4,371
P01036,Reason,Electronics,466.73,347
P01037,Computer,Grocery,1098.82,336
P01038,Can,Clothing,270.07,188
P01039,Wish,Home,1504.01,88
P01040,Total,Home,1360.16,67
P01041,Individual,Home,1127.5,90
P01042,Begin,Grocery,990.27,468
P01043,Value,Electronics,264.18,151
P01044,I,Toys,1334.14,352
P01045,Sign,Electronics,352.36,53
P01046,Hair,Electronics,1218.04,402
P01047,Past,Electronics,884.44,113
P01048,Surface,Toys,1100.34,71
P01049,Campaign,Clothing,19.05,81
P01050,May,Clothing,319.88,345
P01051,Carry,Electronics,709.7,310
P01052,Check,Books,589.82,287
P01053,View,Home,1818.95,220
P01054,Democratic,Books,313.61,433
P01055,Try,Clothing,916.66,394
P01056,Evidence,Home,315.21,17
P01057,Join,Clothing,1014.12,32
P01058,Note,Home,247.71,69
P01059,Knowledge,Clothing,48.77,43
P01060,Fish,Books,1379.66,137
P01061,Past,Electronics,1987.37,282
P01062,Bank,Electronics,708.44,23
P01063,Move,Toys,1115.84,471
P01064,Decide,Home,1830.92,283
P01065,Price,Books,173.56,454
P01066,Language,Grocery,1588.54,241
P01067,Partner,Clothing,236.68,431
P01068,Kitchen,Electronics,1527.23,58
P01069,Agree,Clothing,487.73,188
P01070,Child,Clothing,1909.57,303
P01071,Others,Books,1809.05,445
P01072,Section,Toys,1715.01,153
P01073,Option,Books,1810.21,16
P01074,Nor,Toys,830.2,254
P01075,Reflect,Clothing,1350.11,416
P01076,Admit,Electronics,602.34,368
P01077,Store,Toys,519.84,354
P01078,Per,Home,1702.09,371
P01079,That,Grocery,1769.37,336
P01080,Like,Grocery,794.05,384
P01081,Administration,Home,1403.3,8
P01082,Hold,Grocery,211.51,262
P01083,Religious,Home,736.01,266
P01084,Little,Grocery,1957.45,284
P01085,Ask,Grocery,261.93,56
P01086,Line,Books,1371.82,475
P01087,Suggest,Grocery,994.04,198
P01088,Two,Home,619.02,79
P01089,Science,Grocery,742.82,352
P01090,Concern,Clothing,258.95,473
P01091,Seem,Clothing,1635.08,230
P01092,Finally,Clothing,775.56,12
P01093,Talk,Books,1287.11,266
P01094,Nearly,Clothing,1967.03,180
P01095,Culture,Books,288.87,78
P01096,Difference,Books,431.01,402
P01097,Huge,Clothing,628.51,169
P01098,Security,Electronics,1893.44,242
P01099,Now,Books,151.33,115
P01100,Event,Clothing,733.92,488
P01101,Them,Clothing,736.52,189
P01102,Arm,Home,639.91,167
P01103,Still,Home,575.2,227
P01104,Always,Grocery,102.92,74
P01105,Put,Home,1318.68,380
P01106,Nearly,Toys,740.91,35
P01107,Follow,Grocery,1505.85,358
P01108,Else,Grocery,842.49,257
P01109,Adult,Grocery,1351.95,85
P01110,Song,Clothing,1853.7,374
P01111,Education,Toys,335.3,472
P01112,Growth,Clothing,1974.85,239
P01113,Partner,Electronics,1582.49,99
P01114,Station,Electronics,1733.31,388
P01115,Write,Toys,1927.06,392
P01116,Ago,Toys,503.1,112
P01117,Happy,Home,1267.37,94
P01118,Put,Books,1181.41,428
P01119,Challenge,Clothing,1652.31,79
P01120,Relate,Toys,1968.76,159
P01121,Reveal,Home,856.35,464
P01122,Guy,Grocery,1969.11,146
P01123,Relationship,Clothing,53.71,38
P01124,Body,Grocery,1471.19,168
P01125,Staff,Home,1868.45,488
P01126,Much,Home,892.1,6
P01127,All,Toys,940.06,6
P01128,Speech,Home,1539.77,33
P01129,Three,Clothing,1663.08,132
P01130,Nor,Books,29.05,352
P01131,Amount,Toys,691.92,11
P01132,Join,Electronics,971.53,254
P01133,Realize,Electronics,1778.0,0
P01134,However,Grocery,1363.95,362
P01135,Relate,Grocery,277.7,381
P01136,Read,Toys,676.56,134
P01137,Hot,Toys,1125.08,268
P01138,Enough,Books,687.78,355
P01139,Race,Grocery,1935.71,113
P01140,Trouble,Clothing,1024.6,268
P01141,To,Books,1096.26,376
P01142,Scene,Toys,910.97,318
P01143,Above,Clothing,533.95,367
P01144,Of,Grocery,1479.96,31
P01145,Too,Home,862.48,121
P01146,Until,Clothing,1147.64,350
P01147,Form,Home,1971.53,159
P01148,Decision,Electronics,340.62,445
P01149,Glass,Books,1329.92,186
P01150,Security,Electronics,223.28,170
P01151,Tv,Electronics,1809.85,115
P01152,Site,Toys,1047.39,384
P01153,Describe,Clothing,650.22,223
P01154,Ever,Electronics,1111.62,20
P01155,Reveal,Books,1008.39,389
P01156,End,Toys,1089.9,41
P01157,Particular,Grocery,128.57,270
P01158,Lawyer,Books,1316.73,197
P01159,Subject,Toys,390.77,289
P01160,There,Clothing,314.22,445
P01161,Sister,Home,568.33,127
P01162,Significant,Electronics,758.54,196
P01163,Market,Grocery,117.86,466
P01164,Everybody,Home,1535.78,77
P01165,Human,Books,134.01,482
P01166,Several,Grocery,809.54,466
P01167,Five,Grocery,324.23,75
P01168,Experience,Toys,1746.98,85
P01169,Cause,Toys,762.91,408
P01170,Organization,Toys,785.63,475
P01171,True,Toys,618.15,117
P01172,Owner,Grocery,1663.7,467
P01173,Responsibility,Electronics,334.67,343
P01174,Current,Grocery,1578.08,243
P01175,Else,Electronics,514.77,419
P01176,Read,Grocery,1049.11,38
P01177,Accept,Home,953.06,41
P01178,Despite,Books,1634.83,123
P01179,Stop,Grocery,111.0,378
P01180,Whose,Books,1084.29,49
P01181,Avoid,Books,691.99,294
P01182,To,Home,1089.71,237
P01183,But,Toys,693.4,223
P01184,Age,Clothing,1780.9,417
P01185,News,Home,1099.32,202
P01186,Near,Home,1587.99,339
P01187,Somebody,Clothing,1530.22,184
P01188,Animal,Clothing,727.22,397
P01189,Knowledge,Books,200.4,353
P01190,All,Grocery,27.34,191
P01191,Imagine,Grocery,615.23,394
P01192,Tv,Electronics,1046.39,9
P01193,Admit,Books,1816.68,235
P01194,Safe,Grocery,577.79,362
P01195,Tree,Electronics,313.61,436
P01196,Just,Home,1584.58,231
P01197,Way,Home,324.11,171
P01198,Computer,Clothing,601.57,86
P01199,In,Toys,607.39,345
P01200,Against,Grocery,1825.67,155
P01201,Can,Grocery,1109.24,99
P01202,Gas,Clothing,1336.7,121
P01203,Again,Electronics,1821.18,278
P01204,Option,Electronics,1235.22,154
P01205,Coach,Grocery,175.5,118
P01206,Evidence,Books,848.11,187
P01207,Simple,Electronics,1502.72,197
P01208,Southern,Books,208.39,26
P01209,Democrat,Electronics,263.02,166
P01210,Reach,Clothing,1608.73,369
P01211,Offer,Books,1349.74,459
P01212,Light,Books,1273.99,354
P01213,Recently,Electronics,401.79,327
P01214,Example,Books,932.98,484
P01215,Program,Grocery,1073.43,288
P01216,Carry,Toys,349.25,268
P01217,Performance,Home,835.63,118
P01218,Professional,Grocery,517.23,336
P01219,Television,Electronics,997.79,117
P01220,Statement,Electronics,582.6,101
P01221,Run,Home,222.85,319
P01222,Unit,Electronics,1427.47,297
P01223,Them,Grocery,898.8,337
P01224,Friend,Grocery,1323.49,0
P01225,Attention,Electronics,189.69,434
P01226,Bit,Grocery,668.01,428
P01227,Fast,Grocery,757.0,45
P01228,Describe,Books,658.79,44
P01229,Building,Toys,67.65,304
P01230,Both,Toys,85.45,256
P01231,Power,Grocery,95.71,125
P01232,Price,Clothing,701.27,194
P01233,Change,Clothing,1507.99,459
P01234,Medical,Books,849.23,403
P01235,Just,Grocery,1145.24,51
P01236,Contain,Electronics,242.69,178
P01237,Follow,Home,1785.44,125
P01238,Finish,Toys,1838.65,147
P01239,Full,Electronics,60.4,39
P01240,Sort,Grocery,43.27,25
P01241,Court,Clothing,400.51,291
P01242,Quality,Clothing,1526.05,411
P01243,Station,Home,454.92,462
P01244,Treat,Grocery,312.54,123
P01245,Own,Grocery,1952.73,356
P01246,First,Home,197.91,47
P01247,Other,Toys,1986.46,212
P01248,Federal,Books,626.47,42
P01249,Fund,Grocery,1133.95,66
P01250,Road,Grocery,117.06,489
P01251,Eat,Grocery,745.13,214
P01252,Which,Home,1518.56,302
P01253,Team,Books,1267.22,107
P01254,Eight,Grocery,1491.91,418
P01255,Minute,Grocery,1032.82,489
P01256,Street,Home,1990.87,255
P01257,Involve,Grocery,203.21,165
P01258,Since,Home,862.15,349
P01259,Keep,Grocery,12.75,84
P01260,Fill,Electronics,365.48,135
P01261,Region,Electronics,769.59,416
P01262,Life,Home,732.89,382
P01263,Feel,Electronics,1052.39,495
P01264,Dinner,Home,1068.02,219
P01265,Information,Books,1268.41,478
P01266,Its,Home,1884.35,151
P01267,Free,Books,1369.53,318
P01268,Blue,Toys,1960.88,23
P01269,Interesting,Books,889.59,70
P01270,Onto,Clothing,1687.29,257
P01271,Church,Books,1121.23,91
P01272,Field,Toys,719.47,246
P01273,Join,Home,13.7,317
P01274,Feel,Books,849.89,419
P01275,State,Home,1898.71,426
P01276,Student,Grocery,1370.71,131
P01277,Although,Electronics,698.33,392
P01278,Effort,Home,1848.88,233
P01279,Clear,Electronics,425.67,261
P01280,Myself,Clothing,1068.38,317
P01281,Answer,Home,667.76,53
P01282,Another,Grocery,317.43,217
P01283,Per,Home,516.75,244
P01284,Brother,Toys,128.88,64
P01285,Summer,Home,566.29,426
P01286,Explain,Home,406.25,111
P01287,Under,Electronics,1823.49,334
P01288,Least,Clothing,1834.46,30
P01289,Easy,Toys,854.15,217
P01290,Mind,Clothing,1062.47,340
P01291,Per,Home,479.2,104
P01292,Property,Electronics,228.58,251
P01293,Recently,Electronics,1732.12,60
P01294,Service,Grocery,796.69,476
P01295,Effect,Books,571.64,483
P01296,Fall,Toys,324.23,476
P01297,Reach,Electronics,1059.02,485
P01298,Spend,Toys,553.62,291
P01299,To,Toys,174.08,84
P01300,Suddenly,Grocery,635.74,113
P01301,Somebody,Home,580.52,446
P01302,Material,Grocery,1421.29,363
P01303,Until,Grocery,73.65,157
P01304,Middle,Home,1543.32,422
P01305,Maybe,Toys,285.34,387
P01306,Option,Grocery,164.3,56
P01307,Art,Books,1907.68,168
P01308,Become,Home,902.47,192
P01309,Book,Grocery,466.26,25
P01310,With,Home,402.07,314
P01311,Small,Electronics,1377.01,407
P01312,Us,Books,415.2,484
P01313,Grow,Clothing,1617.96,473
P01314,Expert,Electronics,1474.54,371
P01315,Student,Toys,1060.51,312
P01316,Project,Toys,293.34,471
P01317,Middle,Toys,1150.67,352
P01318,Technology,Home,84.73,170
P01319,Activity,Books,594.26,145
P01320,Factor,Books,1663.18,176
P01321,Training,Home,953.45,483
P01322,Mrs,Home,1844.45,234
P01323,Shoulder,Books,1323.51,426
P01324,Control,Electronics,1224.66,404
P01325,On,Grocery,591.09,370
P01326,Leave,Home,953.52,240
P01327,Smile,Grocery,1650.04,147
P01328,Ability,Grocery,443.32,384
P01329,Here,Grocery,1592.73,115
P01330,Interesting,Clothing,1856.88,448
P01331,Carry,Grocery,1443.97,372
P01332,Floor,Books,1124.98,458
P01333,Present,Toys,193.0,214
P01334,Run,Clothing,360.79,135
P01335,State,Toys,445.88,429
P01336,Truth,Home,864.63,79
P01337,Bag,Clothing,1137.08,439
P01338,Quite,Grocery,624.98,365
P01339,Page,Clothing,779.48,495
P01340,Rest,Home,882.7,442
P01341,Reason,Toys,1352.29,192
P01342,The,Grocery,20.37,298
P01343,Trip,Books,1330.0,194
P01344,Risk,Clothing,789.11,7
P01345,Wear,Books,23.31,324
P01346,Red,Toys,1538.87,482
P01347,Turn,Toys,725.23,365
P01348,Follow,Books,1488.27,111
P01349,Read,Toys,811.39,293
P01350,Concern,Books,6.82,489
P01351,Along,Home,1476.06,32
P01352,Increase,Home,809.86,178
P01353,Medical,Toys,376.03,273
P01354,Coach,Toys,544.21,274
P01355,Health,Books,1417.04,297
P01356,Though,Toys,1163.86,225
P01357,Week,Electronics,1282.15,239
P01358,Offer,Electronics,1442.6,329
P01359,Note,Home,49.72,50
P01360,Mean,Electronics,1584.43,461
P01361,Lose,Books,1159.86,434
P01362,Exactly,Clothing,1718.9,226
P01363,Eight,Clothing,1590.92,361
P01364,Business,Grocery,1584.07,227
P01365,Which,Clothing,841.9,47
P01366,Partner,Home,1717.53,136
P01367,Manager,Books,1994.41,427
P01368,My,Grocery,796.81,249
P01369,Identify,Books,623.85,1
P01370,Kid,Toys,1549.53,143
P01371,Ball,Clothing,396.49,318
P01372,Commercial,Clothing,339.9,303
P01373,Down,Home,1932.28,5
P01374,Where,Grocery,799.73,44
P01375,Win,Grocery,573.61,234
P01376,Condition,Electronics,706.56,189
P01377,Community,Clothing,1153.09,287
P01378,Get,Books,1991.97,467
P01379,Partner,Home,1436.18,443
P01380,One,Electronics,676.68,121
P01381,Brother,Home,1169.27,61
P01382,Test,Electronics,889.36,18
P01383,Course,Toys,1116.77,41
P01384,Number,Electronics,1796.92,315
P01385,Election,Home,1380.99,75
P01386,How,Home,745.79,247
P01387,Today,Home,685.72,212
P01388,Spring,Toys,438.41,468
P01389,Citizen,Home,413.52,202
P01390,Remain,Home,1800.63,127
P01391,Also,Electronics,1193.69,493
P01392,Later,Electronics,1715.19,184
P01393,Do,Clothing,1952.36,212
P01394,Reality,Home,918.84,463
P01395,Let,Electronics,616.9,176
P01396,Let,Clothing,1125.59,156
P01397,The,Books,132.6,194
P01398,Fast,Home,243.72,306
P01399,Speak,Toys,1268.74,441
P01400,Catch,Books,651.84,354
P01401,Strong,Clothing,1816.01,398
P01402,Face,Home,1284.99,450
P01403,Dog,Books,547.86,161
P01404,Truth,Clothing,190.15,256
P01405,Never,Home,742.23,120
P01406,Actually,Electronics,1945.65,331
P01407,Reveal,Electronics,1456.52,417
P01408,Camera,Grocery,368.85,74
P01409,Tough,Home,1482.79,167
P01410,Serve,Home,1368.0,473
P01411,Make,Grocery,191.87,309
P01412,Citizen,Home,1116.2,172
P01413,Serve,Electronics,741.45,175
P01414,Between,Clothing,1021.01,439
P01415,But,Electronics,1945.06,170
P01416,Win,Electronics,1601.26,312
P01417,Ten,Toys,93.98,25
P01418,Throughout,Books,14.89,416
P01419,Treatment,Books,1700.2,91
P01420,Into,Electronics,1491.28,215
P01421,Real,Electronics,112.95,98
P01422,House,Toys,1739.08,406
P01423,Pay,Clothing,793.54,478
P01424,Tv,Home,234.05,30
P01425,Sign,Toys,330.79,347
P01426,Glass,Books,527.5,347
P01427,Audience,Clothing,927.62,26
P01428,Throughout,Electronics,1239.33,359
P01429,Society,Toys,54.35,200
P01430,Huge,Toys,1135.88,415
P01431,In,Home,1313.26,318
P01432,Amount,Grocery,1809.13,155
P01433,Foreign,Grocery,1522.32,73
P01434,General,Electronics,1724.44,207
P01435,Story,Grocery,1413.44,52
P01436,Industry,Home,50.17,420
P01437,Behavior,Grocery,1764.37,146
P01438,Small,Home,1520.0,108
P01439,Go,Clothing,703.34,319
P01440,Affect,Toys,543.78,271
P01441,Statement,Grocery,321.38,118
P01442,Parent,Electronics,1477.39,330
P01443,Bank,Books,824.01,253
P01444,Page,Clothing,524.72,460
P01445,Record,Toys,403.04,57
P01446,Sit,Electronics,1968.78,78
P01447,Decide,Grocery,6.53,83
P01448,Old,Books,723.45,11
P01449,Rise,Clothing,1830.11,473
P01450,Trouble,Clothing,1617.8,121
P01451,Relate,Electronics,1295.15,39
P01452,Say,Electronics,1986.91,15
P01453,Night,Toys,578.07,372
P01454,Anyone,Electronics,781.76,225
P01455,Himself,Books,577.9,448
P01456,Policy,Electronics,1256.28,156
P01457,Difficult,Electronics,1814.78,249
P01458,Pressure,Grocery,156.44,209
P01459,Finally,Toys,248.5,205
P01460,Type,Toys,161.73,472
P01461,Position,Toys,125.71,92
P01462,Once,Clothing,1335.07,170
P01463,Information,Grocery,255.86,311
P01464,Game,Clothing,1495.07,474
P01465,Write,Electronics,1023.56,171
P01466,Pay,Books,1064.95,165
P01467,Accept,Clothing,703.71,24
P01468,Economic,Grocery,676.96,304
P01469,Understand,Grocery,830.79,344
P01470,About,Books,395.19,190
P01471,Crime,Books,716.99,153
P01472,Wish,Electronics,286.34,428
P01473,Trouble,Books,325.05,332
P01474,Hear,Electronics,1826.09,43
P01475,Make,Grocery,1831.63,321
P01476,Field,Electronics,420.48,83
P01477,Design,Grocery,1364.6,320
P01478,Huge,Home,625.58,175
P01479,Know,Books,1975.64,13
P01480,Old,Grocery,1133.0,355
P01481,Loss,Books,1954.2,277
P01482,Beyond,Grocery,627.51,313
P01483,Personal,Clothing,1955.91,209
P01484,Radio,Clothing,578.58,390
P01485,Finally,Clothing,856.93,358
P01486,Evidence,Books,1570.99,231
P01487,Partner,Toys,117.26,336
P01488,Reveal,Books,614.94,50
P01489,Be,Home,24.71,307
P01490,Anything,Home,1314.52,98
P01491,Both,Books,327.01,142
P01492,Talk,Toys,15.73,317
P01493,Program,Home,70.36,291
P01494,Move,Electronics,1765.97,24
P01495,Southern,Home,1009.17,171
P01496,Job,Grocery,438.79,302
P01497,Ball,Books,604.54,103
P01498,Those,Books,1198.55,369
P01499,Finally,Toys,1400.09,25
P01500,Clearly,Grocery,1319.84,439
P01501,Tree,Books,883.72,47
P01502,Information,Home,500.6,465
P01503,Someone,Books,1253.69,79
P01504,Fear,Electronics,744.38,36
P01505,Style,Grocery,1058.44,299
P01506,Return,Clothing,352.63,300
P01507,Notice,Electronics,247.03,107
P01508,Old,Toys,1229.82,208
P01509,Truth,Home,1700.75,461
P01510,Daughter,Grocery,1564.42,130
P01511,Charge,Home,819.4,387
P01512,Push,Electronics,1238.83,438
P01513,Morning,Books,176.4,58
P01514,Bed,Electronics,275.19,224
P01515,Life,Electronics,1075.3,448
P01516,Reach,Grocery,506.45,318
P01517,Action,Grocery,512.56,62
P01518,Describe,Clothing,72.78,118
P01519,Different,Clothing,346.94,388
P01520,Themselves,Electronics,1684.21,419
P01521,Approach,Books,1393.43,426
P01522,Science,Home,634.92,413
P01523,State,Books,305.82,464
P01524,Company,Home,30.87,243
P01525,Bill,Books,1230.51,485
P01526,Economic,Toys,1250.98,321
P01527,Spend,Grocery,1311.2,9
P01528,Safe,Electronics,364.38,497
P01529,To,Toys,725.05,26
P01530,Law,Home,794.8,124
P01531,Month,Grocery,1139.22,154
P01532,Soon,Books,834.73,48
