orderID,userID,productID,orderDate,quantity,status
O20537,U01355,P00404,2024-01-24,3,Placed
O20538,U00256,P01247,2024-09-22,4,Shipped
O20539,U00266,P00122,2024-04-21,3,Placed
O20540,U00418,P00657,2024-02-23,1,Delivered
O20541,U00066,P01091,2024-11-10,2,Shipped
O20542,U01892,P00394,2025-03-11,5,Cancelled
O20543,U00437,P01164,2024-12-28,3,Delivered
O20544,U01304,P00351,2024-10-05,1,Placed
O20545,U02727,P00683,2024-01-02,5,Cancelled
O20546,U01098,P00574,2023-12-19,3,Placed
O20547,U00168,P00044,2024-03-26,2,Delivered
O20548,U00485,P00690,2024-08-17,1,Shipped
O20549,U00021,P01407,2024-11-13,5,Cancelled
O20550,U00284,P01251,2024-10-27,1,Delivered
O20551,U01268,P00835,2024-09-11,4,Placed
O20552,U01934,P00068,2024-05-17,4,Placed
O20553,U01123,P00280,2025-06-17,3,Delivered
O20554,U01345,P00355,2023-11-13,3,Cancelled
O20555,U01559,P00375,2024-05-30,5,Placed
O20556,U00757,P01421,2024-02-14,4,Shipped
O20557,U01104,P00869,2025-06-14,4,Shipped
O20558,U01429,P00997,2024-02-08,2,Delivered
O20559,U02191,P00069,2025-03-10,4,Cancelled
O20560,U00677,P00105,2024-11-10,4,Shipped
O20561,U02295,P00745,2024-05-09,3,Delivered
O20562,U02365,P01487,2023-07-16,2,Shipped
O20563,U01559,P00881,2024-09-16,4,Cancelled
O20564,U02912,P00539,2023-09-08,5,Cancelled
O20565,U02181,P00768,2025-06-01,3,Cancelled
O20566,U00937,P01012,2025-03-10,3,Shipped
O20567,U02049,P00689,2024-04-24,1,Shipped
O20568,U00645,P01182,2023-06-23,2,Placed
O20569,U01093,P00555,2024-03-03,1,Cancelled
O20570,U01352,P00270,2023-12-26,5,Delivered
O20571,U02121,P00581,2024-12-19,4,Shipped
O20572,U02382,P00095,2023-07-26,4,Delivered
O20573,U01500,P00541,2025-01-27,5,Shipped
O20574,U00134,P01059,2024-04-20,5,Shipped
O20575,U00953,P01187,2025-02-23,1,Delivered
O20576,U01540,P01324,2023-07-18,4,Cancelled
O20577,U02873,P00223,2025-05-23,5,Placed
O20578,U01378,P00125,2024-11-02,4,Delivered
O20579,U00288,P00278,2023-12-13,2,Cancelled
O20580,U01589,P00729,2024-02-13,2,Cancelled
O20581,U01569,P00657,2024-01-30,1,Cancelled
O20582,U01881,P01027,2024-05-25,1,Cancelled
O20583,U01683,P00142,2024-11-10,2,Cancelled
O20584,U01304,P01153,2024-05-21,1,Shipped
O20585,U00759,P00818,2023-09-24,1,Cancelled
O20586,U02754,P00615,2025-04-29,1,Shipped
O20587,U01996,P01207,2024-04-19,3,Cancelled
O20588,U02792,P01172,2025-05-10,3,Delivered
O20589,U02418,P01198,2024-01-18,4,Delivered
O20590,U00530,P00424,2025-04-17,1,Cancelled
O20591,U02473,P01337,2025-03-09,4,Cancelled
O20592,U00401,P00105,2023-07-09,4,Shipped
O20593,U00914,P00754,2023-09-29,1,Shipped
O20594,U00126,P00267,2023-06-23,1,Cancelled
O20595,U00202,P01207,2023-09-05,3,Cancelled
O20596,U02249,P00462,2023-07-29,4,Placed
O20597,U02240,P00159,2024-08-25,1,Delivered
O20598,U02551,P00220,2024-03-12,1,Shipped
O20599,U00067,P01018,2024-08-21,3,Delivered
O20600,U01954,P00337,2025-02-02,2,Placed
O20601,U00603,P00444,2024-03-07,2,Delivered
O20602,U00506,P01373,2024-03-04,4,Shipped
O20603,U00743,P00300,2025-05-08,2,Delivered
O20604,U02921,P00132,2023-08-16,5,Shipped
O20605,U00730,P01443,2025-02-23,4,Placed
O20606,U02063,P00001,2024-01-01,3,Shipped
O20607,U01287,P01155,2023-08-31,1,Cancelled
O20608,U02836,P00781,2024-02-16,3,Shipped
O20609,U02251,P00559,2024-09-07,3,Shipped
O20610,U00245,P00804,2023-11-16,4,Placed
O20611,U02232,P00490,2024-10-05,2,Cancelled
O20612,U02298,P00090,2025-04-09,3,Cancelled
O20613,U00078,P00427,2025-05-06,1,Shipped
O20614,U01635,P00423,2024-12-22,2,Shipped
O20615,U00227,P00369,2024-10-15,3,Delivered
O20616,U01623,P00107,2023-08-08,3,Cancelled
O20617,U01251,P00027,2024-05-31,5,Placed
O20618,U00296,P00949,2023-06-22,2,Placed
O20619,U02113,P00075,2024-02-26,1,Shipped
O20620,U00320,P01250,2024-10-27,1,Cancelled
O20621,U02955,P00854,2024-03-15,4,Placed
O20622,U01761,P00002,2024-10-25,4,Placed
O20623,U01421,P00513,2023-07-25,4,Shipped
O20624,U02536,P00323,2024-09-23,5,Delivered
O20625,U01956,P01370,2024-04-17,2,Shipped
O20626,U02988,P00404,2023-08-16,5,Cancelled
O20627,U01781,P01216,2024-02-20,5,Cancelled
O20628,U02105,P00715,2023-12-21,5,Placed
O20629,U00354,P00664,2024-03-19,2,Shipped
O20630,U01043,P00749,2024-05-09,3,Shipped
O20631,U01401,P01246,2025-02-11,3,Delivered
O20632,U00403,P00439,2023-07-12,1,Delivered
O20633,U01676,P01005,2024-12-22,5,Shipped
O20634,U01977,P01174,2023-07-04,3,Placed
O20635,U00585,P00137,2025-05-11,5,Shipped
O20636,U00852,P00697,2024-10-28,3,Delivered
O20637,U02208,P01178,2025-02-12,5,Cancelled
O20638,U02314,P00074,2025-05-28,3,Delivered
O20639,U02325,P01398,2025-06-09,5,Delivered
O20640,U02884,P00577,2024-03-01,3,Cancelled
O20641,U02640,P00336,2025-01-11,4,Delivered
O20642,U02896,P00422,2025-03-06,5,Shipped
O20643,U00857,P00765,2025-01-20,2,Delivered
O20644,U01957,P00689,2024-02-04,2,Shipped
O20645,U01773,P01028,2025-04-16,5,Placed
O20646,U01384,P00224,2025-05-06,2,Placed
O20647,U02963,P00237,2023-11-17,2,Cancelled
O20648,U01268,P00915,2025-04-13,5,Shipped
O20649,U01866,P00432,2024-05-14,3,Delivered
O20650,U01956,P01284,2025-01-06,3,Cancelled
O20651,U01165,P00584,2024-06-09,2,Placed
O20652,U01432,P00955,2024-10-07,5,Cancelled
O20653,U02819,P00629,2025-05-01,3,Placed
O20654,U00939,P00505,2025-03-11,5,Placed
O20655,U01274,P00392,2023-08-13,2,Delivered
O20656,U01666,P00900,2024-04-09,1,Cancelled
O20657,U00750,P00203,2024-02-11,4,Cancelled
O20658,U01262,P00608,2025-01-21,2,Cancelled
O20659,U01805,P00214,2023-07-01,3,Placed
O20660,U01953,P00138,2024-05-11,5,Cancelled
O20661,U02308,P01472,2023-08-10,4,Placed
O20662,U01070,P00705,2024-01-11,1,Shipped
O20663,U01605,P00582,2024-03-29,4,Delivered
O20664,U01714,P01218,2024-05-19,4,Cancelled
O20665,U00095,P00709,2024-08-30,2,Placed
O20666,U02154,P00954,2023-07-11,3,Delivered
O20667,U02919,P01222,2023-09-04,4,Delivered
O20668,U00906,P00593,2024-06-12,3,Placed
O20669,U00007,P00903,2024-03-10,5,Shipped
O20670,U02445,P00429,2025-03-13,4,Placed
O20671,U00475,P00572,2024-04-17,2,Shipped
O20672,U02270,P01166,2024-11-22,4,Cancelled
O20673,U02416,P00678,2024-10-19,5,Delivered
O20674,U01274,P00368,2024-12-08,3,Cancelled
O20675,U01814,P00834,2023-08-09,2,Cancelled
O20676,U02843,P01382,2025-01-04,5,Shipped
O20677,U02708,P00027,2024-08-05,4,Placed
O20678,U00186,P00803,2025-02-19,1,Shipped
O20679,U02508,P00204,2024-08-27,1,Cancelled
O20680,U02812,P00087,2024-02-07,3,Cancelled
O20681,U02191,P00296,2024-08-14,5,Cancelled
O20682,U02317,P00110,2024-10-27,2,Cancelled
O20683,U00342,P01329,2023-07-12,3,Placed
O20684,U01966,P01423,2024-02-18,3,Delivered
O20685,U02715,P00568,2024-09-21,4,Delivered
O20686,U02816,P00510,2024-12-09,4,Delivered
O20687,U01342,P00710,2025-03-02,2,Delivered
O20688,U00973,P00282,2024-10-22,1,Shipped
O20689,U01227,P00409,2024-01-11,3,Placed
O20690,U01129,P01336,2024-03-17,1,Cancelled
O20691,U00912,P01109,2024-03-25,3,Shipped
O20692,U01657,P00926,2023-07-06,2,Cancelled
O20693,U01905,P00930,2023-10-31,4,Cancelled
O20694,U02847,P00246,2023-10-24,1,Cancelled
O20695,U02000,P00934,2023-07-29,4,Cancelled
O20696,U02739,P01275,2024-07-10,5,Cancelled
O20697,U00674,P01494,2025-05-12,1,Shipped
O20698,U00949,P00080,2025-01-01,5,Cancelled
O20699,U01477,P00892,2024-05-18,4,Shipped
O20700,U01813,P00559,2023-11-11,4,Cancelled
O20701,U00517,P00578,2023-12-26,5,Cancelled
O20702,U01085,P01218,2023-11-30,5,Cancelled
O20703,U02029,P00713,2025-02-07,1,Placed
O20704,U02845,P01381,2024-07-08,5,Shipped
O20705,U02645,P01348,2023-09-26,4,Shipped
O20706,U01415,P01435,2023-09-25,4,Shipped
O20707,U02448,P01273,2023-10-06,4,Cancelled
O20708,U02058,P00932,2024-05-19,4,Placed
O20709,U02479,P00340,2025-01-12,4,Delivered
O20710,U01485,P00497,2024-05-11,5,Placed
O20711,U01187,P00917,2023-11-10,2,Delivered
O20712,U02158,P00710,2025-02-22,2,Cancelled
O20713,U02049,P00105,2024-03-23,5,Placed
O20714,U00834,P00954,2024-10-07,4,Cancelled
O20715,U00915,P01096,2023-07-20,1,Delivered
O20716,U01227,P00822,2023-10-28,3,Shipped
O20717,U02845,P01412,2025-04-29,1,Shipped
O20718,U01536,P00459,2023-07-27,4,Cancelled
O20719,U01765,P01145,2023-09-23,2,Cancelled
O20720,U01345,P01470,2024-05-19,2,Cancelled
O20721,U02600,P01042,2023-11-11,2,Delivered
O20722,U00028,P00527,2024-03-14,2,Placed
O20723,U00807,P00784,2025-04-27,1,Shipped
O20724,U01647,P01105,2023-07-18,3,Cancelled
O20725,U01453,P00204,2024-03-25,5,Shipped
O20726,U01556,P00816,2023-08-29,5,Cancelled
O20727,U00278,P00055,2023-08-10,2,Delivered
O20728,U01665,P01076,2024-07-17,2,Delivered
O20729,U01531,P00824,2023-10-22,4,Cancelled
O20730,U01203,P01262,2024-11-07,3,Shipped
O20731,U00990,P00791,2024-07-19,2,Cancelled
O20732,U01443,P00686,2024-01-29,2,Delivered
O20733,U00811,P00092,2024-08-24,5,Delivered
O20734,U01740,P00518,2024-04-29,2,Cancelled
O20735,U02313,P01166,2023-08-15,1,Shipped
O20736,U02471,P00999,2025-03-01,5,Shipped
O20737,U01812,P01125,2025-03-07,4,Delivered
O20738,U01540,P01466,2023-12-27,1,Cancelled
O20739,U01048,P00303,2024-04-09,4,Placed
O20740,U02775,P00441,2024-04-21,3,Shipped
O20741,U00485,P00485,2023-11-14,4,Shipped
O20742,U02204,P01127,2023-11-11,3,Cancelled
O20743,U01218,P00523,2024-05-15,1,Cancelled
O20744,U02965,P00321,2025-04-28,2,Placed
O20745,U00973,P00779,2023-07-06,4,Delivered
O20746,U02097,P00346,2025-02-04,2,Shipped
O20747,U02039,P00232,2024-02-18,5,Delivered
O20748,U01329,P01095,2025-05-08,1,Delivered
O20749,U00028,P00683,2024-12-04,2,Shipped
O20750,U01195,P00598,2023-11-04,2,Cancelled
O20751,U02874,P00357,2024-04-27,3,Placed
O20752,U02223,P00175,2023-09-12,2,Placed
O20753,U00194,P01394,2023-09-25,3,Delivered
O20754,U02791,P00761,2024-04-14,4,Delivered
O20755,U00554,P00496,2024-10-05,2,Placed
O20756,U00289,P01348,2025-05-17,5,Delivered
O20757,U01921,P01166,2024-10-16,2,Placed
O20758,U00891,P01037,2024-05-11,2,Shipped
O20759,U00867,P00046,2023-10-21,1,Delivered
O20760,U00350,P00360,2024-12-11,3,Placed
O20761,U02736,P00705,2025-03-24,1,Delivered
O20762,U00545,P00998,2023-12-28,2,Placed
O20763,U00117,P00801,2023-07-26,2,Placed
O20764,U00180,P00988,2025-05-02,5,Delivered
O20765,U01619,P01177,2023-07-12,3,Cancelled
O20766,U02481,P00388,2024-04-09,4,Cancelled
O20767,U02118,P00174,2025-01-06,3,Shipped
O20768,U01889,P00093,2025-05-12,5,Delivered
O20769,U02511,P00685,2025-04-18,3,Placed
O20770,U00240,P01009,2023-08-28,5,Placed
O20771,U00907,P01097,2024-04-18,2,Placed
O20772,U01695,P01121,2025-03-09,1,Delivered
O20773,U02968,P00168,2024-07-14,4,Delivered
O20774,U00178,P00424,2025-06-18,2,Shipped
O20775,U02075,P01291,2024-07-24,1,Shipped
O20776,U01602,P00584,2025-05-06,1,Cancelled
O20777,U02161,P01370,2024-09-07,5,Placed
O20778,U02492,P00526,2024-04-29,2,Placed
O20779,U02270,P00763,2024-06-19,4,Shipped
O20780,U01703,P01153,2023-11-05,4,Cancelled
O20781,U02360,P00831,2023-11-10,1,Cancelled
O20782,U02441,P00887,2024-05-14,3,Shipped
O20783,U02040,P00409,2024-05-03,3,Placed
O20784,U01236,P00097,2024-05-01,2,Shipped
O20785,U01178,P00516,2023-12-04,3,Placed
O20786,U01010,P01352,2024-07-18,5,Cancelled
O20787,U00363,P01358,2024-02-27,4,Shipped
O20788,U01507,P01203,2024-02-14,5,Shipped
O20789,U02004,P00965,2024-06-24,1,Shipped
O20790,U00332,P00597,2024-06-16,5,Placed
O20791,U02281,P00845,2023-08-12,3,Shipped
O20792,U00723,P01317,2023-08-03,2,Placed
O20793,U00653,P00236,2025-02-24,1,Cancelled
O20794,U02792,P00012,2023-10-10,3,Delivered
O20795,U00169,P00634,2023-06-30,4,Shipped
O20796,U01331,P00631,2024-11-03,5,Delivered
O20797,U02783,P00249,2025-01-17,1,Placed
O20798,U00482,P01070,2023-12-26,2,Shipped
O20799,U00944,P01444,2024-12-22,1,Shipped
O20800,U02846,P00365,2023-12-30,1,Shipped
O20801,U01598,P00949,2024-07-08,2,Cancelled
O20802,U02763,P00459,2025-02-17,3,Delivered
O20803,U01965,P00344,2024-11-08,3,Cancelled
O20804,U01863,P01209,2025-04-19,5,Placed
O20805,U00938,P00172,2024-02-02,1,Delivered
O20806,U02178,P01004,2025-05-26,2,Cancelled
O20807,U00694,P00868,2024-10-06,1,Placed
O20808,U00316,P00467,2023-09-19,2,Delivered
O20809,U01385,P01414,2023-08-24,5,Cancelled
O20810,U00542,P00684,2023-10-18,5,Placed
O20811,U01867,P00799,2024-02-12,3,Shipped
O20812,U00645,P01239,2023-11-02,5,Placed
O20813,U02811,P00352,2024-03-11,4,Delivered
O20814,U01499,P01034,2023-09-02,3,Cancelled
O20815,U00663,P01056,2024-01-10,1,Shipped
O20816,U01167,P01114,2023-06-19,1,Shipped
O20817,U00745,P01007,2024-10-29,2,Shipped
O20818,U02101,P00760,2024-09-20,4,Placed
O20819,U00766,P00581,2024-12-08,4,Placed
O20820,U02628,P01262,2025-05-12,2,Delivered
O20821,U02837,P00721,2023-11-02,1,Delivered
O20822,U01260,P00386,2024-02-08,3,Delivered
O20823,U02908,P01255,2023-10-11,2,Placed
O20824,U01889,P00380,2023-11-18,5,Cancelled
O20825,U00929,P00882,2024-05-21,1,Shipped
O20826,U01161,P01269,2024-07-26,1,Delivered
O20827,U00549,P00662,2024-01-08,3,Cancelled
O20828,U02972,P00459,2023-09-01,3,Shipped
O20829,U02925,P00609,2023-08-01,5,Placed
O20830,U01378,P00877,2025-04-28,3,Cancelled
O20831,U01632,P01034,2024-10-26,1,Delivered
O20832,U02058,P00307,2025-01-03,2,Cancelled
O20833,U02110,P00862,2025-01-07,3,Placed
O20834,U01329,P00934,2025-02-23,1,Shipped
O20835,U01446,P00741,2024-01-16,3,Placed
O20836,U01775,P01250,2023-11-28,4,Placed
O20837,U00410,P00665,2023-10-06,2,Placed
O20838,U00428,P00308,2023-10-14,2,Placed
O20839,U01605,P00208,2023-10-27,3,Placed
O20840,U01183,P01189,2025-01-19,5,Shipped
O20841,U01822,P01168,2025-01-09,2,Delivered
O20842,U01719,P00884,2023-08-07,5,Cancelled
O20843,U01746,P00109,2025-05-10,3,Delivered
O20844,U01755,P00859,2023-07-14,5,Cancelled
O20845,U02193,P00060,2024-02-11,2,Placed
O20846,U01385,P00024,2025-04-19,5,Placed
O20847,U01831,P00269,2023-12-07,1,Cancelled
O20848,U02916,P00367,2024-01-15,2,Placed
O20849,U00313,P00454,2023-11-07,4,Delivered
O20850,U01702,P00085,2024-12-09,1,Delivered
O20851,U01029,P00184,2023-11-01,5,Delivered
O20852,U01157,P00135,2025-02-11,2,Shipped
O20853,U00787,P00386,2023-08-02,5,Cancelled
O20854,U01161,P01136,2024-08-18,4,Placed
O20855,U01880,P00480,2024-07-23,2,Cancelled
O20856,U01803,P01183,2024-07-10,5,Delivered
O20857,U01401,P01139,2024-05-26,2,Cancelled
O20858,U00169,P00721,2023-07-26,2,Cancelled
O20859,U02009,P01199,2025-03-14,5,Cancelled
O20860,U02347,P00324,2024-02-14,2,Delivered
O20861,U01401,P01442,2024-01-01,3,Delivered
O20862,U01175,P01029,2025-02-17,3,Placed
O20863,U01766,P00288,2025-05-10,5,Delivered
O20864,U00420,P01365,2023-07-15,2,Delivered
O20865,U02233,P00667,2023-08-21,2,Shipped
O20866,U02108,P00909,2024-05-10,2,Placed
O20867,U01228,P01266,2024-10-21,3,Placed
O20868,U01794,P00998,2024-09-08,2,Delivered
O20869,U01036,P00816,2024-02-03,4,Shipped
O20870,U02910,P01044,2025-01-07,5,Shipped
O20871,U01305,P01273,2023-11-19,1,Cancelled
O20872,U01281,P00882,2023-09-27,5,Cancelled
O20873,U01433,P00283,2023-09-06,3,Placed
O20874,U02861,P00239,2023-10-28,5,Cancelled
O20875,U02334,P01086,2024-10-12,5,Shipped
O20876,U02441,P00019,2024-05-06,2,Delivered
O20877,U00747,P01402,2023-12-27,2,Delivered
O20878,U02561,P01118,2025-01-29,5,Cancelled
O20879,U00410,P00226,2024-07-18,1,Placed
O20880,U02185,P00803,2025-05-24,1,Cancelled
O20881,U02564,P00076,2023-12-18,3,Cancelled
O20882,U02044,P00469,2023-12-13,1,Delivered
O20883,U01739,P00155,2025-01-02,3,Shipped
O20884,U01305,P00457,2024-01-24,4,Cancelled
O20885,U00535,P00878,2024-01-11,3,Delivered
O20886,U02637,P00700,2023-08-05,3,Delivered
O20887,U00305,P01408,2024-04-08,4,Delivered
O20888,U00612,P00878,2025-04-26,4,Placed
O20889,U01417,P00221,2024-03-05,5,Shipped
O20890,U00531,P01062,2025-03-20,5,Cancelled
O20891,U01190,P00998,2024-06-08,4,Cancelled
O20892,U01014,P00306,2024-12-08,3,Shipped
O20893,U00139,P01245,2024-07-03,2,Delivered
O20894,U01226,P00304,2025-05-07,5,Placed
O20895,U00526,P00268,2024-08-04,5,Cancelled
O20896,U01110,P00320,2024-08-03,5,Shipped
O20897,U00706,P00994,2023-08-21,4,Cancelled
O20898,U02781,P00109,2024-09-11,5,Shipped
O20899,U02986,P01151,2024-04-06,4,Cancelled
O20900,U00480,P00908,2025-03-02,4,Cancelled
O20901,U02024,P00898,2025-04-23,2,Shipped
O20902,U01002,P01188,2024-02-13,4,Cancelled
O20903,U00418,P01038,2023-11-02,5,Cancelled
O20904,U01865,P00691,2024-06-12,3,Delivered
O20905,U00382,P00692,2023-11-12,1,Shipped
O20906,U02435,P00367,2023-10-17,5,Shipped
O20907,U01527,P00124,2023-07-19,4,Placed
O20908,U00497,P00606,2023-10-17,3,Delivered
O20909,U00033,P00017,2025-01-30,1,Shipped
O20910,U00153,P00229,2025-01-26,5,Shipped
O20911,U01473,P01400,2024-01-28,2,Delivered
O20912,U00493,P00406,2025-06-07,5,Cancelled
O20913,U00299,P00491,2024-06-02,1,Cancelled
O20914,U02011,P00976,2023-11-20,5,Delivered
O20915,U01907,P00216,2025-01-23,5,Shipped
O20916,U01224,P00078,2024-12-15,2,Shipped
O20917,U00228,P01189,2024-01-15,3,Shipped
O20918,U01856,P01245,2024-08-23,3,Delivered
O20919,U00972,P00982,2024-10-19,5,Cancelled
O20920,U00423,P00208,2024-10-17,5,Shipped
O20921,U00944,P01280,2025-04-01,1,Shipped
O20922,U02034,P00940,2024-01-16,1,Placed
O20923,U00787,P01382,2023-09-21,3,Placed
O20924,U00340,P00423,2025-05-20,5,Placed
O20925,U00941,P01495,2024-10-05,2,Shipped
O20926,U02533,P00531,2023-10-01,5,Delivered
O20927,U00965,P00604,2024-08-15,5,Placed
O20928,U02719,P01188,2023-08-31,5,Cancelled
O20929,U00257,P00679,2024-12-09,3,Delivered
O20930,U02961,P00706,2024-02-12,1,Delivered
O20931,U00192,P01415,2025-02-12,1,Delivered
O20932,U00472,P00458,2023-12-24,3,Placed
O20933,U01241,P01220,2023-06-25,5,Cancelled
O20934,U00972,P01367,2023-08-02,5,Cancelled
O20935,U01303,P01299,2024-11-24,4,Shipped
O20936,U01827,P01132,2023-09-11,5,Cancelled
O20937,U01704,P00261,2024-02-07,3,Placed
O20938,U00434,P00481,2024-10-31,4,Delivered
O20939,U02595,P01425,2025-03-30,5,Delivered
O20940,U00375,P01359,2024-11-28,2,Placed
O20941,U02791,P00234,2025-01-13,3,Delivered
O20942,U02005,P01391,2023-08-27,2,Shipped
O20943,U00131,P01168,2025-06-04,4,Placed
O20944,U02709,P00999,2024-04-17,1,Delivered
O20945,U01228,P00082,2023-11-24,1,Cancelled
O20946,U01548,P01224,2024-05-16,5,Placed
O20947,U02213,P00875,2025-04-27,4,Cancelled
O20948,U00306,P01047,2023-10-07,5,Cancelled
O20949,U01699,P00232,2025-06-16,4,Delivered
O20950,U01970,P00339,2025-01-16,4,Shipped
O20951,U02203,P00426,2023-08-20,3,Placed
O20952,U01285,P00249,2023-12-19,1,Shipped
O20953,U01534,P00412,2024-10-11,2,Delivered
O20954,U00253,P01141,2023-10-23,3,Shipped
O20955,U00143,P00072,2024-03-13,4,Shipped
O20956,U00591,P00449,2025-06-09,2,Shipped
O20957,U00292,P00976,2025-04-18,3,Delivered
O20958,U01350,P01082,2025-02-01,5,Delivered
O20959,U01072,P00176,2024-05-28,5,Cancelled
O20960,U02499,P00860,2024-03-21,1,Shipped
O20961,U02434,P00587,2024-07-18,3,Placed
O20962,U01025,P01063,2025-03-01,3,Placed
O20963,U02115,P00208,2024-08-19,1,Delivered
O20964,U02665,P00933,2025-03-20,5,Delivered
O20965,U00284,P00626,2024-10-28,1,Cancelled
O20966,U00373,P00819,2024-08-28,4,Cancelled
O20967,U02513,P01411,2024-06-18,4,Delivered
O20968,U01750,P01434,2024-04-28,1,Cancelled
O20969,U00367,P00432,2023-12-17,3,Cancelled
O20970,U01921,P00970,2024-06-22,1,Shipped
O20971,U00496,P01352,2025-05-26,3,Cancelled
O20972,U01167,P00777,2024-09-17,3,Cancelled
O20973,U01006,P00986,2025-04-30,1,Shipped
O20974,U01910,P01386,2023-08-15,5,Cancelled
O20975,U00779,P01383,2023-09-23,4,Delivered
O20976,U02640,P00021,2024-05-04,5,Shipped
O20977,U00135,P00638,2023-08-17,4,Cancelled
O20978,U01620,P00286,2024-06-30,2,Cancelled
O20979,U02728,P01250,2024-09-20,2,Placed
O20980,U01465,P00161,2023-10-11,4,Shipped
O20981,U00786,P00134,2024-03-18,5,Cancelled
O20982,U00347,P00906,2025-02-16,1,Shipped
O20983,U02832,P00271,2024-03-11,3,Placed
O20984,U02908,P00425,2025-06-18,5,Shipped
O20985,U00579,P00667,2024-01-14,4,Placed
O20986,U00181,P00806,2024-08-31,4,Delivered
O20987,U01146,P00186,2024-05-10,3,Shipped
O20988,U02058,P01218,2024-03-24,4,Placed
O20989,U02085,P01483,2023-06-27,5,Cancelled
O20990,U02823,P01461,2023-12-09,5,Cancelled
O20991,U01842,P01290,2023-07-22,5,Delivered
O20992,U00637,P00975,2024-08-15,4,Shipped
O20993,U00365,P00252,2024-10-12,3,Shipped
O20994,U02400,P00022,2025-03-27,2,Placed
O20995,U00271,P01417,2024-12-15,1,Cancelled
O20996,U02494,P00320,2024-03-30,3,Placed
O20997,U02135,P00282,2025-04-28,5,Delivered
O20998,U00615,P00952,2023-08-31,4,Delivered
O20999,U00442,P00022,2024-01-02,4,Delivered
O21000,U02257,P00352,2023-07-11,1,Shipped
O21001,U02070,P00456,2024-09-01,1,Cancelled
O21002,U00581,P00722,2023-08-10,5,Delivered
O21003,U01957,P00586,2023-09-28,3,Delivered
O21004,U00245,P01241,2024-06-11,2,Shipped
O21005,U02166,P00334,2023-12-04,4,Delivered
O21006,U02796,P00591,2023-12-31,4,Cancelled
O21007,U02338,P01208,2023-12-25,1,Placed
O21008,U00473,P01353,2025-05-10,3,Delivered
O21009,U00944,P00042,2024-09-04,3,Cancelled
O21010,U00517,P00660,2024-04-19,4,Shipped
O21011,U02380,P00960,2024-05-03,1,Delivered
O21012,U02713,P01264,2024-09-27,5,Delivered
O21013,U02327,P00345,2023-11-28,3,Placed
O21014,U02880,P00308,2023-07-03,4,Cancelled
O21015,U00419,P00345,2024-11-27,1,Placed
O21016,U01406,P01224,2024-06-21,2,Cancelled
O21017,U02011,P01402,2024-07-19,1,Cancelled
O21018,U00461,P00660,2025-02-12,3,Placed
O21019,U01174,P00104,2024-10-27,2,Cancelled
O21020,U01560,P01107,2023-11-17,5,Placed
O21021,U01300,P00412,2023-09-19,2,Placed
O21022,U00617,P00782,2024-12-18,2,Placed
O21023,U00785,P00122,2023-07-27,5,Cancelled
O21024,U01004,P01358,2023-08-16,5,Placed
O21025,U01285,P00512,2024-06-19,3,Delivered
O21026,U00039,P00915,2024-02-11,1,Shipped
O21027,U00779,P00876,2024-04-25,3,Cancelled
O21028,U01782,P00851,2023-07-22,2,Delivered
O21029,U02105,P01084,2024-06-11,5,Delivered
O21030,U01309,P00509,2023-10-05,5,Delivered
O21031,U01674,P00086,2024-01-18,1,Cancelled
O21032,U00343,P01441,2024-11-24,2,Delivered
O21033,U00258,P01020,2023-07-25,5,Delivered
O21034,U02147,P00530,2024-09-26,1,Shipped
O21035,U02876,P01363,2025-01-06,1,Delivered
O21036,U01105,P00709,2024-04-10,3,Placed
O21037,U02305,P01326,2025-01-09,1,Cancelled
O21038,U00193,P01457,2025-05-16,5,Delivered
O21039,U01018,P01251,2024-03-11,1,Delivered
O21040,U00353,P01309,2024-05-18,3,Shipped
O21041,U02328,P00768,2024-05-12,4,Delivered
O21042,U00684,P01283,2024-01-07,5,Delivered
O21043,U01293,P00128,2024-03-22,5,Placed
O21044,U02074,P01071,2024-09-25,1,Delivered
O21045,U01097,P00116,2023-09-09,3,Placed
O21046,U01055,P00798,2023-11-04,5,Shipped
O21047,U01619,P01332,2024-02-06,5,Cancelled
O21048,U01624,P00230,2023-10-06,3,Delivered
O21049,U00566,P01395,2025-01-26,4,Placed
O21050,U02527,P01396,2024-09-26,1,Placed
O21051,U01498,P00316,2024-07-20,2,Delivered
O21052,U02825,P00338,2024-12-06,2,Placed
O21053,U02318,P01387,2024-08-24,4,Delivered
O21054,U00687,P01417,2025-04-07,5,Shipped
O21055,U01943,P00580,2024-11-25,5,Delivered
O21056,U02913,P00330,2023-10-30,4,Delivered
O21057,U02335,P01250,2024-03-20,2,Placed
O21058,U01081,P00327,2025-01-25,2,Placed
O21059,U01601,P00493,2025-05-23,2,Shipped
O21060,U00706,P00792,2024-12-06,1,Cancelled
O21061,U00173,P00131,2025-06-12,1,Shipped
O21062,U01368,P00914,2024-07-26,2,Shipped
O21063,U00875,P00081,2024-01-31,2,Placed
O21064,U02311,P00822,2023-08-20,4,Delivered
O21065,U02965,P01354,2023-08-02,5,Delivered
O21066,U02967,P01116,2024-08-07,1,Delivered
O21067,U02992,P01003,2024-04-14,5,Shipped
O21068,U02503,P00001,2025-06-12,3,Cancelled
O21069,U00031,P01074,2023-07-29,2,Placed
O21070,U00035,P01441,2024-11-23,3,Shipped
O21071,U02532,P00745,2024-05-26,4,Placed
O21072,U01382,P00493,2024-09-17,1,Placed
