transactionID,accountID,amount,transactionDate,type,description
TX22074,A10995,-4593.3,2025-05-18,Deposit,Yes message responsibility.
TX22075,A17824,9235.56,2021-03-22,Withdrawal,Those college western among.
TX22076,A14306,-3598.09,2024-12-19,Withdrawal,Little reality but view.
TX22077,A15137,-2809.7,2021-06-25,Withdrawal,Purpose visit possible yourself.
TX22078,A14357,18882.73,2025-06-18,Deposit,Drug alone.
TX22079,A12666,-154.26,2025-06-04,Transfer,Allow call executive present.
TX22080,A14503,8701.39,2021-12-11,Deposit,Recent represent then which.
TX22081,A12089,-2550.73,2025-06-04,Payment,Different image.
TX22082,A15940,813.98,2021-10-10,Withdrawal,Front long begin thousand.
TX22083,A10511,-1515.93,2023-07-10,Payment,Next simply break it.
TX22084,A15224,-3253.76,2022-05-01,Deposit,Any use its.
TX22085,A17285,19228.09,2022-03-21,Transfer,Gun parent police blue.
TX22086,A13232,4997.88,2021-04-29,Transfer,Thank Mrs young go.
TX22087,A15176,11406.12,2022-09-22,Transfer,Site may student ever.
TX22088,A12754,-4633.21,2025-02-07,Withdrawal,Long front cause.
TX22089,A11447,-3726.49,2020-09-10,Withdrawal,Attorney go action design.
TX22090,A14706,7189.92,2021-05-24,Deposit,Send suddenly president.
TX22091,A12858,-4224.4,2022-11-26,Withdrawal,Bring goal.
TX22092,A16450,19234.84,2022-04-13,Payment,Include around imagine girl.
TX22093,A14620,5378.02,2023-11-11,Withdrawal,Like security.
TX22094,A15935,19412.16,2023-11-26,Withdrawal,Admit sea treat.
TX22095,A10642,-2536.62,2022-10-13,Deposit,May dark various.
TX22096,A11378,4509.97,2023-12-01,Deposit,Friend so.
TX22097,A15065,-4556.52,2022-10-24,Payment,Above public approach.
TX22098,A17406,9441.3,2020-06-18,Transfer,Series bit national note.
TX22099,A15310,19315.77,2022-02-11,Deposit,Today institution.
TX22100,A13761,2292.95,2023-02-14,Payment,Similar before likely ready.
TX22101,A16167,12463.03,2023-10-28,Payment,Toward set bad recent life.
TX22102,A10797,225.07,2020-12-10,Deposit,Politics anything year out for.
TX22103,A17433,2474.63,2021-11-19,Transfer,Every son true bit place.
TX22104,A14632,11772.45,2025-03-26,Withdrawal,Hard situation teacher word.
TX22105,A14754,-1427.72,2021-03-12,Withdrawal,Body miss mention class.
TX22106,A12577,13883.79,2023-03-11,Deposit,Finally TV new.
TX22107,A12623,-3255.15,2023-03-06,Payment,Defense produce hand approach.
TX22108,A10539,5627.67,2020-11-17,Withdrawal,Make wall at.
TX22109,A12523,13482.04,2022-03-13,Payment,Music onto today.
TX22110,A17776,17452.79,2021-06-14,Withdrawal,Be number specific today.
TX22111,A11240,-2445.86,2023-10-03,Transfer,From system beat lot.
TX22112,A15151,10126.09,2024-02-27,Transfer,Enough city international.
TX22113,A16595,14336.67,2023-06-07,Payment,Though lot thousand institution.
TX22114,A13988,9718.36,2020-11-18,Transfer,Success information.
TX22115,A11108,14197.93,2021-05-08,Payment,Property that bed drop though.
TX22116,A13286,15586.38,2023-12-14,Deposit,Special seek bank.
TX22117,A13251,11354.15,2020-06-22,Deposit,Indicate federal.
TX22118,A14862,16928.18,2023-07-22,Transfer,South herself just economic.
TX22119,A11837,10677.86,2021-11-06,Withdrawal,Health opportunity to responsibility among.
TX22120,A17368,11634.97,2023-11-19,Deposit,Structure then responsibility view deal.
TX22121,A15391,7727.84,2022-01-11,Transfer,Table organization again.
TX22122,A16849,1871.41,2024-11-15,Deposit,Specific that.
TX22123,A14719,19734.98,2023-05-16,Transfer,Along arrive away.
TX22124,A14935,13019.81,2021-03-28,Transfer,Left security trial.
TX22125,A13742,1728.1,2022-08-26,Withdrawal,Cultural realize music doctor even.
TX22126,A13524,14915.21,2021-08-27,Deposit,Lot natural team.
TX22127,A16149,14366.0,2020-12-21,Deposit,Per to.
TX22128,A15412,-3816.76,2021-02-20,Withdrawal,Table sure usually personal strong.
TX22129,A15394,11206.75,2022-03-10,Payment,Throughout bar individual number.
TX22130,A14303,636.46,2025-02-16,Transfer,Perhaps court true.
TX22131,A14793,17005.65,2025-04-20,Transfer,Country wish suddenly understand.
TX22132,A16700,5256.49,2023-04-12,Transfer,Create account fish.
TX22133,A11821,17740.87,2022-11-02,Withdrawal,Forget story herself side.
TX22134,A16172,2987.28,2023-07-19,Payment,Save sister take.
TX22135,A12143,2448.65,2022-04-09,Deposit,Reflect able.
TX22136,A11040,15517.9,2022-02-15,Deposit,Watch organization role because.
TX22137,A10279,18695.12,2022-10-08,Withdrawal,Reach girl.
TX22138,A13522,14156.38,2021-06-10,Deposit,High window just commercial baby.
TX22139,A17181,19967.29,2025-02-26,Payment,Now pick.
TX22140,A10835,-1550.6,2023-07-01,Payment,Soon establish either senior.
TX22141,A15974,-3750.4,2020-08-14,Payment,Space already eat.
TX22142,A11045,14188.85,2023-04-03,Withdrawal,Couple over all.
TX22143,A10044,11891.87,2020-08-19,Withdrawal,Teach dog.
TX22144,A15347,12246.71,2021-07-12,Payment,Woman ready.
TX22145,A14621,14167.9,2021-07-14,Transfer,Listen gas unit some discussion.
TX22146,A17487,10338.76,2025-02-07,Transfer,New them us hundred prevent.
TX22147,A17095,-4498.73,2023-06-09,Payment,Behavior grow church as.
TX22148,A16988,14819.25,2020-10-30,Withdrawal,Inside live actually collection see.
TX22149,A10026,5442.61,2021-04-16,Payment,True religious.
TX22150,A11500,8201.66,2021-05-09,Payment,Model several watch.
TX22151,A16340,18564.97,2023-06-22,Withdrawal,Assume couple former police.
TX22152,A13179,14517.6,2022-08-13,Deposit,Hospital grow agree.
TX22153,A15488,-2103.8,2024-11-20,Withdrawal,Dog ok accept.
TX22154,A10956,6051.96,2024-12-03,Deposit,Wait star trouble.
TX22155,A14601,12505.98,2022-07-30,Transfer,Nothing behavior PM.
TX22156,A14307,3131.41,2022-01-07,Payment,Hard lawyer reduce.
TX22157,A10335,11244.31,2022-07-18,Withdrawal,Into station black change.
TX22158,A14849,6436.25,2021-05-18,Transfer,Hospital gun seek people.
TX22159,A17221,3752.26,2024-09-13,Transfer,Concern push.
TX22160,A12385,-2456.04,2025-01-14,Deposit,Some newspaper service daughter.
TX22161,A12317,2100.6,2022-09-24,Payment,Win street.
TX22162,A15721,12757.29,2025-04-29,Withdrawal,Issue appear or.
TX22163,A15079,6192.23,2025-05-25,Payment,Congress first join understand.
TX22164,A13821,5788.1,2022-11-19,Deposit,Quickly lay social claim.
TX22165,A14619,1418.92,2021-05-03,Payment,Soon relate camera.
TX22166,A16665,10391.44,2021-06-16,Transfer,Treat cup.
TX22167,A13929,8253.96,2021-02-02,Deposit,Place international culture increase.
TX22168,A10553,18599.23,2023-08-12,Payment,Note nor.
TX22169,A17032,8814.27,2023-06-12,Deposit,Area blood practice.
TX22170,A12341,14764.2,2024-08-04,Payment,System reality military in.
TX22171,A12719,10652.42,2025-02-25,Transfer,That north.
TX22172,A12374,-314.88,2023-07-05,Deposit,Work ago.
TX22173,A17731,13193.51,2023-09-11,Withdrawal,Message perform let.
TX22174,A11736,15042.7,2020-09-20,Withdrawal,Boy beat capital mention.
TX22175,A16810,929.35,2021-07-23,Deposit,Several three wife summer.
TX22176,A17012,8432.85,2020-10-02,Transfer,Stock attorney quality mean man.
TX22177,A17031,6229.12,2020-09-27,Deposit,When so building citizen stand.
TX22178,A14174,18086.62,2024-04-07,Withdrawal,Develop ever up.
TX22179,A16895,797.07,2023-08-01,Payment,Like head hand fire American.
TX22180,A11688,9146.36,2023-10-19,Transfer,End maybe series however.
TX22181,A14907,18340.37,2024-03-28,Deposit,Matter station so total.
TX22182,A12872,35.77,2021-10-17,Deposit,Performance appear about.
TX22183,A16636,5139.63,2025-01-12,Transfer,Picture election.
TX22184,A17012,14287.93,2021-02-06,Deposit,Ground three black local.
TX22185,A12545,6334.22,2023-09-26,Payment,End state wonder show.
TX22186,A13469,7713.06,2020-10-25,Transfer,Few pattern speak pull.
TX22187,A13407,12757.95,2022-01-19,Payment,Me government imagine left.
TX22188,A12586,14117.2,2024-01-17,Payment,Baby they reduce.
TX22189,A14907,-2513.81,2020-09-13,Deposit,Trade really carry issue run.
TX22190,A12955,19764.77,2020-08-08,Deposit,Fly important future hard bank.
TX22191,A13706,7703.29,2023-09-22,Payment,Culture much start argue.
TX22192,A10255,15953.99,2024-10-26,Withdrawal,Serve month.
TX22193,A14577,16713.28,2021-12-01,Payment,Place visit perform challenge.
TX22194,A11677,8748.26,2025-01-20,Payment,Message with behavior find baby.
TX22195,A15103,18851.43,2022-09-22,Transfer,Throw land.
TX22196,A14218,15200.07,2022-06-23,Withdrawal,Safe knowledge.
TX22197,A16146,14139.12,2023-06-18,Transfer,Hot safe benefit report.
TX22198,A14770,17530.94,2020-06-23,Payment,System strategy really.
TX22199,A17939,1866.85,2025-05-11,Transfer,Republican radio after list.
TX22200,A10795,4683.0,2024-06-16,Payment,Reflect any cultural western six.
TX22201,A15464,-742.2,2022-02-13,Payment,Television effort former.
TX22202,A11332,9827.97,2024-03-08,Payment,Old past against.
TX22203,A14934,11505.97,2021-10-28,Transfer,Fast gun end.
TX22204,A11590,7465.32,2023-05-07,Withdrawal,Product force partner everybody fine.
TX22205,A17439,-2809.98,2022-09-18,Transfer,Trial already itself here.
TX22206,A13832,459.72,2021-08-23,Deposit,Contain everybody some.
TX22207,A17987,-203.57,2022-12-30,Transfer,Outside poor have that.
TX22208,A12319,18706.68,2021-04-09,Deposit,Nation create major economy tree.
TX22209,A12939,13602.7,2022-07-29,Payment,Guy far early weight.
TX22210,A12918,4773.73,2024-10-17,Transfer,Water bank affect stock.
TX22211,A13845,18480.5,2021-10-15,Payment,Seem wall.
TX22212,A12967,13434.01,2023-08-30,Withdrawal,Apply right no.
TX22213,A15829,10189.81,2021-07-31,Deposit,Author agent.
TX22214,A11522,17845.21,2022-07-31,Withdrawal,Common conference authority above.
TX22215,A11122,628.38,2023-10-27,Withdrawal,Every per.
TX22216,A17781,17772.97,2023-08-09,Transfer,Item name sea.
TX22217,A10984,13135.88,2022-09-24,Deposit,Today modern.
TX22218,A14074,13098.73,2025-02-16,Withdrawal,Source quickly American.
TX22219,A15913,8775.02,2023-10-15,Payment,Feel material.
TX22220,A13818,15894.29,2025-02-01,Withdrawal,President begin.
TX22221,A17274,16222.93,2021-06-08,Payment,Customer from number tree.
TX22222,A17718,17080.12,2021-09-25,Withdrawal,Sort two heart tell level.
TX22223,A17129,17068.69,2020-12-05,Transfer,During perform wrong fly.
TX22224,A17405,-1973.46,2022-10-12,Withdrawal,Late everything fall space situation.
TX22225,A17278,4310.02,2021-11-13,Transfer,Bring put act writer.
TX22226,A15764,6265.1,2022-03-03,Deposit,Daughter process together.
TX22227,A13660,-914.04,2023-05-13,Transfer,About none play century.
TX22228,A15141,10810.54,2024-11-07,Deposit,Catch above.
TX22229,A15098,-712.39,2020-10-01,Payment,Response sell.
TX22230,A13284,18921.89,2020-09-02,Withdrawal,Safe meeting arm long sea.
TX22231,A16351,6006.72,2025-04-12,Transfer,Forward night parent teach.
TX22232,A15806,18067.25,2023-11-11,Deposit,Plan gas reveal.
TX22233,A12841,16095.03,2021-03-10,Transfer,Office specific one other.
TX22234,A10364,10419.76,2023-05-13,Deposit,Part open case effect performance.
TX22235,A12222,17439.45,2021-06-18,Deposit,Cultural hour view base.
TX22236,A15144,8075.03,2023-06-24,Payment,Claim but.
TX22237,A14205,19952.61,2022-12-01,Payment,Such computer pattern.
TX22238,A17657,4512.49,2021-05-01,Withdrawal,Myself type officer seek.
TX22239,A17448,17824.22,2021-05-30,Withdrawal,Able trip especially.
TX22240,A12170,694.73,2021-06-07,Payment,Have message this.
TX22241,A12847,13322.64,2024-11-08,Withdrawal,Front everyone truth site.
TX22242,A17492,-1905.97,2023-07-06,Payment,Congress player contain.
TX22243,A15593,12387.09,2023-01-21,Withdrawal,Stay guy radio wonder movement.
TX22244,A17597,3342.33,2021-01-30,Payment,Coach stop.
TX22245,A16167,9541.93,2022-06-06,Withdrawal,Nice party enter exactly.
TX22246,A11604,-2354.72,2020-10-02,Payment,Writer tell.
TX22247,A11129,-3889.55,2023-07-31,Deposit,Establish television vote word.
TX22248,A15939,13102.27,2020-09-24,Withdrawal,Thought lead affect soldier smile.
TX22249,A14581,18101.18,2021-05-02,Payment,Pressure my federal quickly.
TX22250,A11317,14519.44,2022-06-21,Deposit,Spring somebody record morning yard.
TX22251,A12301,14933.08,2021-12-13,Withdrawal,Matter they available upon part.
TX22252,A12498,-3699.72,2021-03-13,Payment,Argue charge six.
TX22253,A12370,11415.87,2024-07-04,Deposit,Job night animal production card.
TX22254,A15168,17264.58,2024-10-10,Transfer,Account ability on be.
TX22255,A12516,10205.48,2020-07-22,Payment,There produce.
TX22256,A10289,7777.64,2021-02-07,Withdrawal,Charge read range push.
TX22257,A14147,2707.5,2023-03-10,Withdrawal,Really amount.
TX22258,A14919,1253.72,2023-07-06,Transfer,Must successful box.
TX22259,A11280,1583.94,2025-05-04,Withdrawal,There visit season partner.
TX22260,A14524,-3413.21,2025-05-31,Payment,Short full show.
TX22261,A16183,13199.34,2023-12-07,Withdrawal,Body west wear remember.
TX22262,A17260,17002.4,2021-05-03,Deposit,Draw attention begin young on.
TX22263,A11820,2648.82,2025-05-13,Payment,Career agency fact pretty.
TX22264,A17262,8473.95,2023-07-25,Deposit,Admit because.
TX22265,A10481,4662.33,2023-12-01,Deposit,Fly by full.
TX22266,A12199,3709.44,2020-07-28,Withdrawal,Fly knowledge necessary.
TX22267,A10307,9949.73,2021-05-03,Payment,Machine improve yeah.
TX22268,A13539,1678.84,2020-12-07,Withdrawal,Under method certainly senior along.
TX22269,A10432,12607.26,2020-11-25,Deposit,Experience learn ago.
TX22270,A10716,18604.84,2022-12-29,Payment,Option old full card money.
TX22271,A11739,5505.97,2025-05-08,Withdrawal,Receive station civil method.
TX22272,A16648,3625.81,2022-11-22,Deposit,Almost art without.
TX22273,A16443,19207.84,2021-08-13,Payment,Cut community person poor television.
TX22274,A15169,6247.24,2021-11-14,Transfer,Choice common season.
TX22275,A16674,-4598.03,2024-03-22,Withdrawal,Community voice ready recent brother.
TX22276,A14455,14130.07,2022-10-24,Payment,Wonder somebody stand.
TX22277,A17119,-347.06,2023-11-23,Withdrawal,Research but yourself.
TX22278,A17870,1024.38,2025-01-16,Deposit,News star body me expect.
TX22279,A13398,7320.16,2022-07-31,Transfer,Sure thousand into.
TX22280,A17752,11639.84,2023-01-01,Withdrawal,Finish most kid.
TX22281,A12438,19006.51,2023-02-03,Withdrawal,Operation network what kid.
TX22282,A12448,18288.91,2021-07-06,Payment,Go foreign stock rule.
TX22283,A15479,18961.26,2022-09-27,Deposit,Probably enter somebody billion class.
TX22284,A14201,12378.03,2023-02-16,Deposit,Everybody never say available.
TX22285,A16388,19831.12,2021-01-07,Transfer,Like least interview.
TX22286,A10935,2695.5,2023-09-02,Payment,Under red yet.
TX22287,A15801,3616.98,2024-10-04,Transfer,Hot something issue value threat.
TX22288,A10801,-4795.9,2024-07-10,Withdrawal,Husband force box morning.
TX22289,A12261,-863.94,2022-05-04,Payment,Skin candidate we or.
TX22290,A15254,3685.01,2021-03-22,Transfer,Quickly consumer citizen draw.
TX22291,A15318,-1922.71,2025-02-07,Payment,His open exist.
TX22292,A14218,15532.5,2023-07-02,Deposit,Bed treat.
TX22293,A12941,7996.78,2025-03-25,Deposit,Heart practice expert.
TX22294,A12359,10132.53,2024-07-31,Payment,Create power hard.
TX22295,A11874,1310.7,2025-03-03,Withdrawal,Over heart explain fly.
TX22296,A17777,5638.51,2021-01-04,Deposit,Against service source allow.
TX22297,A17532,5434.96,2024-02-12,Transfer,My even space middle keep.
TX22298,A17745,7795.41,2022-12-27,Withdrawal,Choose eight both whom.
TX22299,A11591,8153.0,2020-10-07,Payment,Should development amount site exist.
TX22300,A17591,1674.08,2021-07-19,Withdrawal,Look imagine.
TX22301,A13277,1140.72,2021-05-01,Deposit,Since soldier style skin.
TX22302,A14002,17339.5,2023-11-27,Deposit,Society majority one feel author.
TX22303,A14702,-3967.06,2023-10-04,Transfer,Group determine home show.
TX22304,A12375,11548.72,2024-06-17,Transfer,Research hand summer amount agent.
TX22305,A12215,579.05,2024-06-06,Deposit,Ten really.
TX22306,A14269,19110.52,2024-12-25,Payment,Standard exist course federal system.
TX22307,A10091,17076.18,2023-06-30,Withdrawal,Brother character.
TX22308,A14707,2448.52,2023-09-11,Payment,Firm scene will realize that.
TX22309,A12825,5903.15,2023-09-14,Payment,Part music television bill.
TX22310,A17204,2275.96,2022-02-09,Deposit,Special offer address mission all.
TX22311,A13143,6114.03,2025-03-01,Transfer,Old authority beyond.
TX22312,A17669,2724.2,2024-05-14,Withdrawal,Page street where laugh.
TX22313,A16296,3018.4,2020-11-03,Payment,Protect mouth stage animal.
TX22314,A11100,16514.08,2021-02-15,Transfer,Fire under prepare.
TX22315,A13802,7181.19,2021-06-26,Transfer,Several worry since begin.
TX22316,A15668,7998.06,2022-11-24,Withdrawal,Yes put back wife thank.
TX22317,A10925,16734.98,2022-12-21,Withdrawal,Figure business should.
TX22318,A12933,-2317.12,2020-09-07,Withdrawal,Arm finish head light.
TX22319,A16861,18084.57,2023-04-03,Deposit,Dark cell cause after major.
TX22320,A12968,8818.82,2024-07-01,Deposit,Knowledge nice radio dinner dark.
TX22321,A15720,3857.22,2022-08-25,Transfer,Including no.
TX22322,A14315,3944.91,2025-04-30,Withdrawal,Possible choice tough simple.
TX22323,A16144,16890.37,2022-11-24,Payment,Leave style old century.
TX22324,A14606,16060.41,2021-05-02,Transfer,Difficult site out everything issue.
TX22325,A10173,3036.26,2021-12-05,Withdrawal,Drop financial down generation.
TX22326,A10879,4978.25,2024-09-21,Payment,Six popular.
TX22327,A15416,8672.0,2024-03-19,Transfer,Baby a close their whether.
TX22328,A17607,3006.47,2024-07-04,Withdrawal,Result wish budget.
TX22329,A13105,-4915.0,2024-05-29,Payment,Wait question dog.
TX22330,A17190,3562.6,2025-01-07,Withdrawal,Marriage price add up.
TX22331,A12166,13344.63,2021-02-08,Withdrawal,View wall true happen box.
TX22332,A12100,6277.62,2025-02-25,Payment,Develop paper bank whom.
TX22333,A17022,-3279.71,2023-05-05,Payment,Popular drive we.
TX22334,A10653,8127.05,2020-11-15,Withdrawal,Onto mission attention discussion.
TX22335,A16083,11764.69,2023-05-24,Payment,Budget individual poor.
TX22336,A15504,9427.95,2025-01-17,Deposit,Pass condition.
TX22337,A12826,-1801.28,2024-09-07,Transfer,Standard scene plan.
TX22338,A17395,17516.06,2023-02-10,Payment,Simple audience agent market.
TX22339,A12807,4432.51,2022-04-08,Payment,Research specific training.
TX22340,A16605,3815.43,2021-02-17,Payment,Bad star structure nearly.
TX22341,A12073,-1273.11,2023-06-09,Withdrawal,During call owner almost.
TX22342,A16604,1398.45,2021-05-01,Transfer,Skin available.
TX22343,A10595,4663.03,2024-09-21,Transfer,Performance structure truth partner company.
TX22344,A13300,18003.28,2020-10-22,Payment,Dream thus.
TX22345,A12863,-2831.84,2020-07-07,Payment,Way nice tree factor.
TX22346,A16467,17134.09,2021-07-18,Payment,Discover garden age expect.
TX22347,A12240,19078.0,2020-10-02,Payment,Ever weight police politics.
TX22348,A14115,-681.89,2024-09-20,Deposit,Picture six stuff.
TX22349,A16734,1664.09,2024-07-03,Transfer,Us least whether.
TX22350,A10095,19421.42,2024-12-05,Withdrawal,Follow girl story Democrat.
TX22351,A11039,-2812.23,2023-10-24,Payment,Training kind point.
TX22352,A15626,19685.23,2024-08-26,Withdrawal,Build community discuss draw personal.
TX22353,A10781,5099.34,2022-07-12,Deposit,Development arm agree.
TX22354,A15510,13288.85,2021-06-02,Payment,Tonight determine across sell major.
TX22355,A16695,3984.3,2024-08-02,Deposit,Research visit shake myself government.
TX22356,A10729,-2348.99,2024-11-12,Deposit,Company enter education study.
TX22357,A10276,2437.52,2023-06-19,Withdrawal,Assume report expert.
TX22358,A12773,5136.28,2025-03-22,Transfer,Make the agent relate medical.
TX22359,A14327,10944.29,2020-09-22,Deposit,Watch single law.
TX22360,A10130,-3803.58,2022-05-01,Payment,Challenge think finally.
TX22361,A15105,9044.76,2024-08-15,Deposit,She feeling safe benefit.
TX22362,A13700,14359.82,2024-04-27,Deposit,Term where.
TX22363,A10980,-2915.54,2023-06-21,Transfer,Especially health heavy.
TX22364,A17353,7776.97,2023-08-10,Payment,Another different clearly skill necessary.
TX22365,A12443,-3193.57,2022-03-18,Transfer,Center ground again prove beat.
TX22366,A10955,1067.78,2020-09-21,Payment,Out wear three.
TX22367,A14457,16280.22,2021-07-25,Withdrawal,Stage else trip toward kitchen.
TX22368,A15952,-2875.76,2022-09-13,Withdrawal,Rest couple group seem effect.
TX22369,A17142,9635.35,2022-03-01,Transfer,Daughter add for director.
TX22370,A10474,10321.57,2021-01-21,Deposit,After street participant.
TX22371,A12149,15439.22,2023-06-01,Withdrawal,Through improve report movie main.
TX22372,A12853,-2106.2,2024-08-07,Withdrawal,Action ever around.
TX22373,A15537,-1123.35,2024-09-13,Transfer,Throw campaign me.
TX22374,A14182,16525.13,2021-10-06,Payment,New summer.
TX22375,A14227,17615.7,2023-11-07,Transfer,Along glass step artist.
TX22376,A16233,17.73,2024-07-19,Payment,Behind what energy.
TX22377,A17324,17335.92,2023-12-13,Payment,Along any about.
TX22378,A17821,1065.19,2022-10-27,Deposit,Raise during worry.
TX22379,A10597,-4603.52,2022-10-14,Transfer,Nothing behind option analysis position.
TX22380,A12822,-3285.86,2021-12-25,Withdrawal,Knowledge show build.
TX22381,A12727,15878.41,2023-08-22,Deposit,Power though new.
TX22382,A12095,-833.65,2023-02-13,Transfer,Myself service exist director.
TX22383,A11922,2378.93,2024-07-16,Withdrawal,Third himself interesting market as.
TX22384,A14998,12248.45,2024-08-10,Deposit,Difficult month everybody.
TX22385,A13250,-3622.59,2023-08-20,Transfer,Guess decade movie.
TX22386,A15458,4426.01,2025-04-24,Payment,Another citizen surface.
TX22387,A13001,18926.38,2022-08-14,Transfer,Enjoy sister stay.
TX22388,A17363,14018.14,2020-12-09,Deposit,Get place rise.
TX22389,A16668,6336.59,2022-10-27,Payment,Effect wind state difference lot.
TX22390,A15266,11488.3,2020-10-10,Payment,Find allow simple.
TX22391,A10822,-2005.39,2021-04-28,Transfer,Control risk.
TX22392,A16411,7996.78,2023-08-12,Withdrawal,Beautiful these find in.
TX22393,A11095,-3111.98,2020-06-19,Deposit,Door wear this.
TX22394,A11680,17396.18,2023-10-06,Deposit,Keep cultural police.
TX22395,A10806,18223.73,2023-07-30,Withdrawal,Us skin her process.
TX22396,A10283,13168.98,2023-07-22,Withdrawal,Fact capital.
TX22397,A16557,13573.59,2021-01-30,Transfer,Check rock you.
TX22398,A16491,8136.62,2022-06-03,Payment,Energy mother.
TX22399,A13464,4435.17,2024-12-15,Payment,Establish however blood fast.
TX22400,A11758,7030.05,2024-07-09,Payment,Great agent real lawyer seek.
TX22401,A11009,2255.57,2022-10-18,Deposit,Task mother wind.
TX22402,A10555,19405.08,2023-08-07,Deposit,Perform face amount bill.
TX22403,A13495,4722.31,2023-10-15,Deposit,Challenge head way TV.
TX22404,A14871,3081.72,2023-08-22,Withdrawal,There fast society agree.
TX22405,A15616,15647.11,2023-05-21,Payment,Various mouth particular.
TX22406,A10541,3102.52,2024-11-03,Deposit,Call issue option person war.
TX22407,A11353,4528.11,2020-09-02,Payment,Region chair member build step.
TX22408,A13552,3596.99,2025-03-11,Transfer,Study leg back rich.
TX22409,A13374,9859.18,2022-11-03,Withdrawal,Remember keep five.
TX22410,A14092,9387.9,2020-10-17,Transfer,Send white impact off each.
TX22411,A15297,12332.74,2021-08-01,Withdrawal,Environmental tell.
TX22412,A18000,-4538.16,2020-07-16,Deposit,Manage small plant share with.
TX22413,A14553,18539.44,2024-10-02,Deposit,Run book.
TX22414,A11507,16905.35,2024-01-28,Deposit,Something southern early develop.
TX22415,A16315,-4161.78,2022-10-01,Deposit,At agent score condition quality.
TX22416,A17415,1002.73,2020-10-21,Payment,Now they among control impact.
TX22417,A15532,3606.01,2020-10-16,Withdrawal,Condition key security seem.
TX22418,A14233,19512.29,2024-12-18,Transfer,This have more.
TX22419,A12966,12472.56,2020-07-01,Transfer,Gun Mr history vote.
TX22420,A12493,16540.6,2024-08-28,Transfer,Second approach price ten student.
TX22421,A17189,1096.22,2021-08-16,Deposit,Boy ever have film.
TX22422,A14425,4205.99,2024-06-03,Transfer,Should computer should daughter ball.
TX22423,A17328,-1730.09,2022-12-16,Withdrawal,Ten bill plant tax so.
TX22424,A15524,9239.35,2025-01-03,Transfer,Industry talk carry accept.
TX22425,A14221,13046.44,2025-04-18,Transfer,Cultural maybe phone become.
TX22426,A11485,-616.84,2022-06-04,Deposit,Blue develop really a relationship.
TX22427,A11777,1454.75,2022-03-29,Deposit,Practice significant international.
TX22428,A16925,14261.96,2024-05-01,Deposit,Organization about over.
TX22429,A11846,13771.97,2024-06-19,Transfer,Attack analysis summer buy speak.
TX22430,A10245,13393.39,2022-11-16,Deposit,Agent develop sign section.
TX22431,A15599,2646.85,2020-09-20,Transfer,Explain sing seat true however.
TX22432,A12132,19017.15,2021-03-18,Deposit,Remain one husband serious.
TX22433,A12005,-4173.84,2021-05-04,Withdrawal,Head course.
TX22434,A14978,2169.62,2022-12-29,Transfer,Course certainly through just.
TX22435,A11766,-4867.15,2021-11-13,Payment,Administration provide less.
TX22436,A11335,-3450.95,2023-07-16,Deposit,Bar five police.
TX22437,A16175,1143.2,2025-02-02,Payment,Success environmental way.
TX22438,A12349,18511.24,2023-04-19,Transfer,Visit today street woman.
TX22439,A13860,2073.04,2025-05-10,Deposit,Available out.
TX22440,A12919,-1003.71,2022-07-22,Transfer,Imagine else wish.
TX22441,A10956,10576.08,2022-12-07,Transfer,Price play.
TX22442,A12910,8037.62,2023-08-01,Deposit,Cold environmental.
TX22443,A17349,12086.82,2023-06-05,Deposit,Rest partner idea over.
TX22444,A10700,2458.94,2024-01-05,Deposit,Hard day.
TX22445,A12462,-3399.28,2023-06-01,Deposit,Later free.
TX22446,A10921,1235.06,2020-07-02,Deposit,Field health itself.
TX22447,A10016,2931.2,2023-04-21,Deposit,Agency yourself face finish.
TX22448,A14716,1076.36,2024-10-06,Deposit,Gun woman although movie.
TX22449,A13987,-392.86,2021-08-28,Deposit,Hold meet could.
TX22450,A17412,13426.55,2021-01-26,Payment,Challenge seem.
TX22451,A11677,9877.25,2023-02-18,Withdrawal,Worker help.
TX22452,A10104,15005.95,2022-01-16,Transfer,Attention benefit hold heavy expert.
TX22453,A13740,1888.48,2024-07-30,Withdrawal,Attorney fund test artist.
TX22454,A10630,-4227.62,2021-05-04,Withdrawal,Happy international exist.
TX22455,A14913,17807.93,2021-09-09,Deposit,Person sure consumer interest.
TX22456,A11243,6589.74,2022-01-30,Withdrawal,Each everybody heart five.
TX22457,A15636,6757.91,2022-02-17,Withdrawal,Our director develop family other.
TX22458,A16613,-1969.91,2020-09-29,Withdrawal,Prepare painting crime indeed different.
TX22459,A15550,12498.52,2022-08-15,Deposit,Seven ground Republican door need.
TX22460,A10442,13691.04,2022-04-24,Transfer,Then choice wish.
TX22461,A16126,10393.65,2021-10-08,Payment,Business question wear.
TX22462,A12797,16403.15,2022-06-06,Deposit,Test final election.
TX22463,A11489,1441.28,2022-03-02,Withdrawal,Indeed our.
TX22464,A12956,-1263.72,2024-02-26,Transfer,Move success just gas.
TX22465,A14541,-3569.63,2020-12-29,Withdrawal,Foreign quickly.
TX22466,A11154,17030.81,2023-01-13,Withdrawal,Sign million site.
TX22467,A12335,12128.51,2025-04-12,Withdrawal,Quickly office.
TX22468,A16109,-2532.92,2022-05-27,Withdrawal,Medical support smile book.
TX22469,A16596,8995.14,2023-05-22,Withdrawal,Clear true old treat war.
