productID,supplierID,productName,category,unitPrice,unitsInStock,reorderLevel
PR00535,S0484,Of,Clothing,1993.4,285,73
PR00536,S0431,Voice,Clothing,3454.68,170,19
PR00537,S0171,Author,Food,1105.26,721,87
PR00538,S0198,Little,Food,735.83,190,78
PR00539,S0283,Sense,Pharma,2658.64,671,82
PR00540,S0095,Use,Furniture,4977.22,56,54
PR00541,S0286,Spend,Pharma,540.08,385,25
PR00542,S0319,Year,Clothing,3936.95,352,96
PR00543,S0239,Project,Food,957.52,366,11
PR00544,S0408,Eye,Food,4737.19,230,85
PR00545,S0275,Short,Furniture,369.59,425,29
PR00546,S0210,Policy,Pharma,4433.82,765,41
PR00547,S0280,Physical,Furniture,4751.46,191,28
PR00548,S0227,Hair,Clothing,4360.64,935,78
PR00549,S0483,Store,Clothing,4653.2,542,41
PR00550,S0459,Level,Clothing,3426.18,443,96
PR00551,S0259,Or,Automotive,3598.51,911,42
PR00552,S0269,Born,Food,2352.61,491,56
PR00553,S0354,Leg,Furniture,3848.38,225,40
PR00554,S0168,Face,Pharma,3794.94,739,54
PR00555,S0097,Ability,Furniture,4862.58,312,99
PR00556,S0363,Stay,Pharma,2405.53,874,95
PR00557,S0075,Whatever,Clothing,4891.49,268,82
PR00558,S0458,Station,Clothing,3780.08,841,100
PR00559,S0443,Child,Clothing,2539.36,496,78
PR00560,S0145,Hope,Furniture,4423.41,534,58
PR00561,S0060,Nor,Automotive,1097.33,555,42
PR00562,S0086,Entire,Automotive,4568.29,366,16
PR00563,S0364,Stock,Furniture,4883.71,999,67
PR00564,S0433,May,Electronics,4682.86,544,73
PR00565,S0001,Later,Furniture,643.96,855,40
PR00566,S0145,Question,Clothing,251.91,184,10
PR00567,S0042,Price,Food,3374.87,757,38
PR00568,S0241,Fund,Automotive,2963.18,721,15
PR00569,S0458,Situation,Furniture,3124.89,912,14
PR00570,S0206,Miss,Food,4970.55,730,91
PR00571,S0216,Life,Pharma,1246.24,979,88
PR00572,S0219,Environmental,Automotive,3346.45,602,72
PR00573,S0404,Control,Furniture,3108.47,252,76
PR00574,S0052,Serious,Food,1106.1,709,21
PR00575,S0438,Rather,Pharma,296.25,556,13
PR00576,S0447,Experience,Automotive,1384.22,305,69
PR00577,S0002,Agree,Furniture,4239.83,215,59
PR00578,S0198,Husband,Food,527.28,350,52
PR00579,S0009,Special,Electronics,2259.51,221,51
PR00580,S0119,Project,Clothing,3756.66,259,92
PR00581,S0149,To,Furniture,1631.59,899,23
PR00582,S0373,My,Food,2707.38,224,83
PR00583,S0046,Design,Clothing,936.42,807,33
PR00584,S0494,Year,Clothing,4719.04,593,56
PR00585,S0123,Heavy,Clothing,4337.99,725,72
PR00586,S0060,Collection,Pharma,552.99,190,48
PR00587,S0254,Beat,Food,3515.1,244,61
PR00588,S0491,Leg,Food,3362.0,201,20
PR00589,S0254,Traditional,Pharma,3228.4,504,34
PR00590,S0088,Network,Food,1479.02,133,17
PR00591,S0434,Return,Electronics,19.18,796,16
PR00592,S0368,Other,Electronics,2216.56,587,42
PR00593,S0237,Two,Pharma,3216.1,930,87
PR00594,S0251,Line,Pharma,2007.99,381,16
PR00595,S0476,Animal,Food,296.67,613,61
PR00596,S0157,Whole,Clothing,2108.71,708,76
PR00597,S0034,Something,Food,2355.66,822,87
PR00598,S0383,Address,Electronics,2570.62,238,49
PR00599,S0384,Maintain,Pharma,1041.23,714,64
PR00600,S0383,Agree,Furniture,385.66,125,41
PR00601,S0099,Position,Pharma,745.61,909,91
PR00602,S0133,Protect,Electronics,4493.01,110,23
PR00603,S0331,Individual,Pharma,4808.19,946,88
PR00604,S0017,Stage,Furniture,3413.47,820,62
PR00605,S0249,Appear,Food,4016.22,699,73
PR00606,S0421,Power,Electronics,4486.36,542,16
PR00607,S0180,Magazine,Furniture,309.92,684,10
PR00608,S0323,Later,Electronics,4798.92,74,49
PR00609,S0004,Success,Furniture,592.24,785,34
PR00610,S0266,Remember,Pharma,4569.51,258,81
PR00611,S0105,Guess,Electronics,116.32,900,84
PR00612,S0497,Single,Automotive,2637.12,616,78
PR00613,S0021,Case,Automotive,168.13,341,46
PR00614,S0428,Career,Food,1836.72,867,96
PR00615,S0049,Fall,Food,3287.5,4,83
PR00616,S0320,Power,Food,3454.96,540,29
PR00617,S0490,Including,Clothing,773.47,601,62
PR00618,S0302,Candidate,Electronics,3064.98,712,54
PR00619,S0297,Full,Automotive,3584.22,808,78
PR00620,S0177,Lose,Furniture,4707.38,208,78
PR00621,S0470,Risk,Food,3871.17,59,56
PR00622,S0368,Nature,Clothing,4431.05,891,59
PR00623,S0439,Son,Automotive,3529.17,205,26
PR00624,S0367,Capital,Pharma,4483.98,958,93
PR00625,S0211,Game,Clothing,3907.34,308,62
PR00626,S0482,Person,Automotive,2243.03,949,81
PR00627,S0333,Road,Automotive,4436.7,984,32
PR00628,S0480,Culture,Automotive,3982.63,501,33
PR00629,S0108,Yet,Food,2508.81,429,21
PR00630,S0153,Type,Automotive,2400.34,496,46
PR00631,S0025,Role,Automotive,9.51,279,54
PR00632,S0076,Theory,Furniture,1628.1,898,43
PR00633,S0077,My,Furniture,4753.3,913,25
PR00634,S0343,Fast,Automotive,4917.45,608,30
PR00635,S0424,Hospital,Automotive,2580.57,57,54
PR00636,S0097,Plant,Electronics,3823.49,900,17
PR00637,S0128,Food,Food,2665.56,621,27
PR00638,S0042,Occur,Automotive,2747.1,9,62
PR00639,S0158,Expect,Pharma,292.32,102,96
PR00640,S0309,Speak,Automotive,2613.05,892,59
PR00641,S0024,Call,Pharma,2170.57,865,88
PR00642,S0306,Nothing,Pharma,4904.58,210,84
PR00643,S0415,Any,Pharma,3796.74,324,14
PR00644,S0210,Source,Automotive,2801.53,28,11
PR00645,S0085,Fight,Furniture,2780.38,217,59
PR00646,S0425,Site,Electronics,518.41,795,79
PR00647,S0137,Suddenly,Clothing,2806.32,7,31
PR00648,S0245,Can,Clothing,726.07,405,59
PR00649,S0368,Do,Furniture,2509.14,718,78
PR00650,S0289,End,Furniture,2661.82,33,51
PR00651,S0206,Might,Automotive,442.52,843,56
PR00652,S0368,Current,Clothing,372.1,591,13
PR00653,S0361,Be,Furniture,4329.6,516,62
PR00654,S0260,Item,Pharma,2859.71,466,17
PR00655,S0204,Design,Electronics,3772.2,504,54
PR00656,S0338,Soon,Clothing,4711.14,937,60
PR00657,S0373,Create,Automotive,1114.37,453,16
PR00658,S0283,Option,Clothing,450.76,97,78
PR00659,S0111,Always,Furniture,1181.96,891,46
PR00660,S0306,Provide,Food,1524.81,101,19
PR00661,S0443,Talk,Clothing,2591.02,599,18
PR00662,S0091,Arrive,Pharma,3481.86,410,84
PR00663,S0076,Keep,Food,764.44,911,99
PR00664,S0300,Growth,Furniture,2485.5,999,60
PR00665,S0337,Can,Food,1503.37,329,86
PR00666,S0043,Focus,Food,518.32,588,84
PR00667,S0471,Drug,Automotive,4823.49,769,72
PR00668,S0404,Left,Furniture,1120.73,204,52
PR00669,S0214,Black,Clothing,4136.41,424,95
PR00670,S0355,I,Electronics,2670.02,578,76
PR00671,S0282,Mission,Pharma,1273.23,10,62
PR00672,S0205,Catch,Pharma,2349.2,988,89
PR00673,S0192,Sort,Automotive,2122.81,492,27
PR00674,S0153,Model,Food,4193.79,46,77
PR00675,S0214,No,Clothing,3367.53,59,18
PR00676,S0196,Among,Automotive,4898.87,795,85
PR00677,S0302,Yard,Food,4470.8,628,28
PR00678,S0421,Trip,Pharma,220.13,304,34
PR00679,S0419,Speak,Pharma,4801.69,121,31
PR00680,S0378,Then,Food,3275.43,820,53
PR00681,S0274,Pull,Clothing,4176.82,957,100
PR00682,S0309,Discover,Electronics,3695.73,133,82
PR00683,S0289,International,Furniture,3553.44,325,75
PR00684,S0495,Us,Electronics,1800.79,122,28
PR00685,S0500,Analysis,Automotive,1702.01,90,71
PR00686,S0106,Inside,Pharma,532.13,685,11
PR00687,S0419,Whatever,Clothing,2575.92,226,77
PR00688,S0249,Piece,Electronics,592.91,210,37
PR00689,S0217,Training,Food,3087.63,939,47
PR00690,S0400,Sometimes,Electronics,848.81,663,36
PR00691,S0200,Down,Electronics,79.93,818,27
PR00692,S0127,War,Food,2680.52,425,32
PR00693,S0207,Low,Electronics,2387.85,724,96
PR00694,S0246,Study,Furniture,1833.84,144,24
PR00695,S0201,Land,Pharma,920.57,333,33
PR00696,S0236,Hand,Clothing,1084.06,382,51
PR00697,S0233,Middle,Pharma,2347.0,162,82
PR00698,S0173,Upon,Automotive,200.0,319,57
PR00699,S0317,Add,Clothing,4415.88,286,48
PR00700,S0273,Effort,Clothing,4976.66,993,13
PR00701,S0321,Fact,Furniture,521.85,387,64
PR00702,S0233,Buy,Automotive,3007.92,39,17
PR00703,S0353,News,Electronics,3887.6,97,35
PR00704,S0019,Religious,Food,1767.45,25,67
PR00705,S0188,Have,Clothing,3345.68,374,96
PR00706,S0345,Skin,Furniture,1112.24,743,14
PR00707,S0281,Memory,Clothing,1144.49,760,40
PR00708,S0305,National,Clothing,1239.05,400,40
PR00709,S0448,Follow,Clothing,2378.86,97,67
PR00710,S0054,Measure,Electronics,4934.31,611,34
PR00711,S0132,Cut,Food,451.82,528,43
PR00712,S0086,Book,Clothing,3803.53,316,67
PR00713,S0236,Eye,Food,2724.66,175,32
PR00714,S0494,Simply,Food,4650.18,737,40
PR00715,S0102,Miss,Food,253.7,117,62
PR00716,S0140,Wife,Furniture,4155.84,840,80
PR00717,S0285,Generation,Furniture,4657.03,692,38
PR00718,S0192,Our,Furniture,960.51,833,52
PR00719,S0079,Cultural,Furniture,34.23,548,72
PR00720,S0305,Bring,Food,2905.3,370,91
PR00721,S0112,Spring,Electronics,4843.14,277,81
PR00722,S0446,Lawyer,Food,769.26,149,17
PR00723,S0139,Hope,Electronics,4342.9,805,39
PR00724,S0393,Mention,Furniture,3713.63,240,39
PR00725,S0204,Back,Pharma,2026.98,574,12
PR00726,S0455,Clear,Electronics,3496.24,493,90
PR00727,S0111,Seven,Electronics,3225.42,636,31
PR00728,S0368,Picture,Clothing,3715.36,928,69
PR00729,S0273,Mother,Clothing,4789.07,510,96
PR00730,S0355,Another,Clothing,3163.63,678,12
PR00731,S0096,Mention,Automotive,2045.03,376,33
PR00732,S0384,Security,Automotive,4202.01,176,16
PR00733,S0131,Often,Furniture,2628.17,81,96
PR00734,S0294,Value,Furniture,201.7,926,15
PR00735,S0381,Force,Furniture,4867.01,685,27
PR00736,S0313,Apply,Electronics,1897.84,282,48
PR00737,S0086,Then,Electronics,3234.63,820,22
PR00738,S0284,Democratic,Automotive,3696.04,878,79
PR00739,S0320,Similar,Clothing,1969.16,14,37
PR00740,S0482,Sing,Automotive,1858.44,417,36
PR00741,S0460,Republican,Electronics,2757.72,995,84
PR00742,S0263,Force,Food,536.0,393,42
PR00743,S0434,Some,Automotive,3330.43,825,59
PR00744,S0347,Fine,Food,4658.15,627,92
PR00745,S0106,That,Pharma,778.08,29,48
PR00746,S0266,Off,Automotive,1621.04,1,40
PR00747,S0110,Discover,Pharma,2457.91,928,12
PR00748,S0252,During,Food,2277.84,532,20
PR00749,S0025,Assume,Electronics,2241.26,461,18
PR00750,S0283,I,Automotive,1737.92,924,57
PR00751,S0068,Individual,Food,4379.35,376,41
PR00752,S0254,May,Electronics,480.21,905,33
PR00753,S0074,Effort,Food,4148.71,677,67
PR00754,S0019,Produce,Automotive,4881.84,132,67
PR00755,S0158,Indeed,Furniture,2068.64,661,53
PR00756,S0147,Research,Clothing,2100.83,352,35
PR00757,S0285,Hour,Electronics,4299.84,590,93
PR00758,S0013,Treatment,Automotive,1445.1,919,41
PR00759,S0183,Base,Clothing,1213.95,530,10
PR00760,S0105,Appear,Electronics,3741.2,45,43
PR00761,S0109,Realize,Furniture,1414.48,654,86
PR00762,S0465,Seat,Food,1428.46,941,19
PR00763,S0039,Western,Food,2581.86,710,53
PR00764,S0355,Concern,Automotive,4830.46,594,13
PR00765,S0334,Cost,Automotive,4571.81,867,88
PR00766,S0399,Few,Pharma,4264.0,857,80
PR00767,S0443,Hope,Pharma,2955.06,123,22
PR00768,S0158,Back,Pharma,4976.98,216,86
PR00769,S0058,Thing,Food,2549.07,143,99
PR00770,S0071,Science,Clothing,1124.57,869,15
PR00771,S0208,Until,Furniture,684.13,784,28
PR00772,S0300,These,Pharma,3502.08,245,54
PR00773,S0200,Hundred,Automotive,294.98,636,19
PR00774,S0182,Ask,Automotive,3948.77,808,12
PR00775,S0003,Red,Clothing,1802.38,493,31
PR00776,S0471,Budget,Furniture,3586.72,770,91
PR00777,S0178,Rather,Automotive,159.54,629,70
PR00778,S0311,Despite,Pharma,2842.11,113,32
PR00779,S0480,Practice,Automotive,1091.01,12,41
PR00780,S0477,Picture,Clothing,4628.11,436,100
PR00781,S0305,At,Automotive,4526.32,842,14
PR00782,S0388,How,Electronics,3002.15,91,83
PR00783,S0135,Point,Electronics,84.47,220,59
PR00784,S0139,Although,Electronics,2884.71,844,76
PR00785,S0159,Suddenly,Electronics,3020.6,609,62
PR00786,S0434,Through,Electronics,3872.58,982,51
PR00787,S0351,Hand,Automotive,2502.75,685,23
PR00788,S0169,Kitchen,Clothing,4831.6,240,96
PR00789,S0354,Somebody,Automotive,593.45,956,87
PR00790,S0057,Democrat,Food,2047.77,986,14
PR00791,S0255,Better,Furniture,4207.2,551,22
PR00792,S0089,Rather,Electronics,3781.62,324,29
PR00793,S0249,Along,Electronics,2817.59,489,52
PR00794,S0319,Keep,Furniture,1571.88,376,93
PR00795,S0431,International,Furniture,2986.93,66,87
PR00796,S0185,Front,Electronics,1364.07,985,100
PR00797,S0041,Ok,Pharma,1331.09,643,85
PR00798,S0210,Subject,Furniture,138.9,383,74
PR00799,S0009,Together,Electronics,1354.29,545,11
PR00800,S0206,Lot,Clothing,2079.86,664,25
PR00801,S0263,Agreement,Automotive,1018.37,457,52
PR00802,S0255,Trip,Food,3303.47,883,70
PR00803,S0369,Report,Pharma,2287.68,337,84
PR00804,S0326,Feel,Food,438.43,703,72
PR00805,S0126,Wonder,Furniture,3775.51,649,63
PR00806,S0336,Suddenly,Automotive,1692.25,795,91
PR00807,S0478,Animal,Automotive,254.88,244,11
PR00808,S0296,Detail,Electronics,4428.04,127,72
PR00809,S0499,See,Food,1049.78,641,85
PR00810,S0174,Scientist,Food,4729.3,915,100
PR00811,S0130,Season,Furniture,2183.75,314,36
PR00812,S0020,Far,Electronics,2570.34,246,43
PR00813,S0349,Reach,Automotive,3377.38,954,75
PR00814,S0293,Month,Automotive,4989.78,89,62
PR00815,S0016,Hospital,Clothing,4347.89,654,57
PR00816,S0305,Fund,Food,218.16,447,98
PR00817,S0028,Eye,Food,884.8,639,15
PR00818,S0296,Campaign,Automotive,1315.64,36,11
PR00819,S0237,Class,Pharma,2049.78,431,63
PR00820,S0209,Company,Clothing,1226.48,825,80
PR00821,S0236,Drive,Clothing,2582.99,363,51
PR00822,S0234,Medical,Furniture,356.7,20,68
PR00823,S0452,Significant,Food,3016.53,227,62
PR00824,S0049,Who,Food,3207.19,916,94
PR00825,S0233,Least,Clothing,2055.45,684,45
PR00826,S0366,Minute,Pharma,4562.94,851,25
PR00827,S0386,Place,Pharma,83.57,464,28
PR00828,S0189,Treat,Food,4117.49,971,16
PR00829,S0004,Consider,Furniture,2067.58,87,100
PR00830,S0292,Hard,Food,163.48,74,19
PR00831,S0465,West,Furniture,1305.91,650,76
PR00832,S0240,Gas,Electronics,2988.22,240,26
PR00833,S0462,Deep,Automotive,4309.94,787,53
PR00834,S0332,Suddenly,Food,282.71,380,61
PR00835,S0162,Able,Electronics,2884.2,881,62
PR00836,S0260,Rock,Automotive,3036.86,208,23
PR00837,S0002,Because,Pharma,784.22,758,36
PR00838,S0492,When,Automotive,3831.75,494,13
PR00839,S0298,Detail,Furniture,478.35,101,15
PR00840,S0255,Life,Electronics,1618.17,72,47
PR00841,S0068,Away,Clothing,4683.63,91,51
PR00842,S0090,Their,Food,687.55,565,91
PR00843,S0113,Response,Furniture,1092.93,141,72
PR00844,S0356,Like,Automotive,4311.99,572,70
PR00845,S0392,Place,Pharma,1697.89,680,43
PR00846,S0424,Anything,Automotive,2502.86,146,70
PR00847,S0056,Enough,Food,3414.54,917,92
PR00848,S0447,Under,Food,4881.17,782,35
PR00849,S0395,Idea,Food,673.2,140,55
PR00850,S0267,Nearly,Furniture,2494.23,59,90
PR00851,S0219,Discover,Furniture,3920.86,129,41
PR00852,S0014,Front,Automotive,2546.97,378,46
PR00853,S0322,Major,Pharma,3779.91,877,62
PR00854,S0180,That,Clothing,1581.19,397,56
PR00855,S0299,Type,Automotive,2750.64,662,16
PR00856,S0344,Policy,Furniture,4651.69,83,55
PR00857,S0410,But,Food,4468.95,401,45
PR00858,S0294,Talk,Automotive,519.49,360,15
PR00859,S0049,World,Automotive,2372.37,891,23
PR00860,S0131,Pay,Food,4640.73,304,50
PR00861,S0273,Soon,Furniture,1948.26,271,72
PR00862,S0462,Heart,Pharma,1691.86,505,41
PR00863,S0327,Mrs,Food,4073.86,867,34
PR00864,S0407,Much,Furniture,3562.1,987,30
PR00865,S0067,Staff,Electronics,3100.21,713,36
PR00866,S0316,Star,Automotive,2209.08,469,69
PR00867,S0297,Opportunity,Clothing,154.91,20,96
PR00868,S0406,Deep,Electronics,4661.64,58,55
PR00869,S0486,Letter,Clothing,943.71,184,23
PR00870,S0049,Reduce,Clothing,1131.85,968,83
PR00871,S0201,According,Furniture,2575.6,56,78
PR00872,S0331,All,Automotive,3023.79,586,11
PR00873,S0016,Food,Furniture,3031.78,996,36
PR00874,S0097,Not,Food,2100.74,410,23
PR00875,S0297,Most,Food,371.58,770,47
PR00876,S0281,Debate,Electronics,459.96,223,42
PR00877,S0322,Here,Automotive,4257.18,811,49
PR00878,S0473,Hit,Food,510.19,708,73
PR00879,S0291,Executive,Furniture,859.79,437,38
PR00880,S0024,Treatment,Pharma,3763.55,391,91
PR00881,S0065,Clear,Automotive,2523.08,749,68
PR00882,S0230,Better,Furniture,231.66,898,24
PR00883,S0135,Design,Automotive,4142.13,911,43
PR00884,S0039,Cut,Electronics,2894.63,327,54
PR00885,S0259,Huge,Furniture,1619.81,939,15
PR00886,S0216,Attention,Food,1095.6,297,19
PR00887,S0036,Head,Pharma,1995.51,413,34
PR00888,S0407,Subject,Automotive,2840.29,536,42
PR00889,S0490,Boy,Pharma,4581.41,102,47
PR00890,S0301,Take,Automotive,3230.0,733,84
PR00891,S0434,Our,Clothing,4217.32,619,47
PR00892,S0411,Rather,Pharma,1419.3,945,76
PR00893,S0168,Fast,Pharma,913.13,646,22
PR00894,S0469,Skin,Furniture,4645.85,515,69
PR00895,S0459,Small,Automotive,1623.77,636,25
PR00896,S0321,His,Clothing,4939.89,249,70
PR00897,S0433,Dinner,Food,4346.52,512,60
PR00898,S0055,Poor,Electronics,4522.25,657,73
PR00899,S0201,Subject,Electronics,386.43,900,60
PR00900,S0405,Phone,Food,4906.81,14,41
PR00901,S0305,Such,Electronics,4158.91,835,71
PR00902,S0192,Scientist,Clothing,1132.06,385,78
PR00903,S0141,Interest,Furniture,632.89,477,26
PR00904,S0363,After,Clothing,4687.65,530,21
PR00905,S0326,Start,Pharma,375.66,335,81
PR00906,S0199,Me,Pharma,2543.1,891,45
PR00907,S0276,Too,Clothing,1362.35,560,89
PR00908,S0228,Radio,Automotive,1586.6,563,62
PR00909,S0347,Early,Electronics,2953.8,319,79
PR00910,S0146,Entire,Automotive,4810.39,52,62
PR00911,S0099,Occur,Pharma,2070.18,779,64
PR00912,S0236,Street,Furniture,604.64,19,72
PR00913,S0019,Order,Furniture,2759.1,52,26
PR00914,S0349,Material,Automotive,675.54,708,98
PR00915,S0033,Threat,Automotive,918.4,121,33
PR00916,S0287,Where,Furniture,3951.9,720,91
PR00917,S0296,Develop,Furniture,3229.14,649,42
PR00918,S0030,Realize,Electronics,4767.13,938,59
PR00919,S0016,Turn,Pharma,1030.63,525,100
PR00920,S0444,Raise,Pharma,2129.3,361,51
PR00921,S0143,Often,Furniture,4781.26,672,47
PR00922,S0362,Join,Clothing,991.84,814,51
PR00923,S0325,Hold,Pharma,822.25,623,40
PR00924,S0136,Up,Pharma,2272.42,70,93
PR00925,S0059,System,Furniture,2405.32,786,64
PR00926,S0050,Research,Pharma,3106.09,607,26
PR00927,S0357,Meet,Food,2973.84,750,36
PR00928,S0003,Activity,Clothing,3755.15,810,21
PR00929,S0400,Listen,Electronics,4110.13,131,11
PR00930,S0380,Thank,Pharma,4958.83,939,92
PR00931,S0156,Clearly,Electronics,152.36,393,28
PR00932,S0418,Table,Food,3259.66,471,54
PR00933,S0294,Agency,Food,4547.88,780,78
PR00934,S0116,Must,Food,3073.47,732,84
PR00935,S0394,South,Electronics,687.45,18,16
PR00936,S0297,Agent,Clothing,4618.63,102,80
PR00937,S0494,Include,Furniture,144.75,622,55
PR00938,S0257,Pm,Automotive,4443.57,857,13
PR00939,S0036,Recognize,Furniture,840.77,146,46
PR00940,S0439,Close,Clothing,4013.15,697,48
PR00941,S0156,Alone,Electronics,3629.35,618,13
PR00942,S0087,Future,Food,1080.69,339,53
PR00943,S0315,Tax,Automotive,3429.87,141,64
PR00944,S0307,Director,Clothing,3847.52,219,38
PR00945,S0245,Make,Clothing,2410.46,496,58
PR00946,S0053,Why,Pharma,4620.05,833,27
PR00947,S0141,Easy,Furniture,3939.93,95,64
PR00948,S0269,Board,Pharma,1863.9,528,43
PR00949,S0201,Where,Pharma,3054.17,621,38
PR00950,S0189,Subject,Pharma,3346.77,266,69
PR00951,S0323,True,Pharma,924.88,174,69
PR00952,S0225,Nor,Automotive,4102.32,613,67
PR00953,S0128,Serve,Pharma,1150.78,629,35
PR00954,S0478,Speak,Furniture,4463.56,826,39
PR00955,S0031,Somebody,Clothing,2020.74,966,41
PR00956,S0048,Effect,Electronics,4318.44,719,56
PR00957,S0405,Size,Food,4675.93,71,26
PR00958,S0329,Return,Electronics,960.5,964,79
PR00959,S0408,Buy,Automotive,749.74,877,94
PR00960,S0494,Movie,Automotive,1494.99,186,27
PR00961,S0105,Day,Food,893.02,288,33
PR00962,S0015,Morning,Clothing,337.6,32,86
PR00963,S0249,Woman,Clothing,4186.57,30,88
PR00964,S0276,Wish,Food,1308.64,579,10
PR00965,S0485,Member,Food,1368.87,424,29
PR00966,S0265,You,Food,2933.1,73,61
PR00967,S0250,Child,Pharma,961.51,753,24
PR00968,S0408,Could,Electronics,4084.34,490,22
PR00969,S0124,Practice,Food,720.32,231,87
PR00970,S0302,Mind,Food,3547.11,955,49
PR00971,S0004,Five,Pharma,4964.61,430,75
PR00972,S0400,Strategy,Pharma,2034.82,694,35
PR00973,S0244,Create,Furniture,2147.84,806,64
PR00974,S0266,Lay,Electronics,970.01,426,96
PR00975,S0493,It,Clothing,1915.23,368,85
PR00976,S0005,Lot,Electronics,104.32,843,26
PR00977,S0131,In,Automotive,2067.1,227,10
PR00978,S0187,Pattern,Clothing,4702.49,23,49
PR00979,S0235,Issue,Clothing,3914.75,196,81
PR00980,S0401,Goal,Electronics,2798.36,534,34
PR00981,S0089,Possible,Furniture,1553.77,336,19
PR00982,S0016,System,Electronics,647.06,12,34
PR00983,S0492,Office,Pharma,4248.63,861,45
PR00984,S0242,Add,Clothing,1979.98,831,21
PR00985,S0420,In,Pharma,510.69,308,35
PR00986,S0422,Address,Electronics,4370.04,124,21
PR00987,S0176,Goal,Furniture,1049.5,197,23
PR00988,S0500,Me,Automotive,464.6,153,34
PR00989,S0084,Lay,Clothing,1086.14,507,45
PR00990,S0338,Military,Automotive,1374.82,70,95
PR00991,S0039,Dog,Food,63.77,846,42
PR00992,S0201,War,Food,989.09,228,88
PR00993,S0187,Manage,Clothing,2202.81,49,24
PR00994,S0231,Never,Pharma,2438.83,820,100
PR00995,S0059,Another,Automotive,1596.43,388,22
PR00996,S0103,Laugh,Pharma,4593.94,335,100
PR00997,S0254,Gun,Furniture,673.93,146,100
PR00998,S0052,Dream,Automotive,945.95,360,37
PR00999,S0218,Machine,Pharma,1291.31,251,15
PR01000,S0204,Own,Clothing,1953.95,697,46
PR01001,S0153,Above,Pharma,1191.43,935,86
PR01002,S0212,Water,Furniture,2644.78,884,41
PR01003,S0411,In,Food,967.77,313,46
PR01004,S0366,Month,Automotive,2591.81,885,20
PR01005,S0363,Million,Food,4136.38,563,10
PR01006,S0366,Now,Clothing,4582.98,961,49
PR01007,S0495,End,Electronics,544.94,724,57
PR01008,S0406,Leader,Electronics,2449.41,582,20
PR01009,S0385,Station,Clothing,672.14,716,69
PR01010,S0173,Party,Electronics,2125.71,268,98
PR01011,S0050,Nearly,Clothing,4431.86,638,41
PR01012,S0415,Everyone,Automotive,3407.09,400,97
PR01013,S0456,Him,Electronics,2604.79,49,31
PR01014,S0149,Can,Pharma,1564.41,440,30
PR01015,S0430,Major,Pharma,1959.1,427,92
PR01016,S0235,Bad,Automotive,99.66,963,72
PR01017,S0045,Official,Pharma,2562.48,39,77
PR01018,S0296,Yet,Automotive,4360.76,221,67
PR01019,S0294,Perhaps,Electronics,3447.53,529,83
PR01020,S0336,Including,Clothing,2310.35,845,100
PR01021,S0498,Since,Pharma,1750.77,399,13
PR01022,S0410,Present,Pharma,3385.44,543,94
PR01023,S0226,Word,Automotive,4915.34,999,27
PR01024,S0002,Because,Clothing,2321.86,831,15
PR01025,S0233,Involve,Electronics,1269.62,600,60
PR01026,S0109,Who,Clothing,2930.2,670,38
PR01027,S0183,Sense,Food,3329.13,602,60
PR01028,S0074,Mrs,Pharma,1648.68,4,50
PR01029,S0069,Shake,Clothing,2943.33,656,56
PR01030,S0472,Another,Food,4274.52,467,30
PR01031,S0110,Hold,Electronics,1920.33,42,15
PR01032,S0037,Whether,Automotive,2744.06,116,65
PR01033,S0115,Body,Pharma,2700.14,213,25
PR01034,S0105,Specific,Food,2887.3,354,61
PR01035,S0042,Main,Electronics,2161.68,579,74
PR01036,S0272,Into,Electronics,3881.25,744,43
PR01037,S0014,Quality,Electronics,3832.18,505,10
PR01038,S0454,Before,Clothing,1490.51,15,68
PR01039,S0256,Drive,Pharma,4741.78,420,14
PR01040,S0008,Here,Furniture,3451.65,365,57
PR01041,S0332,If,Pharma,264.69,395,49
PR01042,S0387,North,Furniture,261.76,779,38
PR01043,S0196,Vote,Furniture,2290.98,356,14
PR01044,S0312,Same,Electronics,4799.38,349,77
PR01045,S0179,Police,Pharma,2380.73,396,31
PR01046,S0451,Whether,Pharma,1287.25,751,23
PR01047,S0414,Lay,Food,361.49,601,48
PR01048,S0028,Thought,Furniture,4579.16,680,25
PR01049,S0492,Gas,Furniture,4932.27,486,15
PR01050,S0289,Over,Electronics,2446.76,816,32
PR01051,S0080,Fly,Automotive,2428.1,373,66
PR01052,S0255,Mr,Pharma,3912.32,859,14
PR01053,S0019,Man,Furniture,3447.14,892,80
PR01054,S0101,Affect,Electronics,4565.28,836,47
PR01055,S0201,Drug,Food,4213.94,317,38
PR01056,S0157,Road,Electronics,2701.46,593,26
PR01057,S0405,No,Food,973.79,949,12
PR01058,S0243,Relate,Food,559.8,735,77
PR01059,S0262,Around,Pharma,2536.21,132,14
PR01060,S0263,Understand,Automotive,4956.23,718,76
PR01061,S0051,About,Electronics,3484.84,142,64
PR01062,S0037,Tend,Furniture,3472.64,198,88
PR01063,S0113,Have,Electronics,2782.35,240,69
PR01064,S0269,May,Clothing,4826.78,44,27
PR01065,S0214,Meeting,Pharma,23.11,425,13
PR01066,S0316,Important,Electronics,3643.28,298,74
PR01067,S0467,House,Furniture,3326.19,677,14
PR01068,S0004,Realize,Clothing,3460.64,715,27
PR01069,S0474,Able,Automotive,4904.14,492,59
PR01070,S0173,Professional,Clothing,3431.75,884,70
PR01071,S0060,At,Electronics,1227.81,614,96
