shipmentID,orderID,shipDate,deliveryDate,carrier,status
SH20907,O10643,2023-10-17,2023-10-17,Miles LLC,Lost
SH20908,O13045,2023-10-08,2023-10-08,"Ponce, Skinner and White",Delivered
SH20909,O16698,2025-03-24,2025-03-24,"Garcia, Wilson and Franklin",Delayed
SH20910,O16302,2024-11-21,,"Burke, Jordan and Hernandez",Delayed
SH20911,O10480,2023-11-18,,Johnson Inc,Delayed
SH20912,O13868,2024-11-15,2024-11-15,"Ellis, Vargas and Parsons",Lost
SH20913,O11050,2024-03-26,2024-03-26,Anderson-Rodriguez,Delayed
SH20914,O11864,2025-01-10,2025-01-10,Campbell PLC,Delivered
SH20915,O12665,2024-01-20,2024-01-20,Long Ltd,In Transit
SH20916,O14315,2023-07-23,2023-07-23,"Morris, Diaz and Vance",In Transit
SH20917,O11682,2025-06-12,2025-06-12,Cook and Sons,Lost
SH20918,O13242,2025-02-24,,"Ramsey, Pham and Richardson",Lost
SH20919,O13356,2024-10-30,2024-10-30,Hudson PLC,In Transit
SH20920,O17063,2025-05-26,2025-05-26,"Harris, Brown and Frank",Delayed
SH20921,O17173,2025-05-21,,Lopez-Hamilton,In Transit
SH20922,O14349,2024-01-30,2024-01-30,"Sullivan, Lane and Lowe",In Transit
SH20923,O16051,2023-07-18,2023-07-18,Atkinson Ltd,Delivered
SH20924,O15484,2023-07-28,2023-07-28,Morales PLC,Delayed
SH20925,O15556,2023-07-14,2023-07-14,Lee Inc,Delayed
SH20926,O12685,2023-12-15,2023-12-15,English-Moore,Delayed
SH20927,O13234,2023-10-13,2023-10-13,Long PLC,In Transit
SH20928,O14501,2024-12-20,2024-12-20,Burns-Lynch,Delayed
SH20929,O16580,2023-10-19,2023-10-19,"Guzman, Bartlett and Smith",In Transit
SH20930,O14423,2023-11-09,,Sanders-Curry,In Transit
SH20931,O14645,2023-07-22,,"Brooks, Copeland and Johnson",Delayed
SH20932,O16205,2024-09-02,2024-09-02,"Ruiz, Ortega and Glover",Lost
SH20933,O12622,2024-08-12,,"Green, Smith and Rodriguez",In Transit
SH20934,O16162,2024-08-18,2024-08-18,Holmes Group,In Transit
SH20935,O14557,2023-12-22,2023-12-22,"Webb, Davis and Smith",In Transit
SH20936,O14138,2025-06-05,2025-06-05,Robles Ltd,Lost
SH20937,O14087,2025-01-20,2025-01-20,"Alexander, Sanders and Mann",In Transit
SH20938,O10524,2024-12-04,,"Bell, Carter and Atkinson",Delayed
SH20939,O17169,2023-12-18,2023-12-18,"Buck, Bush and Larson",In Transit
SH20940,O12406,2023-10-23,2023-10-23,Monroe Inc,Lost
SH20941,O12906,2024-04-29,2024-04-29,Torres Group,Delayed
SH20942,O17422,2025-01-09,2025-01-09,Reed-Maddox,In Transit
SH20943,O11005,2025-05-29,2025-05-29,Robinson and Sons,Delayed
SH20944,O10391,2024-10-16,2024-10-16,Brown LLC,In Transit
SH20945,O16599,2025-06-12,2025-06-12,Bright PLC,In Transit
SH20946,O14992,2024-08-25,2024-08-25,Benitez-Powell,Delivered
SH20947,O16716,2024-04-28,2024-04-28,"Adams, Patterson and Webster",In Transit
SH20948,O11159,2024-04-26,2024-04-26,Carter Inc,In Transit
SH20949,O10351,2024-08-06,2024-08-06,Combs Inc,Delivered
SH20950,O16897,2025-05-10,,"Phelps, Collins and Rogers",Delayed
SH20951,O10961,2024-02-12,2024-02-12,Johnson-Hall,Lost
SH20952,O17664,2024-09-13,2024-09-13,"Good, Horn and Nichols",Lost
SH20953,O13183,2024-06-16,2024-06-16,"Santos, Cooper and Rhodes",Delayed
SH20954,O16449,2024-10-17,2024-10-17,Wilson Group,In Transit
SH20955,O12339,2024-05-29,2024-05-29,Snow Ltd,Delivered
SH20956,O10366,2023-10-30,2023-10-30,"Hanna, Jackson and Ford",Delivered
SH20957,O14665,2024-08-08,2024-08-08,Davis Group,Delivered
SH20958,O10798,2025-06-10,2025-06-10,Mitchell Ltd,Delivered
SH20959,O11518,2023-10-12,2023-10-12,"Ramirez, Baker and Beck",Lost
SH20960,O16355,2025-01-16,2025-01-16,"Parrish, Owens and Peterson",Lost
SH20961,O13303,2023-09-05,,Myers LLC,In Transit
SH20962,O15559,2024-09-07,2024-09-07,Brooks and Sons,In Transit
SH20963,O16311,2024-04-11,2024-04-11,"White, Copeland and Cruz",Delayed
SH20964,O14370,2025-01-16,2025-01-16,"Anderson, Park and Bates",In Transit
SH20965,O13232,2025-06-14,2025-06-14,"Hart, Liu and Mills",Lost
SH20966,O10362,2025-01-22,2025-01-22,"Herrera, Lee and Navarro",Lost
SH20967,O10225,2025-02-16,2025-02-16,"Aguilar, Ward and Wheeler",Lost
SH20968,O16408,2024-10-23,2024-10-23,"Beck, Rodriguez and Bennett",In Transit
SH20969,O13973,2023-06-23,2023-06-23,"Pope, Anderson and Williams",In Transit
SH20970,O17257,2024-02-26,2024-02-26,Morton Inc,Delayed
SH20971,O14988,2024-01-30,2024-01-30,Turner PLC,Lost
SH20972,O13341,2024-11-06,2024-11-06,"Jimenez, Richardson and Richardson",Lost
SH20973,O15816,2025-02-28,2025-02-28,"Pierce, Taylor and Clark",Lost
SH20974,O17736,2024-05-22,2024-05-22,Roberts PLC,Lost
SH20975,O12599,2023-06-20,2023-06-20,Haas-Green,Delayed
SH20976,O11974,2024-12-21,2024-12-21,Zamora Ltd,Delivered
SH20977,O12378,2025-02-16,2025-02-16,"Ramirez, Rodriguez and Moore",Delayed
SH20978,O17462,2024-11-21,,Miller-Cohen,Delivered
SH20979,O10437,2024-07-01,,Jones and Sons,Lost
SH20980,O17554,2024-02-26,2024-02-26,"Malone, Kelley and Thompson",In Transit
SH20981,O16298,2025-05-23,2025-05-23,Cohen-Cross,In Transit
SH20982,O17409,2024-10-04,2024-10-04,Castillo-Davis,In Transit
SH20983,O10752,2024-08-01,2024-08-01,Trujillo-Obrien,Delayed
SH20984,O14038,2024-03-26,2024-03-26,Smith and Sons,Delivered
SH20985,O10137,2023-11-06,2023-11-06,Harris-Collins,In Transit
SH20986,O17629,2024-11-26,2024-11-26,Davis PLC,In Transit
SH20987,O15021,2024-02-01,2024-02-01,"Schwartz, Sherman and Lee",In Transit
SH20988,O10266,2024-02-13,2024-02-13,"Mccarthy, Vaughn and Fuller",In Transit
SH20989,O14628,2025-05-18,,Lewis Ltd,Delivered
SH20990,O11400,2024-01-26,2024-01-26,Walter-Valdez,Lost
SH20991,O16283,2024-12-26,2024-12-26,"Barton, Ramirez and Wong",Delayed
SH20992,O10215,2025-01-10,,"Torres, Stewart and Woods",Delivered
SH20993,O17815,2025-06-02,2025-06-02,Jones-Barker,Delivered
SH20994,O15377,2025-05-03,2025-05-03,King-Johnson,Lost
SH20995,O13618,2025-05-06,,Murphy-Davidson,Delivered
SH20996,O11621,2023-09-16,2023-09-16,Allen Ltd,Delivered
SH20997,O13691,2024-02-20,2024-02-20,Ballard Inc,Delivered
SH20998,O11733,2024-07-23,2024-07-23,"Richards, Giles and Obrien",In Transit
SH20999,O15586,2024-11-29,2024-11-29,Chen-Johnson,Delivered
SH21000,O17223,2024-09-19,2024-09-19,Brown-Price,Lost
SH21001,O14354,2024-02-01,2024-02-01,"West, Hanson and Pope",In Transit
SH21002,O11985,2024-12-18,2024-12-18,"Jensen, Cline and Scott",Lost
SH21003,O12663,2023-11-02,2023-11-02,Rogers-Mathis,Delayed
SH21004,O11091,2025-03-16,2025-03-16,Hopkins Ltd,In Transit
SH21005,O10646,2025-05-10,2025-05-10,Reed and Sons,Delayed
SH21006,O16548,2025-05-31,2025-05-31,"Ramos, Rivera and Smith",Delayed
SH21007,O17341,2024-03-25,2024-03-25,Kennedy PLC,In Transit
SH21008,O15890,2024-06-15,2024-06-15,Jarvis Ltd,In Transit
SH21009,O13242,2025-01-21,,Case-Murray,Lost
SH21010,O14220,2023-06-22,2023-06-22,Carter-Walker,Delayed
SH21011,O14268,2024-09-19,2024-09-19,Hayes Inc,Lost
SH21012,O10524,2024-01-17,2024-01-17,"Rojas, Harper and Cruz",Delayed
SH21013,O12620,2025-01-11,,Lindsey Ltd,In Transit
SH21014,O17673,2023-09-03,2023-09-03,"Sawyer, Ward and Johnson",In Transit
SH21015,O10468,2025-05-29,2025-05-29,Mcgee Inc,Lost
SH21016,O12864,2024-11-29,2024-11-29,Williams-Anderson,Delayed
SH21017,O12391,2024-05-30,2024-05-30,Gill-Fleming,Delivered
SH21018,O11202,2025-03-28,2025-03-28,"Hobbs, Walton and Duke",Delayed
SH21019,O10985,2024-05-22,2024-05-22,Carroll-Kelley,Delivered
SH21020,O12355,2023-12-16,2023-12-16,Robinson PLC,In Transit
SH21021,O10297,2024-04-06,2024-04-06,"Anderson, Smith and Long",Delayed
SH21022,O10248,2024-10-11,2024-10-11,"Smith, Simmons and Jones",In Transit
SH21023,O17681,2024-06-06,2024-06-06,"Bonilla, Gross and Wilson",Lost
SH21024,O16985,2023-10-21,2023-10-21,Newman and Sons,Lost
SH21025,O17795,2023-10-07,2023-10-07,Martinez and Sons,In Transit
SH21026,O16865,2025-05-03,,Davis-Murray,Delayed
SH21027,O10632,2024-10-31,,Hogan-Patterson,Delivered
SH21028,O11317,2024-08-26,2024-08-26,"Moore, Gordon and Little",Delivered
SH21029,O14029,2025-05-27,2025-05-27,Deleon Group,Delivered
SH21030,O13901,2023-11-07,2023-11-07,Moore-Barber,Lost
SH21031,O12564,2025-01-14,2025-01-14,Howard Ltd,Delivered
SH21032,O10039,2024-03-05,2024-03-05,Rush-Thomas,Delayed
SH21033,O17275,2023-07-21,2023-07-21,"Waters, Rodriguez and Love",Delayed
SH21034,O12811,2024-05-07,,Young and Sons,Delivered
SH21035,O15303,2024-09-15,,Murray and Sons,Delayed
SH21036,O13480,2024-04-09,2024-04-09,"Wheeler, Rogers and Black",Delivered
SH21037,O11353,2025-01-24,2025-01-24,Hopkins-Thompson,Delivered
SH21038,O14310,2024-07-30,,"Mcdonald, Conrad and Manning",Lost
SH21039,O11489,2024-06-06,2024-06-06,Baker-Burgess,In Transit
SH21040,O14525,2024-02-18,2024-02-18,Riddle-Campbell,Lost
SH21041,O13048,2024-01-17,2024-01-17,Wilson-Rivera,In Transit
SH21042,O16878,2024-07-31,2024-07-31,"Conley, Chan and Lang",Delayed
SH21043,O10987,2024-11-19,2024-11-19,Ware Inc,Delivered
SH21044,O15371,2023-10-13,2023-10-13,Castillo-Smith,Lost
SH21045,O14792,2023-11-18,2023-11-18,Mccall Ltd,Delivered
SH21046,O15290,2024-09-02,2024-09-02,"Glover, Hampton and Williams",Delivered
SH21047,O15180,2023-06-22,2023-06-22,Wilson-Kim,Delayed
SH21048,O13948,2024-01-02,2024-01-02,"Wagner, Ellison and Gould",Delivered
SH21049,O11045,2024-07-21,2024-07-21,Frey Inc,Lost
SH21050,O10369,2025-01-25,2025-01-25,"Park, Walker and Mcguire",Delivered
SH21051,O14394,2023-08-31,2023-08-31,Cook Group,Delivered
SH21052,O13542,2023-11-26,2023-11-26,"Barron, Williams and Tyler",Delivered
SH21053,O14069,2024-10-18,2024-10-18,David-Moss,In Transit
SH21054,O12346,2023-07-01,2023-07-01,"Tucker, Hall and Robbins",Lost
SH21055,O10643,2025-01-19,2025-01-19,Watkins PLC,Lost
SH21056,O10478,2024-11-04,2024-11-04,Schroeder-Finley,Delivered
SH21057,O15649,2024-10-09,2024-10-09,Mcintosh-Moore,Delivered
SH21058,O13106,2024-02-15,2024-02-15,Fisher-Baker,In Transit
SH21059,O16391,2024-01-06,2024-01-06,"Gilmore, Lowe and Stewart",Delivered
SH21060,O10316,2024-07-29,2024-07-29,Leon-Velasquez,Lost
SH21061,O11609,2024-12-21,2024-12-21,"Smith, Edwards and Jones",Delayed
SH21062,O13677,2024-05-12,2024-05-12,Harris Ltd,Delayed
SH21063,O17979,2023-08-01,2023-08-01,Schneider PLC,Delayed
SH21064,O16324,2024-04-30,,Wilson-Lowe,In Transit
SH21065,O14048,2025-01-22,2025-01-22,"Moore, Patterson and Rivera",Delayed
SH21066,O12557,2023-10-18,2023-10-18,Mathews-Williams,Lost
SH21067,O10065,2023-11-18,2023-11-18,"Barnes, Wilkerson and Reese",Delivered
SH21068,O17436,2024-02-13,,Hodges PLC,Delayed
SH21069,O17532,2024-07-29,2024-07-29,Floyd Ltd,Lost
SH21070,O12033,2024-10-26,2024-10-26,"Fisher, Burton and Mercado",Delayed
SH21071,O10023,2023-11-24,2023-11-24,Nelson-Martin,In Transit
SH21072,O17615,2024-11-27,2024-11-27,Garcia Ltd,In Transit
SH21073,O16198,2023-07-14,,Brown-Collins,Delayed
SH21074,O12571,2023-06-22,,Fox LLC,In Transit
SH21075,O13623,2024-09-09,,"Donovan, Stevens and Obrien",In Transit
SH21076,O16211,2024-09-16,2024-09-16,"Cooper, Mann and Payne",In Transit
SH21077,O10018,2023-12-31,2023-12-31,Williams-Salas,Delayed
SH21078,O10539,2025-01-07,2025-01-07,Montgomery-Allen,In Transit
SH21079,O15441,2025-02-09,2025-02-09,Valenzuela-Peterson,Delayed
SH21080,O16798,2025-04-23,2025-04-23,Cowan-Johnson,In Transit
SH21081,O12211,2025-04-03,2025-04-03,Barnes-Valentine,In Transit
SH21082,O10370,2025-02-12,2025-02-12,Davis-Wilson,Lost
SH21083,O16170,2025-06-07,2025-06-07,"Lewis, Davis and Vargas",Delayed
SH21084,O17278,2025-05-16,2025-05-16,"Williams, Bryant and Love",In Transit
SH21085,O16420,2024-05-14,2024-05-14,Perez Group,Lost
SH21086,O13779,2024-11-03,,Anderson Ltd,In Transit
SH21087,O15340,2025-04-10,2025-04-10,Edwards-Moore,Delivered
SH21088,O10034,2024-10-11,2024-10-11,"Oliver, Cortez and Maldonado",Lost
SH21089,O12678,2023-11-09,2023-11-09,Kent PLC,Delivered
SH21090,O17413,2023-08-07,2023-08-07,"Ford, Miller and Pratt",Delayed
SH21091,O17868,2024-01-13,2024-01-13,Dalton-Wall,Lost
SH21092,O17114,2025-03-29,2025-03-29,Conner and Sons,Delivered
SH21093,O13017,2024-10-23,2024-10-23,"Young, Cruz and Herrera",Delivered
SH21094,O15098,2025-01-14,2025-01-14,Hamilton Ltd,In Transit
SH21095,O15846,2023-09-19,2023-09-19,Lawson-Hines,Delivered
SH21096,O17485,2023-06-29,2023-06-29,"Munoz, Rice and Hester",Lost
SH21097,O11441,2024-11-16,,"Ingram, Fry and Brown",Delayed
SH21098,O16151,2024-05-07,2024-05-07,"Rose, Blake and Figueroa",Lost
SH21099,O16469,2025-04-24,,Fry PLC,In Transit
SH21100,O13326,2025-06-14,2025-06-14,"Johnson, Wright and Gonzalez",Delayed
SH21101,O13908,2025-02-10,2025-02-10,Garza Group,Lost
SH21102,O11768,2024-12-10,2024-12-10,Dudley-Smith,In Transit
SH21103,O13309,2023-08-24,2023-08-24,Hughes and Sons,Delayed
SH21104,O10024,2024-09-18,2024-09-18,Harper and Sons,Lost
SH21105,O12205,2024-02-23,2024-02-23,Howard-Boyd,In Transit
SH21106,O11421,2024-10-15,2024-10-15,Blankenship-Walters,Delayed
SH21107,O14624,2025-02-09,2025-02-09,"Brandt, Baker and Rowe",Delayed
SH21108,O13214,2023-07-17,2023-07-17,"Perry, Hurst and Smith",Delivered
SH21109,O16117,2024-07-09,2024-07-09,Lopez Group,In Transit
SH21110,O11977,2024-05-31,2024-05-31,Macdonald Ltd,Delayed
SH21111,O10894,2025-01-14,2025-01-14,Ramsey Ltd,Delivered
SH21112,O12094,2025-02-17,2025-02-17,"Murray, Welch and Jones",Lost
SH21113,O13495,2023-09-22,2023-09-22,"Miller, Jackson and Russell",Lost
SH21114,O17668,2024-09-06,2024-09-06,"Caldwell, Solis and Kennedy",Delayed
SH21115,O14030,2023-07-27,,West-Harvey,Delayed
SH21116,O17949,2024-10-26,2024-10-26,Young-Guerra,Lost
SH21117,O12060,2025-03-18,2025-03-18,Brown Ltd,Lost
SH21118,O13100,2023-12-05,2023-12-05,"Lee, Miller and Ritter",Delayed
SH21119,O10439,2024-08-09,2024-08-09,Silva-Perez,Delayed
SH21120,O16566,2024-05-14,2024-05-14,Fuller-Best,Delivered
SH21121,O15529,2024-09-26,,Moore LLC,In Transit
SH21122,O13456,2023-07-27,2023-07-27,Thompson and Sons,Delivered
SH21123,O16102,2025-05-05,2025-05-05,Mckay LLC,Delivered
SH21124,O15159,2025-06-10,,Erickson and Sons,Lost
SH21125,O13880,2023-07-11,2023-07-11,Mccoy Group,Delayed
SH21126,O13374,2025-05-01,,Wall LLC,Delayed
SH21127,O14040,2025-01-12,2025-01-12,Shannon Inc,Delivered
SH21128,O14856,2023-10-20,2023-10-20,Hall LLC,Lost
SH21129,O16833,2023-12-23,2023-12-23,Curry and Sons,In Transit
SH21130,O17272,2023-11-11,2023-11-11,Carpenter-Bishop,Lost
SH21131,O16974,2023-12-26,2023-12-26,Mueller Group,In Transit
SH21132,O14767,2024-11-24,2024-11-24,"Fleming, Ellis and Ball",In Transit
SH21133,O12708,2024-12-03,2024-12-03,Johnson Group,Delivered
SH21134,O15516,2024-06-13,2024-06-13,Miller LLC,Lost
SH21135,O16799,2023-11-27,2023-11-27,Mcconnell-Turner,In Transit
SH21136,O12083,2023-08-29,2023-08-29,Jones PLC,Lost
SH21137,O10238,2025-01-07,2025-01-07,"Garner, Thompson and Henry",In Transit
SH21138,O17351,2024-07-20,2024-07-20,Fox and Sons,Delayed
SH21139,O14177,2023-11-23,2023-11-23,Wilson-Russell,In Transit
SH21140,O17263,2025-05-21,2025-05-21,Parker PLC,In Transit
SH21141,O14822,2024-09-18,2024-09-18,"Garza, Taylor and Kelly",In Transit
SH21142,O10932,2024-03-09,,Wallace-Love,Delayed
SH21143,O17703,2025-01-10,,Richards-Rice,Delayed
SH21144,O10695,2025-05-29,2025-05-29,"Reyes, Moore and Byrd",Delivered
SH21145,O12528,2024-01-15,2024-01-15,Allen-Lane,Delivered
SH21146,O11433,2024-11-18,,"Lowe, Hayes and Byrd",Delivered
SH21147,O15047,2023-07-22,2023-07-22,Doyle Inc,In Transit
SH21148,O12609,2024-11-26,2024-11-26,Lewis-Hahn,Lost
SH21149,O12048,2024-11-12,2024-11-12,Richardson-Mccullough,In Transit
SH21150,O13169,2023-12-05,2023-12-05,"West, Martinez and Hubbard",In Transit
SH21151,O14649,2024-10-31,,Dyer Ltd,Delayed
SH21152,O12512,2024-01-16,2024-01-16,Gibson-Young,Lost
SH21153,O17133,2025-04-21,2025-04-21,Cook Inc,Delayed
SH21154,O16150,2023-10-08,2023-10-08,"Hess, Martinez and Stevens",Delayed
SH21155,O12689,2025-05-28,2025-05-28,Miller LLC,In Transit
SH21156,O15206,2025-03-04,,Winters PLC,Lost
SH21157,O12205,2024-04-17,2024-04-17,Lynch Inc,In Transit
SH21158,O16855,2025-02-03,,"Castillo, Taylor and Obrien",Delayed
SH21159,O12513,2023-11-30,2023-11-30,Holder-Hendricks,Delivered
SH21160,O11960,2023-12-19,,Elliott-Morton,Delayed
SH21161,O16132,2023-11-20,2023-11-20,Miller and Sons,Delivered
SH21162,O15685,2025-02-04,2025-02-04,Knapp LLC,In Transit
SH21163,O12754,2024-04-01,,"Harrell, Ferguson and Hester",Delivered
SH21164,O16289,2023-12-14,2023-12-14,"Walker, Bradley and Stewart",Delayed
SH21165,O11587,2025-05-07,2025-05-07,"Perry, Clark and Becker",Lost
SH21166,O12813,2023-10-31,2023-10-31,Wright Ltd,Lost
SH21167,O10138,2024-07-05,2024-07-05,Lewis-Baker,Lost
SH21168,O17896,2024-12-14,,"Orozco, Harris and Jensen",Lost
SH21169,O15183,2024-07-08,2024-07-08,"Woods, Smith and Davies",In Transit
SH21170,O12894,2024-01-10,2024-01-10,Chan-Rice,Lost
SH21171,O15274,2023-11-08,2023-11-08,Fisher-Morris,Delayed
SH21172,O10613,2024-02-26,2024-02-26,Hansen-Ibarra,In Transit
SH21173,O17725,2024-04-24,,"Jackson, Perez and Delacruz",Delayed
SH21174,O15625,2024-10-13,2024-10-13,"Williams, Jones and Gordon",Lost
SH21175,O15823,2023-08-07,2023-08-07,Harris-Villegas,Lost
SH21176,O13887,2024-04-28,2024-04-28,"Lopez, Rodriguez and Hernandez",In Transit
SH21177,O13039,2024-01-29,2024-01-29,"Richardson, Spencer and Duarte",Delayed
SH21178,O14692,2025-03-08,2025-03-08,Hardin Ltd,Delayed
SH21179,O13148,2024-09-16,2024-09-16,Rogers PLC,Delayed
SH21180,O15116,2023-09-05,2023-09-05,"Everett, Garcia and Randall",In Transit
SH21181,O11070,2024-01-15,,"Morse, Green and Smith",Delayed
SH21182,O11438,2024-06-16,2024-06-16,Brown-Simmons,Lost
SH21183,O10615,2024-01-25,2024-01-25,Walls-Campbell,In Transit
SH21184,O11826,2024-11-26,2024-11-26,Wu Group,Delayed
SH21185,O11314,2024-03-19,2024-03-19,Chandler-Harris,Lost
SH21186,O11832,2024-04-29,2024-04-29,"Stokes, Parker and Ramirez",Delayed
SH21187,O12157,2023-12-19,2023-12-19,"Walker, Wallace and Dawson",Delayed
SH21188,O12013,2023-09-07,2023-09-07,Cook Inc,Delivered
SH21189,O10634,2024-05-13,2024-05-13,Monroe-Contreras,In Transit
SH21190,O14694,2025-04-09,2025-04-09,"Lang, West and Little",Delivered
SH21191,O13968,2024-06-18,2024-06-18,Horne Inc,Delayed
SH21192,O13438,2025-03-20,,"Doyle, Neal and Martin",Delayed
SH21193,O12521,2024-03-28,2024-03-28,"Christian, Chan and Diaz",Delayed
SH21194,O13160,2024-06-22,2024-06-22,Shaw Group,In Transit
SH21195,O13455,2024-01-24,2024-01-24,Harris-Smith,Delivered
SH21196,O13180,2024-12-13,2024-12-13,Martinez Group,Delayed
SH21197,O16144,2024-12-08,2024-12-08,Villanueva and Sons,Delivered
SH21198,O11537,2023-09-23,2023-09-23,Herrera-Dawson,Lost
SH21199,O10487,2024-03-10,2024-03-10,"Boyer, Morris and Caldwell",Lost
SH21200,O14042,2025-04-07,2025-04-07,"Watts, Thomas and Dawson",In Transit
SH21201,O11550,2024-01-09,2024-01-09,Soto-Adams,Delayed
SH21202,O15422,2024-01-19,,"Lucas, Lawson and Mclaughlin",Delivered
SH21203,O12521,2023-11-15,2023-11-15,Thomas PLC,In Transit
SH21204,O15745,2024-08-06,,Hall and Sons,Delivered
SH21205,O12323,2023-09-19,2023-09-19,Lane-Hughes,Delayed
SH21206,O16529,2023-08-11,2023-08-11,Whitney and Sons,Lost
SH21207,O11606,2023-07-23,2023-07-23,Powers-Collier,Delayed
SH21208,O10013,2023-07-18,2023-07-18,Martin-May,Delivered
SH21209,O16996,2025-05-24,2025-05-24,Sanchez-Escobar,Delayed
SH21210,O13072,2023-07-21,2023-07-21,Gonzales-Miller,Lost
SH21211,O15886,2023-09-09,2023-09-09,"Acevedo, Hudson and Murphy",In Transit
SH21212,O15808,2023-12-11,,Nolan-Andersen,Delivered
SH21213,O13472,2024-04-04,2024-04-04,"Miller, Whitehead and Delgado",Delivered
SH21214,O10802,2025-05-03,2025-05-03,"Thomas, Robertson and Vasquez",Delayed
SH21215,O14757,2025-03-24,2025-03-24,"Scott, Sanchez and Lynch",Lost
SH21216,O15632,2024-12-30,,"Hughes, Lloyd and Davis",Lost
SH21217,O16551,2024-08-12,2024-08-12,"Hickman, Parker and Hoffman",Delivered
SH21218,O10736,2023-07-18,2023-07-18,"Cruz, Sherman and Smith",Delayed
SH21219,O17047,2024-02-15,2024-02-15,Freeman-Robinson,Lost
SH21220,O17741,2023-09-27,2023-09-27,Ballard Ltd,In Transit
SH21221,O14000,2024-06-26,2024-06-26,"Fuller, Hale and Terrell",Lost
SH21222,O11732,2023-08-31,2023-08-31,Trujillo-Morales,Lost
SH21223,O15573,2025-02-24,2025-02-24,"Moody, Jones and Miller",In Transit
SH21224,O10832,2023-07-02,2023-07-02,Winters Inc,Delivered
SH21225,O10097,2024-10-01,2024-10-01,Smith-Warren,Lost
SH21226,O12330,2023-07-30,2023-07-30,Kaiser and Sons,In Transit
SH21227,O17400,2024-01-22,2024-01-22,"Trevino, Greer and Robinson",In Transit
SH21228,O11513,2023-12-26,2023-12-26,"Smith, Woods and Miller",Delayed
SH21229,O16183,2024-09-17,,Miller and Sons,Delivered
SH21230,O15063,2025-02-08,2025-02-08,Mcgrath PLC,Delayed
SH21231,O14731,2023-07-25,,Young-Schwartz,In Transit
SH21232,O12538,2024-04-05,2024-04-05,Wilson Ltd,In Transit
SH21233,O15905,2025-06-02,2025-06-02,Taylor-Smith,In Transit
SH21234,O14545,2024-02-17,,"Taylor, Davis and Lewis",In Transit
SH21235,O10531,2023-08-12,,Leach-Martinez,In Transit
SH21236,O17732,2025-03-27,2025-03-27,Frey Group,Delivered
SH21237,O10268,2024-12-01,2024-12-01,Roth Ltd,In Transit
SH21238,O10671,2025-03-19,2025-03-19,Brady-Brandt,Delivered
SH21239,O10352,2024-10-15,2024-10-15,"Jones, Murray and Hickman",Delayed
SH21240,O10779,2024-02-18,2024-02-18,Schmidt LLC,Delivered
SH21241,O12752,2024-12-17,,Erickson-Harrell,Delayed
SH21242,O10793,2024-04-22,2024-04-22,Jones LLC,Lost
SH21243,O10114,2025-01-13,2025-01-13,Thompson-Pennington,Delivered
SH21244,O17024,2024-10-06,2024-10-06,Mendoza and Sons,In Transit
SH21245,O10389,2025-03-07,2025-03-07,Lucas-Adams,In Transit
SH21246,O14905,2024-06-08,2024-06-08,Elliott-Patton,Lost
SH21247,O16124,2024-02-17,2024-02-17,Kelly-Compton,Delayed
SH21248,O12618,2023-11-26,,"Sandoval, Garcia and Gomez",In Transit
SH21249,O14094,2023-10-10,,Willis-Campbell,In Transit
SH21250,O16146,2023-11-27,2023-11-27,Hill-Gibbs,In Transit
SH21251,O16025,2024-12-14,2024-12-14,Hubbard-Burton,Lost
SH21252,O17296,2025-05-26,2025-05-26,Norton Inc,Delayed
SH21253,O15322,2024-05-20,,"Stokes, Collins and Weber",Lost
SH21254,O11853,2023-10-05,2023-10-05,"Beltran, Harvey and Brown",In Transit
SH21255,O17500,2024-04-05,2024-04-05,"Santos, Brown and Rivera",Delivered
SH21256,O12259,2023-12-03,2023-12-03,Thornton PLC,Lost
SH21257,O15344,2023-08-27,2023-08-27,Fuller-Patterson,Delivered
SH21258,O14719,2023-12-04,2023-12-04,"Blankenship, Hudson and Williams",In Transit
SH21259,O17355,2025-02-25,2025-02-25,Griffith and Sons,Delayed
SH21260,O11981,2024-10-08,2024-10-08,Lambert Ltd,In Transit
SH21261,O14515,2025-02-24,,Torres and Sons,Delivered
SH21262,O11134,2024-02-29,2024-02-29,Mueller-Braun,Delayed
SH21263,O16280,2023-09-15,2023-09-15,Boone Group,In Transit
SH21264,O15119,2025-03-22,2025-03-22,Roberts Ltd,Lost
SH21265,O16834,2025-02-08,2025-02-08,"Williams, Martinez and White",Lost
SH21266,O14540,2025-04-15,2025-04-15,Flores LLC,Delivered
SH21267,O11233,2024-10-11,,Barber LLC,In Transit
SH21268,O14948,2024-10-04,2024-10-04,Santos-Lopez,Delivered
SH21269,O16193,2024-07-05,2024-07-05,Hall PLC,Delivered
SH21270,O13886,2024-11-24,2024-11-24,Davis and Sons,Delivered
SH21271,O16016,2023-12-16,,Martinez Group,Lost
SH21272,O10271,2023-11-16,2023-11-16,Reyes-Cole,Delivered
SH21273,O11822,2023-12-17,2023-12-17,Whitaker-Johnston,In Transit
SH21274,O10401,2024-06-04,2024-06-04,"Mcbride, Castro and Davis",Delayed
SH21275,O16644,2023-08-27,2023-08-27,Vasquez-Wells,Delivered
SH21276,O11832,2023-12-22,2023-12-22,"James, Sloan and Jackson",In Transit
SH21277,O10570,2024-07-03,2024-07-03,Martinez Ltd,Delivered
SH21278,O16832,2023-07-08,2023-07-08,"Wagner, Moon and Hahn",Lost
