policyID,customerID,policyType,premium,issueDate,status,coverageAmount,agentID
P11658,C1078,Auto,2947,2021-07-24,Active,314439,A076
P11659,C1460,Health,987,2023-01-22,Expired,456146,A176
P11660,C2334,Life,396,2020-08-28,Active,304822,A130
P11661,C2994,Life,2892,2020-10-13,Lapsed,222335,A309
P11662,C4228,Life,1847,2025-03-23,Expired,220081,A436
P11663,C0215,Health,4300,2023-06-07,Active,189612,A022
P11664,C4105,Home,393,2024-04-19,Expired,188772,A389
P11665,C4492,Auto,3965,2023-01-10,Lapsed,386849,A150
P11666,C3886,Auto,2216,2025-01-23,Lapsed,183256,A020
P11667,C3741,Life,3660,2023-04-14,Active,219743,A442
P11668,C3750,Life,2758,2023-10-11,Lapsed,405386,A111
P11669,C1707,Home,3657,2020-08-28,Active,423157,A330
P11670,C4257,Home,3648,2022-09-07,Lapsed,166296,A110
P11671,C4505,Travel,4987,2022-04-26,Expired,302701,A337
P11672,C1867,Health,1691,2024-03-05,Lapsed,337848,A451
P11673,C3606,Auto,1518,2025-01-07,Active,477175,A462
P11674,C0175,Home,3105,2023-05-17,Active,396561,A224
P11675,C3875,Auto,4775,2024-01-01,Expired,203638,A459
P11676,C1650,Health,1897,2020-10-27,Lapsed,110350,A229
P11677,C0069,Home,3354,2020-09-15,Active,342271,A141
P11678,C4855,Auto,3995,2021-09-26,Expired,136033,A200
P11679,C3509,Health,1958,2020-10-30,Lapsed,206830,A378
P11680,C1528,Life,4943,2024-04-07,Expired,64379,A201
P11681,C4974,Travel,3681,2021-05-10,Lapsed,118412,A444
P11682,C1391,Life,4650,2023-04-19,Lapsed,214579,A226
P11683,C1530,Travel,3734,2025-05-31,Active,335927,A061
P11684,C3151,Life,1983,2022-02-16,Active,299961,A366
P11685,C4545,Travel,1010,2020-08-22,Active,109282,A135
P11686,C1437,Health,3497,2022-06-17,Active,244381,A448
P11687,C2618,Travel,3695,2024-04-26,Lapsed,59866,A072
P11688,C3463,Home,2544,2021-07-25,Lapsed,56191,A493
P11689,C2908,Life,3277,2024-07-01,Expired,116273,A211
P11690,C4756,Health,2950,2021-09-16,Expired,183427,A204
P11691,C1715,Life,464,2020-12-24,Expired,367541,A271
P11692,C0675,Auto,4520,2022-06-18,Lapsed,349633,A213
P11693,C3022,Home,3477,2020-07-11,Active,50634,A318
P11694,C2820,Home,1785,2020-09-07,Expired,499392,A168
P11695,C1374,Life,2312,2022-08-19,Active,115039,A082
P11696,C0510,Home,529,2021-05-24,Expired,471076,A332
P11697,C2814,Travel,3507,2023-07-02,Active,437364,A500
P11698,C1833,Life,3726,2022-09-22,Active,157740,A131
P11699,C2193,Travel,3630,2024-03-09,Lapsed,311679,A390
P11700,C0171,Travel,5000,2025-04-25,Lapsed,456461,A146
P11701,C2684,Travel,2244,2024-02-09,Lapsed,95067,A065
P11702,C2526,Life,3490,2023-10-03,Active,20726,A435
P11703,C2184,Home,3746,2021-07-31,Active,471486,A143
P11704,C1548,Health,3313,2021-11-28,Lapsed,39356,A199
P11705,C3161,Travel,4058,2023-12-02,Lapsed,142100,A449
P11706,C4426,Auto,1632,2022-06-02,Active,201450,A450
P11707,C4557,Travel,4727,2024-07-23,Active,240749,A094
P11708,C0706,Travel,4799,2024-05-22,Active,201409,A073
P11709,C2595,Life,3520,2022-03-24,Expired,388072,A086
P11710,C0666,Health,4842,2023-10-14,Active,253188,A055
P11711,C2165,Home,1026,2022-12-25,Expired,210886,A489
P11712,C0368,Travel,4986,2022-07-23,Lapsed,334590,A457
P11713,C0332,Home,3430,2023-10-14,Expired,393323,A117
P11714,C0436,Home,545,2022-09-17,Active,173922,A285
P11715,C0662,Auto,2886,2020-07-01,Expired,161088,A196
P11716,C1853,Health,3723,2020-08-15,Active,174106,A028
P11717,C2284,Health,4399,2025-03-23,Active,470614,A249
P11718,C1667,Auto,608,2025-04-02,Active,142721,A138
P11719,C4332,Home,4870,2023-03-28,Lapsed,466053,A010
P11720,C3819,Life,2714,2023-06-25,Active,295860,A287
P11721,C1756,Health,1431,2021-11-05,Active,60403,A210
P11722,C1290,Home,3161,2022-01-05,Expired,277302,A222
P11723,C4152,Home,3146,2024-05-14,Lapsed,270389,A341
P11724,C4189,Home,2288,2020-07-01,Expired,356600,A383
P11725,C1013,Auto,1646,2022-09-01,Active,34102,A290
P11726,C4394,Auto,4224,2024-06-02,Expired,287155,A118
P11727,C2818,Home,4992,2021-01-05,Lapsed,443469,A113
P11728,C1730,Life,796,2025-01-09,Expired,38011,A311
P11729,C2041,Home,3393,2024-10-08,Active,287702,A014
P11730,C2412,Home,3185,2021-10-01,Active,453749,A139
P11731,C2227,Home,3368,2022-05-10,Active,95253,A291
P11732,C0974,Travel,1336,2021-04-24,Expired,149133,A329
P11733,C2786,Auto,2955,2022-04-13,Active,249653,A157
P11734,C0114,Travel,2768,2024-03-02,Lapsed,150906,A490
P11735,C2837,Life,2502,2022-02-28,Lapsed,434167,A342
P11736,C0275,Travel,303,2022-04-23,Active,391257,A310
P11737,C3484,Life,3817,2023-01-08,Active,137554,A440
P11738,C4725,Health,4137,2021-07-13,Lapsed,229909,A364
P11739,C0967,Health,733,2022-07-08,Lapsed,81421,A264
P11740,C1578,Travel,4378,2023-04-08,Active,117089,A283
P11741,C0629,Travel,3955,2023-06-02,Lapsed,102052,A432
P11742,C0830,Travel,1347,2023-04-07,Lapsed,61686,A277
P11743,C0629,Home,2780,2024-08-10,Lapsed,143957,A123
P11744,C3709,Home,3200,2024-12-28,Expired,59152,A087
P11745,C4862,Travel,2882,2020-07-19,Lapsed,300916,A180
P11746,C3476,Life,358,2021-11-18,Expired,163788,A415
P11747,C3352,Health,4625,2021-10-15,Lapsed,43178,A309
P11748,C2773,Auto,3221,2024-07-25,Lapsed,248911,A453
P11749,C1712,Home,532,2023-01-08,Expired,114352,A289
P11750,C0089,Life,3046,2022-09-30,Lapsed,224321,A169
P11751,C2301,Health,4489,2022-08-23,Expired,142878,A313
P11752,C3132,Health,4994,2023-11-16,Expired,384661,A388
P11753,C0040,Life,3118,2024-12-31,Lapsed,456770,A047
P11754,C0431,Health,3047,2024-08-31,Active,231466,A091
P11755,C3880,Life,1011,2023-10-17,Active,135195,A430
P11756,C3903,Health,2087,2021-07-03,Lapsed,219439,A168
P11757,C4911,Home,2212,2023-01-24,Active,370359,A285
P11758,C4353,Auto,1606,2021-12-01,Lapsed,143957,A386
P11759,C4581,Health,691,2022-11-08,Expired,426047,A268
P11760,C1430,Health,811,2022-11-18,Lapsed,481214,A404
P11761,C1990,Health,1535,2023-10-01,Lapsed,141576,A313
P11762,C1307,Travel,526,2022-11-28,Expired,348368,A213
P11763,C3172,Auto,3887,2022-09-06,Lapsed,443413,A058
P11764,C4050,Home,1580,2021-01-01,Active,177761,A361
P11765,C2054,Health,2664,2024-08-24,Expired,90798,A296
P11766,C3805,Auto,480,2025-06-18,Expired,443440,A023
P11767,C0412,Auto,2565,2023-06-05,Active,441110,A466
P11768,C0070,Life,2987,2024-07-09,Active,141912,A161
P11769,C0138,Life,2026,2024-05-09,Lapsed,262516,A289
P11770,C2998,Travel,2911,2022-04-18,Expired,382823,A441
P11771,C1927,Auto,3188,2023-01-06,Active,339105,A065
P11772,C1620,Health,1365,2022-05-20,Active,55141,A388
P11773,C1676,Travel,1761,2022-05-04,Lapsed,266190,A098
P11774,C4592,Travel,2136,2023-09-15,Expired,472203,A058
P11775,C3118,Health,2319,2024-11-03,Expired,172012,A005
P11776,C1409,Life,4433,2024-07-19,Active,302081,A214
P11777,C4057,Home,1672,2021-07-25,Expired,439161,A384
P11778,C4354,Health,951,2022-09-21,Active,255510,A333
P11779,C1924,Life,2293,2020-12-14,Lapsed,216184,A342
P11780,C3271,Travel,1749,2024-03-05,Active,94285,A194
P11781,C3017,Life,2315,2023-02-02,Active,178899,A011
P11782,C0534,Auto,2257,2025-04-29,Active,409290,A465
P11783,C0922,Health,2038,2020-07-15,Lapsed,167293,A452
P11784,C2072,Life,1017,2024-03-14,Active,186659,A053
P11785,C1888,Life,3963,2023-01-18,Active,418500,A018
P11786,C4835,Health,3200,2023-11-13,Lapsed,102147,A348
P11787,C4528,Life,3382,2022-07-01,Expired,335339,A265
P11788,C1825,Health,4975,2023-10-01,Expired,161360,A367
P11789,C0566,Life,804,2024-01-27,Active,441979,A363
P11790,C4887,Life,3648,2023-08-18,Lapsed,31809,A436
P11791,C1586,Home,593,2024-07-10,Lapsed,106806,A027
P11792,C3529,Health,855,2024-01-11,Active,429212,A406
P11793,C3843,Life,502,2021-06-20,Lapsed,71729,A382
P11794,C4541,Auto,512,2023-08-18,Expired,171315,A442
P11795,C4139,Travel,1972,2021-10-17,Expired,428971,A036
P11796,C3851,Life,2109,2020-07-13,Expired,339451,A341
P11797,C3255,Auto,1167,2022-12-05,Active,146208,A099
P11798,C3045,Home,1399,2024-12-25,Active,469193,A072
P11799,C0776,Home,4691,2024-07-23,Active,36286,A397
P11800,C1794,Travel,511,2023-08-23,Active,88808,A044
P11801,C3048,Home,673,2024-11-29,Active,340417,A384
P11802,C4572,Home,2387,2024-07-15,Active,200433,A343
P11803,C1641,Travel,852,2021-11-10,Active,55976,A119
P11804,C4511,Auto,1444,2022-04-01,Lapsed,373247,A477
P11805,C3849,Auto,3639,2021-06-08,Active,52521,A190
P11806,C3665,Health,3260,2024-06-17,Expired,498552,A293
P11807,C2015,Home,3772,2021-08-14,Expired,298477,A054
P11808,C3436,Auto,4545,2023-12-17,Active,158330,A135
P11809,C0548,Health,4121,2023-03-06,Expired,26660,A302
P11810,C3342,Life,3434,2020-11-15,Expired,91454,A281
P11811,C4139,Travel,3384,2025-04-05,Lapsed,406821,A052
P11812,C3033,Auto,4420,2022-06-12,Active,420742,A089
P11813,C0622,Life,4445,2021-04-26,Lapsed,18984,A200
P11814,C4301,Life,1755,2023-06-12,Expired,116440,A315
P11815,C3588,Health,1146,2022-05-13,Active,10878,A212
P11816,C2298,Health,3692,2021-08-26,Active,47045,A046
P11817,C3206,Home,3070,2022-04-18,Lapsed,139864,A337
P11818,C3962,Home,3881,2023-05-09,Active,373016,A281
P11819,C0870,Auto,2177,2023-11-27,Lapsed,129276,A149
P11820,C0575,Home,3831,2021-11-15,Active,88399,A023
P11821,C2235,Health,1844,2021-08-24,Active,91647,A032
P11822,C3217,Travel,4467,2023-12-03,Lapsed,244462,A025
P11823,C2470,Auto,4028,2021-06-24,Lapsed,169067,A004
P11824,C4030,Life,327,2022-09-02,Expired,306741,A131
P11825,C3496,Home,1471,2021-09-02,Lapsed,488308,A019
P11826,C3476,Health,2992,2022-06-10,Expired,219826,A026
P11827,C3109,Home,4224,2024-12-14,Active,94627,A170
P11828,C0564,Travel,1091,2021-10-11,Expired,46565,A400
P11829,C3235,Health,503,2023-05-09,Lapsed,69868,A014
P11830,C1623,Health,733,2021-09-09,Active,249639,A135
P11831,C3991,Travel,3057,2021-08-10,Expired,388182,A380
P11832,C4555,Home,1616,2023-01-04,Expired,432281,A068
P11833,C4536,Life,2692,2022-12-28,Expired,165333,A110
P11834,C4110,Auto,358,2022-11-06,Active,335440,A396
P11835,C1035,Life,3245,2022-07-17,Lapsed,479705,A141
P11836,C0503,Health,1943,2022-09-19,Expired,374252,A010
P11837,C1311,Health,885,2020-12-05,Expired,210171,A094
P11838,C4475,Life,1712,2025-02-01,Expired,302403,A083
P11839,C4093,Auto,3705,2023-10-23,Lapsed,339309,A095
P11840,C3254,Health,2567,2023-04-25,Lapsed,375661,A257
P11841,C0363,Auto,731,2024-01-05,Expired,236509,A375
P11842,C2239,Life,1003,2024-10-02,Expired,24239,A034
P11843,C3236,Auto,3200,2024-02-22,Expired,266835,A311
P11844,C1215,Health,2963,2021-05-16,Active,269316,A227
P11845,C1763,Auto,4537,2024-01-04,Active,459051,A311
P11846,C2594,Travel,2825,2024-07-23,Active,154863,A402
P11847,C0134,Life,2639,2021-11-27,Lapsed,38864,A157
P11848,C2302,Life,388,2024-06-17,Lapsed,367997,A313
P11849,C4765,Health,4634,2022-09-22,Expired,473361,A452
P11850,C4919,Health,578,2024-09-15,Expired,145789,A045
P11851,C2987,Travel,2544,2024-02-13,Active,472783,A100
P11852,C3493,Health,2066,2021-03-03,Active,34540,A384
P11853,C0137,Life,4985,2022-06-16,Active,36957,A112
P11854,C0027,Home,3656,2022-03-26,Lapsed,246581,A404
P11855,C0766,Home,2633,2021-01-17,Expired,159054,A257
P11856,C4774,Auto,4623,2020-07-14,Active,116355,A375
P11857,C1196,Travel,2198,2021-08-21,Lapsed,424990,A384
P11858,C4887,Home,3995,2024-07-27,Expired,158166,A231
P11859,C2613,Auto,3452,2023-08-15,Lapsed,148272,A475
P11860,C2109,Travel,4649,2022-09-26,Lapsed,479753,A411
P11861,C0463,Life,3549,2024-01-21,Active,280165,A472
P11862,C3305,Auto,448,2021-09-25,Expired,89483,A053
P11863,C1967,Home,469,2023-03-29,Active,456339,A338
P11864,C0120,Travel,1533,2020-09-01,Active,145760,A237
P11865,C2688,Health,2604,2024-04-24,Lapsed,451931,A152
P11866,C1286,Home,1865,2024-10-06,Active,179889,A177
P11867,C4416,Travel,2851,2024-10-22,Expired,194695,A049
P11868,C2505,Health,3961,2022-08-24,Lapsed,175863,A485
P11869,C2922,Life,4531,2022-10-08,Lapsed,253862,A191
P11870,C2520,Home,3815,2020-10-27,Lapsed,424739,A149
P11871,C2784,Life,4059,2022-04-14,Expired,125774,A353
P11872,C4608,Auto,3930,2024-10-15,Lapsed,419076,A413
P11873,C2304,Life,2309,2022-09-25,Lapsed,113194,A064
P11874,C1534,Home,3919,2023-11-08,Active,451409,A311
P11875,C4171,Health,1065,2021-10-20,Active,395166,A485
P11876,C0166,Health,310,2021-01-30,Expired,178871,A370
P11877,C3085,Life,3920,2022-09-03,Active,427503,A378
P11878,C1906,Health,4643,2022-05-07,Expired,317344,A005
P11879,C1449,Health,3683,2025-02-17,Expired,484901,A471
P11880,C0252,Home,2379,2022-06-15,Expired,195038,A159
P11881,C2451,Life,3419,2022-01-09,Active,384056,A302
P11882,C0001,Home,664,2024-12-02,Lapsed,137306,A437
P11883,C0514,Life,2868,2022-04-23,Lapsed,490018,A068
P11884,C2978,Health,1461,2021-06-10,Lapsed,279058,A241
P11885,C4689,Health,4030,2020-10-05,Active,142422,A044
P11886,C3799,Travel,1727,2020-08-28,Lapsed,499964,A260
P11887,C2612,Home,2585,2022-12-16,Expired,86933,A324
P11888,C2476,Travel,4138,2021-08-30,Expired,414618,A292
P11889,C4470,Travel,1863,2024-09-30,Lapsed,227215,A109
P11890,C0637,Auto,2002,2020-07-23,Active,355004,A295
P11891,C2216,Health,3414,2023-10-09,Active,485807,A061
P11892,C0691,Health,580,2021-08-22,Lapsed,190014,A139
P11893,C2006,Life,705,2023-12-06,Lapsed,169225,A458
P11894,C4262,Auto,2203,2023-07-03,Lapsed,447899,A007
P11895,C3346,Travel,3219,2022-04-10,Active,226138,A250
P11896,C2715,Life,351,2022-11-27,Lapsed,130865,A095
P11897,C4082,Life,2184,2022-07-23,Lapsed,259982,A128
P11898,C1009,Travel,2530,2023-12-28,Expired,368132,A464
P11899,C1529,Travel,3355,2021-08-03,Active,252781,A315
P11900,C4256,Home,1192,2022-02-09,Active,83724,A316
P11901,C1157,Auto,3830,2021-09-17,Active,169242,A428
P11902,C2704,Life,2994,2021-05-12,Active,366208,A444
P11903,C4957,Auto,3508,2021-10-21,Active,355216,A202
P11904,C4661,Home,886,2021-03-03,Expired,376776,A421
P11905,C4868,Health,905,2024-11-10,Active,227025,A328
P11906,C4462,Travel,3703,2025-02-16,Active,477188,A379
P11907,C4040,Home,2659,2024-01-06,Expired,427673,A425
P11908,C2216,Home,3446,2021-12-18,Lapsed,72104,A128
P11909,C2065,Home,828,2020-10-13,Lapsed,375399,A285
P11910,C0030,Auto,1591,2025-03-25,Lapsed,284965,A368
P11911,C2234,Auto,1861,2025-02-25,Active,486856,A462
P11912,C2203,Health,1783,2023-05-24,Active,174973,A407
P11913,C0948,Life,2901,2022-07-20,Active,481352,A196
P11914,C2972,Home,3467,2024-12-23,Expired,406278,A216
P11915,C0581,Auto,1943,2022-11-12,Lapsed,387810,A146
P11916,C4139,Travel,2466,2021-03-06,Active,337758,A089
P11917,C4195,Travel,4794,2023-11-17,Active,448867,A418
P11918,C2773,Travel,3950,2024-02-20,Expired,154926,A334
P11919,C1254,Auto,3339,2021-07-19,Lapsed,363547,A386
P11920,C0344,Life,511,2024-09-27,Active,450716,A325
P11921,C0866,Life,4553,2021-02-09,Expired,172387,A093
P11922,C4463,Travel,4625,2025-05-16,Expired,324847,A436
P11923,C1844,Travel,1815,2024-07-20,Lapsed,157284,A121
P11924,C0951,Health,369,2023-06-11,Active,478842,A446
P11925,C2844,Auto,2777,2024-06-29,Expired,114570,A478
P11926,C4603,Travel,3768,2023-12-11,Expired,372712,A054
P11927,C0893,Travel,4409,2023-09-15,Lapsed,145976,A356
P11928,C3401,Life,2709,2022-11-11,Lapsed,205348,A239
P11929,C0533,Auto,4973,2022-03-12,Lapsed,302083,A055
P11930,C2707,Auto,2859,2023-04-25,Lapsed,452072,A353
P11931,C1641,Travel,796,2021-10-20,Lapsed,455853,A079
P11932,C4684,Auto,2004,2024-11-23,Expired,108119,A342
P11933,C0039,Auto,2613,2024-05-04,Expired,304101,A335
P11934,C0166,Health,1935,2022-03-24,Expired,211927,A042
P11935,C1859,Health,2039,2024-07-05,Lapsed,470879,A169
P11936,C4366,Travel,2519,2021-07-19,Lapsed,87555,A499
P11937,C3761,Life,2649,2021-03-25,Lapsed,420596,A114
P11938,C3964,Travel,2332,2025-01-08,Expired,173895,A436
P11939,C2290,Health,1819,2021-02-19,Lapsed,311314,A306
P11940,C3106,Life,996,2022-09-02,Lapsed,294406,A188
P11941,C1914,Home,2277,2020-08-15,Expired,229000,A165
P11942,C0845,Life,886,2024-09-02,Expired,192644,A011
P11943,C0744,Travel,4728,2023-07-22,Expired,213120,A305
P11944,C4019,Travel,3449,2022-03-04,Active,110111,A286
P11945,C2771,Home,3879,2021-11-23,Active,470413,A019
P11946,C3664,Life,3019,2022-04-08,Expired,84300,A321
P11947,C3397,Home,813,2025-01-31,Expired,484034,A421
P11948,C4922,Home,3371,2020-10-03,Expired,418234,A026
P11949,C0831,Life,2948,2020-08-07,Expired,229816,A324
P11950,C2299,Home,1015,2022-06-12,Lapsed,66749,A064
P11951,C2512,Life,4202,2023-01-23,Active,377841,A276
P11952,C2592,Home,3900,2021-11-11,Active,176111,A244
P11953,C1317,Life,4092,2020-08-02,Expired,346084,A162
P11954,C4542,Travel,1944,2022-08-14,Lapsed,176469,A127
P11955,C1804,Travel,4761,2021-09-01,Lapsed,244391,A131
P11956,C4676,Life,1584,2025-02-02,Active,294646,A184
P11957,C1045,Life,3610,2023-04-27,Expired,48303,A342
P11958,C2320,Auto,4926,2022-05-05,Expired,135253,A248
P11959,C1438,Health,4778,2021-08-02,Active,94579,A358
P11960,C3967,Auto,2824,2021-06-17,Expired,319950,A415
P11961,C0336,Travel,3047,2024-04-16,Lapsed,286032,A270
P11962,C3083,Home,4083,2024-01-13,Expired,382477,A318
P11963,C2819,Life,890,2021-03-02,Lapsed,479839,A287
P11964,C2408,Home,4381,2021-11-26,Active,244399,A251
P11965,C3822,Life,4999,2021-10-14,Active,128066,A047
P11966,C0465,Auto,4851,2021-09-23,Active,315568,A145
P11967,C1006,Home,511,2022-09-22,Expired,446357,A101
P11968,C2748,Home,3191,2020-09-14,Lapsed,50902,A153
P11969,C3657,Health,3328,2023-11-28,Lapsed,163009,A019
P11970,C1598,Health,2846,2020-11-18,Expired,475917,A093
P11971,C2538,Home,1192,2022-02-19,Active,145849,A414
P11972,C4396,Travel,3085,2022-10-01,Active,12573,A361
P11973,C4972,Life,1790,2022-07-03,Expired,331755,A057
P11974,C2182,Health,502,2024-02-12,Lapsed,365125,A184
P11975,C1187,Travel,3474,2024-04-09,Expired,104681,A177
P11976,C2418,Health,2399,2021-07-31,Expired,475136,A296
P11977,C2210,Auto,2642,2020-11-17,Expired,254276,A246
P11978,C4338,Health,638,2023-01-10,Lapsed,80123,A042
P11979,C1350,Home,3957,2021-01-09,Active,244453,A237
P11980,C3382,Life,1171,2020-07-25,Lapsed,459038,A417
P11981,C1484,Travel,3833,2022-02-24,Expired,198615,A128
P11982,C0524,Home,3922,2020-06-23,Active,418718,A098
P11983,C2739,Home,3636,2020-07-01,Lapsed,203848,A026
P11984,C4727,Home,697,2024-02-17,Lapsed,201186,A083
P11985,C3313,Health,2895,2024-04-26,Active,14219,A438
P11986,C3544,Home,4049,2024-06-15,Active,320928,A077
P11987,C1734,Health,2293,2021-05-11,Expired,156920,A404
P11988,C0863,Travel,1052,2023-04-23,Lapsed,102183,A363
P11989,C0085,Auto,1234,2021-10-13,Expired,241358,A041
P11990,C4655,Health,1448,2025-04-20,Expired,360558,A224
P11991,C4430,Auto,1647,2025-02-13,Expired,265835,A176
P11992,C0017,Auto,2237,2021-12-27,Expired,148153,A064
P11993,C4138,Life,3455,2024-10-22,Expired,296545,A186
P11994,C0554,Travel,2473,2024-11-23,Expired,285668,A065
P11995,C2438,Life,1100,2021-05-06,Active,19377,A170
P11996,C4996,Home,2834,2021-05-18,Active,463330,A170
P11997,C4871,Travel,3053,2024-12-07,Lapsed,486747,A263
P11998,C0864,Health,2176,2021-04-18,Expired,229913,A034
P11999,C3255,Auto,4928,2024-06-28,Lapsed,39539,A261
P12000,C3112,Life,4893,2025-02-15,Lapsed,128864,A160
P12001,C2533,Home,1185,2021-09-24,Active,146916,A361
P12002,C3193,Auto,4499,2021-06-24,Lapsed,269598,A008
P12003,C1567,Auto,2336,2024-08-29,Expired,183883,A005
P12004,C0362,Health,3203,2021-07-29,Active,78366,A013
P12005,C1241,Home,1870,2024-11-10,Expired,52008,A435
P12006,C0520,Travel,4443,2020-07-03,Lapsed,72063,A299
P12007,C3810,Health,4258,2021-07-02,Active,152444,A480
P12008,C0203,Auto,1927,2023-01-19,Active,290029,A220
P12009,C2902,Home,3664,2024-03-13,Active,402770,A197
P12010,C0723,Home,3047,2023-10-28,Lapsed,396470,A171
P12011,C3681,Auto,1187,2022-11-26,Lapsed,418226,A490
P12012,C4158,Life,2179,2024-01-23,Lapsed,207783,A064
P12013,C2846,Life,1044,2022-07-07,Lapsed,362581,A019
P12014,C3489,Travel,2030,2025-06-05,Expired,340891,A003
P12015,C1213,Auto,3329,2021-10-27,Expired,265101,A416
P12016,C0225,Home,1454,2021-12-31,Expired,26301,A318
P12017,C2913,Health,4958,2021-06-08,Lapsed,281374,A337
P12018,C3228,Life,1845,2023-01-09,Lapsed,197096,A144
P12019,C4179,Life,2069,2024-03-06,Active,447014,A322
P12020,C3471,Travel,2042,2025-05-21,Lapsed,126447,A345
P12021,C2721,Health,3959,2022-08-22,Expired,281131,A106
P12022,C2464,Health,1678,2021-02-22,Active,294431,A013
P12023,C1478,Life,3392,2022-02-20,Lapsed,247058,A343
P12024,C3766,Health,4490,2022-05-06,Active,424163,A124
P12025,C2589,Health,2800,2024-04-11,Lapsed,397076,A011
P12026,C0987,Life,1568,2024-02-19,Expired,27081,A484
P12027,C4493,Life,4860,2024-05-31,Lapsed,44572,A230
P12028,C0612,Auto,2596,2025-05-04,Active,353061,A497
P12029,C1208,Travel,3824,2024-09-16,Active,14280,A031
P12030,C3912,Life,542,2024-02-20,Active,379610,A454
P12031,C0511,Health,2109,2020-11-06,Expired,74680,A168
P12032,C3443,Life,1447,2020-11-27,Expired,457141,A332
P12033,C2943,Travel,1819,2022-10-10,Active,232904,A028
P12034,C2395,Home,550,2021-11-07,Lapsed,234879,A064
P12035,C1352,Life,4081,2020-07-07,Expired,365867,A094
P12036,C1045,Health,3404,2024-12-24,Lapsed,339484,A454
P12037,C1853,Home,1509,2020-12-27,Expired,382821,A116
P12038,C2938,Health,1612,2021-12-31,Lapsed,133273,A435
P12039,C4497,Travel,628,2021-06-12,Lapsed,408996,A260
P12040,C3470,Auto,1655,2021-08-26,Active,271887,A095
P12041,C2742,Travel,3121,2022-05-18,Lapsed,354019,A068
P12042,C0211,Life,4540,2020-08-22,Expired,110051,A364
P12043,C3454,Travel,1071,2020-09-01,Lapsed,414400,A292
P12044,C2061,Travel,1018,2020-09-19,Expired,472300,A387
P12045,C1633,Home,3858,2022-07-31,Lapsed,250280,A356
P12046,C1932,Life,3605,2021-02-19,Expired,419091,A275
P12047,C3048,Home,2292,2020-11-22,Expired,392189,A356
P12048,C2768,Life,4941,2022-02-02,Active,289215,A436
P12049,C2064,Health,1913,2024-03-27,Active,35853,A258
P12050,C1215,Auto,2176,2024-08-07,Active,249793,A438
P12051,C3437,Health,4160,2024-09-02,Lapsed,371473,A357
P12052,C1621,Home,4324,2025-05-27,Lapsed,415540,A323
P12053,C1500,Auto,4750,2023-02-16,Lapsed,14596,A276
P12054,C2755,Life,3453,2024-05-04,Expired,151949,A109
P12055,C2803,Travel,2376,2024-11-02,Lapsed,152771,A444
P12056,C0088,Health,3209,2023-05-21,Expired,284202,A114
P12057,C0513,Travel,4862,2024-12-29,Lapsed,263502,A084
P12058,C3760,Home,650,2021-06-18,Lapsed,453290,A065
P12059,C4308,Life,2876,2024-03-23,Active,92649,A033
P12060,C0508,Home,625,2022-12-20,Expired,191172,A382
P12061,C0618,Home,2596,2025-04-14,Active,139493,A400
P12062,C0740,Home,3011,2024-04-16,Expired,362015,A187
P12063,C0348,Health,521,2022-07-28,Active,125900,A340
P12064,C4026,Home,2331,2020-09-03,Expired,460203,A471
P12065,C3980,Home,1867,2023-10-24,Expired,447574,A200
P12066,C0399,Travel,4158,2025-03-28,Active,285915,A012
P12067,C1052,Travel,371,2022-11-09,Lapsed,463658,A423
P12068,C1409,Health,3353,2023-06-19,Expired,488584,A191
P12069,C0115,Travel,3419,2021-08-19,Lapsed,335285,A139
P12070,C2748,Auto,4515,2022-03-08,Lapsed,302117,A484
P12071,C1456,Life,1240,2023-02-04,Expired,148101,A037
P12072,C3794,Health,3570,2021-02-10,Active,95584,A052
P12073,C3656,Health,4585,2024-08-20,Expired,198163,A326
P12074,C1132,Home,1811,2021-10-31,Expired,102058,A402
P12075,C4253,Health,558,2021-10-12,Active,259464,A496
P12076,C3077,Auto,4793,2021-03-28,Active,287434,A483
P12077,C4411,Travel,2339,2024-07-24,Active,249792,A416
P12078,C0559,Auto,2652,2023-06-24,Lapsed,221872,A381
P12079,C2922,Home,2222,2023-06-27,Active,73231,A162
P12080,C3240,Auto,4637,2020-07-05,Active,67816,A100
P12081,C3019,Auto,1349,2023-09-26,Expired,165452,A481
P12082,C0642,Home,4512,2021-06-13,Expired,393918,A344
P12083,C1224,Health,2372,2021-07-09,Expired,428528,A162
P12084,C0887,Life,3288,2020-07-19,Expired,269196,A243
P12085,C2609,Life,4362,2021-06-29,Expired,408479,A057
P12086,C1324,Health,3167,2021-10-18,Lapsed,117525,A120
P12087,C1484,Home,4990,2024-02-17,Lapsed,233507,A149
P12088,C4324,Life,2171,2021-08-22,Expired,179236,A416
P12089,C0295,Life,4247,2022-06-16,Expired,432226,A153
P12090,C4590,Home,4508,2022-01-06,Active,10090,A456
P12091,C3878,Auto,2351,2024-11-30,Active,172024,A352
P12092,C4995,Life,3583,2022-09-12,Expired,334946,A316
P12093,C1203,Auto,4933,2023-05-18,Expired,301599,A379
P12094,C3257,Travel,3673,2024-05-01,Expired,382186,A465
P12095,C3813,Life,3979,2023-07-16,Lapsed,60460,A436
P12096,C3296,Health,3450,2023-06-16,Lapsed,183916,A094
P12097,C2634,Life,2049,2021-12-06,Lapsed,289314,A007
P12098,C2409,Life,3299,2021-05-09,Lapsed,473667,A379
P12099,C0252,Auto,989,2022-03-13,Lapsed,17110,A282
