accountID,customerID,branchID,accountType,balance,openDate,status
A12041,C4978,B024,Checking,95982.85,2017-08-24,Dormant
A12042,C4401,B141,Credit,59303.73,2018-12-12,Dormant
A12043,C0350,B156,Savings,40561.8,2025-05-09,Active
A12044,C4796,B069,Savings,75641.95,2020-09-15,Closed
A12045,C3751,B017,Checking,10267.28,2024-09-26,Active
A12046,C4644,B112,Checking,2994.01,2018-10-15,Dormant
A12047,C2506,B086,Savings,85543.11,2019-04-13,Dormant
A12048,C3411,B038,Credit,84286.59,2015-07-31,Dormant
A12049,C0767,B116,Credit,52645.75,2022-03-04,Active
A12050,C0044,B020,Checking,65231.75,2022-01-21,Active
A12051,C2239,B022,Loan,35752.46,2023-12-18,Dormant
A12052,C2186,B129,Checking,14915.47,2023-01-12,Active
A12053,C2663,B067,Loan,2480.81,2016-04-30,Active
A12054,C1899,B154,Loan,54759.04,2017-07-24,Dormant
A12055,C4274,B069,Savings,96543.64,2022-06-24,Dormant
A12056,C3132,B017,Checking,24012.58,2020-11-20,Active
A12057,C2784,B034,Checking,54475.18,2018-06-27,Active
A12058,C3753,B128,Credit,84082.29,2019-12-16,Dormant
A12059,C4762,B037,Savings,2338.06,2024-03-22,Closed
A12060,C2509,B194,Checking,90130.51,2022-07-11,Closed
A12061,C3627,B165,Credit,21097.46,2019-06-15,Active
A12062,C1119,B036,Loan,30529.44,2022-10-17,Dormant
A12063,C0930,B045,Credit,94034.81,2024-12-15,Closed
A12064,C4780,B078,Credit,36815.96,2025-05-16,Active
A12065,C2934,B180,Loan,76271.27,2024-02-16,Dormant
A12066,C3030,B025,Checking,52552.99,2022-06-19,Closed
A12067,C3834,B153,Loan,71258.3,2017-03-29,Dormant
A12068,C3359,B152,Savings,19721.97,2025-04-30,Active
A12069,C3531,B156,Savings,57996.92,2021-12-16,Active
A12070,C2067,B093,Savings,93784.21,2020-04-29,Active
A12071,C0700,B036,Loan,37853.5,2023-02-13,Dormant
A12072,C0755,B101,Savings,99911.65,2018-12-07,Dormant
A12073,C4170,B163,Credit,10634.83,2021-12-20,Closed
A12074,C2203,B165,Credit,54632.43,2022-04-19,Closed
A12075,C0443,B190,Savings,99698.67,2021-12-27,Closed
A12076,C3946,B110,Checking,88225.34,2020-11-27,Closed
A12077,C1383,B021,Checking,17188.19,2018-04-23,Active
A12078,C2660,B090,Loan,61424.69,2021-02-07,Dormant
A12079,C1074,B094,Credit,3828.52,2024-08-12,Closed
A12080,C2965,B043,Credit,74481.51,2015-08-15,Closed
A12081,C2083,B028,Loan,80431.91,2023-08-01,Closed
A12082,C0208,B063,Savings,88510.58,2020-09-21,Dormant
A12083,C3272,B003,Checking,16685.07,2020-06-21,Dormant
A12084,C1623,B123,Credit,48708.38,2020-03-14,Closed
A12085,C2342,B036,Loan,89539.46,2016-03-31,Dormant
A12086,C2677,B174,Credit,86717.47,2019-03-09,Closed
A12087,C4581,B146,Loan,40431.69,2021-01-14,Active
A12088,C1786,B006,Savings,67994.93,2024-02-18,Closed
A12089,C1885,B191,Checking,12994.98,2016-11-10,Dormant
A12090,C0405,B138,Loan,8931.86,2023-10-10,Closed
A12091,C2751,B079,Credit,78502.94,2024-05-13,Closed
A12092,C2827,B048,Credit,25462.47,2022-05-11,Closed
A12093,C3148,B159,Checking,47935.99,2021-01-02,Dormant
A12094,C4009,B033,Credit,50341.33,2019-04-21,Active
A12095,C0993,B149,Loan,90272.31,2018-12-08,Dormant
A12096,C2377,B147,Loan,71303.0,2022-12-21,Closed
A12097,C4453,B042,Loan,95416.76,2022-09-16,Closed
A12098,C2816,B189,Loan,82100.56,2017-06-27,Closed
A12099,C1084,B079,Savings,41991.71,2020-07-02,Dormant
A12100,C2494,B152,Loan,63197.64,2022-10-09,Active
A12101,C1429,B154,Credit,4589.26,2024-01-08,Dormant
A12102,C4254,B116,Savings,2292.05,2016-01-04,Dormant
A12103,C4477,B051,Savings,42148.5,2025-04-15,Active
A12104,C2592,B055,Savings,88038.65,2022-12-20,Dormant
A12105,C4305,B029,Loan,82146.58,2021-12-12,Dormant
A12106,C2593,B135,Checking,80577.91,2018-12-21,Dormant
A12107,C0265,B199,Loan,56566.02,2017-12-11,Closed
A12108,C4745,B168,Savings,99719.11,2018-04-09,Closed
A12109,C2886,B050,Savings,64929.89,2017-09-09,Dormant
A12110,C2356,B116,Credit,8947.2,2017-12-01,Active
A12111,C4519,B168,Loan,90858.43,2023-03-03,Active
A12112,C3886,B067,Credit,27084.31,2021-08-15,Closed
A12113,C4937,B144,Savings,44510.45,2023-07-22,Active
A12114,C4325,B053,Checking,51424.26,2016-10-17,Active
A12115,C1973,B181,Loan,95069.94,2024-08-08,Closed
A12116,C1430,B193,Savings,62551.38,2020-08-31,Active
A12117,C1448,B174,Checking,52794.27,2020-05-18,Closed
A12118,C1776,B080,Credit,88672.13,2017-06-19,Closed
A12119,C4966,B055,Checking,84788.92,2023-08-05,Dormant
A12120,C3090,B054,Loan,58457.9,2023-07-02,Active
A12121,C1730,B045,Credit,19246.1,2023-03-16,Dormant
A12122,C1286,B143,Savings,62657.36,2019-10-19,Active
A12123,C4360,B057,Checking,26264.37,2022-11-26,Active
A12124,C1437,B105,Savings,47498.23,2020-11-01,Dormant
A12125,C4273,B048,Savings,49539.71,2025-04-27,Closed
A12126,C1313,B013,Checking,20364.04,2019-11-01,Active
A12127,C1116,B120,Loan,3682.49,2016-09-10,Closed
A12128,C2740,B145,Savings,58079.14,2021-03-31,Closed
A12129,C4784,B124,Loan,57372.96,2015-12-16,Closed
A12130,C3347,B095,Checking,10217.68,2019-05-07,Active
A12131,C4147,B100,Savings,77486.44,2021-07-14,Dormant
A12132,C1231,B067,Loan,59379.37,2024-12-21,Dormant
A12133,C4202,B005,Loan,88220.59,2018-07-23,Active
A12134,C2491,B118,Savings,74607.24,2022-12-05,Closed
A12135,C0637,B160,Loan,9534.62,2017-11-06,Dormant
A12136,C1325,B026,Loan,84502.85,2024-03-29,Closed
A12137,C3402,B034,Loan,13046.8,2019-02-24,Dormant
A12138,C4038,B199,Loan,97419.36,2020-03-18,Active
A12139,C0054,B103,Loan,79861.93,2020-01-12,Closed
A12140,C0748,B154,Savings,67296.36,2022-10-15,Dormant
A12141,C4748,B186,Loan,10024.96,2019-10-18,Active
A12142,C3852,B099,Credit,29814.44,2019-01-13,Dormant
A12143,C4070,B006,Credit,83655.5,2020-11-14,Dormant
A12144,C2585,B029,Credit,52227.63,2018-09-09,Closed
A12145,C4711,B004,Credit,7500.23,2018-11-27,Dormant
A12146,C2319,B048,Loan,44850.63,2017-05-09,Closed
A12147,C0782,B120,Credit,34827.47,2021-02-06,Closed
A12148,C1585,B107,Credit,64517.27,2017-02-02,Active
A12149,C3957,B167,Loan,73807.05,2016-11-30,Closed
A12150,C2075,B051,Savings,23475.9,2024-06-06,Closed
A12151,C2577,B006,Credit,77680.82,2017-12-02,Active
A12152,C0817,B023,Checking,8492.44,2024-12-27,Dormant
A12153,C0405,B163,Loan,30941.71,2020-11-29,Active
A12154,C1912,B042,Checking,94701.33,2024-09-27,Closed
A12155,C4260,B136,Loan,30658.54,2024-03-24,Dormant
A12156,C3626,B039,Loan,34268.9,2023-04-07,Active
A12157,C3996,B131,Loan,56016.7,2016-01-06,Closed
A12158,C0073,B105,Credit,13063.95,2025-02-20,Dormant
A12159,C4813,B096,Credit,82760.2,2022-11-13,Dormant
A12160,C3603,B141,Loan,36558.9,2024-03-10,Dormant
A12161,C4276,B015,Loan,55335.36,2019-12-07,Dormant
A12162,C4267,B120,Checking,31487.32,2016-09-06,Closed
A12163,C2490,B029,Loan,80690.5,2017-05-17,Active
A12164,C1863,B001,Checking,56212.39,2016-03-10,Active
A12165,C4133,B028,Checking,3588.65,2019-03-19,Active
A12166,C3208,B069,Savings,8909.19,2023-03-07,Closed
A12167,C2138,B163,Checking,39740.32,2020-04-19,Closed
A12168,C2581,B079,Credit,18735.34,2017-02-28,Dormant
A12169,C1569,B068,Credit,3156.78,2018-03-22,Active
A12170,C3450,B088,Credit,34809.24,2018-08-16,Closed
A12171,C1231,B088,Loan,20506.32,2025-06-14,Active
A12172,C4579,B047,Loan,65365.46,2015-10-06,Closed
A12173,C1819,B181,Checking,12332.98,2019-07-15,Dormant
A12174,C1282,B080,Credit,95424.8,2024-04-24,Active
A12175,C1920,B187,Credit,52640.9,2015-12-06,Active
A12176,C4557,B161,Checking,57851.39,2023-06-26,Dormant
A12177,C3247,B042,Credit,22857.31,2015-11-26,Closed
A12178,C2243,B153,Checking,4394.03,2015-12-10,Closed
A12179,C2368,B068,Loan,32091.35,2017-11-18,Closed
A12180,C1505,B086,Credit,40007.52,2016-04-01,Active
A12181,C1560,B166,Savings,17903.3,2025-06-04,Dormant
A12182,C1222,B080,Credit,45349.61,2020-01-28,Closed
A12183,C2263,B144,Savings,8831.09,2024-10-22,Closed
A12184,C0669,B176,Savings,64891.37,2019-09-09,Active
A12185,C0522,B199,Savings,68825.22,2016-11-30,Closed
A12186,C1753,B104,Credit,9730.23,2021-02-27,Closed
A12187,C1951,B090,Checking,82747.73,2021-01-20,Closed
A12188,C4183,B129,Savings,59648.19,2025-01-04,Dormant
A12189,C4545,B022,Checking,32928.02,2015-08-10,Active
A12190,C2107,B142,Loan,49114.36,2016-06-18,Active
A12191,C3590,B104,Savings,84773.05,2024-12-27,Active
A12192,C4463,B037,Savings,73761.73,2024-10-25,Closed
A12193,C0804,B168,Credit,94442.79,2022-06-07,Dormant
A12194,C3388,B145,Savings,45487.07,2016-12-22,Dormant
A12195,C4928,B124,Savings,39452.85,2024-12-19,Closed
A12196,C1539,B151,Checking,11471.18,2019-03-16,Active
A12197,C4220,B178,Loan,5733.55,2025-05-22,Closed
A12198,C0735,B200,Loan,26480.06,2023-06-11,Dormant
A12199,C2528,B166,Credit,83298.82,2020-01-20,Closed
A12200,C3443,B077,Loan,96893.32,2016-06-16,Active
A12201,C3132,B174,Savings,89622.71,2021-02-03,Closed
A12202,C2581,B135,Loan,79973.03,2023-10-19,Active
A12203,C4442,B111,Checking,54935.13,2022-09-28,Closed
A12204,C1767,B130,Loan,99174.54,2018-08-01,Dormant
A12205,C3322,B043,Savings,80533.41,2019-11-19,Closed
A12206,C2197,B117,Loan,80354.65,2021-04-12,Closed
A12207,C3441,B001,Savings,3100.9,2024-02-20,Active
A12208,C2965,B151,Credit,33953.81,2023-05-25,Closed
A12209,C3082,B159,Checking,23620.91,2015-11-27,Active
A12210,C0833,B200,Loan,30486.82,2016-07-03,Dormant
A12211,C0502,B058,Credit,24725.35,2020-11-29,Active
A12212,C3458,B099,Checking,1074.55,2021-01-13,Closed
A12213,C1089,B124,Loan,34269.44,2018-12-09,Closed
A12214,C2977,B166,Loan,84874.27,2018-05-15,Dormant
A12215,C0037,B035,Loan,82749.98,2021-05-16,Closed
A12216,C4268,B194,Savings,7993.98,2017-01-24,Closed
A12217,C1765,B154,Savings,57971.73,2020-07-27,Dormant
A12218,C1889,B188,Checking,49803.25,2025-02-23,Active
A12219,C3869,B094,Credit,89697.02,2020-04-05,Dormant
A12220,C4156,B110,Loan,81279.62,2021-03-05,Active
A12221,C0200,B038,Loan,29426.36,2018-01-23,Closed
A12222,C1118,B103,Loan,77436.6,2020-08-01,Closed
A12223,C2060,B199,Checking,3633.98,2021-05-31,Active
A12224,C0702,B049,Checking,51877.12,2022-12-29,Closed
A12225,C3021,B017,Checking,2849.4,2023-06-23,Closed
A12226,C3177,B044,Loan,65579.09,2018-01-01,Active
A12227,C1232,B159,Loan,87072.88,2020-08-17,Closed
A12228,C2823,B156,Checking,84636.8,2015-07-18,Active
A12229,C1516,B112,Credit,2043.74,2016-12-12,Active
A12230,C0608,B021,Credit,73411.44,2020-04-15,Active
A12231,C4919,B075,Credit,83976.19,2019-01-19,Closed
A12232,C0012,B189,Loan,43307.05,2025-05-04,Active
A12233,C4302,B023,Loan,12888.73,2024-06-03,Closed
A12234,C2554,B071,Checking,38638.41,2016-12-10,Active
A12235,C3520,B182,Checking,63756.0,2016-10-01,Active
A12236,C4894,B159,Credit,93479.04,2018-12-24,Closed
A12237,C0930,B027,Checking,74581.4,2023-09-03,Closed
A12238,C4179,B062,Checking,47781.86,2016-06-20,Closed
A12239,C3890,B087,Credit,46883.18,2025-05-22,Active
A12240,C4387,B003,Checking,56900.55,2018-02-09,Closed
A12241,C3378,B077,Savings,1296.03,2021-10-19,Closed
A12242,C4239,B133,Credit,68936.89,2016-02-20,Active
A12243,C4945,B035,Checking,19291.78,2022-03-30,Active
A12244,C4023,B189,Credit,61658.33,2017-12-29,Dormant
A12245,C4989,B011,Savings,97790.46,2023-06-04,Active
A12246,C0061,B157,Checking,89335.02,2019-03-22,Active
A12247,C4783,B190,Loan,7722.68,2020-05-11,Dormant
A12248,C1920,B117,Savings,30020.05,2022-10-12,Closed
A12249,C4618,B196,Savings,53819.96,2024-11-11,Active
A12250,C2522,B195,Checking,87186.96,2021-04-24,Closed
A12251,C1566,B060,Savings,80587.26,2021-02-26,Closed
A12252,C0350,B021,Loan,55486.89,2019-09-23,Dormant
A12253,C4999,B010,Loan,13098.18,2023-10-11,Active
A12254,C3889,B033,Loan,90642.46,2023-11-05,Closed
A12255,C2957,B058,Credit,10006.1,2018-11-12,Closed
A12256,C2658,B028,Loan,4747.27,2024-12-17,Active
A12257,C3456,B024,Savings,7191.61,2020-07-29,Active
A12258,C0499,B097,Credit,30466.98,2018-12-28,Dormant
A12259,C2884,B037,Loan,6897.25,2020-05-04,Dormant
A12260,C2126,B173,Credit,73634.35,2016-01-01,Active
A12261,C2099,B102,Credit,92067.6,2017-06-06,Active
A12262,C4457,B136,Credit,37288.91,2018-01-13,Active
A12263,C2023,B053,Checking,49155.47,2020-04-27,Active
A12264,C1731,B073,Credit,44787.73,2016-01-21,Closed
A12265,C1045,B069,Checking,28986.24,2018-06-09,Dormant
A12266,C3539,B154,Credit,17213.07,2018-10-20,Closed
A12267,C1572,B177,Credit,20837.22,2018-02-21,Dormant
A12268,C4787,B182,Savings,25259.03,2021-06-16,Dormant
A12269,C1529,B023,Loan,79736.64,2017-06-21,Closed
A12270,C0695,B105,Savings,92801.83,2016-03-25,Dormant
A12271,C3215,B076,Savings,65427.06,2024-02-01,Closed
A12272,C0042,B096,Loan,65216.15,2018-04-04,Active
A12273,C3043,B002,Credit,3133.43,2020-01-29,Active
A12274,C0295,B166,Checking,7138.01,2024-03-03,Dormant
A12275,C2929,B047,Savings,38193.43,2021-08-24,Dormant
A12276,C4110,B134,Checking,37228.25,2023-02-15,Closed
A12277,C1555,B199,Loan,68383.14,2016-11-13,Dormant
A12278,C1067,B192,Savings,48379.79,2025-03-26,Closed
A12279,C1690,B083,Checking,77790.08,2019-12-18,Active
A12280,C3498,B053,Savings,20188.97,2022-05-15,Dormant
A12281,C0231,B150,Loan,83019.43,2021-03-11,Closed
A12282,C3819,B016,Credit,85854.22,2018-01-19,Closed
A12283,C2049,B148,Savings,96214.94,2020-07-14,Dormant
A12284,C1125,B099,Savings,39618.91,2023-07-03,Closed
A12285,C3075,B183,Savings,50498.27,2019-06-12,Dormant
A12286,C0258,B072,Savings,36040.93,2020-01-14,Dormant
A12287,C0657,B045,Loan,32732.98,2021-05-24,Dormant
A12288,C2132,B079,Credit,24876.48,2016-12-07,Active
A12289,C1027,B018,Savings,22418.27,2025-04-24,Dormant
A12290,C4995,B194,Loan,47879.94,2017-11-24,Active
A12291,C0245,B056,Savings,30522.82,2017-03-14,Active
A12292,C4471,B098,Loan,5826.84,2017-11-19,Active
A12293,C0152,B051,Credit,49031.13,2016-12-01,Dormant
A12294,C3137,B197,Savings,22023.17,2022-02-05,Active
A12295,C0508,B063,Loan,16901.31,2016-09-18,Active
A12296,C3531,B031,Loan,35353.73,2018-06-10,Active
A12297,C3016,B075,Credit,63606.38,2020-03-02,Closed
A12298,C3861,B070,Credit,58285.03,2017-07-20,Dormant
A12299,C4238,B082,Credit,99049.9,2018-05-27,Active
A12300,C4636,B095,Credit,17744.42,2018-10-22,Closed
A12301,C1148,B183,Savings,82007.2,2023-05-05,Dormant
A12302,C0112,B086,Savings,65604.51,2022-03-17,Active
A12303,C2491,B043,Loan,7106.69,2017-06-23,Dormant
A12304,C0058,B013,Credit,39895.32,2019-07-27,Closed
A12305,C1431,B102,Credit,88709.17,2017-05-24,Active
A12306,C2528,B193,Savings,50363.56,2021-02-01,Dormant
A12307,C4909,B141,Loan,2810.57,2023-12-25,Active
A12308,C1978,B079,Savings,5784.17,2018-03-20,Active
A12309,C4526,B168,Loan,58771.77,2020-05-14,Closed
A12310,C4040,B022,Credit,12111.2,2025-06-01,Active
A12311,C0601,B115,Credit,99010.97,2021-04-04,Closed
A12312,C1888,B164,Credit,69981.8,2016-08-02,Active
A12313,C1430,B110,Loan,59374.84,2018-09-27,Closed
A12314,C3717,B139,Savings,32218.69,2015-09-01,Closed
A12315,C3735,B194,Credit,79124.81,2023-11-27,Closed
A12316,C3853,B144,Savings,59218.91,2019-02-12,Active
A12317,C5000,B154,Credit,70796.11,2021-07-22,Dormant
A12318,C1601,B151,Credit,70386.23,2020-12-18,Closed
A12319,C3452,B155,Checking,47800.52,2024-07-09,Active
A12320,C2165,B196,Loan,77946.16,2022-11-29,Dormant
A12321,C3644,B103,Loan,25986.92,2020-02-06,Closed
A12322,C0634,B037,Loan,23694.8,2020-12-01,Dormant
A12323,C4066,B176,Loan,27703.18,2020-04-07,Closed
A12324,C0641,B100,Loan,84683.83,2019-07-12,Dormant
A12325,C0521,B123,Savings,59143.57,2024-03-31,Closed
A12326,C3692,B013,Loan,63029.25,2021-10-13,Dormant
A12327,C0608,B039,Credit,60080.16,2025-06-11,Closed
A12328,C4813,B138,Checking,30292.82,2019-07-11,Dormant
A12329,C0300,B084,Savings,98483.48,2017-06-29,Dormant
A12330,C3567,B062,Credit,34876.05,2023-06-26,Dormant
A12331,C3060,B143,Credit,92633.71,2023-10-04,Dormant
A12332,C2420,B074,Checking,39552.86,2022-05-24,Dormant
A12333,C3300,B078,Checking,78155.36,2016-12-02,Active
A12334,C2465,B033,Savings,72189.66,2022-05-03,Dormant
A12335,C4106,B131,Credit,92056.06,2020-02-07,Dormant
A12336,C0379,B148,Credit,81775.59,2022-11-03,Dormant
A12337,C4209,B047,Checking,49944.32,2019-02-27,Closed
A12338,C3530,B032,Credit,14204.61,2022-06-14,Dormant
A12339,C2322,B034,Checking,69861.15,2021-04-05,Active
A12340,C2933,B066,Checking,26676.73,2017-03-25,Closed
A12341,C4498,B054,Savings,46698.22,2016-05-11,Closed
A12342,C0484,B138,Checking,2940.1,2019-12-25,Closed
A12343,C4520,B086,Savings,68095.21,2015-06-30,Closed
A12344,C4410,B160,Checking,62498.55,2019-01-04,Closed
A12345,C2624,B034,Loan,72552.57,2022-08-02,Closed
A12346,C4598,B013,Credit,84675.36,2021-04-20,Closed
A12347,C0910,B078,Checking,73639.45,2025-03-16,Dormant
A12348,C4751,B181,Credit,78227.67,2018-07-09,Active
A12349,C1643,B146,Credit,87122.28,2021-10-28,Closed
A12350,C3965,B058,Credit,53327.6,2021-02-20,Active
A12351,C4486,B115,Credit,5956.66,2024-08-06,Dormant
A12352,C1878,B045,Savings,15112.95,2024-11-25,Active
A12353,C3824,B085,Loan,25391.0,2016-08-01,Active
A12354,C0514,B068,Credit,51300.16,2025-06-06,Closed
A12355,C3944,B149,Savings,60343.37,2017-02-07,Active
A12356,C4445,B179,Savings,10508.15,2021-01-04,Active
A12357,C1587,B035,Savings,40152.25,2017-04-14,Dormant
A12358,C2176,B066,Credit,55526.36,2016-04-02,Dormant
A12359,C0872,B168,Credit,8474.5,2022-08-24,Closed
A12360,C1775,B079,Credit,10440.3,2016-05-14,Closed
A12361,C1667,B065,Savings,74295.97,2022-08-13,Dormant
A12362,C1399,B063,Loan,30845.95,2023-07-27,Closed
A12363,C0907,B119,Checking,26294.86,2022-05-31,Closed
A12364,C0945,B034,Checking,7663.91,2019-12-13,Active
A12365,C3027,B098,Checking,55712.37,2020-04-01,Dormant
A12366,C1342,B180,Loan,48500.88,2023-02-07,Dormant
A12367,C4119,B162,Savings,91538.0,2022-09-30,Active
A12368,C1154,B163,Credit,58141.37,2024-09-20,Active
A12369,C3114,B086,Credit,93886.46,2021-06-05,Active
A12370,C1057,B150,Credit,60007.87,2017-11-23,Closed
A12371,C0197,B058,Credit,13687.19,2019-01-01,Active
A12372,C3190,B113,Savings,51190.85,2024-10-16,Dormant
A12373,C1188,B155,Checking,53061.84,2015-12-10,Active
A12374,C4389,B007,Checking,35694.55,2020-09-13,Closed
A12375,C4531,B129,Savings,82943.61,2017-11-10,Active
A12376,C2664,B129,Checking,57613.68,2016-05-14,Active
A12377,C2845,B045,Checking,21993.27,2020-05-01,Active
A12378,C1257,B178,Checking,78685.14,2017-11-14,Active
A12379,C1808,B008,Checking,68154.43,2017-10-25,Active
A12380,C2055,B199,Checking,42402.29,2017-06-30,Active
A12381,C2526,B135,Checking,5377.89,2022-09-30,Dormant
A12382,C4673,B039,Credit,28616.92,2018-04-23,Dormant
A12383,C2070,B164,Credit,97783.21,2017-10-22,Active
A12384,C0699,B186,Loan,18167.29,2022-09-03,Active
A12385,C4904,B046,Savings,1518.22,2024-08-30,Closed
A12386,C4330,B152,Credit,98508.35,2020-08-28,Dormant
A12387,C0813,B105,Checking,86498.35,2017-09-20,Dormant
A12388,C4912,B184,Savings,63385.7,2016-03-24,Active
A12389,C2358,B044,Credit,51676.16,2017-01-02,Closed
A12390,C0311,B048,Checking,79963.21,2021-06-09,Active
A12391,C0808,B119,Savings,80943.25,2021-05-27,Closed
A12392,C0098,B151,Loan,54491.16,2021-08-07,Active
A12393,C2211,B162,Credit,46767.7,2015-08-02,Closed
A12394,C3631,B060,Savings,23078.46,2021-03-24,Closed
A12395,C4277,B130,Checking,59023.22,2015-08-16,Dormant
A12396,C1869,B112,Credit,8834.91,2017-05-12,Dormant
A12397,C2354,B053,Checking,72279.11,2023-02-26,Dormant
A12398,C4365,B086,Credit,5315.36,2025-04-03,Active
A12399,C3740,B073,Checking,57003.54,2020-06-17,Active
A12400,C4823,B046,Checking,25906.32,2021-12-06,Active
A12401,C0063,B177,Checking,9035.7,2021-09-10,Active
A12402,C3063,B001,Credit,10829.25,2025-05-09,Dormant
A12403,C4250,B041,Loan,58870.83,2021-07-31,Closed
A12404,C3967,B024,Loan,68027.43,2015-11-04,Dormant
A12405,C0873,B159,Checking,28574.85,2019-04-15,Closed
A12406,C2769,B162,Credit,51734.35,2024-08-17,Dormant
A12407,C1153,B001,Loan,90366.43,2022-05-19,Closed
A12408,C4144,B077,Savings,92552.06,2018-01-20,Closed
A12409,C4001,B163,Credit,59364.73,2020-12-12,Active
A12410,C2576,B051,Loan,61739.39,2017-05-06,Active
A12411,C3356,B112,Credit,55453.85,2024-05-21,Active
A12412,C2127,B159,Credit,2959.93,2019-05-24,Dormant
A12413,C1326,B184,Credit,28554.8,2023-03-29,Dormant
A12414,C1007,B191,Credit,14899.14,2023-02-17,Active
A12415,C2933,B035,Savings,5325.29,2024-05-14,Dormant
A12416,C1294,B056,Loan,62866.61,2023-08-09,Closed
A12417,C1753,B101,Checking,66063.54,2017-11-06,Active
A12418,C3159,B051,Credit,3135.36,2021-01-01,Dormant
A12419,C4519,B091,Savings,15726.17,2021-01-26,Active
A12420,C1032,B092,Savings,49939.88,2016-08-01,Closed
A12421,C1362,B165,Savings,70642.72,2023-12-10,Closed
A12422,C3307,B001,Checking,48267.79,2018-10-20,Dormant
A12423,C2112,B006,Savings,94901.24,2020-08-20,Active
A12424,C2277,B134,Credit,94011.89,2021-10-08,Dormant
A12425,C3042,B045,Loan,53664.25,2022-05-03,Active
A12426,C3815,B114,Checking,20204.81,2017-03-09,Closed
A12427,C3992,B159,Loan,16787.67,2022-07-12,Closed
A12428,C3561,B101,Checking,74998.55,2017-08-08,Active
A12429,C0354,B071,Savings,89422.34,2016-05-25,Closed
A12430,C0698,B146,Checking,39980.51,2018-03-10,Active
A12431,C1911,B143,Savings,81345.75,2022-08-20,Active
A12432,C1840,B194,Savings,91896.82,2019-01-09,Active
A12433,C3490,B100,Savings,5314.83,2020-01-27,Dormant
A12434,C3932,B141,Credit,52908.7,2023-11-25,Dormant
A12435,C3795,B150,Credit,17255.64,2020-10-30,Closed
A12436,C2267,B123,Savings,29316.29,2016-02-09,Closed
A12437,C0426,B088,Credit,90646.26,2018-06-07,Closed
A12438,C4541,B140,Credit,20644.96,2019-12-12,Closed
A12439,C3888,B169,Loan,79350.31,2024-07-13,Dormant
A12440,C4532,B019,Credit,71626.08,2017-01-30,Active
A12441,C0370,B045,Checking,73498.33,2017-02-22,Active
A12442,C1704,B046,Savings,3060.36,2018-06-23,Closed
A12443,C1503,B007,Loan,52136.3,2021-04-11,Closed
A12444,C1322,B023,Checking,36456.77,2024-09-11,Dormant
A12445,C2350,B169,Checking,83518.97,2023-09-26,Active
A12446,C4184,B125,Loan,43406.06,2021-04-03,Active
A12447,C4402,B199,Credit,20523.2,2020-10-11,Active
A12448,C0974,B130,Loan,667.61,2020-10-15,Dormant
A12449,C3702,B033,Credit,55195.33,2018-04-02,Active
A12450,C4681,B152,Checking,98412.01,2021-08-23,Dormant
A12451,C0202,B185,Loan,1992.83,2017-05-27,Closed
A12452,C0769,B092,Checking,87682.12,2016-03-30,Closed
A12453,C2031,B158,Loan,97154.37,2023-08-30,Active
A12454,C2050,B166,Checking,315.75,2022-12-29,Active
A12455,C1643,B122,Loan,90239.88,2016-06-10,Active
A12456,C1752,B037,Checking,40183.38,2023-01-29,Closed
A12457,C2874,B054,Loan,27919.93,2024-05-18,Active
A12458,C1824,B082,Loan,61243.51,2015-09-23,Dormant
A12459,C2432,B011,Savings,9524.63,2022-02-12,Active
A12460,C0558,B043,Credit,57645.89,2016-12-30,Dormant
A12461,C3104,B040,Loan,92075.36,2016-04-15,Active
A12462,C2564,B040,Savings,60192.4,2020-09-07,Dormant
A12463,C3440,B029,Credit,68333.64,2022-06-20,Active
A12464,C0897,B029,Savings,83401.64,2019-11-15,Closed
A12465,C4760,B095,Loan,4611.52,2018-10-10,Closed
A12466,C2525,B053,Loan,37564.54,2025-04-21,Active
A12467,C2020,B188,Credit,63437.55,2023-03-08,Active
A12468,C3667,B167,Savings,95730.98,2018-02-02,Active
A12469,C3414,B049,Loan,89439.82,2021-03-20,Closed
A12470,C3028,B093,Credit,69308.02,2015-10-04,Dormant
A12471,C2293,B148,Savings,9167.08,2022-07-25,Dormant
A12472,C1831,B080,Checking,62771.93,2015-06-25,Active
A12473,C2051,B054,Loan,72427.09,2016-07-05,Closed
A12474,C1071,B041,Savings,73936.68,2019-06-04,Closed
A12475,C4629,B199,Savings,43943.85,2017-06-29,Closed
A12476,C4077,B029,Loan,33249.22,2023-11-16,Closed
A12477,C2061,B066,Loan,29136.13,2024-10-20,Active
A12478,C3423,B044,Savings,33116.6,2016-06-08,Closed
A12479,C4465,B085,Loan,58568.76,2021-09-21,Dormant
A12480,C1870,B091,Loan,63407.34,2022-07-20,Active
A12481,C3592,B096,Loan,46307.11,2018-03-01,Closed
A12482,C1450,B185,Checking,33166.39,2018-06-29,Active
A12483,C4425,B085,Savings,16812.06,2015-07-19,Dormant
A12484,C1590,B121,Loan,18341.68,2017-07-30,Closed
A12485,C3198,B046,Checking,10814.59,2022-01-30,Closed
A12486,C2529,B047,Credit,24661.46,2015-10-24,Active
A12487,C4262,B037,Loan,13546.76,2022-12-26,Closed
A12488,C3444,B083,Loan,79936.68,2022-06-06,Dormant
A12489,C1566,B065,Loan,62624.9,2019-03-14,Closed
A12490,C1545,B048,Savings,97561.3,2023-01-28,Active
A12491,C3004,B093,Credit,80971.27,2019-06-07,Closed
