shipmentID,orderID,shipDate,deliveryDate,carrier,status
SH21340,O14770,2025-04-16,2025-04-16,Black-Jenkins,Delivered
SH21341,O16112,2023-11-04,2023-11-04,"Knox, Colon and Shaffer",Delivered
SH21342,O13233,2024-12-09,2024-12-09,"Butler, Gibbs and Golden",In Transit
SH21343,O13381,2025-06-16,2025-06-16,Williamson-Archer,In Transit
SH21344,O10391,2023-08-27,2023-08-27,"Potts, Gibbs and Benton",Lost
SH21345,O11641,2024-05-02,2024-05-02,Morton-Robbins,In Transit
SH21346,O16745,2023-06-21,2023-06-21,Wu Ltd,Lost
SH21347,O13361,2024-10-04,2024-10-04,Guerra-Clarke,Delivered
SH21348,O15249,2023-11-06,2023-11-06,Norris-Anderson,Delayed
SH21349,O17373,2025-03-02,2025-03-02,Cruz-Mccarty,In Transit
SH21350,O14151,2023-08-26,,Santiago LLC,Delivered
SH21351,O12796,2024-04-04,2024-04-04,"Beck, Dunn and Carter",Lost
SH21352,O17469,2024-06-08,2024-06-08,"Perez, Parker and Robbins",In Transit
SH21353,O13181,2023-12-22,2023-12-22,"Evans, Fisher and Floyd",Lost
SH21354,O13754,2023-12-25,2023-12-25,"Taylor, Smith and Johnson",In Transit
SH21355,O16486,2024-12-19,2024-12-19,Brewer-Anthony,Lost
SH21356,O17365,2024-04-30,2024-04-30,Jordan Inc,In Transit
SH21357,O17082,2024-07-22,,Kerr-Foster,Lost
SH21358,O10387,2025-03-06,2025-03-06,Welch LLC,Delivered
SH21359,O17118,2025-01-21,2025-01-21,Perkins-Michael,Lost
SH21360,O14640,2024-09-18,2024-09-18,"Kramer, Nguyen and Burns",Delayed
SH21361,O10923,2024-10-03,2024-10-03,"Davis, White and Case",Delivered
SH21362,O14612,2024-10-31,2024-10-31,Holmes and Sons,Delayed
SH21363,O15388,2024-05-01,2024-05-01,"Gould, Powers and Brennan",In Transit
SH21364,O10069,2024-05-11,,"Dodson, Harris and Kelly",In Transit
SH21365,O14707,2024-02-21,2024-02-21,Grant LLC,Delayed
SH21366,O15717,2024-03-03,2024-03-03,"Wong, Barr and Shaffer",In Transit
SH21367,O14989,2025-05-17,2025-05-17,"Miller, Salazar and Olson",In Transit
SH21368,O10616,2023-08-11,,Lewis LLC,In Transit
SH21369,O15288,2025-06-14,2025-06-14,Freeman PLC,Lost
SH21370,O11554,2023-11-29,,Bennett Inc,In Transit
SH21371,O13226,2024-08-14,,Hill and Sons,Delivered
SH21372,O16375,2024-10-16,2024-10-16,Vasquez-Lee,Lost
SH21373,O13255,2023-10-15,2023-10-15,Lewis Ltd,Delivered
SH21374,O15260,2023-12-03,,Kline Ltd,Delayed
SH21375,O13663,2024-11-20,,"Moore, Burns and Thompson",Delivered
SH21376,O13286,2024-12-17,2024-12-17,"Brown, Rowland and Pierce",Delivered
SH21377,O10449,2024-12-14,2024-12-14,Collins PLC,Delivered
SH21378,O16907,2025-02-13,2025-02-13,"Bell, Guzman and White",In Transit
SH21379,O14725,2023-10-10,,Gutierrez Group,Lost
SH21380,O16630,2023-08-14,2023-08-14,Hamilton-Hurst,In Transit
SH21381,O17814,2024-06-01,2024-06-01,Sharp-Martin,Delivered
SH21382,O13839,2023-06-21,2023-06-21,Benton-Villanueva,In Transit
SH21383,O13024,2025-05-13,2025-05-13,Jones PLC,Lost
SH21384,O14618,2023-06-23,,Mendez-Rivera,Delivered
SH21385,O12798,2024-12-07,2024-12-07,"Guerrero, Copeland and Richardson",Lost
SH21386,O17708,2024-12-28,2024-12-28,Beasley-Lee,Delayed
SH21387,O16753,2025-04-11,2025-04-11,Gibbs-Walker,In Transit
SH21388,O17592,2023-11-18,2023-11-18,"Hicks, Charles and Oliver",Lost
SH21389,O15730,2024-02-23,2024-02-23,Taylor Group,Delayed
SH21390,O13682,2024-01-23,2024-01-23,"Herrera, Gonzalez and Scott",Delivered
SH21391,O14025,2023-12-19,2023-12-19,Stein-Franco,In Transit
SH21392,O10445,2024-06-24,2024-06-24,Castillo-Santos,Delayed
SH21393,O13828,2023-11-23,,Reynolds and Sons,Delayed
SH21394,O16141,2025-06-14,,Garcia and Sons,In Transit
SH21395,O16405,2024-06-19,2024-06-19,Rocha Group,Delivered
SH21396,O11146,2024-01-30,2024-01-30,"Fuller, Thomas and Johnson",Lost
SH21397,O16916,2024-08-14,2024-08-14,Walters-Trevino,Lost
SH21398,O17280,2025-04-03,2025-04-03,Rangel-Brown,Delivered
SH21399,O10222,2024-05-17,2024-05-17,Moore-Reyes,Lost
SH21400,O13317,2024-07-29,,Anderson-Hall,Lost
SH21401,O12049,2023-11-18,,"Sullivan, Wheeler and Landry",Delayed
SH21402,O17993,2024-07-29,2024-07-29,"Davis, Palmer and Swanson",In Transit
SH21403,O14564,2025-01-13,2025-01-13,"Lawrence, Erickson and Harrington",In Transit
SH21404,O14579,2024-06-15,,Burton-Dominguez,Lost
SH21405,O17520,2024-09-03,2024-09-03,Lopez and Sons,Delayed
SH21406,O15316,2025-03-26,2025-03-26,"Benson, Pierce and Williams",Delayed
SH21407,O11652,2023-10-05,2023-10-05,Thompson Ltd,Delayed
SH21408,O16031,2024-08-30,2024-08-30,Garcia-Wright,In Transit
SH21409,O10939,2024-05-12,2024-05-12,Robertson-Mckinney,Delivered
SH21410,O14484,2024-03-30,2024-03-30,Valencia-Schmidt,Delayed
SH21411,O15853,2023-12-06,,Sloan Group,Delivered
SH21412,O15258,2025-03-03,2025-03-03,"Parsons, Lynn and Zamora",Lost
SH21413,O11726,2024-02-06,2024-02-06,May LLC,Delayed
SH21414,O16424,2023-12-27,2023-12-27,"Collins, Sloan and Orozco",In Transit
SH21415,O15756,2025-01-23,2025-01-23,"Dunlap, Cannon and Chandler",Delivered
SH21416,O12080,2023-10-03,,Diaz-Hatfield,In Transit
SH21417,O14910,2023-07-26,2023-07-26,"Barnett, Perry and Wright",In Transit
SH21418,O11701,2023-12-17,2023-12-17,Hale Group,Delivered
SH21419,O11621,2024-10-10,,Garcia Group,Delayed
SH21420,O12562,2023-07-24,2023-07-24,"Henderson, Pope and Brown",In Transit
SH21421,O14526,2024-09-09,2024-09-09,Gordon-Perez,Delivered
SH21422,O10956,2025-02-09,2025-02-09,Mitchell-Rivers,Delivered
SH21423,O16596,2025-05-23,2025-05-23,Little-Miller,Delivered
SH21424,O14457,2024-01-20,2024-01-20,"Mckee, Duran and Wilkerson",Delayed
SH21425,O12580,2025-02-07,2025-02-07,James Ltd,Delayed
SH21426,O12336,2023-08-02,2023-08-02,Vaughan-Ramirez,Lost
SH21427,O15608,2024-08-23,,"Villa, Pollard and Matthews",Delivered
SH21428,O13035,2025-04-03,2025-04-03,Dixon-Doyle,Lost
SH21429,O15194,2025-03-14,,Roberts Inc,Delayed
SH21430,O16024,2024-02-22,,"Bright, White and Murphy",Lost
SH21431,O12817,2024-08-28,2024-08-28,Alexander LLC,Delivered
SH21432,O16230,2025-05-01,2025-05-01,Bell-Hill,Delivered
SH21433,O15165,2025-04-13,2025-04-13,Sullivan-Cruz,In Transit
SH21434,O10593,2023-09-23,2023-09-23,Jordan-Rivas,Delayed
SH21435,O10959,2025-01-20,2025-01-20,"Smith, Allen and Perry",In Transit
SH21436,O10754,2023-09-25,2023-09-25,"Short, Zuniga and Bush",Lost
SH21437,O14601,2023-11-06,2023-11-06,Mueller LLC,In Transit
SH21438,O13551,2024-02-23,2024-02-23,"King, Mann and Friedman",In Transit
SH21439,O10115,2024-03-05,2024-03-05,White Ltd,Delayed
SH21440,O12415,2024-05-26,2024-05-26,Nunez Ltd,Delayed
SH21441,O15229,2025-02-06,2025-02-06,Farrell-Cruz,Lost
SH21442,O10408,2024-01-23,2024-01-23,Perry Ltd,Delivered
SH21443,O16254,2024-03-13,,Evans-Stevens,Delivered
SH21444,O15925,2023-08-04,,Ingram Ltd,Delayed
SH21445,O14645,2024-04-10,,Mitchell Group,Lost
SH21446,O11653,2025-04-01,2025-04-01,Hall Ltd,In Transit
SH21447,O17518,2023-10-10,2023-10-10,Edwards-Simon,In Transit
SH21448,O13270,2025-01-04,2025-01-04,Young-Frost,Delayed
SH21449,O13671,2025-01-19,2025-01-19,Burke Ltd,Lost
SH21450,O10090,2023-06-26,,Solis and Sons,Delayed
SH21451,O15927,2024-09-05,2024-09-05,Bass and Sons,Delivered
SH21452,O12112,2023-10-15,2023-10-15,"Thomas, Hernandez and Rose",Delivered
SH21453,O11022,2025-03-24,,Saunders PLC,Delivered
SH21454,O11673,2025-01-13,2025-01-13,Brown-Maynard,Lost
SH21455,O13219,2025-03-26,2025-03-26,"Jones, Rivera and Hamilton",In Transit
SH21456,O15034,2023-09-08,,Mathews LLC,Lost
SH21457,O14718,2025-02-08,2025-02-08,Lewis-Peterson,In Transit
SH21458,O16801,2024-08-19,2024-08-19,Ortiz-Gutierrez,Delayed
SH21459,O13468,2024-08-02,,"Baird, Rice and Fox",Delayed
SH21460,O17688,2025-03-29,2025-03-29,Burton LLC,Delivered
SH21461,O10719,2024-09-19,2024-09-19,Huber-Walsh,In Transit
SH21462,O10135,2024-01-29,2024-01-29,"Johnson, Ellis and Hernandez",Delivered
SH21463,O14625,2024-01-30,2024-01-30,Brown-Martinez,Delivered
SH21464,O13334,2024-09-25,2024-09-25,Reed Inc,In Transit
SH21465,O17248,2025-04-25,2025-04-25,Russell and Sons,Lost
SH21466,O15213,2024-11-11,2024-11-11,Graves Inc,Delayed
SH21467,O14804,2025-01-11,2025-01-11,"Haley, Craig and Bridges",Delayed
SH21468,O12668,2024-01-13,,Hines-Lewis,In Transit
SH21469,O15412,2024-12-26,2024-12-26,Hicks-Chang,Delayed
SH21470,O13698,2023-09-21,2023-09-21,George-Parker,Lost
SH21471,O16302,2024-10-13,2024-10-13,Hancock-Fitzgerald,Lost
SH21472,O11018,2024-02-01,2024-02-01,Matthews and Sons,Lost
SH21473,O11313,2024-09-14,,"Bonilla, Williams and King",Lost
SH21474,O10553,2024-07-27,2024-07-27,"Wilson, Harper and Cruz",Delayed
SH21475,O17591,2025-04-15,2025-04-15,"Hogan, Fields and Banks",Delayed
SH21476,O12774,2024-03-11,2024-03-11,Morris PLC,Delayed
SH21477,O15089,2025-03-24,2025-03-24,Riddle Ltd,Lost
SH21478,O14320,2024-07-30,2024-07-30,Adams-Thompson,Lost
SH21479,O11877,2025-02-14,2025-02-14,Miller-Sims,In Transit
SH21480,O16223,2023-09-09,2023-09-09,Long LLC,Lost
SH21481,O14357,2024-05-19,2024-05-19,Ramos-Hansen,Delivered
SH21482,O12096,2023-11-20,2023-11-20,Gonzales and Sons,In Transit
SH21483,O12317,2025-05-30,2025-05-30,Perez-Glass,Delayed
SH21484,O17810,2024-01-01,2024-01-01,"Stevens, Owen and Anderson",Lost
SH21485,O11295,2024-08-23,,Alvarado-Henry,Delayed
SH21486,O11111,2025-01-20,2025-01-20,"Dean, Reynolds and Richardson",In Transit
SH21487,O17499,2025-06-08,2025-06-08,"Manning, Owen and Butler",In Transit
SH21488,O15083,2025-03-29,2025-03-29,Walker-Rhodes,Lost
SH21489,O16085,2023-11-15,2023-11-15,Cole-Richardson,Delivered
SH21490,O14744,2024-11-08,2024-11-08,"Gray, Jones and Phillips",Lost
SH21491,O15393,2025-06-12,2025-06-12,White-Harris,Lost
SH21492,O14832,2024-09-22,,Mills Inc,In Transit
SH21493,O10380,2023-12-15,,Tanner LLC,In Transit
SH21494,O14021,2023-07-31,2023-07-31,Lopez Group,Delivered
SH21495,O12889,2024-06-28,2024-06-28,"Brown, Burgess and Price",In Transit
SH21496,O13915,2024-06-17,2024-06-17,Martin-Howell,Delivered
SH21497,O16131,2024-03-10,2024-03-10,"Wheeler, Sullivan and Ewing",Lost
SH21498,O16744,2024-10-02,2024-10-02,"Alexander, Moore and Williams",In Transit
SH21499,O12786,2025-06-12,2025-06-12,Turner-Davis,Delivered
SH21500,O16177,2024-02-06,2024-02-06,Shea Inc,Delivered
SH21501,O14172,2024-07-04,2024-07-04,"Kemp, Wolf and Harris",Delayed
SH21502,O12372,2024-12-28,,Mercado-Harris,Delivered
SH21503,O16152,2024-01-14,2024-01-14,Mccarty Ltd,Lost
SH21504,O16164,2024-03-26,2024-03-26,Washington-Hart,In Transit
SH21505,O15861,2025-06-08,,Leblanc-Porter,Delivered
SH21506,O12790,2023-08-11,,"Woodard, Clark and Duke",Lost
SH21507,O15858,2024-05-27,,Morales Group,Delivered
SH21508,O14189,2023-10-03,2023-10-03,Evans-Mendez,In Transit
SH21509,O17327,2023-12-08,2023-12-08,Martin Inc,Lost
SH21510,O11663,2024-02-10,2024-02-10,Rivera and Sons,In Transit
SH21511,O13679,2023-08-07,,Miller and Sons,Delivered
SH21512,O16865,2024-11-15,2024-11-15,Lynch-Smith,In Transit
SH21513,O14476,2024-12-05,,Greene-Fry,In Transit
SH21514,O16196,2023-12-23,2023-12-23,Grant-Mata,In Transit
SH21515,O10105,2024-05-29,,Fletcher and Sons,Delivered
SH21516,O17463,2023-12-02,2023-12-02,Thomas and Sons,Lost
SH21517,O13731,2024-03-03,,Murillo-Collins,In Transit
SH21518,O17418,2024-03-24,2024-03-24,Johnson and Sons,In Transit
SH21519,O14930,2024-12-10,,Snyder Ltd,Lost
SH21520,O13510,2023-09-30,2023-09-30,"Jenkins, Zimmerman and Rodriguez",Delayed
SH21521,O13944,2024-09-18,2024-09-18,Hanson-Caldwell,Delivered
SH21522,O10431,2024-07-22,2024-07-22,Hamilton LLC,Delayed
SH21523,O10594,2024-10-12,2024-10-12,"Perez, Baxter and Hunter",Delayed
SH21524,O15954,2023-06-19,2023-06-19,Walker and Sons,Lost
SH21525,O15852,2025-06-16,2025-06-16,Smith-Powers,Lost
SH21526,O15461,2024-12-30,2024-12-30,"Rodriguez, Huber and Nelson",In Transit
SH21527,O15319,2024-06-21,2024-06-21,Everett Ltd,Delivered
SH21528,O12332,2024-06-30,2024-06-30,Owen-Dennis,Lost
SH21529,O11199,2025-01-13,2025-01-13,Bradford-Tate,In Transit
SH21530,O16506,2024-07-11,2024-07-11,Rivera Inc,In Transit
SH21531,O17471,2024-03-15,2024-03-15,Collins LLC,Delayed
SH21532,O16031,2023-07-15,2023-07-15,Daugherty Inc,Lost
SH21533,O11498,2023-12-06,2023-12-06,Booth-Nguyen,In Transit
SH21534,O15615,2024-10-11,2024-10-11,Miller-Carpenter,Lost
SH21535,O10422,2024-10-03,2024-10-03,Nichols Group,Delayed
SH21536,O10018,2025-02-25,2025-02-25,Little PLC,Lost
SH21537,O15685,2024-03-15,2024-03-15,"Parks, Lopez and Parker",Delivered
SH21538,O10485,2024-03-30,2024-03-30,Dominguez Group,Lost
SH21539,O12024,2024-10-13,2024-10-13,Cowan-Valenzuela,Lost
SH21540,O11678,2024-04-15,2024-04-15,Berg-Miller,Delayed
SH21541,O13922,2024-11-23,2024-11-23,Barron-Welch,In Transit
SH21542,O14686,2025-05-25,2025-05-25,"Wilson, Blackburn and Cruz",Lost
SH21543,O16574,2024-11-29,2024-11-29,"Brown, Mckenzie and Allen",In Transit
SH21544,O17548,2024-07-07,2024-07-07,"Sullivan, Burns and Bryan",Lost
SH21545,O10692,2023-07-24,,Weaver-Miller,Delayed
SH21546,O10776,2025-04-20,2025-04-20,Chandler PLC,Delayed
SH21547,O12567,2024-09-21,2024-09-21,"Hughes, Vasquez and Lopez",Delivered
SH21548,O12680,2023-08-22,2023-08-22,Stuart-Simpson,Lost
SH21549,O12784,2024-02-15,2024-02-15,"Vargas, Johnson and Colon",Delivered
SH21550,O15639,2023-09-03,2023-09-03,"Williams, Padilla and Wilson",Delivered
SH21551,O12726,2023-12-07,2023-12-07,George-Ellis,Delayed
SH21552,O17468,2024-07-26,,Rivera and Sons,Delivered
SH21553,O16294,2023-12-30,2023-12-30,Nichols-Lopez,Lost
SH21554,O17317,2023-10-12,2023-10-12,"King, Johnson and Brown",Delivered
SH21555,O16549,2023-07-22,,Bernard-Hood,Delayed
SH21556,O16104,2025-05-29,2025-05-29,Thomas PLC,Delivered
SH21557,O15951,2024-11-15,2024-11-15,Russell and Sons,Lost
SH21558,O12395,2023-06-29,2023-06-29,Sanchez-Wolf,Lost
SH21559,O16329,2023-07-02,,Jones-Avery,In Transit
SH21560,O17846,2024-06-13,2024-06-13,Lindsey-Lee,Delivered
SH21561,O11063,2024-12-01,,Thompson Ltd,In Transit
SH21562,O17296,2024-10-04,,Mckee-Johnson,Delivered
SH21563,O14191,2024-09-15,2024-09-15,Cooke PLC,Lost
SH21564,O11662,2023-11-26,2023-11-26,Jones-Butler,In Transit
SH21565,O16183,2024-07-04,2024-07-04,Hill-Taylor,Delayed
SH21566,O10511,2024-04-17,2024-04-17,Hall-Chaney,Delayed
SH21567,O11665,2024-02-21,2024-02-21,"Mccullough, Osborne and Rodriguez",In Transit
SH21568,O15509,2025-04-26,2025-04-26,"Robertson, James and Cox",Delivered
SH21569,O12323,2023-11-14,2023-11-14,Blackburn Ltd,In Transit
SH21570,O15258,2024-07-13,2024-07-13,"Martinez, Clark and Watson",Delivered
SH21571,O16056,2023-08-27,2023-08-27,"Brown, Soto and Price",Delayed
SH21572,O10308,2025-02-13,,Collins PLC,In Transit
SH21573,O11215,2024-09-14,2024-09-14,Brown Ltd,In Transit
SH21574,O10758,2023-09-25,2023-09-25,Gordon Ltd,Lost
SH21575,O13204,2024-05-12,2024-05-12,Russell and Sons,Delayed
SH21576,O15833,2023-06-26,2023-06-26,Cobb-Burton,Delivered
SH21577,O16743,2024-06-24,,"Meyer, Wilson and Page",In Transit
SH21578,O17105,2023-11-17,2023-11-17,"Morgan, Allen and Hall",In Transit
SH21579,O10045,2024-09-25,2024-09-25,"White, Fernandez and Weaver",Lost
SH21580,O11310,2024-01-20,2024-01-20,Walker LLC,Lost
SH21581,O10774,2023-10-11,2023-10-11,Parker-Aguilar,Delayed
SH21582,O12542,2024-11-07,2024-11-07,Russell Inc,In Transit
SH21583,O12037,2023-08-03,,"Romero, Webster and Ross",Delayed
SH21584,O14781,2024-06-19,2024-06-19,Bryant-Rodriguez,In Transit
SH21585,O11382,2024-02-19,2024-02-19,"Duncan, Flynn and Ho",In Transit
SH21586,O13797,2023-07-24,2023-07-24,Huynh-Ray,Delayed
SH21587,O15315,2024-03-13,2024-03-13,Bauer Group,In Transit
SH21588,O16747,2024-12-28,2024-12-28,"Thomas, Graham and Harris",In Transit
SH21589,O16756,2023-11-08,,Wood-Alexander,Delayed
SH21590,O16832,2025-01-07,2025-01-07,Turner-Thompson,Lost
SH21591,O13038,2024-02-26,2024-02-26,Harper Ltd,Delivered
SH21592,O11822,2025-04-11,2025-04-11,"Holmes, Ball and Williams",Lost
SH21593,O11694,2025-03-29,,Hughes Group,Delivered
SH21594,O15810,2024-10-17,,Moore Group,Delayed
SH21595,O12049,2025-01-09,,Taylor Group,In Transit
SH21596,O11771,2024-04-03,2024-04-03,Pittman-Harris,Delayed
SH21597,O17251,2024-08-01,2024-08-01,"Martinez, Craig and Johnson",Delivered
SH21598,O14357,2024-01-12,2024-01-12,Castro and Sons,In Transit
SH21599,O17667,2025-06-15,2025-06-15,Pena PLC,In Transit
SH21600,O10742,2024-12-23,2024-12-23,"Wood, Powell and Clark",Delayed
SH21601,O16909,2023-12-13,2023-12-13,Cole-Pena,Lost
SH21602,O13117,2025-03-19,2025-03-19,Smith-Sellers,Lost
SH21603,O12305,2025-05-13,2025-05-13,"Lawrence, Patrick and Cummings",Delayed
SH21604,O16736,2024-11-21,2024-11-21,Hood-Miller,Delayed
SH21605,O13854,2024-02-10,2024-02-10,"Reynolds, Myers and Reed",In Transit
SH21606,O17237,2024-02-18,,Harris PLC,Lost
SH21607,O11119,2024-07-22,2024-07-22,Ayala Inc,Delivered
SH21608,O14111,2025-01-24,2025-01-24,"Woods, Landry and Waters",Delayed
SH21609,O11816,2024-03-21,2024-03-21,Williams Ltd,Lost
SH21610,O16255,2024-05-13,2024-05-13,Sanchez Ltd,In Transit
SH21611,O13924,2025-04-06,2025-04-06,Reid-White,Lost
SH21612,O10655,2024-03-31,,Hernandez LLC,In Transit
SH21613,O10295,2024-05-31,2024-05-31,"Grant, Everett and Flores",Lost
SH21614,O13566,2023-08-28,,"Garza, Reyes and Bryan",In Transit
SH21615,O17594,2023-08-06,2023-08-06,Wise LLC,Lost
SH21616,O15898,2025-02-13,,"Lee, Edwards and Sanchez",Delivered
SH21617,O17331,2025-03-22,2025-03-22,Mason LLC,Delayed
SH21618,O12126,2024-06-19,2024-06-19,Burton-Conner,Lost
SH21619,O17996,2023-10-19,2023-10-19,"Johnston, Smith and Jones",Delayed
SH21620,O12073,2025-02-23,,Harris-Grimes,Delivered
SH21621,O16578,2024-03-06,,Walsh Group,Delivered
SH21622,O11823,2023-08-23,2023-08-23,"Meyer, Taylor and Wood",Lost
SH21623,O13580,2024-09-30,2024-09-30,Proctor-Maldonado,Delivered
SH21624,O15379,2025-01-06,2025-01-06,Moreno Inc,In Transit
SH21625,O14757,2024-12-28,,Munoz-Barrera,In Transit
SH21626,O16097,2024-02-27,2024-02-27,"Austin, Willis and Adams",In Transit
SH21627,O14132,2025-01-14,2025-01-14,Mccullough Ltd,Lost
SH21628,O12095,2024-12-06,2024-12-06,Jenkins Inc,Delivered
SH21629,O14907,2023-07-26,2023-07-26,Williams-Baxter,Lost
SH21630,O14409,2024-03-15,,Hansen-Lewis,Lost
SH21631,O17496,2023-09-12,2023-09-12,"Ford, Russo and Cooper",Delayed
SH21632,O17696,2024-02-25,2024-02-25,"Dennis, Gonzales and Smith",Lost
SH21633,O16685,2024-12-11,2024-12-11,"Mccarthy, Cooper and Holland",Lost
SH21634,O12938,2024-05-11,,Mccormick and Sons,Delayed
SH21635,O17094,2023-11-25,,Cox-Hatfield,Lost
SH21636,O15680,2025-02-24,2025-02-24,"Bush, Andrews and Oliver",Delayed
SH21637,O14478,2025-03-12,2025-03-12,"Ewing, Lewis and Owens",Delivered
SH21638,O13141,2023-10-23,2023-10-23,"Johnson, Dyer and Clark",Lost
SH21639,O11064,2024-11-18,2024-11-18,Nelson-Palmer,Lost
SH21640,O16780,2023-08-30,2023-08-30,Hill-Palmer,Lost
SH21641,O16609,2025-03-11,2025-03-11,"Campbell, Miller and Rivers",Lost
SH21642,O12727,2023-10-19,,Fritz Ltd,Delivered
SH21643,O11996,2024-02-22,2024-02-22,Burton and Sons,In Transit
SH21644,O16084,2025-01-19,,"Gray, Anderson and Rojas",Delivered
SH21645,O17325,2024-04-13,2024-04-13,"Hicks, Ferguson and Bass",Lost
SH21646,O12309,2024-08-23,2024-08-23,Martinez-Wolfe,Delivered
SH21647,O14146,2024-01-29,2024-01-29,Cole PLC,Delivered
SH21648,O14819,2024-05-15,2024-05-15,Henry Group,Delayed
SH21649,O13042,2024-11-11,2024-11-11,"Hall, Park and Anderson",Delivered
SH21650,O16781,2024-07-12,,Aguilar-Schaefer,Delivered
SH21651,O15327,2025-05-22,,"Williams, Bennett and Kramer",In Transit
SH21652,O13576,2025-06-08,2025-06-08,Owens Inc,Delivered
SH21653,O14577,2024-11-04,,"Owens, Gordon and Carter",Delivered
SH21654,O11809,2023-07-16,,Peterson Inc,Delayed
SH21655,O13202,2024-08-12,2024-08-12,Jimenez-Thomas,Delivered
SH21656,O16782,2024-02-26,2024-02-26,"Mitchell, Marsh and Lee",Lost
SH21657,O13565,2024-03-03,2024-03-03,"Martinez, Shields and Sparks",Delivered
SH21658,O11132,2025-02-16,,"Stanley, Williamson and Roach",Delayed
SH21659,O10165,2023-07-24,2023-07-24,Brown Group,Delivered
SH21660,O13603,2023-10-08,,"Lam, Lowe and Myers",Delivered
SH21661,O10309,2025-03-10,2025-03-10,Long-Ryan,Delivered
SH21662,O12603,2024-05-17,2024-05-17,Gonzales-Morris,Delivered
SH21663,O14275,2023-07-07,,"Rose, Sanders and Gonzales",Delayed
SH21664,O10159,2024-05-30,2024-05-30,Atkinson-Wilson,Delivered
SH21665,O15552,2025-03-09,2025-03-09,"Tucker, Campbell and Thompson",In Transit
SH21666,O12908,2024-01-26,2024-01-26,"Miller, Morris and Benson",Delivered
SH21667,O13300,2023-08-01,2023-08-01,Henderson LLC,In Transit
SH21668,O17133,2025-01-03,2025-01-03,"Love, Pace and Flores",In Transit
SH21669,O11916,2023-06-28,2023-06-28,Munoz and Sons,In Transit
SH21670,O10937,2025-04-09,,"Vazquez, Thomas and Smith",Lost
SH21671,O14702,2025-05-08,2025-05-08,Mullins and Sons,Delayed
SH21672,O14515,2023-11-19,,Morrison-Harrell,Delayed
SH21673,O17443,2024-06-17,2024-06-17,Banks-Watts,Delivered
SH21674,O17568,2024-08-20,2024-08-20,Jones-Cruz,Delivered
SH21675,O16644,2024-12-09,,"Spears, Hampton and Jones",Delayed
SH21676,O16756,2025-03-09,2025-03-09,"Burns, Novak and Roberts",In Transit
SH21677,O12949,2023-08-03,2023-08-03,"Sanchez, Grant and Allen",Delayed
SH21678,O11744,2024-11-20,2024-11-20,"Glover, Gonzales and Carlson",Delayed
SH21679,O16444,2024-09-24,,Spencer and Sons,In Transit
SH21680,O14695,2023-09-29,2023-09-29,"Hensley, Allen and Harrington",Delivered
SH21681,O13884,2024-02-19,2024-02-19,Floyd and Sons,In Transit
SH21682,O14887,2024-05-09,2024-05-09,Glass PLC,In Transit
SH21683,O12835,2025-05-29,2025-05-29,Garrett Group,Delivered
SH21684,O11775,2025-01-09,2025-01-09,"Williams, Mueller and Glover",Lost
SH21685,O15881,2023-07-22,,"Reyes, Villanueva and Higgins",In Transit
SH21686,O16951,2025-01-28,2025-01-28,Osborn PLC,In Transit
SH21687,O12694,2025-06-03,2025-06-03,"Bryant, Simmons and Harper",In Transit
SH21688,O13082,2023-06-19,,Hahn LLC,In Transit
SH21689,O11570,2024-06-15,2024-06-15,"Richardson, Fuller and Hart",Lost
SH21690,O13612,2024-11-18,,Norris-Smith,Delivered
SH21691,O15278,2024-11-22,,Cooper LLC,Lost
SH21692,O15895,2024-02-15,,Mills-Neal,Delayed
SH21693,O16719,2024-05-10,2024-05-10,"Mckee, Woods and Pineda",Delivered
SH21694,O12438,2025-02-23,2025-02-23,Moreno LLC,Delayed
SH21695,O14757,2025-01-24,,Williams-Jackson,Lost
SH21696,O10733,2025-05-19,,"Williams, Gordon and Garcia",Delayed
SH21697,O17949,2024-03-30,2024-03-30,Harper-Boyd,Delayed
SH21698,O11775,2024-04-08,2024-04-08,"Lopez, Nguyen and Perez",Lost
SH21699,O14687,2024-01-11,,Lee and Sons,Delivered
SH21700,O14542,2023-09-03,,Briggs Group,Delayed
SH21701,O17184,2025-03-02,2025-03-02,Phillips-Benjamin,Delivered
SH21702,O13538,2024-01-12,2024-01-12,Black Ltd,Delayed
SH21703,O12177,2025-06-05,,Poole LLC,Lost
SH21704,O11152,2023-10-09,,Raymond Ltd,Delivered
SH21705,O13989,2024-03-15,2024-03-15,"Stephenson, Reynolds and Hood",Lost
SH21706,O16686,2024-03-14,2024-03-14,Lewis LLC,In Transit
SH21707,O14003,2024-07-11,2024-07-11,"Jones, Cook and Thompson",Lost
SH21708,O15279,2024-02-23,2024-02-23,Peterson and Sons,Delivered
SH21709,O14212,2024-09-03,2024-09-03,"Brown, Allen and Herrera",Delivered
SH21710,O13613,2023-07-06,2023-07-06,Kennedy PLC,In Transit
SH21711,O14279,2024-03-25,2024-03-25,Aguilar and Sons,Delayed
SH21712,O11103,2023-08-21,2023-08-21,Nash PLC,Delivered
SH21713,O11948,2023-10-25,2023-10-25,Tucker-Montgomery,Lost
SH21714,O10639,2024-04-13,2024-04-13,Lopez-Gutierrez,Delivered
SH21715,O14424,2024-11-11,2024-11-11,Martin-Crawford,Delivered
SH21716,O17523,2023-11-15,2023-11-15,Hill-Harrison,Lost
SH21717,O13454,2023-10-30,2023-10-30,Rhodes Group,In Transit
