paymentID,policyID,amount,paymentDate,method,status
PAY30488,P17594,492,2021-07-18,Credit,Success
PAY30489,P15604,4740,2022-12-19,Credit,Failed
PAY30490,P14568,2651,2020-11-23,Credit,Success
PAY30491,P15085,709,2021-08-15,Bank Transfer,Failed
PAY30492,P17388,3584,2024-10-14,Debit,Failed
PAY30493,P16311,3243,2021-07-01,Credit,Success
PAY30494,P17872,4025,2021-08-21,Credit,Success
PAY30495,P11703,4709,2023-08-30,Debit,Failed
PAY30496,P14006,1594,2021-06-05,Bank Transfer,Failed
PAY30497,P14905,737,2024-10-04,Debit,Success
PAY30498,P12164,4838,2021-09-26,Bank Transfer,Failed
PAY30499,P17145,4525,2022-04-01,Debit,Failed
PAY30500,P17228,3198,2021-05-27,Bank Transfer,Success
PAY30501,P17433,2401,2022-12-17,Credit,Failed
PAY30502,P17691,1208,2022-04-11,Debit,Failed
PAY30503,P15827,4349,2023-08-18,Bank Transfer,Failed
PAY30504,P14441,610,2024-01-07,Debit,Success
PAY30505,P17895,3626,2021-02-11,Credit,Success
PAY30506,P12799,1662,2025-04-09,Debit,Success
PAY30507,P11091,1513,2023-10-19,Debit,Success
PAY30508,P14325,3563,2022-07-27,Bank Transfer,Success
PAY30509,P15978,4546,2024-12-19,Debit,Success
PAY30510,P16165,3148,2024-03-04,Credit,Success
PAY30511,P16671,4673,2024-11-27,Debit,Failed
PAY30512,P14973,4900,2021-05-19,Credit,Success
PAY30513,P13413,3067,2025-03-08,Credit,Failed
PAY30514,P15435,4673,2020-10-18,Bank Transfer,Success
PAY30515,P16197,1462,2022-12-06,Debit,Success
PAY30516,P12523,4253,2021-10-20,Bank Transfer,Success
PAY30517,P10160,1077,2024-12-03,Credit,Success
PAY30518,P14271,2277,2021-05-25,Credit,Success
PAY30519,P13608,3740,2024-10-24,Credit,Failed
PAY30520,P14961,1610,2023-12-30,Bank Transfer,Failed
PAY30521,P12688,329,2024-08-07,Bank Transfer,Failed
PAY30522,P14225,3759,2021-09-25,Debit,Failed
PAY30523,P15934,1135,2021-07-15,Credit,Success
PAY30524,P14624,2530,2025-03-04,Bank Transfer,Failed
PAY30525,P10261,4682,2021-11-30,Credit,Success
PAY30526,P16412,1650,2020-11-04,Credit,Failed
PAY30527,P10054,1979,2020-08-25,Debit,Success
PAY30528,P11815,1746,2022-01-30,Debit,Success
PAY30529,P16555,2981,2021-11-29,Debit,Success
PAY30530,P10083,678,2023-05-17,Bank Transfer,Failed
PAY30531,P12331,3248,2021-12-14,Credit,Success
PAY30532,P10190,4025,2025-06-12,Bank Transfer,Failed
PAY30533,P17373,2956,2022-05-19,Credit,Failed
PAY30534,P17419,367,2021-12-08,Debit,Failed
PAY30535,P16366,666,2021-11-07,Debit,Success
PAY30536,P11302,1457,2024-06-18,Bank Transfer,Failed
PAY30537,P11294,4891,2022-04-21,Bank Transfer,Failed
PAY30538,P13725,4489,2023-06-06,Credit,Failed
PAY30539,P16054,2709,2021-07-28,Bank Transfer,Failed
PAY30540,P17908,3894,2023-11-02,Debit,Failed
PAY30541,P17296,1887,2023-11-04,Credit,Success
PAY30542,P13541,3203,2021-03-26,Bank Transfer,Success
PAY30543,P12848,4571,2021-11-03,Bank Transfer,Failed
PAY30544,P14528,3838,2023-12-25,Debit,Failed
PAY30545,P12282,848,2021-12-25,Debit,Failed
PAY30546,P12404,1327,2023-10-24,Bank Transfer,Success
PAY30547,P15804,2141,2024-04-23,Credit,Success
PAY30548,P12275,1516,2022-02-01,Bank Transfer,Failed
PAY30549,P12520,4459,2020-08-12,Bank Transfer,Failed
PAY30550,P14904,4015,2020-11-05,Bank Transfer,Success
PAY30551,P16385,4343,2022-07-24,Debit,Failed
PAY30552,P12236,1684,2023-07-13,Credit,Failed
PAY30553,P10820,1834,2024-05-05,Debit,Failed
PAY30554,P10354,1458,2021-02-18,Credit,Failed
PAY30555,P14256,4617,2024-02-11,Bank Transfer,Success
PAY30556,P10631,2085,2022-05-08,Bank Transfer,Success
PAY30557,P17773,4676,2021-05-11,Credit,Success
PAY30558,P13190,4492,2021-07-01,Debit,Failed
PAY30559,P14137,2331,2023-06-27,Debit,Success
PAY30560,P13293,2784,2022-03-13,Bank Transfer,Failed
PAY30561,P15171,3825,2020-07-19,Bank Transfer,Failed
PAY30562,P14606,1775,2021-12-18,Credit,Failed
PAY30563,P16027,3103,2022-02-03,Bank Transfer,Failed
PAY30564,P14885,478,2023-11-19,Debit,Success
PAY30565,P16484,750,2024-05-30,Bank Transfer,Success
PAY30566,P13552,2263,2021-10-22,Debit,Failed
PAY30567,P12187,1061,2022-06-14,Bank Transfer,Success
PAY30568,P12340,4349,2023-12-26,Bank Transfer,Failed
PAY30569,P17001,4236,2022-01-22,Bank Transfer,Failed
PAY30570,P13189,1932,2021-04-02,Credit,Success
PAY30571,P14848,388,2025-03-11,Bank Transfer,Failed
PAY30572,P14308,4889,2022-09-06,Credit,Success
PAY30573,P13830,4801,2023-01-31,Debit,Failed
PAY30574,P17905,1355,2025-04-29,Bank Transfer,Failed
PAY30575,P11611,3526,2020-12-24,Credit,Failed
PAY30576,P13710,1397,2023-02-06,Bank Transfer,Failed
PAY30577,P10946,3147,2022-01-22,Bank Transfer,Success
PAY30578,P12877,1814,2020-11-13,Debit,Success
PAY30579,P14755,4498,2025-01-12,Debit,Success
PAY30580,P15321,1780,2021-04-13,Credit,Success
PAY30581,P11705,2046,2023-01-04,Credit,Failed
PAY30582,P15308,4629,2024-07-19,Credit,Failed
PAY30583,P15285,1145,2021-10-22,Credit,Failed
PAY30584,P10888,4405,2022-05-25,Bank Transfer,Success
PAY30585,P15927,3565,2023-05-02,Bank Transfer,Failed
PAY30586,P16171,2505,2021-03-02,Bank Transfer,Failed
PAY30587,P12387,2585,2024-02-07,Bank Transfer,Success
PAY30588,P13934,3321,2021-10-17,Bank Transfer,Success
PAY30589,P11828,1920,2021-03-02,Credit,Failed
PAY30590,P16877,4905,2023-05-25,Bank Transfer,Success
PAY30591,P12969,911,2023-03-05,Credit,Failed
PAY30592,P10397,2606,2020-08-27,Bank Transfer,Success
PAY30593,P10919,3189,2020-08-16,Bank Transfer,Success
PAY30594,P14891,1297,2022-09-20,Debit,Success
PAY30595,P14205,3518,2022-11-09,Debit,Success
PAY30596,P17881,3468,2021-06-20,Bank Transfer,Success
PAY30597,P14942,2805,2024-06-10,Debit,Failed
PAY30598,P10403,3686,2023-08-19,Bank Transfer,Success
PAY30599,P12015,1859,2021-06-22,Credit,Failed
PAY30600,P14227,3753,2022-01-12,Credit,Success
PAY30601,P17216,345,2021-04-28,Debit,Failed
PAY30602,P14838,970,2022-04-09,Credit,Failed
PAY30603,P11613,3236,2022-04-20,Bank Transfer,Success
PAY30604,P13053,3253,2022-12-21,Bank Transfer,Success
PAY30605,P10190,1337,2021-02-15,Debit,Failed
PAY30606,P10325,4640,2022-03-12,Bank Transfer,Success
PAY30607,P16643,864,2020-09-25,Credit,Success
PAY30608,P10035,3220,2025-02-20,Credit,Failed
PAY30609,P13503,3307,2022-02-21,Credit,Success
PAY30610,P10111,3237,2021-11-23,Debit,Success
PAY30611,P17314,3267,2022-09-17,Bank Transfer,Success
PAY30612,P10366,3400,2025-01-12,Credit,Failed
PAY30613,P11734,2540,2022-12-10,Bank Transfer,Success
PAY30614,P12615,342,2021-05-09,Debit,Success
PAY30615,P10645,1156,2020-12-02,Bank Transfer,Failed
PAY30616,P16902,2601,2024-07-18,Credit,Failed
PAY30617,P10253,4794,2020-08-19,Credit,Failed
PAY30618,P15666,323,2021-02-08,Debit,Failed
PAY30619,P10095,892,2022-10-22,Credit,Success
PAY30620,P17766,4046,2022-08-07,Debit,Success
PAY30621,P13013,624,2025-01-04,Credit,Success
PAY30622,P15505,966,2023-12-25,Bank Transfer,Failed
PAY30623,P12461,3935,2025-06-08,Debit,Success
PAY30624,P16441,4894,2024-01-07,Debit,Success
PAY30625,P11684,3624,2022-03-26,Credit,Success
PAY30626,P10082,3500,2020-12-13,Bank Transfer,Failed
PAY30627,P17566,4161,2022-10-07,Bank Transfer,Success
PAY30628,P10235,3197,2024-12-23,Credit,Success
PAY30629,P12100,4414,2023-07-15,Credit,Failed
PAY30630,P12140,1658,2024-10-26,Bank Transfer,Failed
PAY30631,P13247,2561,2025-06-05,Credit,Success
PAY30632,P14443,630,2024-03-29,Bank Transfer,Success
PAY30633,P12005,1286,2024-09-11,Debit,Success
PAY30634,P10348,515,2021-06-03,Credit,Failed
PAY30635,P12728,1517,2022-12-02,Debit,Success
PAY30636,P11287,4887,2020-12-28,Credit,Failed
PAY30637,P10170,4953,2023-01-20,Bank Transfer,Failed
PAY30638,P13004,3227,2024-04-05,Debit,Success
PAY30639,P12412,2919,2022-07-03,Bank Transfer,Success
PAY30640,P12776,3692,2021-06-15,Bank Transfer,Success
PAY30641,P14571,1334,2023-12-30,Credit,Failed
PAY30642,P14081,1940,2023-05-16,Debit,Failed
PAY30643,P15968,4734,2021-02-07,Debit,Success
PAY30644,P10746,4720,2023-06-05,Bank Transfer,Failed
PAY30645,P10597,539,2024-07-09,Bank Transfer,Failed
PAY30646,P17069,4702,2021-10-26,Credit,Success
PAY30647,P17100,4092,2020-09-29,Debit,Success
PAY30648,P15749,2294,2025-05-04,Credit,Success
PAY30649,P15747,2997,2024-01-08,Credit,Success
PAY30650,P13623,3658,2021-05-25,Bank Transfer,Success
PAY30651,P10236,4946,2024-04-17,Debit,Success
PAY30652,P16947,2058,2024-03-08,Debit,Success
PAY30653,P17565,3585,2023-04-11,Debit,Failed
PAY30654,P14031,401,2022-12-27,Credit,Failed
PAY30655,P17330,3776,2022-02-06,Bank Transfer,Success
PAY30656,P10650,3500,2023-02-07,Credit,Failed
PAY30657,P12965,4078,2022-12-11,Credit,Success
PAY30658,P12584,4984,2022-07-12,Credit,Failed
PAY30659,P17660,930,2020-10-03,Debit,Failed
PAY30660,P13119,1023,2023-09-24,Credit,Success
PAY30661,P11647,2905,2021-08-22,Credit,Failed
PAY30662,P11921,1133,2022-01-04,Bank Transfer,Success
PAY30663,P10371,4544,2025-06-10,Bank Transfer,Failed
PAY30664,P11038,3638,2025-01-08,Bank Transfer,Failed
PAY30665,P14171,2302,2022-10-07,Bank Transfer,Failed
PAY30666,P15395,1559,2020-11-27,Credit,Success
PAY30667,P17076,4739,2022-06-25,Debit,Failed
PAY30668,P12966,3080,2025-05-14,Credit,Success
PAY30669,P14614,3388,2025-02-11,Bank Transfer,Success
PAY30670,P12929,753,2024-12-29,Credit,Success
PAY30671,P14074,2587,2022-06-15,Credit,Success
PAY30672,P16012,650,2025-01-17,Debit,Success
PAY30673,P13026,993,2022-11-28,Debit,Success
PAY30674,P15591,2217,2024-04-03,Debit,Failed
PAY30675,P14294,1578,2020-07-06,Bank Transfer,Failed
PAY30676,P12943,3043,2020-09-02,Debit,Success
PAY30677,P16018,734,2022-08-03,Debit,Failed
PAY30678,P16230,435,2023-12-07,Credit,Failed
PAY30679,P13613,4177,2024-10-29,Bank Transfer,Success
PAY30680,P14967,1583,2025-03-03,Debit,Success
PAY30681,P16313,335,2023-02-15,Credit,Success
PAY30682,P11753,3139,2024-02-26,Bank Transfer,Failed
PAY30683,P11979,347,2025-05-02,Bank Transfer,Failed
PAY30684,P11579,815,2024-08-31,Credit,Failed
PAY30685,P16975,3315,2023-12-16,Bank Transfer,Failed
PAY30686,P10900,703,2022-08-25,Credit,Failed
PAY30687,P10968,4103,2020-12-02,Debit,Failed
PAY30688,P17731,322,2023-07-01,Debit,Failed
PAY30689,P13134,903,2024-09-24,Credit,Failed
PAY30690,P12772,4647,2021-04-08,Bank Transfer,Success
PAY30691,P14298,3716,2023-09-25,Credit,Failed
PAY30692,P13080,3411,2023-02-14,Debit,Failed
PAY30693,P15646,4305,2023-12-16,Debit,Failed
PAY30694,P13171,2651,2023-03-15,Bank Transfer,Success
PAY30695,P12958,2694,2021-08-14,Credit,Success
PAY30696,P17333,1102,2020-06-22,Credit,Success
PAY30697,P11639,2960,2025-02-02,Credit,Failed
PAY30698,P13140,3149,2024-04-23,Debit,Failed
PAY30699,P13396,3673,2023-03-19,Credit,Success
PAY30700,P16714,2409,2021-08-01,Bank Transfer,Success
PAY30701,P10083,3242,2021-06-22,Debit,Failed
PAY30702,P14145,3153,2024-06-28,Debit,Failed
PAY30703,P10752,2496,2025-03-04,Debit,Success
PAY30704,P17647,4871,2021-06-14,Debit,Failed
PAY30705,P15275,2028,2021-04-10,Debit,Success
PAY30706,P10176,2811,2023-09-13,Credit,Failed
PAY30707,P16266,2697,2021-10-06,Bank Transfer,Success
PAY30708,P10918,4393,2023-06-09,Debit,Failed
PAY30709,P10861,4999,2021-01-04,Debit,Failed
PAY30710,P16193,943,2022-11-09,Debit,Success
PAY30711,P11282,943,2023-10-25,Credit,Success
PAY30712,P15302,4703,2023-08-02,Bank Transfer,Failed
PAY30713,P12490,2413,2020-07-01,Credit,Success
PAY30714,P16587,3896,2021-03-21,Credit,Success
PAY30715,P16089,4246,2021-04-18,Bank Transfer,Success
PAY30716,P12677,2931,2024-10-31,Credit,Success
PAY30717,P14333,1216,2023-09-16,Debit,Success
PAY30718,P10260,946,2021-06-22,Credit,Failed
PAY30719,P12626,638,2023-04-16,Bank Transfer,Failed
PAY30720,P16798,4662,2024-09-26,Debit,Failed
PAY30721,P15176,4437,2021-05-27,Bank Transfer,Success
PAY30722,P15623,2064,2021-04-10,Bank Transfer,Success
PAY30723,P14660,316,2023-10-22,Debit,Failed
PAY30724,P13063,833,2021-09-22,Bank Transfer,Failed
PAY30725,P11588,2486,2024-10-07,Credit,Failed
PAY30726,P17454,1784,2025-01-21,Debit,Failed
PAY30727,P15828,2775,2022-08-25,Debit,Failed
PAY30728,P14055,2973,2024-06-02,Debit,Success
PAY30729,P16392,3588,2024-06-25,Credit,Success
PAY30730,P14604,4368,2021-06-25,Bank Transfer,Failed
PAY30731,P17115,380,2020-11-12,Bank Transfer,Success
PAY30732,P14829,3097,2025-06-11,Debit,Success
PAY30733,P17715,2935,2023-02-26,Bank Transfer,Failed
PAY30734,P15762,2159,2024-05-16,Bank Transfer,Failed
PAY30735,P17031,2503,2023-04-11,Credit,Success
PAY30736,P16512,4269,2021-06-01,Credit,Success
PAY30737,P15464,4915,2023-10-31,Bank Transfer,Success
PAY30738,P16720,2502,2023-09-06,Debit,Success
PAY30739,P10166,1730,2024-08-10,Debit,Failed
PAY30740,P12498,1183,2023-11-09,Bank Transfer,Success
PAY30741,P16447,4519,2024-12-11,Bank Transfer,Failed
PAY30742,P10625,2261,2025-05-08,Bank Transfer,Failed
PAY30743,P11415,1540,2022-03-16,Bank Transfer,Success
PAY30744,P15217,1606,2022-05-30,Bank Transfer,Success
PAY30745,P16872,984,2024-01-11,Credit,Failed
PAY30746,P10491,4271,2020-06-21,Credit,Success
PAY30747,P10960,518,2024-07-23,Debit,Success
PAY30748,P15912,4334,2020-10-18,Credit,Failed
PAY30749,P17270,4731,2025-04-17,Credit,Failed
PAY30750,P13973,3831,2023-02-16,Credit,Success
PAY30751,P13107,489,2020-08-20,Credit,Failed
PAY30752,P10803,393,2022-07-10,Debit,Success
PAY30753,P12956,4386,2024-11-04,Bank Transfer,Failed
PAY30754,P16471,4658,2024-03-02,Credit,Success
PAY30755,P11842,2399,2022-11-10,Credit,Success
PAY30756,P15283,3532,2023-11-20,Debit,Failed
PAY30757,P12668,2715,2021-04-23,Debit,Success
PAY30758,P16944,3171,2023-07-15,Debit,Failed
PAY30759,P13364,3926,2022-01-24,Credit,Success
PAY30760,P12276,4496,2022-03-04,Debit,Failed
PAY30761,P12731,3352,2020-06-27,Debit,Success
PAY30762,P14708,3788,2024-01-10,Bank Transfer,Failed
PAY30763,P17907,2388,2023-02-23,Debit,Failed
PAY30764,P12826,4936,2023-04-24,Bank Transfer,Success
PAY30765,P16655,3776,2022-03-30,Debit,Failed
PAY30766,P15783,1071,2022-05-15,Bank Transfer,Success
PAY30767,P17094,4732,2023-06-27,Debit,Success
PAY30768,P15781,1657,2022-11-19,Debit,Success
PAY30769,P12632,4066,2021-06-03,Bank Transfer,Failed
PAY30770,P11849,2902,2021-11-14,Bank Transfer,Success
PAY30771,P14781,3445,2022-09-13,Debit,Failed
PAY30772,P16202,1669,2025-04-07,Bank Transfer,Failed
PAY30773,P13867,1385,2024-07-23,Credit,Success
PAY30774,P12985,4772,2025-06-06,Bank Transfer,Success
PAY30775,P14885,2753,2022-08-10,Debit,Failed
PAY30776,P10234,4032,2021-02-19,Bank Transfer,Success
PAY30777,P12508,2210,2023-07-12,Credit,Failed
PAY30778,P16239,2207,2023-02-05,Credit,Success
PAY30779,P17013,616,2024-02-12,Debit,Success
PAY30780,P17136,1344,2024-05-06,Credit,Failed
PAY30781,P10026,3508,2021-11-27,Debit,Success
PAY30782,P17037,2093,2025-04-09,Debit,Failed
PAY30783,P17053,2030,2023-05-10,Bank Transfer,Failed
PAY30784,P10877,3362,2022-05-01,Debit,Failed
PAY30785,P11628,4861,2022-03-20,Debit,Failed
PAY30786,P11197,1064,2023-10-26,Credit,Success
PAY30787,P14225,3999,2021-02-23,Debit,Success
PAY30788,P16919,608,2020-09-11,Credit,Success
PAY30789,P10384,2474,2020-07-17,Bank Transfer,Success
PAY30790,P13256,2197,2021-08-02,Debit,Failed
PAY30791,P15397,1435,2020-06-27,Credit,Success
PAY30792,P16960,1857,2022-03-20,Bank Transfer,Success
PAY30793,P12612,1003,2024-01-13,Debit,Failed
PAY30794,P16773,3164,2025-05-30,Debit,Failed
PAY30795,P14762,1303,2024-10-22,Credit,Failed
PAY30796,P17826,3660,2024-07-31,Debit,Failed
PAY30797,P13456,2732,2025-02-19,Credit,Success
PAY30798,P16256,2553,2023-09-20,Bank Transfer,Failed
PAY30799,P11732,989,2024-09-29,Debit,Success
PAY30800,P17984,2773,2022-07-02,Credit,Failed
PAY30801,P16554,4792,2023-01-01,Debit,Success
PAY30802,P14660,4182,2021-01-31,Bank Transfer,Failed
PAY30803,P17361,2838,2021-06-03,Debit,Failed
PAY30804,P13694,3624,2023-01-05,Credit,Success
PAY30805,P11880,1089,2022-08-22,Bank Transfer,Success
PAY30806,P17259,2576,2021-11-11,Bank Transfer,Success
PAY30807,P16066,631,2024-07-19,Credit,Success
PAY30808,P13924,3153,2020-10-14,Bank Transfer,Success
PAY30809,P10939,3407,2025-03-08,Debit,Success
PAY30810,P13136,3455,2022-02-12,Bank Transfer,Success
PAY30811,P10253,4025,2024-05-10,Credit,Success
PAY30812,P11982,2201,2020-07-11,Credit,Success
PAY30813,P16471,3384,2021-11-22,Credit,Success
PAY30814,P16911,1970,2024-11-25,Debit,Failed
PAY30815,P18000,4620,2021-04-09,Bank Transfer,Failed
PAY30816,P12247,4541,2022-02-12,Debit,Success
PAY30817,P15425,1121,2024-07-17,Debit,Failed
PAY30818,P14723,1516,2025-01-22,Credit,Failed
PAY30819,P12415,3824,2020-11-15,Debit,Failed
PAY30820,P13406,1509,2025-04-28,Bank Transfer,Failed
PAY30821,P15356,3347,2023-09-16,Bank Transfer,Failed
PAY30822,P15769,1395,2023-10-03,Bank Transfer,Failed
PAY30823,P12469,971,2023-07-20,Bank Transfer,Failed
PAY30824,P13558,669,2020-09-04,Bank Transfer,Success
PAY30825,P16883,438,2025-06-10,Debit,Success
PAY30826,P12602,3580,2020-11-26,Credit,Failed
PAY30827,P14098,1364,2024-05-22,Debit,Success
PAY30828,P14221,4390,2020-10-25,Credit,Failed
PAY30829,P13915,3198,2023-10-03,Bank Transfer,Failed
PAY30830,P10947,549,2021-04-16,Credit,Failed
PAY30831,P13848,1671,2021-07-10,Bank Transfer,Failed
PAY30832,P14168,1404,2021-09-07,Bank Transfer,Failed
PAY30833,P12496,1855,2024-04-27,Credit,Failed
PAY30834,P15148,1140,2024-03-23,Bank Transfer,Success
PAY30835,P14964,4413,2022-08-29,Credit,Failed
PAY30836,P15991,3103,2024-07-05,Credit,Failed
PAY30837,P15264,751,2022-02-12,Credit,Success
PAY30838,P13263,2413,2023-04-08,Debit,Failed
PAY30839,P12708,1245,2022-03-18,Bank Transfer,Failed
PAY30840,P12198,3532,2020-08-13,Bank Transfer,Success
PAY30841,P12930,1793,2020-12-18,Debit,Success
PAY30842,P11215,4199,2022-09-16,Credit,Success
PAY30843,P14419,4764,2022-12-10,Debit,Success
PAY30844,P11801,1099,2020-07-14,Debit,Failed
PAY30845,P13706,789,2021-11-10,Debit,Success
PAY30846,P12220,450,2022-08-21,Credit,Failed
PAY30847,P16002,1958,2021-02-28,Bank Transfer,Success
PAY30848,P14329,313,2021-05-14,Debit,Success
PAY30849,P16785,4389,2025-05-22,Credit,Failed
PAY30850,P12573,971,2020-09-16,Credit,Success
PAY30851,P12667,353,2023-08-30,Credit,Success
PAY30852,P10231,3409,2024-01-14,Debit,Failed
PAY30853,P16241,1066,2023-11-26,Bank Transfer,Failed
PAY30854,P17693,3820,2024-10-20,Debit,Success
PAY30855,P15419,4357,2021-03-31,Credit,Success
PAY30856,P13670,1758,2024-04-28,Bank Transfer,Failed
PAY30857,P17519,578,2022-02-06,Bank Transfer,Success
PAY30858,P10549,2188,2023-06-11,Debit,Success
PAY30859,P11560,3943,2025-05-27,Bank Transfer,Success
PAY30860,P16671,2401,2020-11-14,Bank Transfer,Failed
PAY30861,P12890,4061,2022-06-07,Credit,Failed
PAY30862,P11468,4899,2024-12-17,Debit,Failed
PAY30863,P17957,3769,2022-05-06,Debit,Failed
PAY30864,P14858,2108,2020-10-27,Credit,Failed
PAY30865,P11605,1499,2024-09-23,Bank Transfer,Failed
PAY30866,P17606,690,2022-07-05,Credit,Success
PAY30867,P10188,2078,2020-08-29,Credit,Success
PAY30868,P12579,4665,2023-01-09,Bank Transfer,Failed
PAY30869,P16146,4956,2023-05-06,Bank Transfer,Success
PAY30870,P12378,2693,2020-09-28,Bank Transfer,Failed
PAY30871,P16012,2137,2022-09-08,Bank Transfer,Failed
PAY30872,P11518,4696,2024-10-11,Bank Transfer,Failed
PAY30873,P17714,456,2025-02-13,Debit,Success
PAY30874,P16169,1522,2022-04-15,Bank Transfer,Success
PAY30875,P17344,1232,2022-09-30,Credit,Failed
PAY30876,P15275,4402,2024-02-14,Debit,Failed
PAY30877,P11579,2629,2020-07-01,Bank Transfer,Success
PAY30878,P11792,947,2020-10-28,Debit,Failed
PAY30879,P11515,980,2024-01-04,Debit,Success
PAY30880,P14320,3378,2022-09-12,Debit,Failed
PAY30881,P14223,435,2024-01-17,Debit,Failed
PAY30882,P17660,3469,2021-12-26,Bank Transfer,Failed
PAY30883,P12301,4163,2025-01-27,Bank Transfer,Success
PAY30884,P15602,629,2025-04-03,Bank Transfer,Failed
PAY30885,P12448,3397,2020-07-24,Credit,Failed
PAY30886,P10703,347,2021-03-10,Credit,Failed
PAY30887,P17402,3887,2020-07-19,Debit,Failed
PAY30888,P15545,2557,2022-08-15,Bank Transfer,Success
PAY30889,P10267,2312,2022-09-01,Credit,Success
PAY30890,P14353,1416,2023-11-23,Debit,Success
PAY30891,P12771,513,2024-05-28,Debit,Success
PAY30892,P16426,4497,2024-12-07,Debit,Failed
PAY30893,P13647,3666,2024-10-28,Credit,Failed
PAY30894,P14550,3162,2023-02-18,Debit,Success
PAY30895,P10175,1436,2021-06-21,Debit,Success
PAY30896,P12435,698,2022-08-22,Debit,Success
PAY30897,P17155,1751,2021-06-19,Debit,Success
PAY30898,P12328,1463,2020-06-24,Debit,Failed
PAY30899,P17043,4174,2023-01-10,Debit,Success
PAY30900,P17658,3442,2022-06-10,Bank Transfer,Success
PAY30901,P12926,2274,2024-12-10,Bank Transfer,Success
PAY30902,P10880,3352,2021-07-06,Bank Transfer,Failed
PAY30903,P13957,1860,2020-07-02,Credit,Success
PAY30904,P16436,1038,2023-05-08,Debit,Failed
PAY30905,P10445,612,2024-08-16,Credit,Success
PAY30906,P14499,387,2021-07-31,Bank Transfer,Failed
PAY30907,P16533,4062,2022-04-07,Bank Transfer,Failed
PAY30908,P10117,3496,2023-04-25,Bank Transfer,Success
PAY30909,P11482,1901,2023-04-13,Credit,Success
PAY30910,P13227,331,2021-03-10,Debit,Success
PAY30911,P12538,2118,2023-09-10,Debit,Success
PAY30912,P11951,1979,2021-01-14,Credit,Failed
PAY30913,P10337,4862,2024-06-13,Debit,Failed
PAY30914,P11355,4305,2023-02-26,Debit,Success
PAY30915,P16790,1304,2024-08-09,Credit,Success
PAY30916,P13228,3581,2023-01-19,Bank Transfer,Failed
PAY30917,P16475,2731,2022-03-19,Debit,Failed
PAY30918,P11475,1799,2022-07-14,Bank Transfer,Failed
PAY30919,P11604,956,2021-05-01,Credit,Failed
PAY30920,P12460,3090,2023-06-10,Credit,Failed
PAY30921,P13304,4517,2021-03-10,Debit,Success
PAY30922,P14424,3334,2024-05-19,Bank Transfer,Failed
PAY30923,P14180,2868,2025-04-20,Credit,Failed
PAY30924,P16027,1462,2022-04-05,Credit,Failed
PAY30925,P11833,2821,2024-03-13,Bank Transfer,Failed
PAY30926,P17383,4445,2024-07-24,Bank Transfer,Failed
PAY30927,P17836,2251,2025-01-08,Debit,Failed
PAY30928,P10646,4897,2024-01-14,Credit,Failed
PAY30929,P13034,3452,2020-08-16,Bank Transfer,Success
PAY30930,P11310,3622,2023-07-27,Credit,Success
PAY30931,P12377,327,2021-03-20,Credit,Failed
PAY30932,P13378,1422,2020-08-22,Credit,Success
PAY30933,P13977,470,2022-08-18,Credit,Success
PAY30934,P10794,627,2024-10-04,Debit,Success
PAY30935,P16435,3033,2023-10-11,Credit,Success
PAY30936,P16934,924,2021-06-07,Bank Transfer,Failed
PAY30937,P17803,2331,2023-07-09,Bank Transfer,Success
PAY30938,P12301,2538,2020-12-08,Debit,Failed
PAY30939,P10805,3911,2020-09-13,Bank Transfer,Failed
PAY30940,P16180,2634,2020-10-15,Debit,Failed
PAY30941,P15856,3952,2025-03-25,Credit,Success
PAY30942,P15149,1449,2024-05-26,Credit,Success
PAY30943,P17313,914,2020-07-29,Debit,Failed
PAY30944,P11266,4351,2024-11-10,Debit,Failed
PAY30945,P12572,2672,2022-04-03,Bank Transfer,Failed
PAY30946,P15112,4488,2025-05-12,Debit,Success
PAY30947,P12954,4363,2021-01-12,Debit,Success
PAY30948,P17699,307,2021-01-12,Bank Transfer,Failed
PAY30949,P12253,462,2025-03-02,Credit,Failed
PAY30950,P14571,2718,2023-02-13,Credit,Success
PAY30951,P17712,4218,2020-07-17,Debit,Failed
PAY30952,P10125,3042,2024-12-18,Bank Transfer,Failed
PAY30953,P11424,963,2023-08-13,Bank Transfer,Failed
PAY30954,P10778,3838,2022-01-20,Bank Transfer,Failed
PAY30955,P15018,3765,2022-10-16,Credit,Failed
PAY30956,P13425,4189,2021-07-20,Debit,Success
PAY30957,P16438,531,2020-08-22,Credit,Success
PAY30958,P15656,4065,2024-07-06,Bank Transfer,Failed
PAY30959,P15274,1321,2024-02-06,Bank Transfer,Failed
PAY30960,P12594,670,2023-02-13,Debit,Failed
PAY30961,P15169,1646,2023-10-15,Debit,Failed
PAY30962,P15811,4432,2024-03-10,Bank Transfer,Failed
PAY30963,P13722,1533,2023-12-21,Bank Transfer,Success
PAY30964,P14479,4743,2021-11-05,Bank Transfer,Success
PAY30965,P14830,4292,2024-12-08,Bank Transfer,Success
PAY30966,P10551,2476,2023-03-13,Bank Transfer,Success
PAY30967,P11466,1924,2020-09-12,Bank Transfer,Success
PAY30968,P16652,3472,2023-04-15,Debit,Failed
PAY30969,P10548,4428,2023-08-31,Bank Transfer,Failed
PAY30970,P15264,3114,2025-02-08,Credit,Success
PAY30971,P15550,2754,2023-07-28,Bank Transfer,Failed
PAY30972,P13996,2489,2021-12-20,Credit,Success
PAY30973,P17915,1426,2024-10-20,Bank Transfer,Failed
