transactionID,accountID,amount,transactionDate,type,description
TX23046,A16379,5021.76,2023-09-12,Deposit,Information blue sort power.
TX23047,A12685,9030.8,2021-04-10,Withdrawal,Worry issue involve.
TX23048,A16925,15545.84,2024-09-15,Payment,Result federal agency study.
TX23049,A15944,4375.17,2021-12-18,Payment,I conference talk church behind.
TX23050,A13752,8299.77,2024-06-12,Deposit,Situation represent operation.
TX23051,A11272,-1932.11,2021-08-22,Withdrawal,Car court thing produce.
TX23052,A12694,8264.65,2024-01-26,Deposit,Value head language magazine.
TX23053,A15985,19166.45,2021-10-28,Payment,Air if mission.
TX23054,A15935,4332.69,2024-07-14,Withdrawal,Tax challenge rule ten opportunity.
TX23055,A13585,951.22,2021-11-06,Deposit,Reveal treatment itself nor maintain.
TX23056,A17159,2289.8,2020-10-23,Withdrawal,Plan attack live lose.
TX23057,A14327,3646.54,2023-08-22,Withdrawal,Military yes yourself.
TX23058,A14568,14527.48,2024-03-14,Transfer,Thing however.
TX23059,A16769,18912.65,2021-10-15,Deposit,Second safe.
TX23060,A14821,-3714.94,2023-09-08,Withdrawal,Management difference.
TX23061,A17362,17355.77,2024-11-17,Withdrawal,Never foreign upon season.
TX23062,A17022,3720.66,2021-01-24,Withdrawal,Check knowledge away.
TX23063,A17059,5528.05,2021-08-20,Deposit,End respond.
TX23064,A16109,14655.33,2021-11-23,Transfer,Whose possible probably life.
TX23065,A17364,-908.57,2021-10-14,Withdrawal,Up your.
TX23066,A15639,17342.15,2021-01-03,Withdrawal,Player mind.
TX23067,A14151,18806.86,2025-04-20,Payment,Ok feeling become likely account.
TX23068,A15966,3612.58,2024-03-06,Transfer,Environmental indeed president.
TX23069,A17825,16737.53,2022-10-06,Payment,Charge church.
TX23070,A11094,2578.13,2022-08-11,Withdrawal,True none or.
TX23071,A14377,8234.71,2023-07-23,Withdrawal,Tonight hair subject thing.
TX23072,A12597,-3878.18,2021-12-20,Withdrawal,Government language sit.
TX23073,A13187,6059.0,2023-09-25,Transfer,Short night what safe film.
TX23074,A16843,8238.14,2022-03-22,Payment,Sound education impact position.
TX23075,A13956,13710.22,2023-04-18,Transfer,Total avoid shake.
TX23076,A15369,-2024.77,2021-09-09,Payment,Factor describe west.
TX23077,A10325,9976.17,2024-08-28,Withdrawal,Red just traditional.
TX23078,A13425,15303.79,2024-08-11,Withdrawal,State wind land impact.
TX23079,A12565,10074.02,2022-06-04,Payment,Girl such keep son investment.
TX23080,A11426,6016.03,2025-05-08,Payment,Surface hit listen.
TX23081,A11340,13148.72,2023-04-02,Payment,Here scene make every.
TX23082,A10393,61.79,2021-03-06,Withdrawal,Model there test.
TX23083,A14164,6690.52,2022-08-19,Transfer,Against vote then threat.
TX23084,A10733,-2177.15,2022-11-19,Deposit,Ready yes.
TX23085,A12196,-4008.54,2022-05-13,Deposit,Mother always leg.
TX23086,A10602,3963.72,2020-12-24,Transfer,Front image.
TX23087,A14125,7273.27,2023-10-12,Deposit,Low watch popular truth.
TX23088,A17919,17530.1,2023-11-25,Transfer,Last improve ahead.
TX23089,A13925,8712.34,2021-11-28,Payment,Effort town sea.
TX23090,A10863,15186.32,2022-06-05,Withdrawal,School total.
TX23091,A11942,737.99,2022-03-07,Deposit,Age foreign ago vote theory.
TX23092,A17581,912.1,2021-08-19,Withdrawal,Box explain concern particular whether.
TX23093,A14695,12768.99,2023-03-23,Transfer,Movement owner.
TX23094,A17262,-1243.96,2022-09-05,Withdrawal,Song edge realize.
TX23095,A17388,2729.79,2023-06-14,Withdrawal,Heart education manager carry why.
TX23096,A13179,-3758.99,2023-01-23,Transfer,Suffer hope.
TX23097,A16403,-347.11,2021-10-01,Transfer,Develop station occur sometimes full.
TX23098,A15317,-4015.41,2023-11-18,Withdrawal,Technology just ok wrong seat.
TX23099,A10595,19570.07,2025-05-08,Payment,Movement partner after board.
TX23100,A16352,212.47,2024-04-17,Payment,National little buy fall.
TX23101,A14936,8258.38,2020-12-31,Payment,Himself generation.
TX23102,A12161,4715.62,2024-07-09,Withdrawal,Television walk affect.
TX23103,A13876,8845.53,2022-11-30,Withdrawal,Different point bar building.
TX23104,A15452,16840.92,2021-06-23,Withdrawal,Allow say surface.
TX23105,A13570,19320.08,2025-01-27,Payment,Capital war dinner.
TX23106,A13419,10578.57,2021-03-11,Withdrawal,Consider it argue.
TX23107,A11688,-241.55,2021-04-09,Payment,Hospital improve fly.
TX23108,A13787,7022.68,2022-08-02,Withdrawal,Pressure resource.
TX23109,A12454,1220.97,2023-07-07,Withdrawal,Would above include fast thank.
TX23110,A15704,4168.58,2023-02-11,Withdrawal,History today fear treat protect.
TX23111,A14454,8438.11,2025-04-26,Withdrawal,Tax media.
TX23112,A12862,-1474.92,2025-03-18,Deposit,Wide father even.
TX23113,A15726,-4582.77,2025-01-05,Transfer,Rock this.
TX23114,A16172,3377.93,2020-09-30,Deposit,Benefit crime.
TX23115,A14878,-4564.63,2023-10-29,Transfer,They deep mouth end not.
TX23116,A15302,-4607.65,2022-09-09,Transfer,Coach thousand.
TX23117,A17896,12904.52,2022-10-31,Deposit,Himself produce agreement.
TX23118,A13450,-2439.24,2024-07-23,Withdrawal,Hit stage growth step.
TX23119,A11666,14656.94,2021-12-02,Transfer,More any generation.
TX23120,A17122,9671.96,2023-10-03,Transfer,Stock low.
TX23121,A16823,-1168.73,2024-08-20,Deposit,Agent gun job item.
TX23122,A12398,19258.54,2021-11-06,Payment,Him way lawyer performance.
TX23123,A15675,4118.43,2024-10-11,Payment,Evidence house simple maintain.
TX23124,A15181,9015.8,2025-05-22,Transfer,During we hundred build decision.
TX23125,A16996,18880.7,2024-06-26,Deposit,Its couple country parent.
TX23126,A13684,16723.03,2024-06-15,Transfer,Card give.
TX23127,A17360,16116.57,2021-01-16,Transfer,Worker maybe air.
TX23128,A16005,-2383.05,2022-05-10,Deposit,Drop suffer.
TX23129,A14917,-67.03,2022-06-01,Transfer,Church back.
TX23130,A14444,-2306.27,2022-12-08,Deposit,Management really.
TX23131,A13296,6306.63,2023-12-26,Withdrawal,Which wear money.
TX23132,A12008,11247.42,2022-08-26,Payment,Cultural enter.
TX23133,A11050,2143.18,2021-03-17,Payment,Stop major claim enter.
TX23134,A12670,16679.31,2025-03-09,Withdrawal,Watch would fight debate.
TX23135,A14936,6115.49,2020-09-13,Payment,Add certainly house land north.
TX23136,A17546,19500.54,2020-11-03,Withdrawal,Pay especially.
TX23137,A17027,12344.96,2023-03-02,Payment,Soon evening.
TX23138,A13372,14910.92,2021-04-20,Withdrawal,Street exist machine.
TX23139,A14786,4203.94,2022-04-21,Payment,Trouble two morning fast.
TX23140,A11433,13958.22,2024-07-15,Deposit,Production scientist.
TX23141,A13148,7380.81,2022-12-18,Payment,In hope.
TX23142,A11883,3855.11,2024-12-19,Payment,Nothing suggest among approach.
TX23143,A16824,17995.08,2025-03-31,Transfer,Door start.
TX23144,A14279,368.08,2022-05-04,Withdrawal,Especially participant.
TX23145,A14125,3052.03,2024-06-01,Deposit,Show admit.
TX23146,A14900,17471.31,2022-11-23,Deposit,Evidence myself professor spend.
TX23147,A11689,-3007.79,2024-07-09,Payment,Hospital article fill.
TX23148,A17969,4057.44,2024-10-13,Payment,Rate all away these strategy.
TX23149,A15404,-4020.88,2023-04-18,Withdrawal,Note receive song interesting much.
TX23150,A11038,14215.06,2024-02-22,Deposit,Worker someone case.
TX23151,A10243,-4876.32,2022-09-19,Payment,Bag learn consumer tonight.
TX23152,A10045,2209.59,2024-02-01,Transfer,Wife allow window today.
TX23153,A11492,-3853.88,2023-05-07,Deposit,Available build hair street.
TX23154,A10485,11939.14,2024-11-16,Withdrawal,Improve employee piece.
TX23155,A11612,340.82,2024-11-18,Payment,Since several before.
TX23156,A17624,18939.43,2022-08-09,Payment,Important another force.
TX23157,A10854,7726.19,2021-03-30,Withdrawal,Wall someone language ask.
TX23158,A17540,-1864.52,2020-09-12,Transfer,Speech thus central may.
TX23159,A13122,18937.12,2023-07-02,Transfer,Read term usually.
TX23160,A16766,9211.7,2024-11-06,Payment,Pass issue court.
TX23161,A13348,9790.74,2022-06-18,Deposit,Say business end shoulder.
TX23162,A14469,-517.66,2020-06-19,Deposit,Bring finally act.
TX23163,A12985,-3583.58,2025-03-28,Payment,Citizen walk lead.
TX23164,A11640,-2087.36,2023-03-11,Payment,Figure I shoulder.
TX23165,A14754,3579.71,2023-01-06,Withdrawal,Citizen significant.
TX23166,A14585,7079.19,2021-08-22,Withdrawal,Break six down ground.
TX23167,A12979,14363.48,2023-11-29,Withdrawal,Off opportunity.
TX23168,A17710,4318.68,2023-01-10,Transfer,Similar reality necessary.
TX23169,A11086,11033.63,2020-12-09,Withdrawal,Time career scene.
TX23170,A10192,-4130.67,2024-03-23,Withdrawal,Contain world red including argue.
TX23171,A11936,8628.89,2024-10-29,Deposit,Hit politics source leader.
TX23172,A13313,7340.69,2020-12-22,Deposit,Shoulder total together.
TX23173,A11165,14276.04,2024-04-24,Payment,Last no them everything street.
TX23174,A10088,15972.81,2022-07-10,Transfer,Consumer seat.
TX23175,A10508,18366.97,2021-06-08,Withdrawal,Catch which stage rate.
TX23176,A11023,6343.29,2022-11-13,Withdrawal,Moment western build likely address.
TX23177,A16290,14263.42,2024-04-25,Deposit,Detail table must force weight.
TX23178,A17646,19832.25,2023-06-12,Deposit,Break yeah analysis toward despite.
TX23179,A13101,10348.98,2021-09-15,Withdrawal,Recent little.
TX23180,A13803,8721.21,2022-08-09,Deposit,Prove my.
TX23181,A17206,305.92,2021-01-19,Transfer,Their goal half expect once.
TX23182,A13750,4993.82,2023-10-14,Payment,Speak reality us.
TX23183,A14698,5339.42,2024-03-27,Withdrawal,Economy finally hotel.
TX23184,A16318,-3658.66,2022-09-15,Transfer,Instead bank news example.
TX23185,A10551,12718.92,2022-02-23,Withdrawal,Anyone indicate than born.
TX23186,A11718,16739.31,2024-03-11,Payment,Art hard add.
TX23187,A10975,3273.32,2022-01-28,Withdrawal,Various draw summer contain.
TX23188,A11434,6795.99,2022-05-19,Payment,Protect yet general stay.
TX23189,A17915,7138.69,2020-11-28,Transfer,Stand new right someone might.
TX23190,A14583,16286.17,2022-09-15,Transfer,Candidate would all evening.
TX23191,A12305,5716.93,2022-07-06,Payment,Yes development.
TX23192,A11223,9055.19,2022-04-23,Withdrawal,My fight find visit financial.
TX23193,A17039,18485.87,2023-04-26,Deposit,Will instead listen.
TX23194,A13143,10152.82,2025-06-16,Transfer,Senior hope law last though.
TX23195,A12511,4477.14,2024-08-30,Deposit,Material able inside particularly.
TX23196,A16563,8717.85,2022-03-30,Payment,Serve seat field.
TX23197,A14673,-1298.65,2022-01-11,Payment,Visit huge threat hot.
TX23198,A17691,19131.56,2022-11-12,Transfer,Source management.
TX23199,A14961,13302.21,2022-08-11,Withdrawal,Field city expect support.
TX23200,A15155,3006.84,2024-09-01,Deposit,Pass there good fall.
TX23201,A14652,11025.89,2024-10-24,Payment,Say police little.
TX23202,A10372,-872.23,2024-10-16,Payment,Tree identify.
TX23203,A10853,-1176.88,2021-11-03,Deposit,Perform Democrat.
TX23204,A15848,117.73,2022-01-04,Withdrawal,Race red candidate issue.
TX23205,A12419,5536.83,2020-10-30,Withdrawal,Throw skin hit life investment.
TX23206,A15863,-3683.21,2023-10-01,Deposit,Phone music others indicate.
TX23207,A17262,3771.97,2023-05-15,Transfer,Hand black describe.
TX23208,A12789,14178.53,2020-12-01,Deposit,Conference population today.
TX23209,A13590,19726.13,2024-11-04,Transfer,Forward already expect project too.
TX23210,A16140,19271.16,2021-09-01,Deposit,Day wind mouth.
TX23211,A11144,-127.17,2024-08-05,Deposit,Cup give avoid himself science.
TX23212,A12401,-1036.54,2023-05-29,Payment,Just suddenly girl final.
TX23213,A15822,15896.6,2025-01-30,Transfer,Rock animal pass detail.
TX23214,A12901,-4167.39,2022-04-20,Deposit,Free process top everybody.
TX23215,A10820,16010.05,2024-05-23,Transfer,Card father lead.
TX23216,A12099,5267.03,2024-04-14,Withdrawal,Particular join anyone sometimes like.
TX23217,A11724,15507.08,2022-12-05,Transfer,Heavy personal positive.
TX23218,A17012,-2038.17,2021-11-05,Withdrawal,Ability short.
TX23219,A14576,-1556.37,2023-04-18,Payment,Dinner answer mission can.
TX23220,A16777,19263.55,2024-08-13,Withdrawal,From behavior development best thank.
TX23221,A11920,996.04,2024-05-26,Withdrawal,End language inside.
TX23222,A10345,2819.33,2023-08-15,Withdrawal,Matter party join.
TX23223,A11805,6239.17,2020-07-12,Withdrawal,Without fine art.
TX23224,A12629,8692.29,2023-01-03,Withdrawal,Strong recent officer ago.
TX23225,A15165,19066.01,2023-01-28,Transfer,Friend concern probably wear.
TX23226,A16655,6769.03,2025-04-20,Deposit,Bed piece.
TX23227,A16441,12796.36,2024-01-08,Deposit,Common result establish check.
TX23228,A10106,3663.91,2021-04-17,Deposit,Painting rather compare public.
TX23229,A15552,348.98,2023-11-11,Deposit,Hotel director.
TX23230,A16772,10082.07,2021-11-30,Transfer,Fight training represent cell.
TX23231,A12190,12458.33,2024-10-11,Deposit,Identify investment never toward.
TX23232,A12523,-1054.95,2023-04-07,Deposit,Modern up peace.
TX23233,A17297,19500.26,2023-11-14,Deposit,Deal bad analysis audience.
TX23234,A10583,-901.65,2023-11-02,Withdrawal,However suddenly.
TX23235,A10571,8120.0,2023-11-30,Transfer,Great people someone water it.
TX23236,A10140,-2264.71,2021-12-13,Deposit,West team grow gun.
TX23237,A17081,15120.88,2021-04-07,Withdrawal,Compare while.
TX23238,A17383,-1945.94,2022-06-19,Withdrawal,Identify through boy far.
TX23239,A11549,-573.89,2021-01-07,Transfer,Air religious yeah.
TX23240,A11866,-1332.62,2022-09-16,Withdrawal,Other player cold job.
TX23241,A16971,356.81,2022-11-19,Payment,Change camera put.
TX23242,A17135,14478.05,2024-08-09,Withdrawal,Full page hospital office customer.
TX23243,A13700,-4089.22,2023-07-10,Payment,College allow.
TX23244,A16399,10693.29,2023-09-01,Withdrawal,President compare society exactly standard.
TX23245,A13268,18756.23,2025-04-24,Withdrawal,Approach big water.
TX23246,A13837,-4556.13,2023-10-07,Withdrawal,Else operation laugh mouth.
TX23247,A17652,16019.77,2021-11-24,Deposit,Wife everybody summer.
TX23248,A12799,1015.23,2022-02-28,Deposit,Role benefit.
TX23249,A13277,6527.73,2024-06-19,Payment,Mission discussion fire.
TX23250,A14704,11339.64,2022-03-07,Payment,State raise current until onto.
TX23251,A14231,4793.03,2023-09-20,Withdrawal,Return they inside.
TX23252,A16376,16948.96,2023-03-04,Deposit,Some through food recent.
TX23253,A11170,13833.53,2023-03-11,Withdrawal,Picture several child.
TX23254,A10960,18921.66,2021-09-15,Payment,During simply.
TX23255,A16139,-818.0,2025-01-04,Payment,Can sign lay history.
TX23256,A16480,18346.62,2024-10-14,Withdrawal,Religious baby food mention.
TX23257,A14265,-3587.58,2022-12-13,Withdrawal,Laugh create girl guess section.
TX23258,A15768,16626.8,2025-05-20,Payment,Space green.
TX23259,A10617,-195.41,2023-10-10,Transfer,Never show without.
TX23260,A10668,1784.27,2022-04-09,Deposit,Especially actually accept.
TX23261,A14594,7146.16,2022-06-13,Deposit,Guess economy back.
TX23262,A16735,9777.17,2023-07-03,Transfer,Bill run force official.
TX23263,A15859,4194.37,2022-10-05,Payment,Everyone decision guy design.
TX23264,A17440,11945.57,2023-11-01,Payment,Scene war behavior nothing serious.
TX23265,A15593,14904.09,2020-12-22,Transfer,Enough know defense blood.
TX23266,A10058,16018.81,2024-02-01,Payment,Character light culture project.
TX23267,A14949,14212.46,2021-08-04,Withdrawal,Threat price give.
TX23268,A13825,-2486.44,2022-03-08,Deposit,Table specific land coach responsibility.
TX23269,A15494,-541.58,2023-02-23,Transfer,Thought compare old pay.
TX23270,A11918,-2123.07,2021-06-23,Payment,Business media despite again.
TX23271,A17918,13343.96,2024-01-07,Withdrawal,What cause card.
TX23272,A10251,17735.64,2024-11-05,Payment,Could far not.
TX23273,A14426,-4589.53,2023-05-23,Transfer,Security although nation.
TX23274,A10779,-3096.83,2020-08-12,Withdrawal,Last age stand small.
TX23275,A11646,-1472.32,2022-01-27,Payment,Question local teacher discussion.
TX23276,A12092,-4134.94,2022-12-21,Payment,Allow world on.
TX23277,A12501,14977.56,2024-01-15,Transfer,Fine outside develop officer thank.
TX23278,A11264,16962.17,2021-05-22,Payment,Interest both ten.
TX23279,A10050,17694.16,2021-01-18,Transfer,Success well dream fear.
TX23280,A13411,3967.72,2024-07-20,Deposit,Decade common will investment federal.
TX23281,A15540,1549.54,2022-02-08,Deposit,Character score big lead.
TX23282,A17615,881.95,2022-05-09,Deposit,Myself series away today.
TX23283,A16026,5627.63,2022-10-03,Deposit,Into talk sure.
TX23284,A17408,18124.58,2020-09-19,Withdrawal,Both human almost cost require.
TX23285,A11662,-2595.76,2020-11-28,Deposit,Quality part box pull view.
TX23286,A12644,14544.13,2025-05-22,Deposit,Can minute language check international.
TX23287,A17102,14273.01,2024-03-18,Withdrawal,Window may ever.
TX23288,A11146,10788.75,2022-04-25,Payment,Himself also believe.
TX23289,A12143,19529.01,2020-11-15,Withdrawal,Agreement eat can.
TX23290,A14237,2340.87,2020-09-14,Deposit,Race town man consider.
TX23291,A10318,15424.58,2024-09-20,Transfer,Much decide.
TX23292,A11691,5278.05,2024-02-09,Withdrawal,That admit lawyer.
TX23293,A13135,645.41,2021-05-18,Payment,Yet music song speak officer.
TX23294,A11055,-2706.41,2023-03-11,Transfer,Structure though take.
TX23295,A16196,3225.11,2024-10-07,Payment,Watch ten provide.
TX23296,A16181,14993.02,2023-03-28,Transfer,Not seven care but job.
TX23297,A16990,-1049.81,2024-08-31,Payment,Hundred wear moment staff explain.
TX23298,A13327,14543.46,2025-03-11,Payment,Individual worker machine term.
TX23299,A11644,-3129.45,2024-12-11,Deposit,This side through without.
TX23300,A11977,3903.31,2021-06-08,Transfer,Find score land guess.
TX23301,A12854,-1093.17,2022-10-06,Transfer,Miss of.
TX23302,A15260,-558.63,2021-04-17,Deposit,Ok who everything on talk.
TX23303,A13040,9340.2,2024-04-18,Transfer,Science indeed onto Mrs store.
TX23304,A13678,12295.03,2022-03-03,Transfer,Gun early everyone.
TX23305,A16195,870.2,2023-11-08,Payment,Begin doctor case.
TX23306,A12417,17691.79,2024-02-20,Withdrawal,Cultural study create ok Mrs.
TX23307,A16555,19112.54,2022-01-14,Deposit,Seek option everything rock.
TX23308,A13491,2926.73,2021-12-23,Withdrawal,Tough hour wide.
TX23309,A17964,9021.31,2022-06-11,Deposit,Represent good.
TX23310,A10145,8922.77,2025-03-02,Withdrawal,Learn report teacher physical.
TX23311,A13203,2556.77,2022-09-23,Withdrawal,Skill these mission.
TX23312,A12932,17566.96,2024-12-28,Transfer,Nice society will.
TX23313,A11558,-176.94,2021-08-16,Deposit,Actually forget whatever prevent thing.
TX23314,A17538,18255.3,2023-03-19,Payment,International read hot product.
TX23315,A15004,-447.95,2022-06-23,Deposit,Among necessary evening five.
TX23316,A10192,8051.87,2023-06-16,Transfer,Family capital.
TX23317,A16624,17326.65,2024-06-04,Deposit,Must bad who third.
TX23318,A16107,12109.59,2021-04-25,Transfer,Break down computer newspaper size.
TX23319,A10819,5158.36,2023-08-01,Deposit,West month appear.
TX23320,A12208,14703.86,2021-11-19,Payment,Current degree sort action job.
TX23321,A16743,331.94,2020-10-23,Payment,Development cover.
TX23322,A12341,18047.87,2023-09-24,Payment,Old show.
TX23323,A13504,1944.33,2023-03-29,Transfer,Rather base special century.
TX23324,A11708,7684.04,2024-07-10,Deposit,Along rest including.
TX23325,A12957,4955.83,2025-04-10,Payment,Everybody will outside.
TX23326,A10300,19194.15,2024-01-03,Withdrawal,Maybe box six.
TX23327,A17496,9036.66,2020-09-27,Withdrawal,Production college loss these.
TX23328,A15961,1327.02,2022-02-25,Deposit,Music back.
TX23329,A11907,6469.27,2020-09-25,Withdrawal,Business return too.
TX23330,A11660,19751.68,2020-10-23,Payment,Test open safe military store.
TX23331,A14570,18757.01,2024-03-12,Withdrawal,Effect order.
TX23332,A12103,18972.03,2021-11-03,Deposit,Easy may.
TX23333,A14503,9272.32,2023-07-01,Transfer,Shoulder senior fall travel.
TX23334,A12394,18975.57,2024-03-29,Transfer,Alone value leave same.
TX23335,A11670,14235.72,2024-12-06,Transfer,Like star clearly add.
TX23336,A10518,6760.7,2023-11-12,Withdrawal,Color approach fast necessary allow.
TX23337,A15826,13582.98,2024-09-15,Withdrawal,Hot have more.
TX23338,A14126,-4805.52,2022-05-07,Payment,Hundred material the.
TX23339,A13365,-2196.72,2023-10-28,Payment,Late fear role turn.
TX23340,A13693,3723.4,2022-05-04,Deposit,Kid north too sense.
TX23341,A14883,-1929.32,2023-08-07,Deposit,War series chair wind.
TX23342,A14067,-2120.51,2022-02-20,Payment,Far easy.
TX23343,A14496,11459.39,2023-04-14,Transfer,Vote and development nice.
TX23344,A10738,12988.42,2022-12-24,Deposit,Medical benefit talk available parent.
TX23345,A13649,15187.67,2021-01-01,Payment,Usually discover approach same.
TX23346,A14431,16191.62,2024-01-05,Transfer,Concern nice dream.
TX23347,A15665,15052.6,2021-08-01,Transfer,Agency attack crime measure.
TX23348,A10785,-1189.94,2023-05-24,Deposit,American exist performance cost watch.
TX23349,A10079,-4650.71,2021-09-24,Transfer,Discover two offer.
TX23350,A11448,17795.74,2023-01-13,Payment,Appear trip.
TX23351,A16412,10117.88,2025-01-09,Withdrawal,Care race small growth.
TX23352,A11862,13092.05,2020-08-28,Withdrawal,His wife.
TX23353,A11107,3757.09,2021-06-23,Deposit,Amount approach left.
TX23354,A12442,-119.62,2022-07-06,Payment,Question visit like say.
TX23355,A13030,4146.36,2025-02-24,Payment,Sister environment remain way campaign.
TX23356,A10930,-4342.16,2022-01-10,Deposit,How all truth.
TX23357,A10577,10236.84,2021-03-31,Withdrawal,Notice international dark unit.
TX23358,A10157,2127.02,2024-08-01,Deposit,Teach space provide expert enough.
TX23359,A16308,5839.59,2023-09-15,Transfer,Interest whom eye pay.
TX23360,A10082,193.59,2023-02-12,Withdrawal,Generation exactly staff while.
TX23361,A14978,16551.29,2022-05-12,Transfer,Successful official cut.
TX23362,A12844,18726.24,2021-07-20,Payment,Chance production.
TX23363,A10448,2418.35,2021-03-29,Transfer,Box human.
TX23364,A15133,6792.94,2021-04-30,Payment,Chair bill whole.
TX23365,A10880,16069.49,2022-12-21,Payment,Understand sign money billion soon.
TX23366,A17082,17311.49,2021-05-16,Payment,Cause seek discuss popular attention.
TX23367,A16419,-4323.4,2024-03-15,Payment,Including discussion financial property simple.
TX23368,A12882,13487.92,2021-12-10,Payment,Young beat full land.
TX23369,A13919,15171.63,2023-12-07,Deposit,Fish couple feeling.
TX23370,A16486,1461.37,2024-01-15,Transfer,From grow matter.
TX23371,A11882,13811.3,2025-05-16,Transfer,Team find music.
TX23372,A13782,-3243.81,2021-08-27,Transfer,Into official growth charge sound.
TX23373,A17686,7655.67,2024-10-18,Deposit,About ball serve road.
TX23374,A14945,9647.78,2022-12-08,Payment,State product.
TX23375,A16117,4927.62,2024-10-18,Withdrawal,Employee after they.
TX23376,A17291,1604.42,2022-11-03,Deposit,Good stage we.
TX23377,A14205,10322.05,2024-08-11,Transfer,Save stock section scientist.
TX23378,A11062,-4421.47,2023-07-06,Withdrawal,During newspaper entire religious world.
TX23379,A17098,9538.12,2023-11-27,Withdrawal,Daughter determine the.
TX23380,A10486,19295.26,2024-10-25,Withdrawal,All trip industry.
TX23381,A11414,19083.69,2023-05-10,Withdrawal,Investment task hotel politics.
TX23382,A11430,1106.81,2022-08-28,Payment,Event data policy last discuss.
TX23383,A16432,18924.35,2024-02-27,Payment,Rule poor sometimes sea.
TX23384,A12921,11228.2,2023-05-14,Transfer,Myself total kind including beautiful.
TX23385,A10823,11795.89,2024-05-26,Payment,Represent drop worry.
TX23386,A15280,3314.44,2023-04-16,Deposit,Tax fire weight say drug.
TX23387,A15259,1679.88,2023-12-02,Deposit,Ok family might heart.
TX23388,A10752,6029.89,2020-12-14,Transfer,Pretty commercial particularly.
TX23389,A14434,993.9,2021-03-17,Transfer,Who ok.
TX23390,A10008,15993.91,2024-01-19,Payment,Street author do.
TX23391,A11217,4488.78,2020-08-11,Payment,Defense speech piece campaign hospital.
TX23392,A11038,5005.94,2021-08-13,Transfer,Note project positive.
TX23393,A17772,19079.22,2021-10-30,Transfer,Buy gun.
TX23394,A16159,15998.18,2020-07-24,Transfer,For prepare out property already.
TX23395,A14442,17186.81,2020-11-19,Deposit,See need.
TX23396,A10680,11041.44,2022-07-09,Transfer,Rich system hour.
TX23397,A12898,14577.12,2021-02-24,Deposit,Nature energy so.
TX23398,A11914,19631.07,2024-07-31,Deposit,Less probably full bed.
TX23399,A11083,-2255.23,2023-08-31,Transfer,Home stay.
TX23400,A13002,3490.47,2020-09-28,Deposit,Listen owner tend close.
TX23401,A10313,18962.59,2025-04-12,Transfer,Performance million area mouth.
TX23402,A15216,10722.05,2025-01-18,Payment,Condition hospital.
TX23403,A12273,-4285.14,2024-08-01,Withdrawal,Understand carry sit fire into.
TX23404,A13078,-2363.21,2024-07-05,Payment,Work movement such seek you.
TX23405,A15763,18044.47,2021-01-25,Payment,Put tonight home.
TX23406,A13783,-4536.18,2023-09-16,Withdrawal,Receive break.
TX23407,A14414,1737.54,2020-10-09,Payment,Now series treatment.
TX23408,A16624,12249.63,2020-12-06,Payment,Very car.
TX23409,A15181,-1956.53,2023-07-18,Payment,Environmental girl would popular south.
TX23410,A10952,2512.2,2021-11-05,Withdrawal,Walk cut just generation large.
TX23411,A17688,14307.05,2022-04-03,Withdrawal,Stock over.
TX23412,A15753,6534.03,2021-09-16,Transfer,Throughout return near theory information.
TX23413,A12608,591.42,2024-12-02,Transfer,Approach try.
TX23414,A14764,6697.81,2024-06-26,Payment,Newspaper article may.
TX23415,A13393,12376.49,2023-02-06,Payment,Save send.
TX23416,A15518,15992.59,2025-03-26,Transfer,Improve commercial whatever.
TX23417,A13629,-532.72,2023-12-01,Deposit,Pass dream agree.
TX23418,A13343,8742.93,2022-07-22,Deposit,And light color.
TX23419,A16567,-4868.93,2024-09-25,Deposit,Big resource worry such.
TX23420,A17315,13790.64,2020-11-13,Payment,Material firm together.
TX23421,A10483,7616.25,2024-09-25,Withdrawal,Help response every.
TX23422,A14372,5546.67,2024-04-12,Transfer,Garden candidate character management image.
TX23423,A10232,14635.18,2022-01-22,Withdrawal,Part article expert.
TX23424,A10820,-581.41,2022-09-10,Deposit,College machine.
TX23425,A16730,18405.2,2024-10-09,Payment,Mrs become glass.
TX23426,A13061,169.47,2020-11-16,Transfer,Kitchen sound one simply I.
TX23427,A14637,-4358.75,2023-04-19,Transfer,Store local return.
TX23428,A14239,2336.97,2025-03-23,Withdrawal,Lot education wear trouble.
TX23429,A13539,11764.41,2024-04-30,Withdrawal,Debate wall degree southern say.
TX23430,A17209,-3430.1,2023-10-11,Withdrawal,Economy tell discuss.
TX23431,A12188,16310.15,2021-12-30,Deposit,Market president cover.
TX23432,A13902,14247.77,2024-10-22,Withdrawal,Military dream red show.
TX23433,A11362,18031.15,2025-04-04,Deposit,Yourself class single yes.
TX23434,A13698,1085.35,2022-09-16,Payment,Whole yeah use approach meet.
TX23435,A13625,978.17,2024-02-26,Withdrawal,Inside throughout seven whatever.
TX23436,A17541,3628.6,2022-04-17,Payment,Suddenly bed seek.
TX23437,A11207,-4020.06,2020-12-14,Payment,Bar agree go behind.
TX23438,A12705,-4846.38,2021-08-26,Payment,Tell need the around its.
TX23439,A17369,-1201.26,2021-01-01,Transfer,Not cost catch protect.
TX23440,A14333,4132.5,2023-04-12,Deposit,Discover would structure quite.
TX23441,A15548,-943.19,2021-01-14,Transfer,Someone tax near agent.
