policyID,customerID,policyType,premium,issueDate,status,coverageAmount,agentID
P11004,C1107,Health,4339,2022-08-11,Active,232872,A093
P11005,C2712,Travel,3423,2023-06-26,Active,292215,A303
P11006,C0145,Life,1543,2023-01-05,Lapsed,44109,A130
P11007,C0200,Life,1056,2024-11-11,Active,302485,A415
P11008,C3217,Auto,615,2021-10-18,Expired,163663,A319
P11009,C0967,Home,3745,2024-03-25,Lapsed,497218,A126
P11010,C0378,Health,1489,2022-05-28,Lapsed,447985,A153
P11011,C1075,Auto,3416,2024-05-29,Lapsed,451235,A247
P11012,C4353,Life,3605,2023-11-17,Active,450202,A191
P11013,C3728,Auto,4191,2021-08-16,Active,116634,A339
P11014,C3993,Auto,638,2022-01-23,Active,259384,A069
P11015,C3723,Home,4220,2025-01-25,Active,248303,A432
P11016,C2648,Travel,2738,2024-04-25,Active,104254,A285
P11017,C4273,Home,515,2020-10-04,Lapsed,157359,A432
P11018,C2751,Auto,2174,2021-06-21,Active,307796,A443
P11019,C4360,Auto,466,2020-07-30,Expired,33204,A419
P11020,C0028,Life,2611,2024-02-26,Expired,341441,A187
P11021,C4452,Travel,858,2025-03-25,Lapsed,388599,A044
P11022,C0698,Auto,2252,2021-03-12,Expired,256478,A366
P11023,C2422,Home,916,2022-03-14,Lapsed,85987,A116
P11024,C4298,Auto,2257,2021-10-30,Active,459468,A419
P11025,C1663,Home,3688,2021-10-25,Lapsed,15893,A347
P11026,C0948,Home,1893,2020-11-03,Lapsed,46228,A491
P11027,C4067,Life,627,2021-11-10,Lapsed,269001,A227
P11028,C2772,Health,2251,2025-01-28,Lapsed,423609,A334
P11029,C4042,Health,1517,2022-11-02,Active,300115,A095
P11030,C4819,Health,3492,2022-04-11,Active,166250,A434
P11031,C0706,Life,4856,2021-01-25,Lapsed,106359,A003
P11032,C4464,Auto,1049,2022-08-18,Lapsed,441013,A323
P11033,C4110,Health,1256,2020-12-23,Lapsed,92154,A188
P11034,C1868,Health,783,2022-08-22,Lapsed,247582,A307
P11035,C3292,Auto,2030,2022-03-24,Active,119497,A336
P11036,C1787,Home,2104,2022-02-01,Expired,86594,A457
P11037,C2225,Health,3937,2022-06-16,Active,108593,A357
P11038,C1673,Life,4256,2023-12-16,Active,195671,A431
P11039,C0833,Life,4837,2023-04-20,Expired,438271,A013
P11040,C3160,Auto,4793,2023-07-31,Lapsed,277954,A281
P11041,C2794,Auto,520,2023-01-15,Expired,140452,A418
P11042,C2059,Auto,1187,2024-08-28,Expired,366866,A442
P11043,C0309,Travel,3691,2021-09-05,Lapsed,367237,A020
P11044,C3901,Auto,4140,2023-04-11,Expired,293965,A484
P11045,C3759,Health,2453,2020-08-05,Active,357468,A222
P11046,C4495,Auto,4442,2024-08-20,Lapsed,445894,A416
P11047,C0531,Home,685,2021-04-21,Expired,100126,A358
P11048,C2335,Health,552,2024-02-21,Active,439406,A423
P11049,C0384,Health,2400,2021-12-12,Active,17556,A355
P11050,C2008,Travel,1896,2022-04-19,Expired,168872,A183
P11051,C0059,Health,3848,2023-09-09,Expired,235678,A013
P11052,C3497,Health,684,2020-08-09,Expired,369528,A179
P11053,C4212,Life,690,2022-08-21,Expired,374765,A457
P11054,C0392,Travel,3544,2021-04-09,Expired,456026,A206
P11055,C0632,Health,336,2023-03-27,Expired,260660,A449
P11056,C3226,Health,4589,2023-05-06,Active,343443,A214
P11057,C4712,Home,3135,2023-08-09,Active,366043,A349
P11058,C4368,Home,2909,2021-04-16,Expired,32006,A493
P11059,C3119,Life,1922,2024-08-09,Expired,268625,A466
P11060,C4679,Home,4641,2025-06-17,Expired,412267,A295
P11061,C1572,Life,3447,2021-01-21,Lapsed,425873,A396
P11062,C1776,Home,1325,2022-09-24,Active,273246,A468
P11063,C0838,Life,3093,2022-10-03,Expired,263914,A231
P11064,C0495,Auto,3356,2024-08-12,Lapsed,134816,A296
P11065,C3285,Auto,2282,2021-08-05,Lapsed,89948,A340
P11066,C0883,Home,4734,2024-04-04,Active,241363,A404
P11067,C3834,Auto,520,2021-07-11,Lapsed,355228,A155
P11068,C3046,Auto,4327,2022-05-21,Active,430710,A041
P11069,C4996,Auto,4292,2023-08-13,Expired,470373,A133
P11070,C0606,Travel,3604,2022-07-15,Lapsed,429626,A250
P11071,C1027,Home,1801,2020-09-24,Expired,462806,A492
P11072,C2308,Health,547,2023-03-14,Active,236487,A084
P11073,C3325,Life,3783,2022-07-14,Lapsed,168758,A011
P11074,C1593,Auto,2217,2022-03-17,Active,412629,A199
P11075,C4328,Health,3995,2022-03-13,Expired,300065,A396
P11076,C2242,Health,4066,2024-08-06,Lapsed,176708,A074
P11077,C1477,Travel,3410,2020-11-25,Expired,89981,A264
P11078,C1302,Auto,3061,2023-06-18,Active,340769,A005
P11079,C1077,Health,339,2023-05-08,Active,175971,A217
P11080,C2206,Auto,2842,2021-09-03,Expired,369084,A202
P11081,C2977,Travel,3389,2021-11-06,Active,149148,A250
P11082,C4119,Health,4297,2024-11-20,Lapsed,93679,A496
P11083,C4359,Home,3544,2024-05-01,Lapsed,411922,A311
P11084,C1380,Home,2237,2023-12-21,Active,498853,A251
P11085,C3172,Travel,619,2021-11-06,Active,226964,A264
P11086,C2417,Life,2433,2022-04-17,Active,107514,A389
P11087,C3973,Health,1505,2021-04-13,Active,417340,A222
P11088,C4148,Life,4487,2024-05-19,Active,281771,A472
P11089,C3615,Auto,464,2021-07-27,Lapsed,406481,A187
P11090,C3663,Life,924,2023-10-11,Expired,79793,A104
P11091,C2203,Health,929,2023-08-27,Expired,139899,A080
P11092,C1613,Home,2372,2020-06-19,Active,222931,A225
P11093,C4143,Life,719,2024-01-11,Expired,178496,A068
P11094,C2705,Travel,1072,2021-06-14,Lapsed,496329,A043
P11095,C1461,Auto,573,2022-08-29,Expired,306413,A428
P11096,C2056,Travel,2581,2023-05-10,Expired,211290,A495
P11097,C4168,Auto,3506,2022-11-27,Lapsed,256327,A011
P11098,C0294,Life,4992,2023-10-08,Active,50517,A357
P11099,C3428,Auto,731,2020-08-05,Expired,332778,A303
P11100,C3809,Life,1902,2020-11-04,Active,448499,A338
P11101,C0579,Home,4897,2023-08-27,Lapsed,208852,A131
P11102,C1600,Home,4281,2020-07-24,Lapsed,131770,A101
P11103,C0044,Home,1067,2024-06-03,Active,301528,A219
P11104,C0938,Health,1299,2021-09-09,Expired,410747,A106
P11105,C4741,Travel,1207,2023-12-19,Active,432498,A040
P11106,C2384,Health,1798,2024-11-15,Expired,415740,A342
P11107,C2052,Life,434,2022-02-26,Lapsed,185595,A419
P11108,C4205,Auto,3497,2024-02-14,Active,401496,A097
P11109,C4446,Life,3978,2024-07-21,Expired,266725,A106
P11110,C3929,Life,3112,2020-07-15,Active,392876,A108
P11111,C1858,Auto,1669,2023-09-04,Expired,94274,A105
P11112,C0983,Life,1243,2023-04-22,Expired,319944,A400
P11113,C2348,Life,2887,2020-08-01,Expired,465587,A332
P11114,C3116,Health,4333,2024-05-29,Expired,477414,A140
P11115,C2531,Auto,3594,2021-01-11,Lapsed,292779,A057
P11116,C2615,Home,1350,2021-07-19,Expired,68899,A317
P11117,C0259,Auto,3508,2021-04-05,Active,461135,A327
P11118,C4762,Health,1924,2023-05-17,Active,12982,A021
P11119,C3102,Travel,1116,2023-04-27,Lapsed,416226,A245
P11120,C2334,Travel,2480,2023-10-03,Lapsed,29027,A070
P11121,C4554,Health,478,2024-12-05,Active,66001,A172
P11122,C2406,Life,1098,2024-10-31,Active,294633,A417
P11123,C1749,Health,4140,2023-11-10,Lapsed,418161,A189
P11124,C1631,Auto,4921,2020-11-13,Active,52851,A480
P11125,C3989,Life,2085,2021-10-04,Expired,448862,A100
P11126,C4873,Auto,2477,2023-05-07,Active,56539,A171
P11127,C4368,Life,1238,2021-05-15,Active,291721,A338
P11128,C4571,Home,1399,2021-07-24,Active,347528,A097
P11129,C1517,Auto,3587,2023-05-30,Expired,247337,A100
P11130,C4346,Auto,449,2025-05-15,Active,461023,A471
P11131,C2758,Health,4593,2024-04-30,Expired,82406,A257
P11132,C2350,Health,4077,2021-02-06,Expired,28886,A216
P11133,C0656,Travel,3768,2024-12-10,Active,299800,A432
P11134,C4140,Home,3781,2024-09-03,Active,492390,A370
P11135,C0598,Travel,1027,2024-02-25,Lapsed,304439,A467
P11136,C1945,Travel,1044,2024-02-05,Active,346453,A257
P11137,C1154,Home,1798,2021-02-04,Expired,67214,A439
P11138,C1540,Life,3120,2022-10-26,Expired,202765,A260
P11139,C3450,Auto,303,2023-10-15,Expired,268428,A026
P11140,C0524,Home,4597,2021-09-08,Expired,436148,A289
P11141,C3658,Life,4214,2021-11-08,Active,166443,A058
P11142,C2084,Travel,711,2024-09-10,Lapsed,272513,A235
P11143,C1567,Travel,1049,2022-11-05,Expired,427017,A089
P11144,C3013,Life,2939,2023-06-02,Lapsed,448069,A017
P11145,C2080,Health,2220,2020-07-25,Active,405209,A158
P11146,C0226,Home,1233,2022-09-24,Active,499749,A219
P11147,C0571,Travel,3996,2024-05-26,Active,381526,A336
P11148,C0861,Auto,2583,2021-11-04,Lapsed,337005,A364
P11149,C2928,Life,3938,2025-05-01,Lapsed,284261,A012
P11150,C1985,Auto,2294,2023-03-23,Expired,106841,A007
P11151,C2814,Health,2505,2020-12-16,Expired,245149,A404
P11152,C1698,Home,3548,2025-05-12,Lapsed,475735,A135
P11153,C1092,Health,4922,2023-03-21,Expired,110870,A380
P11154,C3096,Life,1334,2024-02-17,Expired,143314,A343
P11155,C4147,Auto,1965,2023-04-29,Expired,218051,A201
P11156,C1804,Life,1769,2024-05-06,Lapsed,320108,A412
P11157,C2998,Travel,1312,2024-03-02,Lapsed,236525,A446
P11158,C4312,Auto,2010,2023-09-30,Lapsed,221201,A303
P11159,C2382,Auto,2130,2020-10-26,Active,379678,A078
P11160,C0045,Travel,4149,2024-10-22,Lapsed,96763,A024
P11161,C3612,Travel,3979,2021-10-11,Expired,192345,A477
P11162,C2855,Home,2935,2021-10-20,Expired,26388,A268
P11163,C2120,Home,3853,2022-08-02,Expired,105605,A293
P11164,C2282,Auto,471,2023-08-20,Expired,346830,A187
P11165,C0933,Home,507,2021-07-14,Lapsed,200306,A412
P11166,C3899,Travel,4657,2021-01-23,Active,471194,A240
P11167,C0260,Life,4009,2022-05-23,Expired,449731,A066
P11168,C2966,Life,1739,2020-06-30,Active,87865,A254
P11169,C3396,Health,3539,2024-07-21,Expired,130237,A353
P11170,C0405,Travel,792,2023-03-24,Expired,37543,A352
P11171,C2040,Health,1582,2022-05-13,Lapsed,46410,A284
P11172,C0458,Travel,529,2021-04-30,Lapsed,478486,A127
P11173,C4863,Health,3439,2022-05-29,Lapsed,307538,A081
P11174,C3491,Auto,899,2023-07-15,Lapsed,204492,A295
P11175,C0004,Health,925,2023-04-06,Lapsed,286652,A016
P11176,C4742,Life,1959,2022-03-07,Expired,196656,A275
P11177,C4367,Health,1446,2021-11-24,Lapsed,458878,A335
P11178,C2872,Life,2815,2025-02-03,Lapsed,215928,A348
P11179,C3935,Travel,3238,2022-02-01,Expired,246141,A269
P11180,C4899,Health,2014,2020-10-04,Lapsed,16006,A061
P11181,C3131,Health,1386,2022-02-20,Lapsed,446559,A128
P11182,C4244,Auto,4375,2020-10-27,Lapsed,190237,A482
P11183,C2050,Auto,3113,2022-02-20,Expired,471297,A417
P11184,C4811,Auto,3438,2022-08-28,Lapsed,476049,A149
P11185,C1390,Health,2527,2022-03-08,Lapsed,39423,A046
P11186,C4727,Travel,3621,2023-06-07,Lapsed,141776,A290
P11187,C0268,Auto,3845,2023-10-24,Active,196845,A140
P11188,C3371,Auto,1856,2024-04-30,Expired,59880,A424
P11189,C1494,Home,3760,2022-02-27,Expired,217409,A081
P11190,C2484,Auto,1405,2024-05-31,Lapsed,147015,A287
P11191,C1754,Life,1045,2022-01-31,Expired,222182,A027
P11192,C0800,Auto,2824,2021-09-15,Lapsed,212406,A221
P11193,C0357,Auto,3930,2024-07-31,Expired,261056,A320
P11194,C4123,Life,3409,2021-11-22,Lapsed,346875,A489
P11195,C3629,Travel,3185,2022-03-17,Active,16046,A094
P11196,C1945,Home,1838,2023-06-03,Active,80649,A334
P11197,C1857,Travel,3576,2023-11-05,Active,250212,A324
P11198,C0503,Life,805,2025-02-25,Active,44121,A409
P11199,C0181,Home,2475,2025-05-18,Lapsed,428262,A148
P11200,C0308,Auto,472,2023-11-17,Active,279902,A161
P11201,C3511,Health,527,2023-01-01,Expired,102352,A065
P11202,C2330,Travel,3471,2022-05-30,Active,147757,A481
P11203,C3279,Travel,2416,2022-12-07,Active,91008,A425
P11204,C2577,Home,4125,2024-08-14,Expired,144510,A495
P11205,C0957,Health,4044,2025-01-20,Active,347712,A117
P11206,C1553,Travel,776,2022-05-01,Active,307732,A025
P11207,C0771,Travel,3991,2021-11-02,Active,225229,A061
P11208,C3903,Life,2564,2025-03-10,Expired,99168,A439
P11209,C3625,Auto,3168,2020-06-25,Lapsed,83275,A443
P11210,C0727,Auto,4691,2025-04-21,Active,369023,A495
P11211,C4668,Travel,2223,2023-07-03,Active,354456,A216
P11212,C4230,Health,3860,2022-08-18,Active,420536,A315
P11213,C3354,Life,1726,2021-03-08,Lapsed,80176,A330
P11214,C4976,Life,2115,2021-12-09,Lapsed,438408,A407
P11215,C4811,Home,2835,2023-05-14,Expired,238097,A314
P11216,C1181,Home,1578,2020-09-11,Active,40675,A233
P11217,C4805,Life,1440,2020-07-27,Lapsed,164136,A207
P11218,C1175,Auto,4605,2021-09-05,Expired,151502,A306
P11219,C1047,Life,3913,2020-07-27,Lapsed,213577,A351
P11220,C2529,Travel,3056,2021-01-24,Active,334298,A351
P11221,C3333,Travel,2477,2023-03-13,Expired,438229,A194
P11222,C1741,Auto,1735,2023-11-15,Expired,90531,A477
P11223,C1832,Home,4977,2021-03-22,Active,341527,A078
P11224,C1447,Auto,2253,2024-12-17,Lapsed,491269,A232
P11225,C3991,Life,4729,2022-12-28,Lapsed,363507,A423
P11226,C0642,Travel,3516,2021-04-21,Active,245800,A104
P11227,C2036,Health,2057,2020-07-17,Lapsed,289128,A207
P11228,C1915,Health,4421,2024-10-11,Lapsed,111362,A173
P11229,C3649,Health,2003,2021-12-21,Active,187570,A007
P11230,C2619,Travel,1452,2020-10-03,Active,486823,A164
P11231,C1649,Travel,4468,2022-07-24,Active,231783,A071
P11232,C0856,Travel,3808,2021-06-10,Active,156065,A299
P11233,C2127,Auto,673,2024-12-15,Expired,352724,A439
P11234,C2202,Home,1776,2022-10-10,Active,401021,A105
P11235,C1931,Life,356,2022-12-10,Expired,155789,A197
P11236,C2046,Auto,3763,2021-01-02,Lapsed,237451,A491
P11237,C1034,Life,458,2020-12-06,Active,392973,A364
P11238,C0870,Life,3797,2024-01-04,Expired,49662,A236
P11239,C4979,Life,3710,2024-08-30,Expired,483038,A128
P11240,C2861,Travel,4088,2023-09-23,Lapsed,38385,A405
P11241,C3633,Auto,3366,2021-01-07,Expired,216173,A219
P11242,C2487,Travel,4420,2022-11-18,Expired,298249,A001
P11243,C4399,Travel,4340,2023-11-11,Expired,499570,A382
P11244,C0592,Travel,4357,2023-07-11,Lapsed,477059,A236
P11245,C2026,Travel,3596,2021-07-20,Active,457507,A323
P11246,C0571,Health,2788,2020-09-16,Expired,144173,A022
P11247,C2608,Auto,1002,2022-07-20,Expired,482891,A161
P11248,C4455,Travel,3556,2023-03-03,Expired,61149,A149
P11249,C1716,Home,730,2022-06-30,Lapsed,351661,A010
P11250,C1936,Life,1828,2023-04-12,Expired,71016,A465
P11251,C0123,Health,996,2025-03-05,Active,115867,A225
P11252,C3455,Life,4708,2025-03-16,Expired,399238,A448
P11253,C2648,Health,1462,2024-07-07,Expired,15024,A276
P11254,C2426,Life,3602,2020-11-03,Lapsed,282734,A132
P11255,C3551,Life,4507,2023-03-16,Expired,319059,A127
P11256,C2623,Life,1434,2023-08-18,Active,438023,A180
P11257,C4828,Life,2577,2022-03-04,Active,247326,A095
P11258,C3854,Home,2971,2025-01-22,Lapsed,414441,A373
P11259,C3657,Travel,2083,2023-02-25,Expired,180103,A247
P11260,C3707,Life,2141,2021-06-30,Expired,47821,A292
P11261,C3413,Travel,777,2024-02-22,Expired,350630,A415
P11262,C0529,Health,652,2023-10-30,Lapsed,46274,A427
P11263,C2585,Life,1443,2025-02-25,Expired,231274,A378
P11264,C3949,Home,1973,2021-06-29,Active,385094,A223
P11265,C3374,Life,4867,2023-08-05,Expired,223941,A442
P11266,C1022,Health,2429,2024-01-17,Lapsed,80096,A216
P11267,C4028,Health,2580,2024-12-26,Active,195192,A047
P11268,C2313,Home,4662,2024-07-16,Active,219060,A348
P11269,C4842,Home,3302,2022-11-14,Expired,474175,A372
P11270,C0780,Life,1352,2021-06-08,Active,347050,A428
P11271,C1219,Travel,599,2023-01-30,Active,115991,A304
P11272,C0630,Life,2151,2021-09-02,Active,393453,A286
P11273,C1494,Health,2234,2020-07-06,Lapsed,83007,A185
P11274,C3221,Life,4956,2023-07-22,Expired,22613,A396
P11275,C0960,Health,981,2020-08-27,Active,168733,A411
P11276,C2928,Life,528,2021-06-01,Lapsed,278497,A407
P11277,C2107,Home,1494,2022-05-18,Lapsed,247215,A108
P11278,C3721,Auto,1882,2022-01-25,Active,322536,A490
P11279,C0491,Auto,716,2020-08-09,Expired,103971,A365
P11280,C3183,Auto,2304,2022-06-16,Expired,99550,A248
P11281,C0759,Travel,4185,2023-02-14,Expired,286458,A121
P11282,C3766,Travel,4971,2021-01-01,Active,352963,A362
P11283,C1679,Travel,844,2024-10-17,Lapsed,446872,A249
P11284,C1879,Life,705,2020-07-22,Lapsed,157653,A472
P11285,C3963,Life,1678,2023-12-30,Expired,358740,A067
P11286,C1763,Health,1080,2025-05-03,Active,394465,A313
P11287,C2035,Life,3728,2021-01-09,Expired,299690,A321
P11288,C0002,Health,3690,2023-08-07,Active,231647,A198
P11289,C4137,Health,485,2023-04-17,Expired,44539,A263
P11290,C0230,Life,4022,2022-08-02,Expired,307738,A251
P11291,C4223,Travel,2250,2022-10-28,Lapsed,197158,A032
P11292,C0071,Life,3680,2022-11-22,Active,99754,A118
P11293,C1135,Health,3642,2024-12-18,Lapsed,85510,A460
P11294,C4493,Auto,1194,2024-03-26,Lapsed,228683,A035
P11295,C2049,Auto,3845,2023-01-07,Lapsed,133696,A001
P11296,C4331,Auto,4781,2021-08-25,Expired,251385,A496
P11297,C2801,Home,3024,2023-11-07,Expired,48037,A258
P11298,C2979,Home,2910,2024-07-13,Lapsed,293968,A147
P11299,C2654,Life,1157,2023-04-03,Lapsed,443125,A140
P11300,C3209,Home,1947,2020-07-26,Lapsed,240452,A406
P11301,C0244,Auto,434,2021-02-13,Active,438280,A222
P11302,C4627,Life,2080,2022-02-03,Active,451368,A309
P11303,C4614,Home,3664,2022-12-19,Lapsed,110249,A056
P11304,C3978,Life,4321,2024-02-09,Lapsed,242399,A159
P11305,C2860,Travel,1701,2024-12-25,Expired,56711,A155
P11306,C0686,Auto,1348,2024-11-09,Expired,232893,A204
P11307,C1843,Life,1962,2022-03-20,Lapsed,159322,A218
P11308,C0057,Life,495,2021-01-15,Lapsed,336105,A438
P11309,C2833,Auto,4330,2023-06-12,Active,411003,A390
P11310,C3448,Travel,2873,2024-07-14,Lapsed,493702,A230
P11311,C1148,Auto,2646,2024-01-06,Active,179462,A081
P11312,C0148,Home,2459,2025-06-17,Lapsed,485526,A214
P11313,C3163,Health,664,2024-03-05,Expired,259157,A111
P11314,C3577,Health,2035,2024-07-16,Expired,477995,A426
P11315,C4269,Travel,1073,2022-05-16,Expired,272943,A438
P11316,C1739,Health,2731,2020-08-26,Active,111164,A429
P11317,C0812,Home,501,2025-06-16,Active,156220,A109
P11318,C3774,Home,1647,2024-12-06,Expired,39515,A427
P11319,C4621,Home,868,2021-12-12,Expired,473260,A326
P11320,C2606,Health,2209,2024-06-16,Lapsed,384013,A468
P11321,C2814,Life,4480,2022-07-23,Active,451690,A301
P11322,C0143,Life,1727,2021-05-11,Lapsed,449614,A373
P11323,C1505,Auto,1764,2021-07-27,Lapsed,285617,A430
P11324,C3346,Travel,1903,2020-10-01,Active,189023,A479
P11325,C4281,Auto,422,2024-11-22,Lapsed,250283,A363
P11326,C1055,Health,1049,2024-08-09,Active,56579,A005
P11327,C2817,Travel,4852,2023-04-11,Active,95709,A134
P11328,C4519,Travel,3087,2022-07-28,Expired,421171,A185
P11329,C0480,Health,445,2024-01-28,Active,89855,A228
P11330,C3885,Home,2888,2023-07-26,Active,255900,A169
P11331,C0703,Home,2292,2024-07-08,Active,380641,A321
P11332,C1971,Health,4075,2023-11-09,Expired,303038,A130
P11333,C1866,Life,2938,2022-03-11,Active,135886,A210
P11334,C3911,Life,1945,2022-12-15,Active,155510,A447
P11335,C1149,Auto,4964,2021-08-06,Expired,135024,A381
P11336,C4839,Travel,3178,2024-02-21,Active,213164,A006
P11337,C3274,Travel,3348,2025-04-22,Active,25943,A459
P11338,C1172,Auto,2243,2022-12-11,Lapsed,42950,A238
P11339,C3514,Auto,4919,2022-03-18,Expired,289498,A280
P11340,C3885,Auto,398,2022-08-19,Expired,460113,A027
P11341,C2621,Life,1598,2023-01-09,Active,242510,A281
P11342,C3391,Health,2174,2022-08-03,Active,428701,A019
P11343,C0140,Life,3729,2023-06-27,Lapsed,51433,A366
P11344,C2042,Auto,1846,2022-06-09,Active,91261,A208
P11345,C3830,Health,1631,2024-11-14,Expired,455292,A178
P11346,C2056,Travel,375,2021-08-24,Expired,235403,A027
P11347,C4330,Life,988,2023-12-17,Expired,216669,A047
P11348,C0878,Travel,4391,2024-05-06,Active,307164,A237
P11349,C3520,Health,2408,2021-01-01,Active,93412,A153
P11350,C1837,Life,1350,2024-02-17,Lapsed,239286,A372
P11351,C0903,Auto,1320,2023-04-08,Active,162832,A330
P11352,C2826,Life,4059,2021-08-30,Active,61837,A176
P11353,C1150,Home,4669,2022-05-16,Active,41335,A115
P11354,C1040,Travel,3249,2023-03-13,Lapsed,154913,A084
P11355,C1367,Life,4284,2023-09-10,Lapsed,180907,A213
P11356,C3278,Home,3961,2022-04-20,Lapsed,483620,A379
P11357,C1702,Travel,1381,2023-01-15,Expired,154277,A396
P11358,C1766,Health,718,2025-02-21,Lapsed,454817,A018
P11359,C1747,Auto,2779,2024-11-16,Expired,179384,A078
P11360,C2223,Travel,768,2023-04-23,Expired,126851,A450
P11361,C1722,Home,1096,2025-03-17,Lapsed,22567,A308
P11362,C2819,Travel,4477,2025-01-24,Active,148294,A434
P11363,C1693,Health,3356,2020-10-27,Active,226410,A027
P11364,C2095,Auto,4431,2024-07-20,Lapsed,456670,A396
P11365,C1021,Life,2757,2025-03-28,Active,187597,A231
P11366,C0999,Life,3874,2021-12-09,Expired,431116,A177
P11367,C3246,Travel,4089,2021-08-11,Active,213137,A428
P11368,C3298,Health,1071,2025-03-20,Expired,225900,A110
P11369,C2064,Auto,3786,2021-07-01,Expired,337513,A003
P11370,C3525,Life,2561,2022-06-22,Active,172283,A375
P11371,C3701,Life,2207,2025-02-13,Expired,183623,A099
P11372,C1065,Travel,1938,2021-10-28,Active,363475,A420
P11373,C3364,Travel,1149,2024-06-11,Active,483323,A135
P11374,C2849,Life,2851,2024-11-15,Active,52476,A276
P11375,C2346,Auto,4464,2021-01-29,Lapsed,102852,A114
P11376,C0280,Auto,345,2021-04-08,Expired,302760,A294
P11377,C3378,Home,1163,2023-01-04,Expired,335208,A369
P11378,C1011,Auto,1732,2022-04-28,Expired,266270,A357
P11379,C0409,Health,3700,2024-12-09,Lapsed,181133,A299
P11380,C2867,Travel,3680,2024-07-10,Active,23340,A498
P11381,C0447,Home,1107,2024-01-11,Expired,46679,A088
P11382,C3750,Health,387,2023-05-18,Active,171145,A100
P11383,C3124,Auto,354,2025-04-02,Expired,461448,A085
P11384,C4948,Life,466,2022-08-03,Expired,308723,A457
P11385,C0786,Life,3153,2024-01-13,Expired,376962,A044
P11386,C4551,Travel,4024,2022-01-02,Active,218716,A491
P11387,C3071,Life,853,2024-03-16,Expired,323035,A254
P11388,C3147,Health,484,2021-11-17,Lapsed,259443,A156
P11389,C4455,Life,1927,2022-01-27,Active,204240,A086
P11390,C4190,Life,4747,2023-06-07,Expired,275638,A457
P11391,C1513,Auto,2845,2023-01-19,Lapsed,314274,A168
P11392,C1562,Travel,516,2021-10-15,Lapsed,89388,A498
P11393,C4918,Home,2548,2021-12-21,Active,433108,A492
P11394,C0738,Auto,2555,2021-04-26,Expired,316121,A288
P11395,C4677,Auto,4405,2020-09-16,Lapsed,96268,A440
P11396,C2433,Auto,4177,2023-01-12,Active,18246,A062
P11397,C4628,Travel,4450,2021-01-14,Active,284124,A020
P11398,C2210,Life,553,2023-03-16,Lapsed,483993,A249
P11399,C2305,Life,2102,2021-01-03,Lapsed,131819,A228
P11400,C2675,Health,320,2024-07-12,Active,40571,A256
P11401,C4453,Travel,3004,2022-08-17,Lapsed,90842,A330
P11402,C2127,Auto,878,2024-08-28,Active,58936,A189
P11403,C0439,Travel,2102,2021-07-22,Expired,318603,A139
P11404,C0571,Auto,2240,2024-05-30,Lapsed,402737,A494
P11405,C4760,Travel,4981,2022-04-12,Active,75875,A097
P11406,C2127,Health,4169,2025-02-27,Lapsed,348649,A481
P11407,C4922,Health,2841,2023-05-16,Active,40950,A145
P11408,C3760,Health,4365,2023-07-25,Active,90802,A007
P11409,C4704,Travel,2097,2024-11-29,Active,335410,A240
P11410,C0701,Health,4119,2024-09-26,Active,417542,A475
P11411,C1092,Home,366,2022-08-14,Active,83201,A223
P11412,C0776,Travel,4509,2023-06-29,Expired,492189,A079
P11413,C0054,Home,3008,2021-08-10,Expired,316655,A335
P11414,C3589,Travel,1439,2023-03-06,Active,85542,A349
P11415,C2910,Life,2201,2022-02-18,Expired,302267,A486
P11416,C3764,Home,2330,2024-02-21,Expired,223581,A233
P11417,C2753,Life,605,2023-09-17,Active,264011,A184
P11418,C4424,Auto,1231,2021-12-16,Expired,319238,A366
P11419,C1087,Home,3990,2025-04-08,Lapsed,200640,A012
P11420,C4821,Travel,3331,2023-12-27,Lapsed,343689,A075
P11421,C1871,Travel,1936,2021-09-27,Active,130636,A293
P11422,C1588,Life,3784,2024-01-08,Lapsed,256288,A183
P11423,C4213,Home,3040,2024-08-14,Expired,16897,A307
P11424,C4693,Home,3985,2024-12-01,Active,473155,A363
P11425,C3449,Travel,1236,2021-04-15,Lapsed,462647,A173
P11426,C2564,Health,1333,2022-08-17,Lapsed,80683,A182
P11427,C1147,Home,2308,2021-06-19,Active,152193,A443
P11428,C1668,Auto,950,2021-05-29,Expired,169478,A284
P11429,C0128,Home,3478,2022-02-23,Expired,413276,A402
P11430,C4824,Life,1794,2021-11-14,Expired,138402,A116
P11431,C2091,Life,1899,2023-05-31,Expired,309175,A147
P11432,C4324,Life,890,2024-01-10,Active,31813,A099
P11433,C4787,Life,2018,2022-12-31,Expired,78732,A315
P11434,C1391,Health,1838,2024-09-02,Expired,330913,A444
P11435,C2261,Home,2446,2023-10-25,Active,358718,A088
P11436,C3389,Life,3301,2020-11-21,Active,447556,A215
P11437,C3474,Home,1579,2020-10-11,Expired,131344,A357
P11438,C3838,Auto,2878,2022-07-05,Active,306510,A039
P11439,C3137,Home,2268,2025-03-15,Expired,269405,A150
P11440,C4345,Travel,4295,2024-07-08,Expired,328316,A012
P11441,C0997,Life,3576,2022-12-01,Active,320986,A436
P11442,C4600,Life,1092,2024-12-11,Active,102842,A327
P11443,C3008,Travel,2115,2023-04-04,Active,434690,A270
P11444,C0176,Travel,3409,2020-10-08,Active,199524,A135
P11445,C1784,Home,3051,2022-02-21,Active,267128,A047
P11446,C0422,Life,2901,2023-07-08,Expired,137179,A173
P11447,C2382,Auto,854,2025-03-09,Lapsed,265199,A116
