gradeID,enrollmentID,grade,gradeDate
G20822,E13238,B,2022-11-26
G20823,E12992,D,2022-01-18
G20824,E15239,D,2021-05-31
G20825,E15688,C,2023-09-08
G20826,E14674,B,2023-01-22
G20827,E13856,F,2023-06-16
G20828,E15228,C,2021-07-17
G20829,E14958,D,2024-04-12
G20830,E12642,D,2020-09-07
G20831,E10910,A,2021-05-27
G20832,E12888,D,2020-06-25
G20833,E14102,B,2020-08-30
G20834,E14095,D,2024-01-11
G20835,E13153,C,2020-12-26
G20836,E10139,F,2021-01-26
G20837,E11877,F,2022-11-19
G20838,E13030,D,2022-06-28
G20839,E12706,F,2022-01-20
G20840,E10777,B,2022-11-08
G20841,E10677,D,2021-04-24
G20842,E10176,B,2020-11-07
G20843,E11680,C,2021-06-16
G20844,E14862,D,2020-08-02
G20845,E14776,D,2025-02-05
G20846,E15784,D,2020-07-11
G20847,E10511,F,2023-07-31
G20848,E10807,C,2021-10-11
G20849,E15663,C,2023-07-04
G20850,E11739,D,2023-10-06
G20851,E11678,F,2022-09-05
G20852,E14491,B,2024-06-25
G20853,E14451,B,2024-11-11
G20854,E15647,A,2023-06-12
G20855,E14022,C,2020-12-07
G20856,E10886,B,2023-01-30
G20857,E14629,C,2023-02-13
G20858,E10751,A,2020-12-07
G20859,E14424,A,2024-01-27
G20860,E12932,B,2025-04-24
G20861,E15895,C,2022-07-25
G20862,E12837,A,2020-11-05
G20863,E13876,B,2024-09-08
G20864,E15328,A,2022-07-05
G20865,E11544,B,2021-10-16
G20866,E14169,C,2022-10-09
G20867,E15540,F,2023-08-23
G20868,E15065,F,2025-05-28
G20869,E12723,C,2021-05-21
G20870,E10072,D,2025-02-26
G20871,E13432,D,2022-08-01
G20872,E11970,D,2021-02-04
G20873,E11427,D,2021-10-08
G20874,E14788,B,2021-06-06
G20875,E14209,C,2022-11-21
G20876,E11957,C,2021-10-28
G20877,E10818,F,2022-03-04
G20878,E14487,A,2023-07-02
G20879,E10800,C,2021-12-20
G20880,E13019,A,2024-11-15
G20881,E14422,F,2023-08-08
G20882,E11444,B,2022-04-02
G20883,E14583,F,2020-08-31
G20884,E11717,A,2021-01-28
G20885,E11551,C,2024-01-20
G20886,E15097,D,2020-07-03
G20887,E13125,C,2020-12-23
G20888,E14443,D,2023-12-10
G20889,E12217,A,2021-05-08
G20890,E11119,B,2024-01-24
G20891,E14244,F,2024-07-01
G20892,E14023,C,2021-03-25
G20893,E15277,D,2022-06-28
G20894,E11134,C,2022-12-05
G20895,E14802,D,2024-07-30
G20896,E12340,D,2024-08-06
G20897,E12992,B,2025-01-24
G20898,E15740,B,2021-10-01
G20899,E13932,C,2022-01-06
G20900,E13142,B,2020-07-11
G20901,E10736,C,2023-09-12
G20902,E14642,D,2022-08-23
G20903,E14223,D,2021-09-23
G20904,E15613,C,2022-10-12
G20905,E10789,A,2022-12-29
G20906,E13977,B,2021-09-08
G20907,E12550,B,2020-07-24
G20908,E12131,C,2022-06-10
G20909,E12942,F,2021-09-11
G20910,E14602,F,2020-07-14
G20911,E11082,B,2023-07-25
G20912,E10588,D,2022-06-25
G20913,E12346,C,2020-07-19
G20914,E10636,B,2024-09-03
G20915,E14340,D,2021-11-17
G20916,E13226,D,2025-04-03
G20917,E12375,D,2020-06-28
G20918,E12073,F,2023-12-12
G20919,E13804,C,2020-10-03
G20920,E13291,B,2023-06-02
G20921,E10725,C,2021-06-29
G20922,E14344,B,2024-09-02
G20923,E11445,B,2021-01-07
G20924,E15799,A,2021-10-16
G20925,E12697,B,2025-04-20
G20926,E12845,D,2022-08-20
G20927,E15455,A,2023-08-23
G20928,E13374,B,2022-05-21
G20929,E11978,F,2023-12-05
G20930,E14226,A,2020-10-19
G20931,E15569,D,2022-12-15
G20932,E14536,D,2025-01-30
G20933,E15080,D,2022-11-08
G20934,E15816,B,2021-07-12
G20935,E13589,F,2024-11-14
G20936,E14235,B,2020-12-04
G20937,E11919,B,2020-12-28
G20938,E15072,C,2020-07-23
G20939,E12453,F,2025-05-01
G20940,E15330,F,2024-10-08
G20941,E13130,F,2025-02-10
G20942,E15011,F,2020-12-06
G20943,E13412,B,2024-07-03
G20944,E12554,B,2021-06-07
G20945,E11031,D,2023-07-07
G20946,E12978,A,2024-06-20
G20947,E10631,A,2021-11-15
G20948,E11745,C,2024-11-18
G20949,E11814,D,2021-01-29
G20950,E10601,B,2023-04-11
G20951,E15162,B,2024-09-17
G20952,E14088,A,2022-07-08
G20953,E15809,F,2023-11-08
G20954,E12668,A,2021-04-18
G20955,E15707,D,2024-05-14
G20956,E11068,F,2024-03-10
G20957,E14888,C,2023-10-13
G20958,E11058,F,2021-01-05
G20959,E12615,A,2020-07-10
G20960,E14319,C,2020-09-29
G20961,E13014,F,2025-01-08
G20962,E11365,F,2022-05-04
G20963,E15963,A,2022-08-24
G20964,E10425,F,2022-08-03
G20965,E13298,C,2022-06-15
G20966,E14469,A,2021-04-17
G20967,E15959,B,2021-06-30
G20968,E12830,B,2024-11-20
G20969,E14005,F,2022-05-14
G20970,E14624,F,2025-04-17
G20971,E15234,C,2023-12-31
G20972,E12307,A,2021-07-23
G20973,E12803,A,2020-08-14
G20974,E15907,F,2020-10-23
G20975,E15963,D,2021-01-15
G20976,E11233,A,2023-05-19
G20977,E14614,C,2021-10-27
G20978,E12760,B,2023-08-27
G20979,E13712,C,2021-01-07
G20980,E12850,B,2022-10-12
G20981,E10852,A,2024-06-21
G20982,E12775,B,2024-09-16
G20983,E13140,F,2022-04-27
G20984,E15013,A,2025-06-10
G20985,E15630,C,2021-08-04
G20986,E11911,D,2023-03-16
G20987,E11809,B,2021-04-13
G20988,E10573,B,2025-01-27
G20989,E15050,C,2021-07-10
G20990,E11800,C,2024-06-30
G20991,E12907,D,2022-06-04
G20992,E11708,B,2025-06-08
G20993,E13999,D,2020-10-15
G20994,E12113,C,2023-03-03
G20995,E12320,A,2024-07-25
G20996,E13011,D,2024-03-18
G20997,E12285,C,2020-11-25
G20998,E12818,F,2024-01-18
G20999,E13136,D,2022-11-05
G21000,E15683,D,2022-10-25
G21001,E11279,A,2023-07-11
G21002,E11577,B,2021-02-15
G21003,E15524,C,2023-11-15
G21004,E11557,D,2024-10-24
G21005,E12381,D,2022-12-09
G21006,E15419,A,2020-07-11
G21007,E12916,B,2023-11-10
G21008,E15440,A,2021-11-11
G21009,E14329,F,2025-01-24
G21010,E11191,A,2024-07-09
G21011,E15352,F,2022-08-23
G21012,E13402,A,2021-06-23
G21013,E11593,C,2021-10-20
G21014,E12140,C,2022-07-08
G21015,E11171,A,2021-01-04
G21016,E10412,A,2024-11-05
G21017,E15819,D,2025-03-14
G21018,E15228,A,2023-10-21
G21019,E13434,B,2024-07-13
G21020,E12266,A,2023-02-28
G21021,E12904,C,2024-12-05
G21022,E13048,D,2024-07-18
G21023,E13633,A,2021-08-19
G21024,E11799,C,2024-10-02
G21025,E15182,F,2023-04-01
G21026,E11960,A,2024-05-29
G21027,E14823,B,2020-09-27
G21028,E15403,A,2025-06-03
G21029,E13367,F,2022-01-20
G21030,E11063,F,2024-02-05
G21031,E13205,C,2021-04-17
G21032,E12337,A,2023-05-07
G21033,E13623,C,2025-01-15
G21034,E14251,F,2022-09-20
G21035,E15847,F,2021-04-26
G21036,E12160,A,2021-09-23
G21037,E15435,F,2023-03-13
G21038,E13635,F,2020-09-11
G21039,E13523,B,2022-02-24
G21040,E10496,A,2022-05-14
G21041,E11032,F,2024-07-01
G21042,E14921,F,2023-07-29
G21043,E13023,F,2023-09-06
G21044,E12329,C,2023-03-12
G21045,E15920,B,2025-03-14
G21046,E15620,B,2022-12-06
G21047,E13803,A,2024-12-26
G21048,E14423,D,2022-05-17
G21049,E12533,C,2024-11-21
G21050,E14043,F,2024-03-23
G21051,E10421,C,2021-12-25
G21052,E12884,D,2024-11-08
G21053,E12115,D,2020-12-25
G21054,E14149,A,2023-05-07
G21055,E13027,B,2020-07-18
G21056,E12859,D,2022-02-13
G21057,E12347,A,2023-06-01
G21058,E12915,C,2021-06-25
G21059,E11460,A,2023-08-23
G21060,E10598,F,2021-03-31
G21061,E15685,D,2022-12-02
G21062,E10282,A,2021-12-18
G21063,E13407,B,2024-08-30
G21064,E10662,C,2024-09-29
G21065,E15889,B,2024-06-27
G21066,E11094,A,2024-01-20
G21067,E11589,D,2023-05-20
G21068,E14170,A,2025-04-29
G21069,E13524,D,2021-04-30
G21070,E11631,B,2022-02-22
G21071,E15431,D,2021-11-24
G21072,E15789,A,2022-01-05
G21073,E15423,A,2024-02-06
G21074,E15808,F,2023-03-09
G21075,E12331,A,2021-09-10
G21076,E14543,C,2022-10-06
G21077,E11613,F,2025-04-24
G21078,E10565,D,2020-12-26
G21079,E13809,C,2021-11-13
G21080,E10592,F,2020-07-11
G21081,E15858,A,2022-05-25
G21082,E14274,C,2024-01-28
G21083,E15483,C,2021-07-14
G21084,E11187,D,2024-06-02
G21085,E13826,C,2022-06-26
G21086,E12562,C,2025-06-11
G21087,E10578,F,2024-12-25
G21088,E14198,D,2024-01-29
G21089,E12498,D,2023-11-30
G21090,E13914,F,2023-06-08
G21091,E14422,B,2021-07-18
G21092,E13675,F,2022-03-10
G21093,E11452,F,2023-12-23
G21094,E14523,D,2025-01-12
G21095,E12387,A,2025-03-28
G21096,E10185,D,2023-02-19
G21097,E13229,C,2024-10-12
G21098,E11619,D,2020-09-28
G21099,E14410,F,2023-11-04
G21100,E10804,C,2023-05-27
G21101,E15238,B,2022-05-08
G21102,E11844,A,2024-09-05
G21103,E15335,F,2023-09-13
G21104,E10139,D,2024-04-07
G21105,E11236,B,2020-07-02
G21106,E15201,A,2021-08-26
G21107,E12054,D,2024-02-11
G21108,E13546,F,2020-08-22
G21109,E14643,A,2020-08-19
G21110,E15519,D,2023-11-25
G21111,E11802,B,2021-12-15
G21112,E15613,B,2021-03-05
G21113,E15944,A,2024-09-22
G21114,E13273,F,2023-03-10
G21115,E10666,D,2021-04-09
G21116,E11309,C,2024-02-04
G21117,E10024,F,2020-09-19
G21118,E14309,F,2022-09-17
G21119,E12512,C,2020-06-28
G21120,E13164,A,2023-08-09
G21121,E11725,D,2025-03-14
G21122,E13360,A,2024-08-22
G21123,E14852,A,2022-11-11
G21124,E14129,C,2022-01-22
G21125,E12392,F,2023-01-02
G21126,E15339,B,2022-07-10
G21127,E10215,B,2025-05-25
G21128,E13859,D,2021-01-17
G21129,E12511,A,2025-05-31
G21130,E13119,C,2024-09-26
G21131,E11987,C,2023-05-24
G21132,E14093,A,2023-09-18
G21133,E15667,C,2024-04-06
G21134,E15514,F,2021-01-10
G21135,E15902,C,2022-04-01
G21136,E10931,B,2024-09-17
G21137,E12037,F,2021-03-18
G21138,E11792,A,2021-11-23
G21139,E15613,C,2020-06-22
G21140,E10700,F,2020-09-22
G21141,E12158,D,2021-10-02
G21142,E11053,B,2023-03-13
G21143,E13969,A,2022-10-04
G21144,E15229,F,2024-01-02
G21145,E15278,A,2021-02-24
G21146,E11529,F,2023-03-10
G21147,E14614,C,2023-04-03
G21148,E14772,B,2024-07-09
G21149,E13931,B,2023-10-28
G21150,E14086,C,2023-04-09
G21151,E13176,F,2023-09-12
G21152,E11086,A,2024-10-20
G21153,E14702,A,2021-10-23
G21154,E10883,D,2020-08-15
G21155,E14369,B,2022-06-03
G21156,E12852,B,2020-09-01
G21157,E15654,A,2024-12-01
G21158,E13952,F,2022-02-05
G21159,E10371,F,2022-11-10
G21160,E15970,C,2023-01-22
G21161,E15505,A,2023-03-25
G21162,E15485,B,2025-03-20
G21163,E14667,A,2020-06-27
G21164,E14519,F,2022-10-13
G21165,E14584,B,2020-10-03
G21166,E14156,F,2022-08-24
G21167,E12578,A,2021-09-03
G21168,E14571,A,2024-11-17
G21169,E10519,F,2022-07-21
G21170,E11605,F,2023-07-13
G21171,E14218,C,2025-06-02
G21172,E14509,B,2023-11-07
G21173,E11206,B,2024-03-07
G21174,E14864,F,2024-11-26
G21175,E13153,A,2023-05-31
G21176,E14056,C,2022-09-01
G21177,E12244,F,2022-06-23
G21178,E12810,D,2020-08-03
G21179,E13721,B,2024-07-03
G21180,E12308,A,2022-09-03
G21181,E11038,A,2022-01-21
G21182,E11006,C,2024-01-24
G21183,E12119,C,2024-11-21
G21184,E13639,D,2021-06-11
G21185,E14123,C,2023-07-30
G21186,E11415,A,2024-11-17
G21187,E15006,B,2024-03-17
G21188,E15789,F,2021-10-06
G21189,E11221,D,2021-04-08
G21190,E11715,D,2023-08-07
G21191,E15604,A,2022-05-30
G21192,E14201,C,2023-08-16
G21193,E12360,D,2022-06-05
G21194,E15687,D,2022-12-23
G21195,E12264,C,2023-08-31
G21196,E13143,A,2023-07-12
G21197,E13403,F,2023-03-24
G21198,E12023,C,2020-10-12
G21199,E14697,B,2020-07-29
G21200,E10577,B,2021-12-21
G21201,E10473,A,2022-06-27
G21202,E10432,A,2021-03-03
G21203,E14090,A,2025-02-25
G21204,E12640,C,2022-10-28
G21205,E13464,D,2022-08-14
G21206,E15082,B,2024-11-27
G21207,E13549,F,2022-12-22
G21208,E13062,D,2021-07-26
G21209,E10494,F,2021-02-22
G21210,E15182,B,2023-09-28
G21211,E10862,C,2020-10-10
G21212,E11092,A,2021-05-18
G21213,E12657,D,2022-06-26
G21214,E15510,D,2021-03-08
G21215,E13150,F,2023-06-29
G21216,E10222,B,2023-10-27
G21217,E12266,C,2020-11-09
G21218,E11210,B,2021-05-30
G21219,E11132,B,2020-12-06
G21220,E13181,C,2023-06-14
G21221,E10567,F,2023-04-07
G21222,E10580,A,2024-01-30
G21223,E15343,F,2022-12-05
G21224,E13235,B,2022-03-16
G21225,E12449,C,2024-02-16
G21226,E13092,A,2021-07-27
G21227,E13171,A,2022-11-28
G21228,E14797,B,2022-05-29
G21229,E10068,F,2023-06-10
G21230,E10653,D,2021-04-03
G21231,E12849,F,2024-04-22
G21232,E11777,C,2022-05-17
G21233,E13406,B,2021-11-06
G21234,E10085,A,2021-10-05
G21235,E15850,A,2023-08-26
G21236,E13809,F,2024-07-21
G21237,E10589,F,2021-05-23
G21238,E14156,A,2023-10-21
G21239,E10230,A,2021-06-30
G21240,E10042,A,2021-12-07
G21241,E14151,B,2025-02-01
G21242,E15377,A,2020-08-10
G21243,E14871,D,2021-02-13
G21244,E15650,D,2023-12-23
G21245,E13484,A,2025-05-30
G21246,E10892,D,2022-05-03
G21247,E14864,A,2025-05-15
G21248,E12334,B,2024-11-02
G21249,E13922,F,2021-12-18
G21250,E11472,F,2024-01-11
G21251,E15545,F,2021-11-06
G21252,E12427,B,2024-09-06
G21253,E11829,F,2022-11-07
G21254,E11728,D,2024-12-07
G21255,E14587,A,2021-08-03
G21256,E12694,F,2023-09-23
G21257,E12587,D,2022-06-16
G21258,E15912,A,2025-05-07
G21259,E10583,F,2022-05-05
G21260,E12545,F,2024-03-30
G21261,E10408,D,2021-03-13
G21262,E13704,F,2023-09-10
G21263,E14654,F,2021-06-03
G21264,E14641,A,2020-08-15
G21265,E14763,C,2021-05-14
G21266,E13243,B,2023-08-09
G21267,E12194,D,2022-05-21
G21268,E15567,B,2024-12-20
G21269,E10755,B,2024-02-15
G21270,E11195,B,2023-09-16
G21271,E10999,B,2024-10-05
G21272,E14613,A,2020-09-29
G21273,E10275,F,2022-01-12
G21274,E12450,B,2021-10-10
G21275,E13555,F,2021-12-22
G21276,E14714,D,2021-10-07
G21277,E10263,D,2024-06-20
G21278,E10318,D,2024-05-07
G21279,E12100,C,2021-10-28
G21280,E15854,C,2024-05-17
G21281,E10352,B,2023-04-15
G21282,E15304,D,2024-07-26
G21283,E14765,F,2021-09-26
G21284,E12488,C,2022-04-29
G21285,E15906,A,2021-02-18
G21286,E14894,C,2022-08-25
G21287,E12364,D,2021-03-28
G21288,E13409,D,2025-04-26
G21289,E11543,F,2023-04-04
G21290,E10943,C,2025-02-18
G21291,E12559,D,2024-10-10
G21292,E15244,B,2024-01-13
G21293,E14337,A,2022-03-29
G21294,E11609,D,2021-07-11
G21295,E14034,D,2020-11-23
G21296,E10835,D,2022-11-03
G21297,E13517,A,2023-03-08
G21298,E15722,C,2021-01-02
G21299,E14536,B,2022-11-24
G21300,E14202,C,2021-09-18
G21301,E14261,A,2022-07-10
G21302,E14253,F,2023-01-21
G21303,E12373,C,2024-08-16
G21304,E12623,C,2022-11-21
G21305,E12837,D,2020-11-06
G21306,E14171,C,2021-09-08
G21307,E10234,B,2022-02-11
G21308,E14829,B,2023-10-09
G21309,E15134,C,2022-03-16
G21310,E12300,C,2022-09-02
G21311,E11994,A,2025-06-11
G21312,E15966,B,2022-04-29
G21313,E14964,B,2021-10-12
G21314,E15221,D,2021-01-25
G21315,E12378,F,2024-10-04
G21316,E13089,B,2023-06-20
G21317,E14280,F,2025-01-19
G21318,E15542,D,2023-03-07
G21319,E13067,D,2023-08-02
G21320,E11346,D,2022-04-25
G21321,E14112,A,2024-06-17
G21322,E10391,D,2025-05-29
G21323,E12515,D,2023-06-21
G21324,E15544,F,2021-04-08
G21325,E12685,C,2022-04-09
G21326,E15532,A,2022-11-16
G21327,E15387,F,2021-12-03
G21328,E12394,D,2023-06-22
G21329,E12103,C,2025-05-22
G21330,E11343,B,2022-07-09
G21331,E13674,B,2020-10-29
G21332,E13558,A,2024-07-05
G21333,E12365,F,2023-05-15
G21334,E14845,C,2023-04-29
G21335,E13604,B,2023-02-27
G21336,E13039,A,2024-12-01
G21337,E13720,C,2023-09-05
G21338,E11086,D,2022-11-06
G21339,E11722,D,2023-11-21
G21340,E10707,F,2020-12-26
G21341,E10959,A,2020-09-16
G21342,E13656,B,2023-07-08
G21343,E12356,C,2020-07-04
G21344,E15218,D,2022-11-14
G21345,E15915,A,2024-01-25
G21346,E11383,F,2025-06-07
G21347,E14176,D,2023-11-08
G21348,E14969,F,2024-12-11
G21349,E11441,C,2021-04-24
G21350,E11441,A,2022-11-07
G21351,E11753,C,2023-05-26
G21352,E13061,C,2023-10-24
G21353,E15123,A,2023-07-23
G21354,E11346,C,2023-12-14
G21355,E12965,A,2021-01-31
G21356,E15437,B,2021-12-01
G21357,E11893,C,2024-06-04
G21358,E12679,A,2020-10-21
G21359,E14428,B,2022-11-20
G21360,E13452,D,2022-09-08
G21361,E12260,B,2022-11-30
G21362,E13641,A,2022-03-29
G21363,E11025,B,2025-03-29
G21364,E13190,F,2020-11-13
G21365,E11389,C,2021-05-18
G21366,E13279,B,2024-01-27
G21367,E11324,B,2021-06-30
G21368,E12704,D,2024-07-29
G21369,E10270,F,2021-09-23
G21370,E15226,C,2023-10-09
G21371,E12612,C,2022-09-08
G21372,E14725,F,2021-01-23
G21373,E12194,D,2022-08-13
G21374,E13662,B,2021-12-08
G21375,E12070,A,2023-04-16
G21376,E15889,F,2023-08-18
G21377,E15662,F,2022-10-25
G21378,E13049,A,2023-06-22
G21379,E13909,C,2023-06-09
G21380,E14066,F,2025-05-30
G21381,E15041,C,2024-08-15
G21382,E13771,D,2023-03-01
G21383,E11657,F,2023-06-16
G21384,E11158,C,2023-12-12
G21385,E15166,C,2023-07-11
G21386,E11527,C,2022-11-14
G21387,E12146,D,2022-02-15
G21388,E12975,F,2022-06-05
G21389,E10824,F,2021-02-04
G21390,E14771,A,2022-09-16
G21391,E14968,C,2023-04-25
G21392,E11964,C,2023-07-29
G21393,E10419,D,2021-02-10
G21394,E13238,A,2022-04-21
G21395,E11628,A,2023-07-02
G21396,E15724,C,2023-09-14
G21397,E12172,F,2024-07-02
G21398,E14930,A,2021-05-01
G21399,E11505,B,2021-10-04
G21400,E10922,B,2023-04-07
G21401,E12778,C,2023-08-24
G21402,E10372,B,2024-01-19
G21403,E13381,F,2023-03-25
G21404,E11932,F,2024-11-02
G21405,E11133,D,2025-04-16
G21406,E10661,D,2022-03-04
G21407,E12006,C,2022-01-06
G21408,E11184,A,2023-01-22
G21409,E14332,F,2024-11-25
G21410,E12425,B,2021-11-15
G21411,E11531,B,2022-04-12
G21412,E10678,C,2025-02-24
G21413,E10011,C,2023-03-07
G21414,E12476,A,2025-06-03
G21415,E13762,A,2024-03-01
G21416,E14943,D,2023-08-10
G21417,E13419,F,2021-01-10
G21418,E15994,C,2025-03-13
G21419,E10261,A,2022-03-20
G21420,E14247,F,2024-08-13
G21421,E12938,B,2025-06-08
G21422,E15271,A,2022-12-27
G21423,E10791,F,2021-05-28
G21424,E12976,D,2020-08-02
G21425,E14569,F,2024-08-20
G21426,E12522,D,2020-08-23
G21427,E10938,B,2023-06-26
G21428,E14176,B,2022-10-23
G21429,E11702,C,2023-11-18
G21430,E14593,A,2024-10-21
G21431,E10625,A,2023-01-22
G21432,E11641,D,2024-12-27
G21433,E11464,D,2023-06-02
G21434,E11133,D,2024-03-23
G21435,E12131,D,2024-11-19
G21436,E11770,F,2020-10-05
G21437,E12880,F,2023-04-13
G21438,E13811,B,2023-03-23
G21439,E11884,D,2022-02-02
G21440,E13727,A,2020-09-21
G21441,E15156,C,2022-02-01
G21442,E12719,D,2021-08-24
G21443,E12156,A,2024-11-27
G21444,E10270,A,2023-01-26
G21445,E14652,C,2024-10-18
G21446,E14448,D,2024-10-17
G21447,E11009,A,2021-07-14
G21448,E13668,C,2023-02-14
G21449,E12310,A,2020-11-23
G21450,E10290,F,2021-04-16
G21451,E15784,F,2023-01-07
G21452,E15468,D,2020-11-16
G21453,E14867,F,2023-02-04
G21454,E14169,B,2020-09-01
G21455,E14653,B,2024-01-18
G21456,E15480,D,2023-09-23
G21457,E10590,D,2021-12-07
G21458,E14209,F,2020-06-25
G21459,E13582,D,2022-02-08
G21460,E10106,B,2025-01-04
G21461,E15652,D,2022-08-12
G21462,E15077,D,2020-12-16
G21463,E10513,D,2021-03-07
G21464,E15200,F,2025-04-01
G21465,E14348,A,2024-09-25
G21466,E13849,A,2022-08-09
G21467,E11523,B,2023-09-01
G21468,E11059,C,2021-07-02
G21469,E10743,A,2021-07-26
G21470,E11254,F,2024-05-06
G21471,E13275,C,2021-02-18
G21472,E15013,D,2025-02-14
G21473,E11052,A,2024-11-22
G21474,E11389,F,2021-08-03
G21475,E15378,F,2024-01-04
G21476,E14672,A,2023-10-13
G21477,E14368,B,2021-11-26
G21478,E13535,C,2021-10-16
G21479,E12882,A,2022-01-22
G21480,E13853,C,2025-01-01
G21481,E10866,A,2025-02-20
G21482,E12120,C,2022-09-02
G21483,E12987,F,2021-11-07
G21484,E15973,A,2023-10-07
G21485,E12651,A,2020-09-29
G21486,E11003,F,2022-08-20
G21487,E11334,D,2024-04-12
G21488,E13537,B,2021-01-10
G21489,E15135,B,2021-02-05
G21490,E13394,B,2020-07-02
G21491,E13712,A,2021-08-31
G21492,E12410,F,2022-08-31
G21493,E15555,D,2024-09-04
G21494,E15810,C,2020-10-06
G21495,E12604,B,2022-05-02
G21496,E14599,A,2020-09-24
G21497,E11306,D,2024-05-23
G21498,E11248,D,2023-10-01
G21499,E15141,B,2020-06-24
G21500,E14671,C,2024-09-15
G21501,E10949,C,2025-01-02
G21502,E14609,C,2024-06-12
G21503,E13618,D,2021-12-10
G21504,E13257,D,2023-07-08
G21505,E15291,A,2024-11-13
G21506,E12483,F,2020-07-26
G21507,E12517,F,2024-12-09
G21508,E13541,C,2023-01-07
G21509,E10657,A,2022-01-21
G21510,E11110,D,2023-02-04
G21511,E10439,C,2020-10-05
G21512,E12621,A,2022-03-06
G21513,E12410,F,2024-07-11
G21514,E14722,A,2020-09-20
G21515,E11459,C,2021-09-30
G21516,E12581,F,2023-01-27
G21517,E10721,A,2022-05-29
G21518,E14335,F,2025-03-17
G21519,E11168,F,2024-11-02
G21520,E15968,B,2025-04-14
G21521,E11748,B,2022-12-27
G21522,E13695,B,2023-06-12
G21523,E13730,F,2020-11-01
G21524,E11075,A,2023-09-29
G21525,E10320,F,2022-08-27
G21526,E11094,D,2021-01-29
G21527,E15231,A,2022-05-05
G21528,E14307,D,2025-02-22
G21529,E13222,B,2023-01-14
G21530,E11583,A,2022-10-15
G21531,E14176,B,2024-09-06
G21532,E13374,C,2020-07-08
G21533,E10060,D,2023-10-16
G21534,E14674,B,2022-09-19
G21535,E11974,A,2024-05-29
G21536,E10434,B,2025-04-09
G21537,E10446,F,2023-11-21
G21538,E14679,F,2022-11-09
G21539,E13919,B,2020-11-08
G21540,E13676,F,2023-12-09
G21541,E14010,D,2023-03-24
G21542,E11482,A,2024-09-23
G21543,E12572,F,2023-04-19
G21544,E14992,D,2023-02-13
G21545,E14956,F,2024-08-12
G21546,E10784,D,2025-03-18
G21547,E12849,F,2020-08-25
G21548,E15315,F,2021-03-27
G21549,E11362,D,2024-09-23
G21550,E11326,F,2022-10-10
G21551,E14196,C,2023-04-12
G21552,E14136,B,2021-02-27
G21553,E10511,D,2025-06-18
G21554,E15187,F,2024-11-15
G21555,E10629,D,2024-07-09
G21556,E14480,D,2022-10-28
G21557,E11049,A,2023-02-14
G21558,E12630,B,2021-04-19
G21559,E11112,B,2021-02-13
G21560,E12871,C,2023-07-15
G21561,E14518,B,2020-09-07
G21562,E10758,F,2023-04-05
G21563,E14363,A,2024-05-26
G21564,E13570,D,2023-01-14
G21565,E15443,A,2023-08-25
G21566,E10864,F,2024-04-29
G21567,E13959,A,2024-06-22
G21568,E15175,C,2022-04-12
G21569,E15238,D,2022-03-25
G21570,E14333,A,2022-08-04
G21571,E14885,F,2021-05-12
G21572,E11137,C,2022-12-18
G21573,E11954,D,2024-04-27
G21574,E11483,F,2020-11-04
G21575,E13295,F,2022-10-03
G21576,E11007,B,2024-06-22
G21577,E12972,B,2021-05-05
G21578,E14715,A,2020-06-22
G21579,E12691,F,2022-09-16
G21580,E11894,A,2023-06-11
G21581,E12535,B,2022-08-13
G21582,E14015,F,2024-12-15
G21583,E12309,B,2024-10-16
G21584,E13632,A,2023-02-28
G21585,E13282,C,2021-12-08
G21586,E13607,B,2021-11-06
G21587,E13461,F,2021-05-02
G21588,E14241,A,2021-09-15
G21589,E14907,C,2020-10-21
G21590,E13732,F,2023-09-09
G21591,E12238,D,2020-12-22
G21592,E12925,B,2025-06-14
G21593,E13859,D,2021-02-07
G21594,E12156,B,2023-01-19
G21595,E12672,C,2025-01-01
G21596,E12377,F,2022-07-01
G21597,E12527,B,2023-02-17
G21598,E11221,A,2022-04-02
G21599,E12077,B,2021-11-05
G21600,E10577,F,2021-02-22
G21601,E14279,A,2024-07-29
G21602,E12683,A,2021-08-15
G21603,E10375,C,2021-10-15
G21604,E14829,B,2023-05-04
G21605,E11530,B,2021-02-17
G21606,E14647,A,2022-07-25
G21607,E12532,C,2023-01-09
G21608,E14929,F,2024-02-07
G21609,E15762,C,2022-05-17
G21610,E15395,B,2024-06-12
G21611,E10714,A,2021-10-06
G21612,E12837,B,2021-03-08
G21613,E15861,A,2022-04-16
G21614,E12095,A,2020-07-01
G21615,E12043,A,2022-05-15
G21616,E12624,B,2024-06-22
G21617,E15726,C,2025-02-18
G21618,E10455,C,2024-09-13
G21619,E12779,B,2021-01-28
G21620,E15377,B,2020-12-04
G21621,E13433,B,2023-07-24
G21622,E11550,D,2021-03-25
G21623,E14173,F,2025-02-18
G21624,E10213,D,2023-01-13
G21625,E14909,C,2023-07-12
G21626,E12445,B,2025-02-25
G21627,E10304,B,2023-11-11
G21628,E10867,B,2025-05-27
G21629,E13250,F,2020-09-01
G21630,E15903,F,2024-08-23
G21631,E13943,A,2021-01-09
G21632,E12563,D,2025-04-10
G21633,E13680,B,2024-02-13
G21634,E12466,F,2025-03-09
G21635,E14342,F,2023-01-18
G21636,E13576,D,2020-10-03
G21637,E14552,B,2023-09-09
G21638,E15929,D,2021-09-29
G21639,E10395,D,2021-05-12
G21640,E10291,C,2021-11-27
G21641,E13700,A,2021-05-19
G21642,E12902,D,2021-07-01
G21643,E14125,F,2024-06-20
