enrollmentID,studentID,courseID,enrollDate
E11501,S01344,C066,2022-11-12
E11502,S00779,C085,2022-03-26
E11503,S01457,C038,2021-09-08
E11504,S01061,C042,2025-02-23
E11505,S01002,C040,2022-05-13
E11506,S01776,C014,2023-09-29
E11507,S01017,C090,2023-10-14
E11508,S02522,C016,2023-07-26
E11509,S00236,C057,2023-04-11
E11510,S01060,C018,2021-06-23
E11511,S01352,C032,2021-11-04
E11512,S02033,C073,2025-06-15
E11513,S02515,C042,2024-07-18
E11514,S01268,C059,2022-02-18
E11515,S02490,C071,2025-02-27
E11516,S02172,C016,2025-05-05
E11517,S00713,C030,2022-09-26
E11518,S02549,C098,2022-09-19
E11519,S02185,C099,2023-05-25
E11520,S01946,C024,2022-01-19
E11521,S01928,C035,2022-02-25
E11522,S00841,C049,2021-07-28
E11523,S01963,C007,2021-08-31
E11524,S01190,C085,2021-04-15
E11525,S01117,C020,2022-05-19
E11526,S02026,C081,2024-05-31
E11527,S00838,C015,2024-09-24
E11528,S02463,C090,2024-02-06
E11529,S02186,C004,2025-02-26
E11530,S01341,C067,2023-02-03
E11531,S00252,C039,2024-07-02
E11532,S02644,C040,2023-08-23
E11533,S01998,C061,2023-03-03
E11534,S00721,C084,2023-09-06
E11535,S01243,C087,2023-09-07
E11536,S02032,C017,2020-10-21
E11537,S01592,C072,2024-11-15
E11538,S02554,C028,2022-07-02
E11539,S02751,C079,2022-06-05
E11540,S02918,C070,2022-02-03
E11541,S00638,C024,2021-10-28
E11542,S01242,C097,2020-07-25
E11543,S00775,C080,2023-07-20
E11544,S00740,C076,2022-05-30
E11545,S02420,C009,2022-04-25
E11546,S02794,C043,2022-08-12
E11547,S01766,C049,2024-12-26
E11548,S02195,C020,2022-05-03
E11549,S01793,C050,2024-12-14
E11550,S02475,C092,2024-01-19
E11551,S01927,C074,2022-04-09
E11552,S00068,C073,2024-05-11
E11553,S02184,C063,2022-11-09
E11554,S01267,C095,2023-03-07
E11555,S00900,C036,2021-05-17
E11556,S02912,C091,2021-03-13
E11557,S02644,C024,2022-06-17
E11558,S01039,C004,2021-05-04
E11559,S02568,C030,2025-05-28
E11560,S02708,C010,2020-07-13
E11561,S00921,C085,2024-07-12
E11562,S02867,C049,2024-03-11
E11563,S01167,C088,2023-01-15
E11564,S00004,C009,2025-03-22
E11565,S00664,C044,2021-09-25
E11566,S01896,C002,2022-09-28
E11567,S00256,C095,2025-04-02
E11568,S00667,C022,2022-11-21
E11569,S01983,C012,2022-03-29
E11570,S01121,C010,2022-11-21
E11571,S00187,C030,2024-11-15
E11572,S00248,C059,2024-08-25
E11573,S00401,C039,2023-02-15
E11574,S00195,C068,2023-08-22
E11575,S01110,C043,2024-01-25
E11576,S00214,C032,2024-03-11
E11577,S01733,C064,2020-08-08
E11578,S02900,C034,2023-05-20
E11579,S00750,C026,2025-02-08
E11580,S02352,C022,2021-05-26
E11581,S02697,C021,2023-05-24
E11582,S02539,C033,2024-06-10
E11583,S01249,C047,2021-08-04
E11584,S00030,C014,2023-09-01
E11585,S02398,C099,2023-10-13
E11586,S00152,C004,2021-11-24
E11587,S02767,C032,2020-07-24
E11588,S00507,C039,2024-03-19
E11589,S01261,C049,2022-05-27
E11590,S00609,C017,2021-08-27
E11591,S00221,C015,2024-01-27
E11592,S01546,C086,2020-12-04
E11593,S00425,C048,2024-12-18
E11594,S00176,C019,2023-12-21
E11595,S02015,C016,2024-04-21
E11596,S01267,C050,2021-05-06
E11597,S00253,C063,2024-06-20
E11598,S01610,C047,2023-12-07
E11599,S02641,C007,2021-11-18
E11600,S01251,C024,2022-10-16
E11601,S01942,C073,2022-03-09
E11602,S01139,C090,2021-08-17
E11603,S01766,C015,2022-06-15
E11604,S00446,C067,2022-03-23
E11605,S00685,C047,2023-10-24
E11606,S02002,C008,2021-07-04
E11607,S01609,C070,2024-08-17
E11608,S01283,C075,2022-09-23
E11609,S01014,C094,2021-04-20
E11610,S00994,C063,2020-08-30
E11611,S02716,C057,2022-04-02
E11612,S00845,C082,2024-07-25
E11613,S00286,C022,2024-09-09
E11614,S02931,C027,2024-07-29
E11615,S02506,C034,2024-05-28
E11616,S01597,C027,2024-02-08
E11617,S02031,C025,2024-05-29
E11618,S00141,C007,2020-12-26
E11619,S00122,C056,2024-08-31
E11620,S02720,C008,2024-01-22
E11621,S01867,C012,2025-06-18
E11622,S00245,C063,2021-06-17
E11623,S02208,C085,2024-12-24
E11624,S00918,C005,2022-11-09
E11625,S02263,C075,2024-12-07
E11626,S00288,C008,2020-12-27
E11627,S01274,C072,2022-07-18
E11628,S00124,C048,2023-02-26
E11629,S02246,C097,2024-05-13
E11630,S00664,C071,2022-12-04
E11631,S01384,C080,2022-08-06
E11632,S01823,C022,2020-09-14
E11633,S00631,C036,2022-04-30
E11634,S02056,C071,2023-01-11
E11635,S01497,C020,2022-12-08
E11636,S00250,C019,2024-05-16
E11637,S02540,C085,2022-06-11
E11638,S02613,C099,2023-10-21
E11639,S01476,C038,2022-08-24
E11640,S02834,C065,2021-02-27
E11641,S01137,C076,2023-06-03
E11642,S02660,C088,2022-07-09
E11643,S00515,C089,2021-04-15
E11644,S00967,C019,2022-03-30
E11645,S00216,C038,2024-08-30
E11646,S02745,C060,2020-09-14
E11647,S00982,C047,2023-04-12
E11648,S00366,C012,2024-08-08
E11649,S01980,C059,2023-05-14
E11650,S02993,C048,2023-11-06
E11651,S00928,C050,2021-02-11
E11652,S00473,C032,2023-04-13
E11653,S00996,C018,2022-03-17
E11654,S01904,C048,2023-01-26
E11655,S01941,C029,2023-08-06
E11656,S02687,C039,2023-09-28
E11657,S00952,C006,2023-04-18
E11658,S02451,C076,2021-09-19
E11659,S01360,C094,2023-01-14
E11660,S02344,C031,2024-05-23
E11661,S02263,C091,2023-12-16
E11662,S00717,C048,2021-06-19
E11663,S01621,C030,2022-08-23
E11664,S02869,C041,2022-05-27
E11665,S00580,C083,2025-03-09
E11666,S02171,C097,2023-06-05
E11667,S00632,C087,2023-06-03
E11668,S02851,C049,2022-12-15
E11669,S01769,C021,2020-12-08
E11670,S00295,C059,2021-05-06
E11671,S00292,C097,2025-04-04
E11672,S01381,C091,2024-06-16
E11673,S02177,C034,2021-08-16
E11674,S01202,C060,2022-02-01
E11675,S02625,C048,2022-04-13
E11676,S02535,C021,2024-05-04
E11677,S01507,C094,2025-05-05
E11678,S00076,C038,2023-09-11
E11679,S00269,C068,2025-05-09
E11680,S00164,C056,2024-02-29
E11681,S01649,C084,2025-03-23
E11682,S02963,C010,2024-08-23
E11683,S02122,C046,2022-05-24
E11684,S01713,C039,2024-04-16
E11685,S02018,C006,2024-05-23
E11686,S01456,C086,2022-12-30
E11687,S02832,C018,2024-01-14
E11688,S02333,C075,2022-03-03
E11689,S02367,C057,2021-06-11
E11690,S00352,C043,2021-03-10
E11691,S01010,C011,2020-07-21
E11692,S02401,C071,2023-04-13
E11693,S00424,C031,2022-11-23
E11694,S01832,C044,2023-02-19
E11695,S02414,C046,2025-06-13
E11696,S01458,C018,2020-08-14
E11697,S02030,C053,2021-05-29
E11698,S01444,C026,2021-06-12
E11699,S01720,C070,2022-11-29
E11700,S00150,C040,2024-12-05
E11701,S00054,C017,2025-03-09
E11702,S02652,C021,2024-01-04
E11703,S00102,C043,2024-02-29
E11704,S00826,C063,2022-10-25
E11705,S02801,C086,2022-08-03
E11706,S02821,C016,2022-03-02
E11707,S00455,C043,2024-04-09
E11708,S01089,C061,2022-09-27
E11709,S01991,C029,2025-02-15
E11710,S01345,C041,2020-11-23
E11711,S00793,C078,2020-09-01
E11712,S00677,C013,2024-12-16
E11713,S02006,C041,2021-09-13
E11714,S02523,C049,2023-07-21
E11715,S02324,C097,2024-09-29
E11716,S01732,C035,2020-06-29
E11717,S00946,C088,2023-12-29
E11718,S02759,C077,2022-07-24
E11719,S00002,C090,2021-03-12
E11720,S00133,C058,2023-08-15
E11721,S02008,C010,2024-06-05
E11722,S00130,C083,2023-04-09
E11723,S02493,C013,2025-05-20
E11724,S00886,C047,2024-07-28
E11725,S02668,C087,2023-10-16
E11726,S01301,C072,2021-12-29
E11727,S01847,C007,2020-09-28
E11728,S02309,C086,2024-06-21
E11729,S00223,C041,2020-09-24
E11730,S02105,C028,2024-08-16
E11731,S02280,C007,2023-07-16
E11732,S01811,C084,2021-08-06
E11733,S01643,C059,2022-09-13
E11734,S00525,C083,2025-05-14
E11735,S00886,C091,2024-11-08
E11736,S01651,C047,2024-08-31
E11737,S00474,C017,2024-06-11
E11738,S01437,C026,2023-12-29
E11739,S01578,C032,2021-08-13
E11740,S00445,C004,2023-03-24
E11741,S01871,C072,2022-06-28
E11742,S01639,C012,2025-01-15
E11743,S00750,C014,2025-02-06
E11744,S02987,C048,2023-07-25
E11745,S01830,C074,2022-01-11
E11746,S01498,C028,2022-04-25
E11747,S00684,C007,2021-02-19
E11748,S02210,C068,2021-10-28
E11749,S01040,C043,2020-07-05
E11750,S02868,C045,2023-07-11
E11751,S01984,C046,2023-12-07
E11752,S02304,C048,2024-05-17
E11753,S01890,C064,2021-07-07
E11754,S01223,C005,2020-09-21
E11755,S01493,C032,2023-07-18
E11756,S01367,C054,2023-03-28
E11757,S00160,C003,2020-10-18
E11758,S00443,C079,2021-09-02
E11759,S00671,C041,2022-05-16
E11760,S01589,C079,2023-11-04
E11761,S01301,C009,2024-08-18
E11762,S01932,C035,2024-01-01
E11763,S01250,C066,2024-01-22
E11764,S01623,C042,2023-02-25
E11765,S01992,C004,2021-03-31
E11766,S01540,C016,2024-02-20
E11767,S00129,C035,2024-06-18
E11768,S02964,C056,2024-01-26
E11769,S00326,C006,2021-04-12
E11770,S02474,C027,2024-01-18
E11771,S01723,C031,2020-09-03
E11772,S01658,C019,2020-07-06
E11773,S01753,C100,2022-09-05
E11774,S00159,C051,2024-03-16
E11775,S01615,C018,2021-12-03
E11776,S01065,C060,2022-03-01
E11777,S01862,C023,2023-11-17
E11778,S01749,C079,2021-07-10
E11779,S00798,C005,2025-02-07
E11780,S00174,C037,2024-08-02
E11781,S02927,C053,2022-04-18
E11782,S01184,C027,2020-08-25
E11783,S01402,C052,2022-01-22
E11784,S01251,C022,2024-07-31
E11785,S02567,C071,2022-07-20
E11786,S01766,C016,2020-12-28
E11787,S00906,C059,2024-05-09
E11788,S01603,C014,2023-12-11
E11789,S00018,C085,2021-07-26
E11790,S02001,C058,2025-04-08
E11791,S02603,C096,2021-07-05
E11792,S00212,C100,2022-01-18
E11793,S00016,C028,2024-10-10
E11794,S01444,C044,2021-04-25
E11795,S02300,C061,2021-10-18
E11796,S02554,C056,2024-05-08
E11797,S02055,C004,2021-07-30
E11798,S02385,C026,2025-05-20
E11799,S00313,C015,2022-11-16
E11800,S02484,C023,2021-06-30
E11801,S01940,C013,2023-10-11
E11802,S00464,C098,2022-06-20
E11803,S00502,C047,2023-12-06
E11804,S00035,C066,2024-01-11
E11805,S00060,C029,2023-12-24
E11806,S00345,C094,2023-01-19
E11807,S02282,C048,2021-10-11
E11808,S02211,C054,2021-11-04
E11809,S01376,C053,2024-10-26
E11810,S01489,C031,2020-07-27
E11811,S01577,C072,2021-11-06
E11812,S01650,C047,2022-03-27
E11813,S00309,C098,2024-01-25
E11814,S02859,C067,2024-02-24
E11815,S00169,C015,2024-07-14
E11816,S02602,C015,2024-09-29
E11817,S00889,C098,2025-01-04
E11818,S00161,C009,2020-06-30
E11819,S01434,C073,2024-08-22
E11820,S01731,C027,2021-05-07
E11821,S01066,C046,2022-12-05
E11822,S00871,C022,2023-03-25
E11823,S02649,C009,2022-02-22
E11824,S01667,C030,2020-07-10
E11825,S01171,C014,2020-10-26
E11826,S02309,C004,2021-11-21
E11827,S00563,C019,2022-03-28
E11828,S01858,C087,2020-12-21
E11829,S02683,C001,2023-01-20
E11830,S00463,C041,2022-01-23
E11831,S02027,C046,2025-06-01
E11832,S01157,C019,2023-09-16
E11833,S02254,C096,2020-07-23
E11834,S02787,C034,2023-12-15
E11835,S02784,C068,2020-11-20
E11836,S02553,C098,2023-11-29
E11837,S00544,C052,2021-04-27
E11838,S00611,C038,2025-05-02
E11839,S00371,C094,2022-01-23
E11840,S00446,C038,2020-09-02
E11841,S01589,C009,2022-12-23
E11842,S02511,C091,2020-08-16
E11843,S01395,C047,2024-07-03
E11844,S00321,C020,2022-12-02
E11845,S02934,C033,2024-08-24
E11846,S02980,C044,2021-08-28
E11847,S01220,C073,2020-12-09
E11848,S00061,C048,2021-07-21
E11849,S00430,C060,2022-04-20
E11850,S00209,C062,2022-08-03
E11851,S02000,C014,2021-04-15
E11852,S02474,C019,2023-04-25
E11853,S01673,C027,2021-11-26
E11854,S01491,C031,2023-04-01
E11855,S01952,C100,2024-04-13
E11856,S00789,C011,2020-07-26
E11857,S00620,C027,2025-02-19
E11858,S00530,C015,2024-10-22
E11859,S00004,C073,2023-09-03
E11860,S01476,C001,2023-03-02
E11861,S00238,C048,2022-08-22
E11862,S00677,C008,2021-07-14
E11863,S01656,C082,2022-03-04
E11864,S02393,C048,2024-04-14
E11865,S00832,C094,2025-01-05
E11866,S01554,C076,2021-02-10
E11867,S01388,C050,2024-05-03
E11868,S02201,C064,2025-06-16
E11869,S02996,C066,2021-10-05
E11870,S02825,C044,2025-02-14
E11871,S02550,C045,2023-11-05
E11872,S00546,C002,2024-05-17
E11873,S02472,C009,2023-01-13
E11874,S00287,C098,2024-09-19
E11875,S02248,C027,2025-06-10
E11876,S00055,C009,2021-02-18
E11877,S01355,C020,2021-06-15
E11878,S02474,C039,2023-02-01
E11879,S01200,C030,2021-05-08
E11880,S01574,C092,2023-08-20
E11881,S02733,C068,2020-09-24
E11882,S00536,C030,2024-02-21
E11883,S02623,C072,2025-04-15
E11884,S02878,C097,2024-10-27
E11885,S01062,C026,2023-10-12
E11886,S01719,C028,2024-02-07
E11887,S01187,C040,2025-05-05
E11888,S01722,C062,2020-07-13
E11889,S00129,C091,2021-01-31
E11890,S01573,C076,2024-02-12
E11891,S00956,C065,2020-09-01
E11892,S00093,C032,2020-07-12
E11893,S00452,C033,2022-02-06
E11894,S02279,C060,2023-04-05
E11895,S00950,C093,2022-12-27
E11896,S00555,C017,2023-11-04
E11897,S01026,C043,2023-07-22
E11898,S02118,C044,2022-02-16
E11899,S01627,C065,2023-09-17
E11900,S02883,C079,2021-12-26
E11901,S00002,C008,2021-04-20
E11902,S00637,C049,2023-02-13
E11903,S00018,C002,2023-07-06
E11904,S00438,C059,2021-07-07
E11905,S00121,C028,2022-07-21
E11906,S01518,C061,2023-09-15
E11907,S02320,C012,2023-08-31
E11908,S00138,C036,2024-02-03
E11909,S00718,C075,2022-04-15
E11910,S00389,C008,2020-10-16
E11911,S00602,C041,2020-07-17
E11912,S00009,C083,2022-06-24
E11913,S02423,C049,2020-08-10
E11914,S02563,C019,2022-10-14
E11915,S01355,C088,2023-09-03
E11916,S00988,C002,2024-07-02
E11917,S00224,C082,2022-07-18
E11918,S00337,C067,2024-11-20
E11919,S01692,C075,2022-04-24
E11920,S02765,C096,2022-04-06
E11921,S00009,C003,2021-12-25
E11922,S01333,C009,2020-11-10
E11923,S02838,C023,2022-08-23
E11924,S01065,C004,2023-01-29
E11925,S00807,C021,2024-11-24
E11926,S02624,C054,2023-12-27
E11927,S00646,C073,2022-02-11
E11928,S00680,C067,2022-07-27
E11929,S02230,C008,2024-12-07
E11930,S01249,C052,2022-08-20
E11931,S00763,C037,2024-12-02
E11932,S01306,C100,2022-07-17
E11933,S01553,C094,2024-01-16
E11934,S02076,C084,2021-03-21
E11935,S02144,C047,2023-10-15
E11936,S01963,C098,2022-02-09
E11937,S02283,C041,2025-05-22
E11938,S01794,C100,2022-06-29
E11939,S01529,C017,2021-08-26
E11940,S00067,C025,2021-03-07
E11941,S02804,C003,2024-01-14
E11942,S00609,C034,2024-03-15
E11943,S00984,C040,2022-04-29
E11944,S00372,C006,2024-12-11
E11945,S00441,C089,2024-06-19
E11946,S00896,C068,2021-01-07
E11947,S00229,C032,2025-04-08
E11948,S00592,C012,2024-12-27
E11949,S00547,C026,2021-01-03
E11950,S00885,C078,2025-03-16
E11951,S01387,C053,2022-08-25
E11952,S02044,C009,2023-09-16
E11953,S00642,C037,2022-11-24
E11954,S02728,C045,2024-10-19
E11955,S01575,C082,2023-07-09
E11956,S00409,C027,2023-07-19
E11957,S00831,C081,2021-05-30
E11958,S01795,C079,2021-12-11
E11959,S02176,C009,2024-03-18
E11960,S00379,C064,2021-06-27
E11961,S00834,C061,2021-11-26
E11962,S02613,C088,2021-04-11
E11963,S00358,C093,2020-09-28
E11964,S01992,C003,2023-06-19
E11965,S00508,C030,2023-07-24
E11966,S02050,C078,2024-06-15
E11967,S00962,C002,2021-07-29
E11968,S01585,C075,2024-08-08
E11969,S02447,C004,2021-05-07
E11970,S01182,C076,2025-02-09
E11971,S01583,C079,2020-12-29
E11972,S02656,C097,2022-06-19
E11973,S00554,C057,2025-04-26
E11974,S01204,C006,2022-08-27
E11975,S00153,C049,2020-08-05
E11976,S00506,C012,2023-09-27
E11977,S01640,C007,2025-04-22
E11978,S00076,C010,2022-06-22
E11979,S02109,C075,2025-03-22
E11980,S00132,C098,2025-05-12
E11981,S02945,C099,2021-02-08
E11982,S01480,C017,2021-09-29
E11983,S02897,C060,2021-09-23
E11984,S02157,C079,2024-04-11
E11985,S02392,C047,2020-11-06
E11986,S00500,C079,2021-08-28
E11987,S01703,C050,2023-01-22
E11988,S01704,C051,2025-02-23
E11989,S02710,C024,2023-11-08
E11990,S01956,C071,2020-11-07
E11991,S00517,C070,2020-10-24
E11992,S00461,C022,2021-06-18
E11993,S02435,C065,2020-11-19
E11994,S01400,C080,2024-05-08
E11995,S02382,C041,2022-10-22
E11996,S01773,C030,2021-03-08
E11997,S00957,C042,2022-06-20
E11998,S01203,C004,2024-08-08
E11999,S00768,C024,2023-10-09
E12000,S00331,C092,2021-10-13
E12001,S01066,C096,2024-03-01
E12002,S01030,C042,2024-12-09
E12003,S02809,C100,2021-12-25
E12004,S02827,C098,2025-03-11
E12005,S02218,C048,2025-05-26
E12006,S02336,C063,2022-08-13
E12007,S01353,C094,2024-02-29
E12008,S01533,C039,2025-01-15
E12009,S00990,C078,2023-01-08
E12010,S00233,C032,2023-02-25
E12011,S00299,C092,2024-06-02
E12012,S00170,C051,2021-01-28
E12013,S01308,C019,2025-04-11
E12014,S02298,C007,2024-01-30
E12015,S01611,C028,2022-10-08
E12016,S02940,C093,2023-10-17
E12017,S01670,C081,2021-08-03
E12018,S01566,C020,2022-08-02
E12019,S02530,C003,2021-07-25
E12020,S01311,C100,2023-06-10
E12021,S00554,C018,2020-10-01
E12022,S00812,C008,2023-12-18
E12023,S01073,C083,2024-07-13
E12024,S00175,C035,2024-04-17
E12025,S02559,C039,2023-03-25
E12026,S02623,C055,2021-01-19
E12027,S00265,C068,2022-06-29
E12028,S01380,C100,2023-03-22
E12029,S00743,C028,2024-07-24
E12030,S00923,C012,2024-12-26
E12031,S00836,C018,2023-05-09
E12032,S01495,C079,2020-09-13
E12033,S02836,C092,2023-05-01
E12034,S00247,C036,2022-10-09
E12035,S01245,C038,2022-03-07
E12036,S00284,C007,2025-02-16
E12037,S01323,C021,2024-08-16
E12038,S01396,C030,2022-06-30
E12039,S00832,C059,2021-07-19
E12040,S00378,C088,2020-11-24
E12041,S01857,C084,2025-04-21
E12042,S01927,C093,2022-07-12
E12043,S01852,C088,2020-08-04
E12044,S00948,C040,2020-11-04
E12045,S00322,C032,2023-04-21
E12046,S02384,C040,2025-01-15
E12047,S01143,C028,2021-10-26
E12048,S02881,C091,2020-10-23
E12049,S02460,C062,2024-10-04
E12050,S01651,C068,2022-06-24
E12051,S02823,C016,2023-09-12
E12052,S00085,C076,2023-07-04
E12053,S00556,C075,2023-06-08
E12054,S01454,C035,2022-06-11
E12055,S02499,C006,2024-07-12
E12056,S02660,C035,2022-09-27
E12057,S02307,C095,2020-09-18
E12058,S00553,C056,2020-11-24
E12059,S02308,C047,2021-03-18
E12060,S00493,C032,2025-01-11
E12061,S01403,C087,2024-11-20
E12062,S02444,C072,2023-07-29
E12063,S00314,C082,2023-10-03
E12064,S00153,C086,2022-11-26
E12065,S00600,C032,2022-08-23
E12066,S00524,C100,2024-04-03
E12067,S01138,C038,2023-10-29
E12068,S00529,C008,2023-03-24
E12069,S02523,C004,2024-07-30
E12070,S00838,C033,2020-08-18
E12071,S02753,C054,2021-11-02
E12072,S02178,C071,2022-08-23
E12073,S02281,C051,2023-12-15
E12074,S01198,C052,2023-06-11
E12075,S02462,C071,2021-07-08
E12076,S00888,C087,2022-12-13
E12077,S01933,C090,2023-03-01
E12078,S01930,C049,2022-11-04
E12079,S00545,C007,2021-06-03
E12080,S00237,C045,2021-05-24
E12081,S00266,C040,2025-04-08
E12082,S01490,C044,2021-06-24
E12083,S01521,C004,2023-04-20
E12084,S00168,C073,2021-06-22
E12085,S01531,C045,2025-03-13
E12086,S00115,C035,2022-09-05
E12087,S01428,C019,2021-01-22
E12088,S02069,C054,2024-01-29
E12089,S00752,C024,2024-09-12
E12090,S00155,C039,2022-12-17
E12091,S02757,C091,2024-11-01
E12092,S02722,C072,2022-10-31
E12093,S02813,C053,2025-03-07
E12094,S01069,C058,2022-10-10
E12095,S02105,C091,2022-06-28
E12096,S00363,C058,2021-08-27
E12097,S02528,C047,2020-12-28
E12098,S01147,C020,2023-08-21
E12099,S02782,C078,2022-11-07
E12100,S02765,C077,2020-07-21
E12101,S00960,C079,2021-03-30
E12102,S00851,C029,2023-05-09
E12103,S00989,C064,2024-01-10
E12104,S02449,C073,2022-12-29
E12105,S01465,C036,2025-04-12
E12106,S02686,C062,2024-03-28
E12107,S01839,C055,2023-03-21
E12108,S01189,C045,2023-05-07
E12109,S01634,C096,2021-08-27
E12110,S00060,C047,2020-08-06
E12111,S00888,C063,2023-05-02
E12112,S01042,C013,2020-06-22
E12113,S02828,C079,2024-07-29
E12114,S00050,C003,2021-07-01
E12115,S01763,C100,2023-01-17
E12116,S02239,C051,2020-08-21
E12117,S02570,C094,2022-07-05
E12118,S01354,C042,2022-11-05
E12119,S00019,C079,2023-12-19
E12120,S00117,C006,2021-01-12
E12121,S01227,C081,2022-03-23
E12122,S01998,C065,2022-05-06
E12123,S02456,C017,2024-11-22
E12124,S02566,C061,2025-05-06
E12125,S02818,C070,2021-07-30
E12126,S00785,C076,2020-07-17
E12127,S00731,C071,2025-01-16
E12128,S00682,C100,2024-02-11
E12129,S02389,C085,2022-12-16
E12130,S01697,C066,2023-04-08
E12131,S02783,C013,2021-09-06
E12132,S02720,C096,2020-10-21
E12133,S00281,C053,2022-04-27
E12134,S00860,C009,2023-06-21
E12135,S02134,C045,2022-01-31
E12136,S01138,C086,2024-05-20
E12137,S02541,C044,2025-05-01
E12138,S01755,C069,2025-02-07
E12139,S01196,C076,2022-06-25
E12140,S02481,C076,2022-05-09
E12141,S00554,C010,2024-10-21
E12142,S00171,C077,2021-09-08
E12143,S02121,C087,2024-11-05
E12144,S02172,C038,2024-07-02
E12145,S00010,C057,2021-09-05
E12146,S01969,C005,2021-07-06
E12147,S02805,C065,2022-04-27
E12148,S00265,C083,2022-08-01
E12149,S01416,C014,2025-02-18
E12150,S01536,C039,2021-06-04
E12151,S02794,C100,2024-07-25
E12152,S02708,C066,2025-05-04
E12153,S00086,C060,2023-02-25
E12154,S02528,C072,2024-08-20
E12155,S01757,C100,2023-04-13
E12156,S01413,C031,2022-08-13
E12157,S02043,C076,2022-03-16
E12158,S00447,C045,2020-08-04
E12159,S00157,C097,2023-04-13
E12160,S00264,C005,2022-11-14
E12161,S02180,C033,2024-10-17
E12162,S01301,C037,2023-01-06
E12163,S00467,C070,2024-02-05
E12164,S02521,C069,2023-10-23
E12165,S01033,C015,2021-12-22
E12166,S02954,C060,2025-02-21
E12167,S01443,C050,2023-12-09
E12168,S02141,C014,2024-07-05
E12169,S00722,C019,2025-04-20
E12170,S01804,C051,2025-04-10
E12171,S02563,C099,2021-04-11
E12172,S01639,C093,2020-10-17
E12173,S01813,C039,2021-07-12
E12174,S02796,C075,2021-01-13
E12175,S02067,C017,2025-03-20
E12176,S02852,C099,2021-07-19
E12177,S01886,C065,2020-06-24
E12178,S00758,C068,2021-08-09
E12179,S01026,C039,2023-06-26
E12180,S01884,C093,2023-01-28
E12181,S00277,C056,2023-03-31
E12182,S01822,C039,2021-12-11
E12183,S02783,C072,2023-08-29
E12184,S00268,C074,2022-12-27
E12185,S01827,C033,2024-12-24
E12186,S01017,C018,2021-09-24
E12187,S02180,C029,2023-08-15
E12188,S00326,C086,2025-03-27
E12189,S00836,C002,2022-01-16
E12190,S02070,C098,2021-01-16
E12191,S00009,C085,2025-05-11
E12192,S01692,C008,2025-05-25
E12193,S02821,C085,2023-07-31
E12194,S02593,C018,2020-12-12
E12195,S00635,C092,2024-03-06
E12196,S01845,C036,2021-10-10
E12197,S00355,C015,2021-11-03
E12198,S00473,C019,2021-03-12
E12199,S01482,C052,2021-12-05
E12200,S00676,C039,2020-09-21
E12201,S00598,C073,2025-03-29
E12202,S00375,C022,2021-04-01
E12203,S00669,C097,2022-01-11
E12204,S01953,C058,2022-07-13
E12205,S02424,C003,2023-10-08
E12206,S02987,C038,2024-06-12
E12207,S02869,C024,2020-12-09
E12208,S02453,C078,2023-04-07
E12209,S02932,C056,2021-04-11
E12210,S00429,C008,2023-10-04
E12211,S01008,C060,2022-03-28
E12212,S00310,C065,2020-11-09
E12213,S01169,C094,2021-10-17
E12214,S00822,C085,2024-09-06
E12215,S02965,C033,2022-12-27
E12216,S00714,C086,2025-03-28
E12217,S00201,C058,2021-01-21
E12218,S01338,C060,2023-05-04
E12219,S01738,C005,2020-07-05
E12220,S01462,C013,2024-05-28
E12221,S00156,C098,2025-02-10
E12222,S01489,C036,2023-11-26
E12223,S00514,C011,2023-12-07
E12224,S00713,C072,2021-03-14
E12225,S00328,C002,2020-12-30
E12226,S02936,C085,2023-02-22
E12227,S00334,C052,2024-12-04
E12228,S00278,C050,2022-09-14
E12229,S01613,C053,2024-02-19
E12230,S02912,C016,2024-07-24
E12231,S00001,C014,2024-04-27
E12232,S00071,C069,2024-01-10
E12233,S02142,C038,2025-06-13
E12234,S01144,C036,2024-08-03
E12235,S02523,C072,2023-07-22
E12236,S02718,C014,2024-04-13
E12237,S00468,C025,2024-09-20
E12238,S01042,C056,2024-06-25
E12239,S02958,C060,2021-02-23
E12240,S02634,C065,2024-06-11
E12241,S00667,C073,2024-07-11
E12242,S02823,C100,2021-04-26
E12243,S00512,C020,2025-05-19
E12244,S00786,C014,2024-10-29
E12245,S00577,C035,2022-04-06
E12246,S02183,C032,2022-11-09
E12247,S00791,C071,2022-08-02
E12248,S01757,C096,2020-11-08
E12249,S02230,C027,2024-11-10
E12250,S02176,C053,2025-04-20
E12251,S01053,C036,2023-08-29
E12252,S00232,C095,2021-10-28
E12253,S01352,C062,2020-08-28
E12254,S01684,C011,2022-12-12
E12255,S00939,C054,2023-07-07
E12256,S02351,C029,2020-11-22
E12257,S01161,C027,2021-10-03
E12258,S00282,C087,2021-01-18
E12259,S02963,C048,2024-01-22
E12260,S01941,C052,2022-10-18
E12261,S02667,C100,2022-08-05
E12262,S02506,C027,2024-05-09
E12263,S02762,C076,2025-06-13
E12264,S01537,C011,2022-09-13
E12265,S01829,C004,2023-03-30
E12266,S02905,C039,2021-03-16
E12267,S02635,C085,2022-07-04
E12268,S02821,C027,2024-06-21
E12269,S02876,C079,2024-04-17
E12270,S00267,C007,2022-09-01
E12271,S02570,C075,2021-03-04
E12272,S00225,C064,2023-07-06
E12273,S02160,C092,2023-12-05
E12274,S02389,C039,2020-06-19
E12275,S00662,C029,2022-11-10
E12276,S02013,C057,2022-01-05
