propertyID,address,city,type,price,status
P00289,"6579 Mathew Burg Apt. 944, Alyssaside, ME 72529",South Markbury,Apartment,102212,Sold
P00290,"9198 Frank Ports, Williamschester, OR 31690",Port Andrew,Condo,567384,Available
P00291,"PSC 8102, Box 0095, APO AE 58618",Robersonmouth,House,830918,Rented
P00292,"4917 Steven Junctions, Lake Anthonyport, SD 94453",East Lauramouth,Apartment,1488128,Available
P00293,"529 Michael Circles, West Rachel, AK 05231",Port Andrew,Land,1582805,Sold
P00294,"88371 Garcia Lakes Suite 625, New Brendaville, WI 64115",South Michaelberg,House,1963275,Available
P00295,"76278 Timothy Street Apt. 283, Erinmouth, PR 64434",West Shannon,Land,763416,Rented
P00296,"2273 Jennifer Wells Suite 492, North Kelly, GA 14892",Schroedermouth,Apartment,474652,Available
P00297,"7485 Sandra Point, Bethport, MP 11085",Anthonyhaven,Condo,492093,Rented
P00298,"170 Werner Brooks Suite 195, Sarastad, CT 06304",South Michael,Condo,387096,Sold
P00299,"1903 Ann Creek, Port Amandafurt, IN 86797",South Amy,Land,493075,Rented
P00300,"828 Ryan Ranch, Port Meagan, MS 64142",New Kimside,House,646812,Available
P00301,"6411 Beasley Wall, Cherylton, HI 49892",North Jennifer,Land,301919,Rented
P00302,"67883 Holland Station Apt. 074, Zamoraland, CT 94830",Port Joseph,Condo,1575319,Rented
P00303,"7687 Griffin Crescent, Port Felicialand, OK 36668",Port Juanton,House,461740,Sold
P00304,"864 Price Landing Apt. 269, North Wendyland, WI 61999",Lake Taylor,Condo,972303,Rented
P00305,"208 Hines Keys Apt. 805, Waynebury, AZ 69336",Davidtown,Apartment,374289,Rented
P00306,"0001 Jeffrey Common Suite 746, Lake Aprilborough, NM 41627",Morrisborough,Condo,492478,Available
P00307,"1451 Holder Avenue, Port Walter, MN 83747",Lukebury,Land,1943814,Available
P00308,"3312 Flores Dam, West Dylanchester, GA 17017",North Shane,Apartment,591395,Sold
P00309,"USNS Warner, FPO AP 43586",Josemouth,Apartment,429786,Sold
P00310,"93532 Robyn Lane Apt. 443, North Angelamouth, AK 48072",Changborough,Land,1817536,Rented
P00311,"USS Duncan, FPO AP 51987",Walkershire,Apartment,1026678,Sold
P00312,"83374 Veronica Mall, South Robert, MT 77743",Sharonhaven,House,517402,Available
P00313,"450 Dominique Station, Lake Sarah, MH 72475",Barnesfort,Land,1439136,Sold
P00314,"28062 Edward Harbors Apt. 321, Port Heatherborough, ND 89449",Maynardburgh,Land,506838,Sold
P00315,"9948 Dustin Union, Jeremiahfort, WV 11964",East Alex,Land,1145212,Available
P00316,"3177 Valencia Vista Apt. 569, South Traceystad, NV 64093",New Dennis,House,642929,Available
P00317,"848 Isaac Squares, Kristinport, GA 61218",West Shannon,Apartment,776841,Available
P00318,"5886 Brittany Shore, New Robertton, KY 20860",Aguilarburgh,Land,1495174,Available
P00319,"2442 Joshua Manors Apt. 229, New Holly, MO 35717",South Nicholasbury,Apartment,391017,Available
P00320,"Unit 6929 Box 8787, DPO AE 87407",Bobbyview,Land,1225915,Rented
P00321,"19646 Smith Valley, Christopherton, KS 33597",Jenkinsland,House,1312590,Available
P00322,"30061 Flores Landing Apt. 741, Blackburgh, DC 34104",Schmidtfurt,Land,954891,Sold
P00323,"4141 Donna Shore, Jenniferborough, PA 28137",Aliciaside,Apartment,362710,Sold
P00324,"44708 Aguirre Islands, Jeffersonstad, AR 41678",East Victorland,Land,1873083,Available
P00325,"Unit 1772 Box 2101, DPO AE 22802",Vazquezmouth,House,1366272,Sold
P00326,"072 Anthony Streets, South Teresa, VT 70861",Burtonfurt,House,1456978,Sold
P00327,"5871 Sarah Common, East Samuel, VT 54659",Carrollport,Apartment,1359786,Sold
P00328,"987 Jacob Mount Apt. 197, Harrisshire, IN 07995",South Tina,Apartment,1402139,Rented
P00329,"5179 Dana Trafficway, West John, AZ 49098",Louistown,Land,1223734,Available
P00330,"1156 Kennedy Forges Suite 673, New Jimchester, OK 82471",Nancystad,Land,1737413,Available
P00331,"177 Alexander Causeway, North Michelle, MP 56059",North Samantha,Apartment,1923759,Available
P00332,"9097 Monique Trail, Stanleyport, DC 06679",North Andrew,Land,1107918,Rented
P00333,"456 Nicholas Plain Suite 571, Jeremychester, NH 67956",Tylerville,Apartment,1333802,Rented
P00334,"60198 Turner Hollow Suite 113, Seanville, NE 14953",South Katherineside,Land,1460871,Available
P00335,"PSC 3716, Box 8708, APO AP 65208",Anthonymouth,Land,1240585,Sold
P00336,"278 Jill Glen Apt. 232, South Peter, NM 48646",Maciasport,Apartment,1807232,Rented
P00337,"6268 Berry Estate, Lindaton, OK 69045",South Wesley,House,408137,Available
P00338,"374 Cheryl Rest Suite 964, New Cynthia, KS 85479",Lyonschester,House,884336,Rented
P00339,"41998 Baker View Apt. 977, Valeriemouth, WV 05079",Josephton,House,1560032,Sold
P00340,"9460 Michael Inlet Suite 806, West Reginald, CT 39330",West Dennismouth,Apartment,1821362,Available
P00341,"30947 Moore Walk Apt. 040, East John, IL 16153",South Ericview,Condo,1115423,Available
P00342,"606 Johnny Mountain, West Carla, MS 05903",Lake Lauraside,Apartment,1769352,Available
P00343,"PSC 9517, Box 0887, APO AE 73707",North Haley,Apartment,1840229,Available
P00344,"098 Jennifer Estates Suite 030, Lake Megan, NJ 18206",Hopkinstown,House,955270,Rented
P00345,"544 Zachary Island, Mooreborough, MT 96154",South Nathan,House,203500,Sold
P00346,"687 Terry Forge, Lake Adam, CT 95843",New Dianamouth,Apartment,1439936,Sold
P00347,"243 Turner Walks Suite 181, Lewisbury, MD 48724",Gomeztown,Apartment,892970,Available
P00348,"Unit 9241 Box 8932, DPO AE 12774",West Ricardoberg,Land,672686,Sold
P00349,"USNV Gibbs, FPO AE 98125",Lake Jessicaburgh,House,969049,Rented
P00350,"48133 Linda Wall Apt. 167, Whiteview, UT 33182",Andrehaven,Land,1571611,Sold
P00351,"180 Catherine Meadow, Lake Eric, MI 97669",Michaelside,Land,1829020,Available
P00352,"41348 Angela Avenue, North Heather, UT 89916",East Paul,House,1596122,Sold
P00353,"Unit 4247 Box 2158, DPO AP 47761",Port Maryshire,Land,998192,Sold
P00354,"05676 Bradley Courts Suite 345, West Jenniferville, ND 75659",East Kylefort,Condo,656576,Rented
P00355,"3755 Bruce Vista, East Thomasland, UT 71455",West Brianport,House,1366378,Available
P00356,"89177 Brittany Bypass Suite 821, Lisachester, DC 15905",East Emilyborough,House,673580,Sold
P00357,"983 Roberts Villages Suite 699, Johnstonville, OH 30193",Sullivanport,House,86212,Available
P00358,"921 Connor Mountains, Lake Ericshire, MN 99818",Kennethstad,Land,561447,Rented
P00359,"363 Zamora Freeway Suite 265, Marystad, MH 23948",South Mark,Land,293930,Rented
P00360,"2124 Sampson Rue, South Erin, WV 10826",Port Sherimouth,House,1381279,Sold
P00361,"142 Karla Shoal, South Carol, AR 61080",Rebekahport,Land,1321821,Available
P00362,"6526 Brandon Squares, South Jenniferberg, WA 08766",Joyview,House,1684165,Available
P00363,"1918 Harris Meadow Apt. 241, South Kevin, WI 49536",Thomasside,Condo,241693,Available
P00364,"USCGC Douglas, FPO AE 89452",Port Danielle,Land,817860,Available
P00365,"081 Bailey Lakes, East Christinaville, MI 40821",New Chaseberg,Apartment,1699288,Rented
P00366,"03486 Beck Views, Masonville, HI 12320",East Peterburgh,Land,1207656,Available
P00367,"48166 Archer Parkway Suite 371, Hodgesville, IL 34607",Maryfort,Apartment,460743,Available
P00368,"23935 Gibson Trace Suite 956, Petersonfurt, VA 14110",Mcneilview,Apartment,1874387,Available
P00369,"47522 Ward Mill Suite 627, West James, IA 31054",East Jacobberg,Condo,1532983,Available
P00370,"18565 Donna Mountain, Heathershire, KY 24411",North Hannah,Apartment,331929,Rented
P00371,"56089 Rivera Causeway Apt. 303, Reynoldsland, OH 15961",Eileenville,House,1082972,Rented
P00372,"03902 Jennifer Camp Apt. 756, East Ambermouth, VI 61731",East Kristin,Apartment,935497,Rented
P00373,"8499 Sarah Field Suite 315, South Zacharyborough, WV 87736",Robertburgh,House,1161897,Rented
P00374,"43528 Elaine Tunnel, Pettymouth, RI 96986",West Austinstad,Condo,1513670,Rented
P00375,"43544 Gallegos Trail Suite 482, Thomasberg, AK 63940",Mccallview,Apartment,1582790,Available
P00376,"837 Mckinney Fort, Rivasfurt, MO 11028",Robinsonburgh,Apartment,880205,Available
P00377,"Unit 7433 Box 4164, DPO AA 22390",Lambertland,Land,588274,Rented
P00378,"819 Navarro Fall, North Colin, FL 43062",Zoebury,Condo,257745,Sold
P00379,"68892 Samuel Plaza Apt. 551, Heatherville, WY 29302",Timothybury,Land,1605560,Available
P00380,"27973 Ryan Roads Suite 595, North Tyler, WY 19912",East Susan,Apartment,697387,Sold
P00381,"6967 Stacy Junction Suite 080, North Jesusmouth, NE 22655",Lake Amandashire,Land,1027329,Sold
P00382,"8030 Timothy Camp Suite 723, West Sylviaton, ND 67701",Garciaview,House,372713,Sold
P00383,"9175 Steven Flats, Bradyview, GA 97091",Andreafort,Land,1012964,Available
P00384,"96343 Gabrielle Burgs Suite 635, Ryanton, HI 86220",Murphyhaven,Apartment,1178903,Sold
P00385,"44083 Kayla Run Apt. 470, Combsborough, UT 19250",North Valerie,Land,1845886,Available
P00386,"983 James Common Suite 910, Fischerbury, PR 90498",Gutierrezbury,Land,1658046,Available
P00387,"477 Amanda Circles, Gomezmouth, NE 28286",East Timothystad,Apartment,1986474,Sold
P00388,"59481 Donald Hollow Suite 215, New Brandon, TN 90617",North Alejandro,Land,1082830,Available
P00389,"95697 Sanchez Radial, Johnbury, VA 59878",Robinsonberg,Land,243706,Rented
P00390,"0884 Long Villages, East Stacyborough, SD 64738",South Andreshire,Apartment,1216681,Sold
P00391,"3024 Rivera Lights, Lake Julia, SC 86877",South Laurietown,Land,1796199,Available
P00392,"56053 Herrera Ports, West Wayneview, MT 35731",Joseburgh,Apartment,634022,Sold
P00393,"8782 Arnold Causeway, Lake Rachel, AK 92487",Collinsfort,House,529010,Sold
P00394,"52956 Peters Fields Suite 507, Starkberg, MT 59399",South Kevinhaven,Condo,1772919,Available
P00395,"454 Coleman Fork Apt. 562, West Gloriaburgh, SD 03982",Davidshire,Condo,327685,Sold
P00396,"49910 Malik Forge Apt. 282, Kathrynfurt, ND 42358",Tracyburgh,Land,156333,Available
P00397,"PSC 1424, Box 9371, APO AA 05066",Lake Lisaton,Condo,1485180,Available
P00398,"3660 Massey Ridges, Martinside, VI 57607",Albertstad,Condo,338462,Sold
P00399,"00535 Alyssa Curve Suite 633, Reedhaven, AR 07242",Port Rachelton,Land,1563730,Sold
P00400,"107 Nelson Prairie Suite 302, Williamsberg, WI 40172",West Andrewburgh,Land,1525271,Rented
P00401,"54378 Vazquez Roads, Lake Oliviaberg, IN 93232",Lake Jill,Apartment,667404,Available
P00402,"56150 Daniel Cliff, Ericshire, VT 41910",Braunport,Condo,158776,Sold
P00403,"72718 Robert Shoals Suite 808, South Elizabeth, IA 90239",Lake Virginia,Land,1010183,Available
P00404,"6700 Alex Views Suite 492, New Michael, SD 67466",South Thomas,Apartment,1282520,Sold
P00405,"551 Armstrong Drives, East Alexandriahaven, VI 19698",Port Valerie,Condo,844570,Available
P00406,"61488 Rachel Trafficway, Port Jamesshire, NJ 06713",Lake Jennifer,Condo,1185408,Available
P00407,"56554 Snow Keys Suite 657, Mcgrathton, GA 72548",Richardfort,Land,1778846,Available
P00408,"2790 Spencer Square, Lake Jefferyshire, DC 66853",East Angelahaven,Land,1607781,Rented
P00409,"1814 Smith Road, East Carol, CT 52450",Port Zachary,Condo,1104795,Sold
P00410,"9839 Angel Knoll, New Emily, CO 35456",Lake Michaelshire,Apartment,711033,Rented
P00411,"94327 Anthony Mountains, Lake Brooke, GU 18458",Danielleton,House,1823699,Sold
P00412,"PSC 7964, Box 1200, APO AP 13284",South Kenneth,Condo,962415,Rented
P00413,"5062 Fields Road, Carlosstad, RI 22273",Mallorystad,Condo,715853,Rented
P00414,"7458 Miller Station, South Ryan, GU 70976",South Louismouth,Apartment,1845578,Sold
P00415,"4445 Stanley Harbor Apt. 710, South Mary, NH 11661",East Codyview,Land,1021658,Rented
P00416,"73603 Dana Forest Suite 163, Lake Georgeland, MI 74262",North Claudia,Land,676346,Available
P00417,"9350 Alicia Extension Apt. 391, Lake Robert, PW 28649",Port Erikbury,Condo,437215,Available
P00418,"PSC 5011, Box 6455, APO AA 16138",Jonathanmouth,House,1578519,Sold
P00419,"44936 Dennis Summit, Reneefurt, MI 41498",Lake Codyport,House,892901,Available
P00420,"700 Cole Springs, Rickyberg, NV 81659",Fisherfort,Land,1914879,Rented
P00421,"Unit 4729 Box 4947, DPO AE 86862",Dunnview,House,1758922,Sold
P00422,"37786 Angela Extensions Apt. 232, New Reneefort, MI 44711",South Jasmine,Land,1731969,Rented
P00423,"PSC 5819, Box 1692, APO AE 71705",Acostamouth,Land,1263867,Rented
P00424,"USS Bennett, FPO AE 42646",Jamesmouth,Apartment,318817,Rented
P00425,"58873 Burnett Streets, Hutchinsonfurt, VI 26963",Dalechester,Condo,1606549,Sold
P00426,"80143 Lisa Union, South Nicoleport, OK 57097",Schroedermouth,Condo,973611,Rented
P00427,"284 Nathan Trail Apt. 429, West Kari, NE 15623",Lawrencehaven,Land,513843,Sold
P00428,"71091 Nicole Brook, Villanuevaport, OH 25830",Port Michelefort,Land,795400,Sold
P00429,"218 Craig Circles, West Robertborough, AS 11955",Michaelside,Land,332359,Available
P00430,"815 Anderson Inlet, Lake Laurie, MT 35171",Laurenburgh,Land,1752522,Rented
P00431,"219 Christopher Mews, West Brianna, OH 66319",East Marthaville,Apartment,1396739,Rented
P00432,"PSC 5128, Box 7153, APO AP 67494",Sweeneyville,Land,962798,Sold
P00433,"89388 Robert Pines Apt. 768, Lake Royborough, OK 41075",Wallland,Apartment,414532,Rented
P00434,"78739 Lisa Trafficway Apt. 299, North Diane, GU 86689",Carrillobury,Apartment,1821154,Rented
P00435,"442 Reese Pike Suite 182, Stuartton, AZ 72527",South Joseph,Land,604170,Rented
P00436,"48678 Tammie Summit Suite 914, East Thomas, MH 71665",Brucetown,Condo,1083407,Available
P00437,"02900 Leah Union, Matthewmouth, AK 53231",Priceborough,House,917269,Available
P00438,"2590 Delgado Alley, Snyderbury, WV 91255",New Heatherborough,Land,1737661,Rented
P00439,"503 Zachary Ridge, Gutierrezport, OH 86949",Sherifurt,Condo,1639217,Available
P00440,"6610 Walter Passage, Washingtonville, WV 98174",Jonathanview,Apartment,1540551,Rented
P00441,"Unit 9811 Box 6329, DPO AP 07140",East Monica,Condo,1101328,Rented
P00442,"472 Christopher Glen, Port Omar, PW 84385",South Keithfort,House,1189201,Available
P00443,"7467 Morgan Streets, Estradaview, PW 86784",North Christopher,Apartment,1403176,Available
P00444,"7995 Elizabeth Mount Apt. 889, Whitneychester, MO 34023",Jasonburgh,House,204698,Rented
P00445,"71529 Rangel Ville, West Melissatown, MH 72222",Pinedafort,Apartment,706923,Sold
P00446,"142 Theresa Locks, Watsonfort, AL 91242",Jessicaside,Land,1998214,Available
P00447,"6360 Amy Row, Lake Marcville, AZ 56612",Lake Jennifer,House,1758234,Sold
P00448,"0625 Lawson Fort, Matthewshire, AS 69649",Johnside,Land,1631928,Rented
P00449,"5110 Veronica Isle Suite 810, Stephenshire, NH 44317",Davidstad,House,1530019,Rented
P00450,"62175 Michele Coves, South Daniel, WI 58230",Angelaland,House,1089256,Sold
P00451,"729 Amanda Ferry Apt. 199, Erinshire, CT 86687",Lake Elizabeth,Condo,745480,Available
P00452,"5943 Alvarez Crossing Suite 488, Lake Marissa, WA 06377",New Kennethmouth,Condo,1116760,Available
P00453,"1309 Bell Prairie, Hayesfort, MT 81680",Joemouth,Apartment,1920170,Sold
P00454,"1498 Michael Courts, Tiffanyfort, HI 14292",South Stephenland,House,1994118,Sold
P00455,"26492 Moore Walks, Robertfurt, PA 84882",West Kelly,Apartment,801652,Sold
P00456,"358 Amber Lock Apt. 991, Johnburgh, UT 03160",New Andrew,Land,814056,Sold
P00457,"45601 Tammy Cliff, Codyville, FL 13257",East Luke,Condo,1131081,Available
P00458,"9877 Winters Inlet Suite 361, Davidstad, WA 24788",North Ronaldtown,House,705891,Sold
P00459,"49484 Schneider Islands, Hillhaven, AS 37470",Michaelview,House,245327,Available
P00460,"Unit 6914 Box 8539, DPO AE 84181",Hoffmanton,Apartment,638474,Available
P00461,"735 Cook Lane, Dyerside, ME 23572",East Kimberly,Land,447388,Rented
P00462,"09860 Hobbs Terrace Apt. 992, South Laura, AZ 58998",New Samuel,House,386590,Rented
P00463,"08809 Christopher Crest Suite 673, Karenfort, FL 20478",South Robertland,House,704185,Sold
P00464,"043 Andrade Circles Suite 970, Port Robertamouth, OH 79819",East Vanessa,Land,468455,Rented
P00465,"1425 Harris Corner Suite 400, Matthewston, ME 56353",East Shannon,House,1517472,Available
P00466,"464 Daniel Brook Apt. 824, Kariburgh, FL 69911",Janetmouth,Apartment,1396778,Sold
P00467,"PSC 7555, Box 7956, APO AA 11782",North Dianachester,Apartment,604643,Rented
P00468,"349 Goodwin Village, Marquezmouth, AR 05893",East Bradley,House,1700129,Rented
P00469,"69637 Karen Shoal Apt. 590, North Angela, MS 84217",Jenniferborough,Apartment,1596853,Available
P00470,"Unit 6873 Box 9032, DPO AP 35973",Grantstad,House,577417,Available
P00471,"698 Lester Drive, Dunlapville, NY 99425",Port Donaldburgh,House,607583,Available
P00472,"80513 Emily Bridge, Lake Mikeside, WV 04636",Larsenburgh,Apartment,1611756,Rented
P00473,"5606 Anthony Port Suite 613, Troyland, MS 30965",Erinchester,Condo,270066,Sold
P00474,"639 Leah Common, Lake Jennifer, ND 64773",Jonesside,Land,1537221,Available
P00475,"0517 Flowers Fords Suite 338, Schmidtside, DC 31279",Catherinefort,Condo,1206122,Available
P00476,"9800 Eric Flats, Carolyntown, WV 06535",Emilyfurt,House,1937216,Rented
P00477,"8804 Sullivan Mountains Apt. 283, East Jeremiah, WI 89918",Port Maryland,House,1444479,Available
P00478,"56364 Bell Mill Suite 398, Port Laura, NJ 46157",East Lisaborough,Apartment,849679,Available
P00479,"259 Erickson Union, South Erin, DE 81962",Weeksport,House,1966237,Available
P00480,"0430 Martinez Rapid, Cruzchester, MP 01898",Benjaminfurt,Land,1504507,Rented
P00481,"Unit 7030 Box 8482, DPO AP 16133",Annamouth,Condo,362723,Rented
P00482,"728 Matthew Flats, Port Lisamouth, MP 63939",South Stephen,House,650194,Available
P00483,"37129 Brown Lodge, Amystad, AL 12351",Bradleymouth,Land,116353,Sold
P00484,"4407 David Stravenue, Kristenchester, SC 40068",Allisonmouth,Land,1377477,Sold
P00485,"245 Linda Fords Apt. 556, Danielstad, SC 10884",South Danielbury,Condo,100715,Sold
P00486,"1779 Valerie Inlet Apt. 311, Allenmouth, MS 14886",Valentinefurt,Condo,1267879,Sold
P00487,"Unit 1069 Box 1992, DPO AA 89672",Port Carlos,Condo,804754,Available
P00488,"PSC 9816, Box 2177, APO AA 55616",Barrettville,Land,1526666,Available
P00489,"076 Maddox Knolls, North Barbara, WY 26870",North Wayne,House,1245682,Rented
P00490,"907 Butler Fork Apt. 986, Lake Donna, NM 07551",Lake Shawna,Apartment,1513426,Rented
P00491,"6731 Kathy Coves Suite 059, Higginsview, OH 75895",Tinamouth,Land,670116,Rented
P00492,"275 Stephens Way, South Benjaminmouth, AZ 60123",Jamesborough,Condo,953716,Sold
P00493,"7838 Osborn Divide Suite 842, Morastad, MT 62020",Shannonhaven,Land,1214522,Sold
P00494,"619 David Loaf, Lake Nathanborough, WY 74470",West Jennaborough,Land,1491529,Available
P00495,"96226 Amber Mount, South Mark, CO 94933",Andrewsberg,Land,1217122,Available
P00496,"365 Benitez Roads, Lake Linda, IA 83846",Johnsonfurt,Condo,1899395,Sold
P00497,"499 Oconnell Ville, Port Marybury, VT 26777",Davidmouth,Condo,1986611,Sold
P00498,"127 Moran Burgs Suite 120, Courtneyside, KY 70344",Port Ronaldburgh,Land,264521,Available
P00499,"PSC 2743, Box 4480, APO AP 88555",Geraldhaven,Apartment,1308712,Available
P00500,"747 James Divide Apt. 405, Perezberg, LA 51959",West Jennifer,House,1166691,Available
P00501,"83598 Stevenson Estates, Kleinfort, GA 25115",Port Jamesville,Apartment,1925157,Rented
P00502,"91011 James Trace, South Heathermouth, MI 33541",East Jacob,Apartment,1457413,Rented
P00503,"6964 Andrew Neck Suite 583, South Rogershire, DE 44802",Joshuaview,Condo,1847012,Rented
P00504,"382 Stanley Coves, Patriciaport, NV 54893",North Jamesburgh,House,818458,Rented
P00505,"454 Long Ridge, Allenburgh, AR 67077",Matthewport,Apartment,1769910,Rented
P00506,"3997 Emily Forest, Lake Zachary, WY 60114",Solisside,House,765084,Rented
P00507,"76084 Moses Avenue, North Aaronhaven, IL 58381",Emilystad,Land,1570006,Sold
P00508,"5985 Warner Locks, New Patricia, WA 20929",Port Andrewland,Condo,1159740,Available
P00509,"8420 Carter Street Suite 164, Hollandbury, LA 73586",Patriciafort,Apartment,231059,Available
P00510,"905 Evans Ranch, New Madelinechester, VI 62014",Turnerton,Apartment,1654218,Available
P00511,"72763 Johnson Park, Crosshaven, GU 12136",Littlemouth,Land,1051116,Available
P00512,"15764 Cowan Ports, West Ellenmouth, ND 71287",East Christopherville,Land,369764,Available
P00513,"9905 Shields Coves Apt. 994, Lake Michael, ND 74138",Taylorland,Condo,184216,Rented
P00514,"53233 Holden Extension, Pierceberg, KY 62716",South Joshuaborough,Apartment,1388403,Sold
P00515,"2546 Michael Points Apt. 028, Port Steven, MO 96211",Christinaton,Condo,649732,Available
P00516,"USNV Phillips, FPO AA 02479",Joshuaton,House,1125182,Sold
P00517,"2740 Wright Corners Suite 055, East James, PW 90830",Martinezhaven,Land,468111,Rented
P00518,"084 David Ranch, West Caitlin, AZ 87704",New Phillip,Condo,1386958,Rented
P00519,"3487 Sanchez Stream, West Elizabethland, VI 21774",Forbesland,House,819262,Sold
P00520,"571 Christine Viaduct, New Annette, LA 31677",West Jenniferport,Condo,1388070,Sold
P00521,"Unit 9181 Box 8937, DPO AA 66704",Brianfurt,House,1990913,Rented
P00522,"31553 Cardenas Fort Suite 094, West Leonardmouth, CT 41763",South Dannymouth,Apartment,872531,Rented
P00523,"18806 Scott Ridges, Williamsbury, IA 01100",Elaineport,Land,1808243,Rented
P00524,"470 Nichole Lock, Karishire, NM 30373",South Adrian,Land,1096207,Sold
P00525,"578 Scott Course Apt. 300, Rachaelside, NE 87628",Danieltown,Land,773809,Sold
P00526,"08306 Kayla Mountains, Collintown, PR 91401",New Vicki,Apartment,60920,Available
P00527,"053 Anne Islands, West Keith, VA 80152",Davidfort,Land,1963401,Available
P00528,"591 Maria Ford Apt. 433, Ronniebury, CO 11937",Longfurt,Land,1497329,Sold
P00529,"65224 Mary View, Maryfort, RI 11754",Jerrybury,Condo,1862417,Sold
P00530,"9470 Adam Valleys Apt. 024, Port Gregory, GU 29649",Johnnychester,House,809031,Available
P00531,"463 Black Orchard, Timothytown, ME 04563",South Lawrence,Condo,1896106,Sold
P00532,"7696 Brown Glens Suite 257, Carrolltown, AK 97686",Kellyton,Land,527937,Sold
P00533,"719 Bell Lodge, North Juanburgh, TN 43289",Lake Michaelstad,House,1151863,Sold
P00534,"679 Stacy Overpass Suite 114, Lopezfort, FL 44637",South Donaldhaven,House,1115660,Available
P00535,"9031 Webb Lock, Hardyland, NM 99044",Rebeccashire,Land,1878869,Sold
P00536,"3512 Jessica Park, West Jennifer, AL 76692",Kristenville,Land,1439026,Rented
P00537,"156 Kimberly Corner, Jenniferburgh, MO 06137",Tinashire,Land,65850,Sold
P00538,"4155 Jeffery Creek, Kimhaven, WV 94018",Amandaburgh,Condo,1983106,Sold
P00539,"8415 Johnson Vista, Lake George, NM 08482",Anthonyburgh,Condo,1256821,Available
P00540,"60032 Kenneth Trail, Pennymouth, MO 35559",West Gary,Apartment,238258,Available
P00541,"4084 Smith Vista, Arthurbury, MA 57239",Markview,House,1268059,Rented
P00542,"83226 Mitchell Streets Suite 806, East Christinaview, OK 89128",East Ryanfort,House,1294420,Available
P00543,"70834 Davis Turnpike, Powellland, WI 73895",Port Jamestown,Condo,1742988,Available
P00544,"4822 Hawkins Coves Apt. 712, West Rachelburgh, HI 48028",Lake Jessicabury,Apartment,838636,Sold
P00545,"310 Brian Stravenue Suite 339, Claytonstad, PW 25521",Timothychester,Condo,572786,Available
P00546,"819 Willie Fords Suite 080, Robertsonview, MN 28339",Schmittbury,Apartment,1340641,Available
P00547,"46925 Walsh Divide, Emmaborough, PA 00825",Michaelshire,Land,1172390,Rented
P00548,"3814 Stephanie Track, North Jeremyville, NE 25204",South Robertton,House,381063,Sold
P00549,"683 Andrew Crossing, Wallfurt, WY 56246",Port James,Apartment,1892361,Sold
P00550,"5773 Dean Pike, Jackhaven, PW 55103",Kevinfurt,House,389069,Available
P00551,"245 David Green, West Annabury, UT 08692",Carrilloborough,Land,354955,Sold
P00552,"12573 Hunt Lock, Lake Angel, NY 35006",Kevinfort,Land,810304,Sold
P00553,"590 Jose Circle, New Benjaminbury, WY 28902",Johnsonport,Land,1206408,Rented
P00554,"4140 Walton Mews Apt. 804, Jessicabury, WV 94156",Thomasport,Land,1996339,Sold
P00555,"39275 Andrew Rapid Apt. 083, North Robertberg, DE 98613",Christinamouth,House,1480783,Rented
P00556,"5564 Clayton Mills, Port Chadchester, MD 41824",New Hannahbury,Condo,1444158,Rented
P00557,"USS Vasquez, FPO AA 86491",Starkburgh,Land,1010289,Rented
P00558,"211 Patterson Glen Suite 778, Mccallton, AZ 95976",Adamsville,Condo,851527,Available
P00559,"7804 Morrow Course Apt. 894, Gonzalezview, AS 18137",East Emily,Apartment,1905301,Available
P00560,"95001 Lewis Forge, Jonesside, AS 01439",Matthewmouth,Condo,1802683,Rented
P00561,"0483 Roberto Stravenue, West David, PA 19203",West Michael,Condo,1668314,Available
P00562,"Unit 3736 Box 4170, DPO AA 28854",West Amymouth,House,1731050,Sold
P00563,"4903 Amanda Glens Apt. 553, Toddhaven, VT 44831",Port Kelseymouth,Apartment,1402920,Rented
P00564,"25337 Williams Creek Suite 489, Lake Shelby, OK 42804",South Tinaborough,House,966550,Rented
P00565,"USNS Brown, FPO AE 47301",New Melissa,House,843854,Sold
P00566,"PSC 6398, Box 2725, APO AA 40995",Wattsmouth,Apartment,656665,Sold
P00567,"PSC 2404, Box 9803, APO AP 99428",Lauramouth,House,360520,Sold
P00568,"587 Smith Port Apt. 075, East Angel, MA 83626",Jillberg,House,1675825,Sold
P00569,"06368 Sheila Tunnel Apt. 259, New James, NE 80958",Virginiamouth,Condo,308757,Available
P00570,"914 Timothy Route, Martinburgh, PR 26188",Carterberg,House,678707,Available
P00571,"52141 Clark Ranch Suite 924, East Michaeltown, VI 17387",New Jennifer,House,1122526,Sold
P00572,"5839 Nicholas Spring, Port Patrickland, DC 42083",West Aaronland,Apartment,1063580,Sold
P00573,"1114 Elizabeth Walk, Fleminghaven, MN 06815",Riveraland,Apartment,363823,Sold
P00574,"2893 James Trace Suite 017, Port Carla, PW 97284",Thompsonside,House,364210,Available
P00575,"49809 Fuller Cliff, South Kenneth, WV 50513",South Lindsey,House,1681629,Rented
P00576,"914 Lowery Knoll Suite 744, Bryanbury, MH 39068",Danielburgh,Apartment,758716,Available
P00577,"897 Peters Spurs Suite 555, West Nicolefurt, GA 65025",Brownmouth,Apartment,680820,Available
P00578,"05805 Craig Ports Suite 533, Lake Michaeltown, AZ 32920",Kyleton,Condo,345792,Available
P00579,"50203 Warren Meadows Suite 080, Port Robert, MA 70187",Sandovalmouth,Condo,426920,Rented
P00580,"2395 Jesse Lane Suite 035, Chadfort, SD 92789",Teresaberg,House,1682535,Sold
