serviceID,bookingID,serviceType,amount,date
S20641,B12771,Transport,450,2025-04-02
S20642,B11116,Room Service,330,2024-10-02
S20643,B12621,Laundry,242,2023-12-07
S20644,B10931,Transport,147,2025-06-14
S20645,B11327,Room Service,270,2024-02-15
S20646,B10893,Restaurant,280,2024-03-27
S20647,B10192,Room Service,262,2023-08-15
S20648,B13046,Laundry,159,2024-07-03
S20649,B10105,Laundry,378,2024-05-08
S20650,B12611,Room Service,385,2023-09-02
S20651,B13726,Restaurant,179,2024-10-24
S20652,B11904,Transport,274,2024-11-05
S20653,B11608,Transport,317,2023-12-06
S20654,B13778,Restaurant,205,2024-01-22
S20655,B11921,Room Service,392,2024-11-25
S20656,B10781,Spa,494,2024-09-22
S20657,B13979,Transport,188,2025-01-29
S20658,B10518,Laundry,46,2023-09-01
S20659,B13088,Room Service,408,2024-12-17
S20660,B10624,Laundry,287,2025-02-06
S20661,B12652,Room Service,320,2025-04-15
S20662,B12978,Transport,187,2025-02-01
S20663,B11222,Transport,488,2025-03-25
S20664,B12873,Room Service,80,2024-06-20
S20665,B13093,Laundry,150,2023-08-23
S20666,B12737,Spa,415,2024-09-16
S20667,B13367,Laundry,393,2025-02-12
S20668,B10565,Spa,123,2024-08-22
S20669,B11890,Restaurant,123,2025-03-30
S20670,B12292,Spa,117,2025-01-25
S20671,B13022,Restaurant,37,2024-09-26
S20672,B13763,Room Service,128,2024-04-17
S20673,B12775,Laundry,414,2024-01-23
S20674,B11536,Transport,478,2024-03-16
S20675,B12874,Laundry,262,2025-04-15
S20676,B13471,Restaurant,33,2024-12-21
S20677,B12090,Spa,221,2024-10-06
S20678,B12730,Spa,131,2023-12-19
S20679,B11592,Restaurant,126,2024-05-12
S20680,B11768,Transport,305,2024-01-04
S20681,B12198,Laundry,29,2023-07-07
S20682,B13816,Room Service,403,2023-07-21
S20683,B10903,Spa,484,2024-06-13
S20684,B10235,Laundry,399,2024-11-18
S20685,B12758,Spa,328,2023-06-24
S20686,B12743,Transport,336,2025-01-17
S20687,B11474,Spa,104,2025-06-18
S20688,B11582,Laundry,442,2024-03-05
S20689,B13588,Restaurant,405,2024-06-10
S20690,B10956,Laundry,144,2025-02-25
S20691,B13158,Laundry,306,2025-04-25
S20692,B13249,Transport,72,2024-06-17
S20693,B11917,Room Service,481,2024-07-28
S20694,B10603,Room Service,158,2024-06-14
S20695,B12935,Transport,235,2024-09-21
S20696,B12416,Laundry,111,2025-06-17
S20697,B10373,Spa,281,2024-12-15
S20698,B11356,Room Service,51,2025-06-05
S20699,B11057,Restaurant,266,2024-07-17
S20700,B12723,Room Service,106,2023-09-11
S20701,B12001,Restaurant,42,2024-06-18
S20702,B12682,Spa,106,2025-01-07
S20703,B10082,Laundry,454,2024-01-09
S20704,B10037,Room Service,326,2025-01-08
S20705,B13990,Restaurant,208,2025-02-04
S20706,B11310,Transport,45,2025-06-05
S20707,B13477,Restaurant,229,2024-04-30
S20708,B12846,Room Service,447,2023-07-12
S20709,B10050,Laundry,304,2025-05-21
S20710,B13908,Restaurant,178,2023-10-03
S20711,B13586,Spa,143,2024-08-08
S20712,B12123,Room Service,31,2023-08-30
S20713,B11841,Transport,329,2024-11-27
S20714,B12572,Laundry,306,2024-02-20
S20715,B13179,Laundry,313,2024-08-18
S20716,B10203,Room Service,109,2024-05-26
S20717,B10260,Restaurant,295,2024-04-29
S20718,B11310,Laundry,381,2025-04-10
S20719,B12500,Restaurant,385,2024-07-24
S20720,B13001,Laundry,303,2024-10-14
S20721,B10391,Spa,429,2024-03-01
S20722,B11366,Transport,149,2025-02-07
S20723,B13024,Transport,341,2024-12-17
S20724,B11046,Restaurant,12,2023-12-18
S20725,B12348,Spa,68,2024-11-11
S20726,B12248,Transport,343,2025-04-02
S20727,B11654,Room Service,319,2024-01-01
S20728,B11969,Room Service,11,2024-12-22
S20729,B12916,Spa,431,2024-06-02
S20730,B10679,Room Service,422,2025-04-03
S20731,B10593,Transport,94,2025-06-15
S20732,B13515,Transport,157,2024-05-16
S20733,B13768,Restaurant,255,2023-11-08
S20734,B13913,Room Service,119,2025-05-02
S20735,B12413,Room Service,43,2024-10-23
S20736,B13215,Restaurant,198,2025-04-15
S20737,B12031,Laundry,256,2024-05-02
S20738,B11401,Laundry,473,2025-03-19
S20739,B11693,Room Service,276,2024-02-24
S20740,B10498,Room Service,391,2024-10-06
S20741,B11458,Transport,458,2025-01-16
S20742,B11052,Restaurant,376,2024-04-08
S20743,B11890,Room Service,140,2024-07-29
S20744,B10503,Laundry,476,2025-02-23
S20745,B13216,Transport,134,2024-08-12
S20746,B11655,Spa,172,2024-01-03
S20747,B12668,Room Service,451,2024-05-25
S20748,B13563,Laundry,477,2025-02-05
S20749,B13623,Transport,244,2023-09-06
S20750,B11164,Restaurant,467,2023-12-01
S20751,B10776,Room Service,273,2024-05-07
S20752,B11856,Transport,212,2025-01-31
S20753,B11056,Restaurant,388,2024-06-13
S20754,B13233,Spa,306,2025-04-11
S20755,B11073,Restaurant,211,2024-12-03
S20756,B10587,Room Service,76,2023-09-05
S20757,B13606,Spa,13,2024-08-21
S20758,B13452,Restaurant,283,2024-10-24
S20759,B10906,Room Service,275,2025-02-24
S20760,B11554,Room Service,224,2024-10-31
S20761,B10305,Laundry,293,2024-05-29
S20762,B12216,Restaurant,194,2024-08-27
S20763,B10331,Laundry,287,2025-05-01
S20764,B12089,Spa,11,2023-12-10
S20765,B11460,Spa,11,2024-06-23
S20766,B10730,Transport,460,2024-02-16
S20767,B11808,Laundry,256,2024-07-30
S20768,B11355,Restaurant,37,2025-03-24
S20769,B10113,Spa,412,2024-11-29
S20770,B13392,Laundry,152,2025-05-04
S20771,B10587,Restaurant,213,2025-03-06
S20772,B13917,Spa,495,2025-01-09
S20773,B12697,Room Service,176,2023-12-13
S20774,B11697,Restaurant,284,2024-08-20
S20775,B13455,Restaurant,302,2023-10-09
S20776,B13414,Room Service,124,2024-03-24
S20777,B11510,Laundry,100,2024-07-28
S20778,B12641,Transport,446,2024-11-23
S20779,B13531,Spa,384,2023-11-13
S20780,B11965,Transport,390,2024-09-07
S20781,B12729,Transport,376,2024-12-22
S20782,B13060,Room Service,366,2025-04-17
S20783,B13891,Laundry,107,2023-08-15
S20784,B10172,Restaurant,249,2024-12-26
S20785,B11152,Spa,144,2024-02-07
S20786,B13134,Room Service,130,2023-08-16
S20787,B13459,Room Service,139,2025-04-19
S20788,B10558,Restaurant,45,2024-04-15
S20789,B13300,Transport,316,2024-11-11
S20790,B11741,Restaurant,49,2025-04-23
S20791,B11067,Room Service,290,2023-08-18
S20792,B11637,Laundry,292,2024-09-22
S20793,B12247,Transport,309,2024-01-03
S20794,B13536,Room Service,436,2024-05-18
S20795,B11448,Room Service,346,2024-06-21
S20796,B10424,Spa,302,2024-05-10
S20797,B13057,Room Service,183,2024-04-15
S20798,B13883,Laundry,18,2024-07-27
S20799,B12011,Transport,96,2024-07-10
S20800,B12509,Laundry,32,2024-09-20
S20801,B13230,Restaurant,36,2023-10-23
S20802,B10520,Laundry,427,2023-06-24
S20803,B10898,Restaurant,248,2023-12-05
S20804,B12953,Restaurant,15,2024-09-25
S20805,B10953,Laundry,148,2024-01-09
S20806,B13686,Laundry,104,2025-06-13
S20807,B10476,Room Service,393,2024-08-02
S20808,B13692,Room Service,257,2025-01-28
S20809,B12563,Restaurant,58,2025-06-01
S20810,B13216,Laundry,49,2025-03-17
S20811,B12641,Transport,117,2025-05-14
S20812,B10297,Spa,418,2024-09-03
S20813,B10485,Laundry,217,2024-06-30
S20814,B11076,Laundry,142,2025-01-25
S20815,B12463,Transport,71,2024-01-10
S20816,B11817,Restaurant,227,2023-06-26
S20817,B10854,Room Service,359,2023-07-25
S20818,B12378,Restaurant,396,2024-01-13
S20819,B13342,Restaurant,157,2024-11-19
S20820,B11404,Laundry,40,2024-09-26
S20821,B13575,Restaurant,228,2025-05-06
S20822,B11967,Restaurant,404,2024-09-01
S20823,B10664,Laundry,144,2023-06-28
S20824,B12182,Room Service,145,2024-06-02
S20825,B10251,Spa,244,2023-07-21
S20826,B11875,Room Service,496,2023-10-14
S20827,B10445,Room Service,123,2024-04-04
S20828,B11196,Spa,240,2023-12-23
S20829,B13476,Restaurant,459,2025-06-18
S20830,B12170,Laundry,101,2023-07-08
S20831,B11637,Laundry,205,2024-12-18
S20832,B12071,Room Service,30,2024-08-23
S20833,B11534,Laundry,295,2024-05-30
S20834,B11050,Laundry,61,2023-09-28
S20835,B10257,Spa,439,2023-12-22
S20836,B11810,Restaurant,124,2023-09-18
S20837,B13376,Spa,280,2024-04-16
S20838,B10242,Restaurant,390,2024-10-09
S20839,B10923,Room Service,407,2024-11-23
S20840,B11033,Transport,14,2025-05-04
S20841,B10632,Spa,413,2023-06-19
S20842,B12439,Laundry,285,2024-08-07
S20843,B11013,Laundry,339,2024-02-15
S20844,B13672,Restaurant,464,2023-12-29
S20845,B13203,Room Service,450,2024-03-14
S20846,B12797,Restaurant,209,2024-10-15
S20847,B13769,Spa,343,2023-08-19
S20848,B10720,Restaurant,147,2023-07-30
S20849,B11092,Restaurant,368,2025-02-22
S20850,B10511,Room Service,296,2024-01-06
S20851,B13890,Spa,491,2024-08-29
S20852,B13753,Laundry,357,2023-10-17
S20853,B13689,Room Service,26,2024-04-08
S20854,B10166,Transport,161,2024-07-18
S20855,B10527,Laundry,418,2023-11-06
S20856,B12240,Transport,57,2023-12-17
S20857,B13523,Spa,195,2023-11-08
S20858,B11655,Laundry,270,2025-01-25
S20859,B10287,Spa,405,2023-11-09
S20860,B12323,Room Service,416,2023-09-11
S20861,B13596,Restaurant,199,2024-11-01
S20862,B13245,Restaurant,485,2023-07-12
S20863,B11657,Room Service,12,2023-08-31
S20864,B11062,Transport,242,2023-10-21
S20865,B11676,Laundry,484,2024-03-27
S20866,B11153,Transport,210,2024-11-10
S20867,B10699,Spa,367,2024-05-01
S20868,B10809,Room Service,461,2024-05-08
S20869,B11194,Transport,374,2025-05-28
S20870,B13314,Transport,45,2025-01-14
S20871,B13035,Spa,81,2025-06-11
S20872,B10463,Spa,227,2025-01-22
S20873,B12718,Restaurant,74,2025-05-22
S20874,B11075,Spa,404,2024-12-22
S20875,B11237,Spa,477,2024-11-28
S20876,B13063,Room Service,414,2023-11-02
S20877,B12457,Spa,113,2023-10-14
S20878,B13798,Transport,431,2025-04-16
S20879,B11359,Restaurant,291,2025-01-07
S20880,B12629,Restaurant,275,2023-09-05
S20881,B11988,Room Service,115,2024-03-15
S20882,B10298,Transport,325,2024-09-19
S20883,B10084,Spa,286,2024-08-03
S20884,B11118,Spa,403,2024-10-25
S20885,B13621,Room Service,323,2024-06-21
S20886,B10611,Transport,106,2024-07-25
S20887,B12270,Transport,251,2023-10-18
S20888,B13943,Transport,101,2023-06-30
S20889,B11079,Laundry,186,2023-12-25
S20890,B12256,Transport,463,2024-09-19
S20891,B10460,Restaurant,416,2023-09-10
S20892,B12459,Spa,409,2023-09-08
S20893,B10358,Laundry,38,2023-06-25
S20894,B12050,Spa,67,2024-11-25
S20895,B11445,Spa,416,2024-09-22
S20896,B12058,Spa,386,2024-09-06
S20897,B13342,Room Service,316,2023-07-07
S20898,B10736,Restaurant,74,2023-06-26
S20899,B10906,Restaurant,118,2024-03-05
S20900,B12879,Transport,174,2023-07-10
S20901,B11260,Laundry,14,2023-06-30
S20902,B12141,Transport,33,2025-06-14
S20903,B11926,Transport,233,2024-06-20
S20904,B10444,Room Service,316,2024-01-09
S20905,B10132,Room Service,304,2025-03-24
S20906,B10734,Laundry,89,2024-01-24
S20907,B12551,Transport,281,2024-02-02
S20908,B13050,Laundry,386,2024-09-01
S20909,B10841,Restaurant,245,2025-01-16
S20910,B11539,Room Service,396,2023-12-07
S20911,B10510,Transport,287,2024-09-15
S20912,B13745,Spa,123,2024-03-20
S20913,B13221,Transport,277,2023-08-08
S20914,B12944,Transport,204,2023-12-02
S20915,B12898,Room Service,219,2025-01-12
S20916,B12506,Laundry,367,2024-02-13
S20917,B13375,Room Service,29,2025-04-29
S20918,B11005,Spa,367,2025-03-11
S20919,B10887,Restaurant,43,2023-12-22
S20920,B12005,Room Service,41,2024-01-07
S20921,B11125,Laundry,97,2024-04-28
S20922,B10671,Transport,328,2024-07-26
S20923,B11522,Transport,247,2024-01-28
S20924,B12515,Spa,428,2024-02-03
S20925,B12017,Restaurant,473,2023-10-20
S20926,B11392,Restaurant,500,2024-08-15
S20927,B12290,Transport,391,2023-07-08
S20928,B12237,Laundry,315,2024-04-02
S20929,B10264,Restaurant,278,2024-10-26
S20930,B10091,Laundry,341,2024-08-11
S20931,B13556,Transport,380,2025-05-28
S20932,B12851,Transport,86,2024-09-09
S20933,B11722,Room Service,456,2023-07-10
S20934,B10172,Transport,393,2023-11-23
S20935,B12603,Room Service,474,2025-04-25
S20936,B10724,Laundry,496,2025-04-30
S20937,B10211,Room Service,382,2023-10-29
S20938,B11547,Laundry,306,2024-10-23
S20939,B11873,Spa,126,2023-11-02
S20940,B11922,Transport,163,2023-12-02
S20941,B13205,Transport,319,2024-02-20
S20942,B11512,Room Service,461,2023-10-23
S20943,B13978,Laundry,137,2025-02-27
S20944,B11720,Transport,423,2023-12-09
S20945,B11959,Room Service,160,2025-04-19
S20946,B11958,Spa,53,2025-06-11
S20947,B11009,Room Service,57,2024-12-22
S20948,B12597,Laundry,73,2023-08-18
S20949,B13229,Spa,420,2024-11-23
S20950,B11804,Laundry,401,2024-11-14
S20951,B13065,Restaurant,40,2024-06-21
S20952,B10012,Room Service,155,2025-05-25
S20953,B11012,Spa,106,2024-06-12
S20954,B10674,Room Service,160,2024-09-10
S20955,B12683,Room Service,78,2025-05-02
S20956,B10182,Room Service,372,2023-09-02
S20957,B11709,Laundry,155,2024-04-25
S20958,B12482,Room Service,471,2024-11-28
S20959,B12791,Spa,478,2023-11-23
S20960,B11398,Spa,317,2024-03-16
S20961,B12781,Laundry,296,2024-06-23
S20962,B12056,Transport,181,2023-07-15
S20963,B12798,Laundry,89,2023-07-15
S20964,B10857,Spa,349,2024-10-15
S20965,B10465,Laundry,178,2024-08-26
S20966,B10002,Laundry,413,2025-03-22
S20967,B10299,Spa,274,2025-04-06
S20968,B10753,Room Service,346,2024-02-19
S20969,B10089,Laundry,335,2024-10-23
S20970,B11161,Spa,290,2024-04-25
S20971,B11375,Transport,272,2023-12-11
S20972,B11298,Spa,138,2023-11-02
S20973,B10125,Spa,19,2024-08-12
S20974,B11572,Transport,307,2024-01-13
S20975,B11594,Room Service,25,2023-06-26
S20976,B11206,Restaurant,39,2024-02-08
S20977,B10439,Restaurant,169,2025-06-07
S20978,B10614,Laundry,323,2024-12-19
S20979,B11199,Transport,291,2024-12-26
S20980,B10283,Transport,132,2023-11-15
S20981,B10552,Laundry,45,2025-04-28
S20982,B10752,Transport,402,2023-06-27
S20983,B12364,Restaurant,387,2024-01-26
S20984,B11368,Spa,127,2023-09-29
S20985,B10344,Laundry,263,2024-06-05
S20986,B10418,Laundry,500,2023-07-29
S20987,B13279,Restaurant,280,2023-10-04
S20988,B10282,Laundry,12,2023-07-19
S20989,B10635,Transport,272,2024-10-17
S20990,B13303,Transport,464,2024-05-08
S20991,B12044,Laundry,154,2025-05-12
S20992,B12190,Restaurant,463,2024-05-16
S20993,B13827,Spa,295,2024-06-22
S20994,B11389,Restaurant,341,2024-03-31
S20995,B13872,Room Service,149,2023-08-28
S20996,B10680,Room Service,384,2024-09-22
S20997,B12331,Transport,72,2023-07-09
S20998,B12904,Transport,296,2025-04-20
S20999,B11893,Restaurant,489,2024-01-27
S21000,B10655,Transport,413,2023-08-25
S21001,B11189,Restaurant,193,2025-05-03
S21002,B12356,Laundry,480,2024-06-25
S21003,B12592,Transport,417,2024-09-25
S21004,B12484,Laundry,424,2025-03-13
S21005,B10189,Laundry,218,2024-08-12
S21006,B13665,Restaurant,394,2023-10-28
S21007,B10820,Restaurant,491,2024-01-28
S21008,B10780,Room Service,240,2025-01-12
S21009,B12189,Laundry,145,2023-08-01
S21010,B12904,Laundry,341,2024-06-26
S21011,B13407,Room Service,416,2023-09-30
S21012,B11827,Restaurant,34,2023-12-17
S21013,B11296,Laundry,34,2025-04-24
S21014,B10784,Restaurant,56,2024-09-15
S21015,B10336,Transport,411,2024-01-13
S21016,B11654,Transport,458,2024-08-17
S21017,B13345,Room Service,248,2024-06-24
S21018,B10416,Transport,349,2024-12-06
S21019,B10733,Laundry,297,2024-01-12
S21020,B13967,Laundry,218,2023-10-07
S21021,B13454,Room Service,319,2023-07-06
S21022,B13443,Transport,176,2023-10-24
S21023,B13409,Spa,446,2024-09-19
S21024,B12375,Transport,51,2023-12-01
S21025,B12591,Spa,202,2023-07-17
S21026,B13529,Room Service,384,2024-12-16
S21027,B12316,Transport,452,2024-12-31
S21028,B10384,Room Service,129,2023-11-02
S21029,B10314,Restaurant,133,2025-05-31
S21030,B13270,Room Service,298,2025-03-20
S21031,B11139,Restaurant,422,2024-05-03
S21032,B12934,Laundry,170,2024-04-24
S21033,B11288,Room Service,67,2024-01-12
S21034,B12416,Laundry,68,2025-01-20
S21035,B10271,Transport,397,2023-09-17
S21036,B12334,Spa,351,2023-11-20
S21037,B13780,Room Service,263,2025-01-24
S21038,B11388,Laundry,322,2025-03-13
S21039,B13282,Room Service,20,2025-02-17
S21040,B11241,Spa,430,2024-08-20
S21041,B11706,Spa,232,2024-07-07
S21042,B12963,Spa,21,2023-07-25
S21043,B13377,Room Service,226,2024-04-30
S21044,B12104,Restaurant,97,2025-01-24
S21045,B13007,Transport,330,2025-01-28
S21046,B11458,Laundry,374,2024-03-02
S21047,B10591,Transport,198,2024-11-13
S21048,B11203,Transport,116,2024-12-14
S21049,B11958,Restaurant,484,2024-12-04
S21050,B12764,Laundry,403,2024-08-26
S21051,B13798,Transport,213,2025-01-05
S21052,B10790,Laundry,337,2024-04-05
S21053,B13838,Transport,351,2024-04-18
S21054,B12372,Transport,147,2025-02-26
S21055,B10511,Restaurant,497,2024-04-24
S21056,B13083,Room Service,237,2024-04-08
S21057,B11005,Room Service,414,2023-09-10
S21058,B11106,Restaurant,492,2024-06-29
S21059,B10908,Room Service,357,2023-11-24
S21060,B12064,Laundry,87,2024-08-29
S21061,B10516,Spa,176,2025-05-26
S21062,B13363,Restaurant,143,2024-02-09
S21063,B12250,Laundry,129,2025-03-16
S21064,B10806,Spa,283,2025-01-05
S21065,B13834,Transport,40,2023-07-01
S21066,B13489,Spa,168,2024-12-22
S21067,B12198,Transport,212,2024-11-07
S21068,B13320,Laundry,454,2024-12-25
S21069,B10560,Restaurant,126,2023-12-15
S21070,B13758,Transport,274,2023-06-20
S21071,B11213,Restaurant,254,2025-06-18
S21072,B11743,Room Service,491,2024-04-25
S21073,B13056,Room Service,231,2023-08-01
S21074,B13748,Laundry,328,2024-02-16
S21075,B12438,Restaurant,415,2024-08-07
S21076,B10098,Spa,486,2024-12-28
S21077,B10288,Room Service,350,2023-11-30
S21078,B13244,Room Service,74,2023-07-05
S21079,B13978,Restaurant,133,2025-05-23
S21080,B13440,Restaurant,485,2024-02-21
S21081,B13405,Spa,457,2024-06-21
S21082,B12091,Room Service,335,2024-02-01
S21083,B13896,Laundry,240,2024-08-12
S21084,B11984,Transport,410,2024-09-20
S21085,B12259,Room Service,138,2024-11-28
S21086,B13115,Room Service,356,2025-01-01
S21087,B12576,Transport,55,2024-03-29
S21088,B13010,Transport,209,2025-03-30
S21089,B13843,Spa,241,2024-11-30
S21090,B10923,Spa,475,2023-09-15
S21091,B10080,Spa,159,2025-05-13
S21092,B10264,Transport,385,2024-05-26
S21093,B10742,Laundry,117,2024-06-07
S21094,B13867,Spa,323,2024-06-16
S21095,B13815,Transport,359,2024-09-14
S21096,B11253,Room Service,77,2023-08-11
S21097,B11153,Room Service,446,2024-08-30
S21098,B11151,Spa,97,2025-04-06
S21099,B10773,Room Service,459,2023-08-31
S21100,B10208,Spa,319,2024-03-14
S21101,B11647,Laundry,383,2024-04-16
S21102,B13656,Restaurant,352,2024-08-08
S21103,B11006,Restaurant,166,2024-03-19
S21104,B13636,Transport,499,2025-03-09
S21105,B11046,Spa,312,2025-01-27
S21106,B11655,Room Service,192,2024-03-13
S21107,B12290,Room Service,45,2024-11-01
S21108,B12656,Room Service,20,2024-04-01
S21109,B13464,Laundry,294,2025-02-11
S21110,B10245,Restaurant,137,2024-04-10
S21111,B12158,Room Service,324,2024-01-10
S21112,B10906,Laundry,129,2023-08-05
S21113,B10225,Laundry,116,2024-07-28
S21114,B11401,Restaurant,494,2025-04-06
S21115,B13381,Spa,128,2024-10-31
S21116,B10607,Room Service,424,2023-07-30
S21117,B11445,Room Service,106,2023-09-14
S21118,B13094,Room Service,173,2023-09-01
S21119,B13590,Spa,84,2024-03-30
S21120,B13881,Room Service,245,2024-02-19
S21121,B11701,Room Service,394,2023-12-23
S21122,B10893,Room Service,434,2024-01-04
S21123,B10045,Laundry,378,2025-04-30
S21124,B12318,Room Service,492,2024-02-08
S21125,B13700,Laundry,310,2024-11-09
S21126,B12021,Room Service,88,2024-06-27
S21127,B10246,Room Service,157,2024-05-28
S21128,B11098,Transport,350,2024-01-11
S21129,B10708,Spa,297,2025-01-15
S21130,B11796,Spa,252,2023-08-24
S21131,B10189,Room Service,250,2024-04-01
S21132,B12670,Spa,56,2024-03-19
S21133,B13006,Transport,175,2024-11-22
S21134,B13679,Room Service,139,2024-12-03
S21135,B12277,Laundry,187,2024-07-18
S21136,B12066,Room Service,416,2024-09-25
S21137,B10474,Room Service,19,2024-02-12
S21138,B13524,Spa,340,2024-07-25
S21139,B12195,Restaurant,218,2024-01-10
S21140,B11586,Room Service,405,2025-03-10
S21141,B11631,Spa,162,2023-10-11
S21142,B13908,Room Service,298,2023-12-15
S21143,B12654,Room Service,236,2024-03-18
S21144,B11732,Transport,22,2023-12-06
S21145,B13611,Restaurant,24,2024-12-02
S21146,B13828,Restaurant,333,2024-03-23
S21147,B11096,Room Service,408,2024-08-03
S21148,B12901,Spa,190,2025-02-11
S21149,B10862,Transport,199,2023-10-08
S21150,B10248,Transport,261,2024-09-30
S21151,B11007,Transport,137,2025-05-18
S21152,B11143,Spa,314,2024-10-25
S21153,B10302,Room Service,79,2025-01-30
S21154,B11783,Room Service,32,2024-08-11
S21155,B13750,Restaurant,273,2023-07-09
S21156,B12732,Restaurant,288,2023-06-25
S21157,B12462,Spa,477,2024-10-26
S21158,B13962,Spa,104,2024-07-02
S21159,B11213,Room Service,90,2024-02-19
S21160,B12470,Spa,487,2025-04-13
S21161,B13984,Transport,96,2024-07-22
S21162,B13092,Transport,153,2024-12-31
S21163,B12834,Laundry,472,2024-09-10
S21164,B11191,Restaurant,377,2024-09-12
S21165,B11985,Restaurant,412,2024-09-25
S21166,B10856,Transport,62,2024-05-06
S21167,B12164,Spa,368,2024-08-26
S21168,B12098,Laundry,14,2023-12-04
S21169,B13585,Spa,364,2025-05-16
S21170,B10201,Room Service,417,2024-01-23
S21171,B10315,Restaurant,125,2025-03-03
S21172,B13376,Laundry,197,2025-03-25
S21173,B11468,Spa,95,2023-12-12
S21174,B13121,Laundry,321,2025-01-24
S21175,B12990,Spa,70,2024-05-25
S21176,B12644,Spa,25,2024-01-04
S21177,B11738,Room Service,51,2025-02-18
S21178,B10299,Restaurant,289,2025-04-25
S21179,B12458,Spa,144,2025-04-18
S21180,B12044,Room Service,472,2024-12-06
S21181,B12549,Restaurant,326,2023-08-18
S21182,B13775,Restaurant,196,2024-11-04
S21183,B12947,Laundry,430,2024-05-12
S21184,B12171,Restaurant,44,2024-06-24
S21185,B12223,Spa,448,2024-02-16
S21186,B13815,Restaurant,250,2023-06-25
S21187,B10630,Restaurant,476,2024-10-08
S21188,B11531,Transport,354,2024-05-21
S21189,B13942,Spa,226,2023-10-05
S21190,B10857,Transport,210,2023-07-18
S21191,B10807,Spa,371,2024-12-25
S21192,B12357,Transport,264,2025-05-30
S21193,B12028,Transport,477,2025-01-12
S21194,B11602,Transport,365,2023-07-10
S21195,B10680,Restaurant,456,2023-11-30
S21196,B13240,Spa,232,2024-09-03
S21197,B13973,Laundry,127,2024-05-26
S21198,B10056,Transport,44,2025-05-12
S21199,B13473,Restaurant,207,2025-02-03
S21200,B12386,Spa,366,2025-02-03
S21201,B12266,Transport,284,2024-03-22
S21202,B11642,Restaurant,338,2023-12-18
S21203,B11341,Spa,296,2025-01-30
S21204,B12864,Spa,445,2024-05-01
S21205,B11176,Restaurant,298,2024-02-05
S21206,B11939,Room Service,399,2024-10-25
S21207,B13265,Room Service,273,2025-01-06
S21208,B11776,Transport,437,2024-09-02
S21209,B12268,Spa,23,2024-03-29
S21210,B10696,Spa,128,2024-03-19
S21211,B12384,Spa,148,2025-05-17
S21212,B12615,Spa,363,2024-10-12
S21213,B13024,Restaurant,257,2025-01-04
S21214,B13227,Restaurant,375,2023-09-07
S21215,B10528,Spa,357,2025-05-08
S21216,B11716,Transport,227,2025-02-06
S21217,B13094,Room Service,350,2024-12-08
S21218,B13433,Restaurant,394,2024-03-25
S21219,B13868,Restaurant,173,2024-12-03
S21220,B13948,Restaurant,72,2025-01-12
S21221,B10276,Transport,219,2023-12-02
S21222,B13030,Spa,292,2024-01-10
S21223,B13071,Room Service,419,2025-02-07
S21224,B10798,Restaurant,25,2025-01-06
S21225,B13880,Transport,215,2024-12-03
S21226,B13233,Room Service,185,2025-03-30
S21227,B13353,Restaurant,355,2025-02-06
S21228,B10731,Room Service,23,2024-07-01
S21229,B10835,Transport,309,2024-03-04
S21230,B11537,Laundry,125,2024-08-30
S21231,B12891,Spa,252,2025-02-08
S21232,B11937,Transport,492,2023-11-29
S21233,B12551,Spa,197,2024-03-31
S21234,B11335,Room Service,80,2024-06-13
S21235,B12522,Spa,210,2024-06-23
S21236,B11954,Room Service,308,2024-01-31
S21237,B12110,Restaurant,77,2025-02-16
S21238,B12293,Transport,86,2023-12-31
S21239,B13657,Room Service,199,2024-01-03
S21240,B11581,Transport,472,2023-06-30
S21241,B11198,Restaurant,392,2023-10-23
S21242,B13469,Restaurant,494,2024-01-11
S21243,B13340,Spa,173,2023-08-07
S21244,B12001,Transport,228,2023-11-06
S21245,B11394,Transport,496,2023-11-02
S21246,B13045,Room Service,73,2024-02-01
S21247,B12241,Laundry,77,2023-10-31
S21248,B10134,Transport,429,2023-12-22
S21249,B12231,Room Service,344,2024-07-19
S21250,B11246,Laundry,63,2025-06-02
S21251,B10439,Transport,296,2023-09-30
S21252,B13776,Transport,342,2024-01-21
S21253,B12720,Spa,94,2023-12-06
S21254,B12736,Room Service,243,2024-06-05
S21255,B13319,Room Service,118,2024-07-27
S21256,B11695,Room Service,464,2024-10-24
S21257,B11550,Restaurant,177,2024-02-17
S21258,B12308,Laundry,329,2024-01-19
S21259,B13081,Laundry,437,2023-11-13
S21260,B11612,Room Service,223,2024-08-02
S21261,B13635,Spa,152,2024-10-12
S21262,B12785,Restaurant,22,2025-04-15
S21263,B10820,Transport,58,2024-02-06
S21264,B13348,Laundry,96,2023-10-09
S21265,B10802,Transport,299,2024-03-08
S21266,B12600,Laundry,141,2023-06-22
S21267,B13229,Transport,127,2025-03-02
S21268,B10189,Laundry,260,2024-02-17
S21269,B10599,Laundry,274,2024-07-14
S21270,B13137,Laundry,472,2024-05-19
S21271,B13739,Room Service,474,2023-09-19
S21272,B10657,Restaurant,446,2024-02-06
S21273,B12283,Transport,146,2024-10-23
S21274,B11217,Restaurant,422,2024-10-28
S21275,B13395,Spa,180,2025-03-20
S21276,B11669,Laundry,437,2023-09-06
S21277,B13336,Restaurant,402,2024-01-26
S21278,B13502,Laundry,266,2024-02-03
S21279,B11652,Spa,355,2023-12-02
S21280,B11873,Restaurant,130,2024-12-21
S21281,B11972,Transport,25,2023-10-18
