shipmentID,vehicleID,driverID,routeID,date,status
SH10973,V0149,DR0091,R144,2023-08-26,Delayed
SH10974,V0299,DR0296,R067,2023-12-26,Cancelled
SH10975,V0143,DR0192,R131,2025-04-24,In Transit
SH10976,V0110,DR0169,R118,2023-10-21,Delivered
SH10977,V0304,DR0001,R169,2024-11-28,Cancelled
SH10978,V0327,DR0067,R172,2024-09-28,In Transit
SH10979,V0095,DR0129,R076,2024-11-23,In Transit
SH10980,V0079,DR0195,R035,2023-07-30,Delivered
SH10981,V0141,DR0290,R126,2024-08-19,Cancelled
SH10982,V0439,DR0238,R147,2024-10-11,Cancelled
SH10983,V0359,DR0195,R046,2024-03-23,Delayed
SH10984,V0087,DR0059,R014,2024-04-07,Cancelled
SH10985,V0208,DR0284,R063,2025-06-10,In Transit
SH10986,V0422,DR0164,R084,2023-10-24,Cancelled
SH10987,V0162,DR0300,R150,2024-01-24,Delivered
SH10988,V0081,DR0068,R152,2024-08-28,Delayed
SH10989,V0134,DR0024,R117,2025-03-13,In Transit
SH10990,V0371,DR0099,R034,2024-11-19,Delivered
SH10991,V0482,DR0008,R012,2024-09-09,Cancelled
SH10992,V0488,DR0084,R019,2024-09-18,Cancelled
SH10993,V0225,DR0199,R140,2023-12-17,In Transit
SH10994,V0078,DR0245,R155,2025-06-13,Cancelled
SH10995,V0423,DR0047,R103,2025-06-07,In Transit
SH10996,V0019,DR0231,R115,2024-01-05,Delivered
SH10997,V0202,DR0243,R085,2024-12-09,In Transit
SH10998,V0079,DR0170,R194,2024-07-04,Delayed
SH10999,V0287,DR0212,R093,2024-02-25,In Transit
SH11000,V0301,DR0237,R039,2023-07-18,Delivered
SH11001,V0102,DR0202,R133,2024-08-26,Delivered
SH11002,V0454,DR0222,R100,2023-11-18,Cancelled
SH11003,V0045,DR0140,R111,2024-07-30,Cancelled
SH11004,V0429,DR0095,R060,2024-12-18,Delivered
SH11005,V0037,DR0280,R015,2023-08-30,Delayed
SH11006,V0169,DR0032,R098,2024-02-14,In Transit
SH11007,V0333,DR0246,R090,2025-05-06,Delayed
SH11008,V0183,DR0124,R046,2024-01-28,Cancelled
SH11009,V0481,DR0048,R165,2024-06-05,In Transit
SH11010,V0070,DR0206,R037,2024-09-09,In Transit
SH11011,V0390,DR0300,R084,2024-12-12,Cancelled
SH11012,V0135,DR0183,R161,2024-06-25,Delayed
SH11013,V0165,DR0218,R200,2025-03-20,In Transit
SH11014,V0137,DR0286,R045,2025-01-28,Delivered
SH11015,V0338,DR0214,R016,2023-11-19,In Transit
SH11016,V0003,DR0069,R063,2024-03-19,Delayed
SH11017,V0215,DR0130,R001,2025-02-06,Cancelled
SH11018,V0212,DR0243,R081,2024-07-03,In Transit
SH11019,V0063,DR0175,R171,2024-11-02,Delayed
SH11020,V0382,DR0132,R158,2024-01-28,Delivered
SH11021,V0354,DR0294,R152,2024-11-10,In Transit
SH11022,V0181,DR0005,R138,2025-06-16,Delivered
SH11023,V0171,DR0078,R129,2024-04-25,Delayed
SH11024,V0222,DR0177,R122,2023-12-04,Delivered
SH11025,V0166,DR0193,R031,2025-01-16,Delivered
SH11026,V0293,DR0045,R105,2024-07-02,Delivered
SH11027,V0468,DR0099,R091,2024-07-08,Delayed
SH11028,V0427,DR0283,R076,2023-11-11,Delayed
SH11029,V0331,DR0121,R153,2023-12-14,In Transit
SH11030,V0493,DR0195,R163,2025-04-22,In Transit
SH11031,V0366,DR0082,R099,2024-05-02,Cancelled
SH11032,V0367,DR0200,R116,2025-03-23,In Transit
SH11033,V0486,DR0019,R068,2023-10-31,Delayed
SH11034,V0443,DR0017,R011,2024-07-07,Cancelled
SH11035,V0394,DR0247,R038,2024-08-02,Delayed
SH11036,V0025,DR0273,R114,2024-09-20,Delivered
SH11037,V0112,DR0023,R114,2024-12-05,Delivered
SH11038,V0107,DR0176,R119,2023-08-29,In Transit
SH11039,V0064,DR0131,R013,2024-02-01,Cancelled
SH11040,V0358,DR0182,R049,2023-09-07,Delayed
SH11041,V0360,DR0172,R110,2025-02-26,Cancelled
SH11042,V0489,DR0101,R198,2024-01-19,Delayed
SH11043,V0291,DR0101,R039,2024-09-17,Delivered
SH11044,V0254,DR0044,R089,2023-08-14,In Transit
SH11045,V0252,DR0049,R161,2024-03-26,Delayed
SH11046,V0250,DR0019,R008,2023-08-07,In Transit
SH11047,V0308,DR0268,R024,2024-10-23,In Transit
SH11048,V0088,DR0118,R174,2025-06-15,In Transit
SH11049,V0313,DR0299,R099,2023-11-21,In Transit
SH11050,V0499,DR0028,R144,2023-10-01,In Transit
SH11051,V0136,DR0086,R130,2024-10-24,Delayed
SH11052,V0307,DR0116,R155,2024-10-09,In Transit
SH11053,V0061,DR0120,R131,2025-05-17,Cancelled
SH11054,V0024,DR0249,R028,2024-04-03,In Transit
SH11055,V0386,DR0029,R008,2025-01-26,Delayed
SH11056,V0268,DR0065,R104,2024-09-23,Delayed
SH11057,V0135,DR0271,R116,2023-10-31,Delayed
SH11058,V0079,DR0293,R031,2024-03-25,Delayed
SH11059,V0280,DR0086,R128,2023-11-28,Delayed
SH11060,V0064,DR0159,R048,2024-05-08,In Transit
SH11061,V0298,DR0008,R056,2023-08-20,Delayed
SH11062,V0088,DR0221,R127,2025-01-06,Delayed
SH11063,V0071,DR0095,R019,2023-09-20,Delivered
SH11064,V0461,DR0234,R189,2025-05-10,In Transit
SH11065,V0281,DR0237,R048,2024-11-03,In Transit
SH11066,V0284,DR0297,R153,2024-02-12,Cancelled
SH11067,V0130,DR0061,R166,2024-01-18,Cancelled
SH11068,V0393,DR0093,R144,2023-10-04,Delivered
SH11069,V0125,DR0115,R170,2023-09-09,Delayed
SH11070,V0417,DR0075,R078,2023-11-01,Cancelled
SH11071,V0390,DR0207,R077,2024-03-04,Cancelled
SH11072,V0101,DR0001,R136,2024-02-04,Delayed
SH11073,V0039,DR0214,R098,2024-12-27,In Transit
SH11074,V0354,DR0160,R065,2024-04-22,Cancelled
SH11075,V0189,DR0216,R028,2024-02-14,Delivered
SH11076,V0253,DR0099,R017,2025-04-29,Cancelled
SH11077,V0158,DR0172,R161,2023-07-12,In Transit
SH11078,V0461,DR0219,R176,2024-07-14,In Transit
SH11079,V0314,DR0058,R001,2024-09-25,Cancelled
SH11080,V0409,DR0122,R168,2024-12-06,Delayed
SH11081,V0058,DR0141,R117,2023-07-07,In Transit
SH11082,V0165,DR0024,R137,2024-02-25,Delayed
SH11083,V0213,DR0155,R028,2024-11-12,Cancelled
SH11084,V0163,DR0138,R122,2023-10-18,Delayed
SH11085,V0436,DR0224,R066,2024-05-23,Cancelled
SH11086,V0136,DR0189,R003,2025-01-31,Delivered
SH11087,V0078,DR0254,R076,2023-10-21,Cancelled
SH11088,V0073,DR0206,R124,2023-10-26,Cancelled
SH11089,V0230,DR0005,R177,2024-02-05,Cancelled
SH11090,V0071,DR0067,R137,2025-04-15,Cancelled
SH11091,V0417,DR0036,R053,2024-11-04,Cancelled
SH11092,V0304,DR0166,R004,2025-03-08,Delayed
SH11093,V0333,DR0011,R086,2024-11-07,Delayed
SH11094,V0361,DR0046,R146,2024-02-22,Cancelled
SH11095,V0235,DR0243,R087,2025-05-17,In Transit
SH11096,V0050,DR0291,R126,2023-11-16,In Transit
SH11097,V0428,DR0110,R181,2024-05-28,Cancelled
SH11098,V0352,DR0155,R173,2024-05-31,Delivered
SH11099,V0129,DR0011,R168,2024-08-21,Cancelled
SH11100,V0084,DR0250,R094,2024-02-02,Cancelled
SH11101,V0489,DR0264,R171,2025-03-22,In Transit
SH11102,V0112,DR0293,R105,2025-01-30,In Transit
SH11103,V0087,DR0254,R170,2025-05-30,Delivered
SH11104,V0465,DR0236,R197,2023-06-29,Delivered
SH11105,V0336,DR0271,R094,2023-08-26,In Transit
SH11106,V0224,DR0230,R144,2024-07-04,Delayed
SH11107,V0112,DR0258,R069,2023-08-21,Delayed
SH11108,V0348,DR0001,R198,2025-05-21,Cancelled
SH11109,V0167,DR0129,R010,2023-06-19,In Transit
SH11110,V0110,DR0143,R029,2024-01-18,Delayed
SH11111,V0306,DR0121,R079,2023-12-16,Cancelled
SH11112,V0445,DR0166,R073,2024-03-27,Delivered
SH11113,V0498,DR0139,R193,2024-10-25,Delivered
SH11114,V0457,DR0180,R080,2025-03-08,In Transit
SH11115,V0384,DR0021,R194,2023-07-10,In Transit
SH11116,V0012,DR0139,R110,2025-02-28,In Transit
SH11117,V0460,DR0228,R052,2023-12-30,Cancelled
SH11118,V0100,DR0125,R013,2024-09-13,Delayed
SH11119,V0290,DR0197,R148,2024-08-11,Cancelled
SH11120,V0237,DR0063,R003,2024-06-01,Delivered
SH11121,V0290,DR0287,R099,2023-07-08,Cancelled
SH11122,V0178,DR0180,R067,2024-01-16,Cancelled
SH11123,V0054,DR0174,R040,2023-08-08,In Transit
SH11124,V0283,DR0146,R164,2024-05-29,Cancelled
SH11125,V0304,DR0081,R159,2024-12-21,Delivered
SH11126,V0238,DR0248,R101,2024-11-09,Cancelled
SH11127,V0244,DR0085,R046,2024-01-31,In Transit
SH11128,V0187,DR0193,R132,2023-08-11,Delayed
SH11129,V0378,DR0005,R001,2023-10-09,In Transit
SH11130,V0413,DR0285,R032,2024-08-29,Delivered
SH11131,V0143,DR0295,R116,2025-04-02,Delayed
SH11132,V0022,DR0015,R196,2024-11-05,Delayed
SH11133,V0064,DR0231,R041,2024-09-30,Delivered
SH11134,V0275,DR0194,R151,2025-02-10,In Transit
SH11135,V0246,DR0299,R156,2024-09-20,Cancelled
SH11136,V0354,DR0157,R038,2024-06-27,In Transit
SH11137,V0172,DR0102,R103,2024-09-02,In Transit
SH11138,V0451,DR0120,R033,2024-11-06,In Transit
SH11139,V0205,DR0243,R128,2024-10-26,Delivered
SH11140,V0364,DR0270,R133,2023-11-13,In Transit
SH11141,V0388,DR0008,R011,2024-10-16,In Transit
SH11142,V0497,DR0028,R177,2024-09-03,Cancelled
SH11143,V0416,DR0096,R178,2024-02-11,Delivered
SH11144,V0292,DR0231,R016,2024-07-24,In Transit
SH11145,V0376,DR0118,R056,2024-07-28,Delayed
SH11146,V0333,DR0047,R055,2023-06-20,In Transit
SH11147,V0485,DR0199,R040,2023-07-22,Delivered
SH11148,V0080,DR0233,R012,2024-03-27,Delivered
SH11149,V0230,DR0265,R175,2024-01-12,Delivered
SH11150,V0206,DR0027,R014,2025-02-20,In Transit
SH11151,V0350,DR0067,R122,2024-07-20,Cancelled
SH11152,V0433,DR0220,R091,2024-05-02,In Transit
SH11153,V0338,DR0249,R107,2023-09-23,In Transit
SH11154,V0253,DR0238,R112,2023-11-21,Cancelled
SH11155,V0087,DR0164,R149,2024-05-16,Cancelled
SH11156,V0234,DR0063,R130,2023-07-03,Cancelled
SH11157,V0303,DR0250,R174,2023-07-09,In Transit
SH11158,V0447,DR0082,R188,2024-01-03,Delayed
SH11159,V0102,DR0004,R173,2024-10-04,Delayed
SH11160,V0238,DR0260,R063,2024-01-29,In Transit
SH11161,V0169,DR0268,R196,2023-08-06,Delayed
SH11162,V0277,DR0244,R136,2025-01-26,Delayed
SH11163,V0359,DR0006,R151,2024-05-31,Delayed
SH11164,V0016,DR0146,R102,2023-07-19,In Transit
SH11165,V0126,DR0204,R068,2025-01-26,Delivered
SH11166,V0012,DR0137,R102,2024-08-20,Delayed
SH11167,V0455,DR0205,R030,2024-06-14,Cancelled
SH11168,V0171,DR0074,R088,2023-10-18,In Transit
SH11169,V0367,DR0235,R101,2023-10-28,Delivered
SH11170,V0193,DR0209,R075,2023-09-29,Delivered
SH11171,V0412,DR0047,R180,2024-04-25,Delivered
SH11172,V0405,DR0003,R039,2025-03-13,Delayed
SH11173,V0407,DR0297,R017,2023-08-09,Delayed
SH11174,V0332,DR0038,R053,2023-09-27,Delivered
SH11175,V0021,DR0292,R172,2025-04-11,In Transit
SH11176,V0189,DR0051,R030,2024-04-14,In Transit
SH11177,V0104,DR0079,R106,2024-08-14,Delayed
SH11178,V0102,DR0264,R077,2024-06-10,Cancelled
SH11179,V0010,DR0204,R077,2023-12-04,Delayed
SH11180,V0036,DR0177,R133,2025-05-08,Cancelled
SH11181,V0426,DR0154,R043,2024-02-24,Delivered
SH11182,V0042,DR0029,R154,2025-01-07,In Transit
SH11183,V0471,DR0193,R070,2023-12-02,Delayed
SH11184,V0245,DR0173,R018,2025-05-19,In Transit
SH11185,V0475,DR0260,R105,2024-04-20,Delivered
SH11186,V0161,DR0231,R125,2023-11-25,Cancelled
SH11187,V0479,DR0057,R099,2023-08-03,Cancelled
SH11188,V0265,DR0271,R103,2025-04-07,Delayed
SH11189,V0079,DR0086,R139,2024-08-03,Delayed
SH11190,V0323,DR0093,R177,2024-12-18,Delivered
SH11191,V0251,DR0194,R016,2024-10-26,Cancelled
SH11192,V0397,DR0093,R101,2025-03-03,In Transit
SH11193,V0369,DR0124,R061,2024-03-30,In Transit
SH11194,V0223,DR0238,R072,2025-05-17,Cancelled
SH11195,V0045,DR0206,R121,2025-06-14,Cancelled
SH11196,V0389,DR0162,R138,2024-05-07,In Transit
SH11197,V0387,DR0166,R152,2025-02-12,Delayed
SH11198,V0389,DR0285,R114,2024-03-18,Cancelled
SH11199,V0293,DR0187,R160,2023-11-04,Cancelled
SH11200,V0272,DR0062,R066,2024-08-07,Cancelled
SH11201,V0255,DR0088,R151,2024-09-08,Delivered
SH11202,V0360,DR0116,R043,2024-11-21,In Transit
SH11203,V0346,DR0218,R057,2024-07-31,Cancelled
SH11204,V0175,DR0221,R036,2024-04-03,Cancelled
SH11205,V0401,DR0129,R041,2023-11-01,Delayed
SH11206,V0435,DR0017,R091,2023-12-17,Delayed
SH11207,V0183,DR0037,R077,2023-09-26,Cancelled
SH11208,V0104,DR0183,R114,2024-08-12,Cancelled
SH11209,V0014,DR0273,R140,2024-10-30,In Transit
SH11210,V0191,DR0164,R093,2025-05-30,In Transit
SH11211,V0461,DR0269,R025,2024-05-24,In Transit
SH11212,V0213,DR0178,R138,2024-10-27,In Transit
SH11213,V0156,DR0130,R086,2025-02-16,In Transit
SH11214,V0367,DR0104,R050,2024-05-22,Delayed
SH11215,V0154,DR0024,R184,2024-11-13,Delivered
SH11216,V0054,DR0014,R076,2024-02-14,Delivered
SH11217,V0133,DR0087,R139,2025-05-02,In Transit
SH11218,V0272,DR0219,R001,2025-01-22,Cancelled
SH11219,V0311,DR0106,R191,2024-07-12,Cancelled
SH11220,V0046,DR0104,R200,2025-06-12,In Transit
SH11221,V0280,DR0209,R190,2024-10-14,Delivered
SH11222,V0226,DR0064,R060,2025-03-03,In Transit
SH11223,V0223,DR0053,R087,2024-05-04,Delayed
SH11224,V0241,DR0209,R036,2024-04-20,Delivered
SH11225,V0039,DR0101,R135,2023-12-07,Delayed
SH11226,V0007,DR0085,R164,2024-08-15,Delayed
SH11227,V0044,DR0247,R108,2025-05-05,In Transit
SH11228,V0395,DR0117,R013,2024-09-11,Cancelled
SH11229,V0182,DR0271,R014,2024-04-13,Delayed
SH11230,V0216,DR0092,R103,2023-10-20,Delayed
SH11231,V0255,DR0292,R119,2024-03-22,In Transit
SH11232,V0344,DR0015,R136,2024-08-30,Delayed
SH11233,V0123,DR0043,R030,2023-12-05,Cancelled
SH11234,V0215,DR0222,R155,2024-03-01,In Transit
SH11235,V0032,DR0172,R127,2025-05-15,In Transit
SH11236,V0217,DR0269,R001,2024-11-05,Delivered
SH11237,V0087,DR0209,R091,2024-11-18,In Transit
SH11238,V0098,DR0034,R027,2023-08-09,Delayed
SH11239,V0001,DR0135,R186,2024-06-29,Delayed
SH11240,V0378,DR0269,R102,2024-11-10,Delayed
SH11241,V0394,DR0119,R033,2025-04-20,Cancelled
SH11242,V0214,DR0232,R100,2025-03-02,Delivered
SH11243,V0276,DR0229,R010,2025-04-20,Delivered
SH11244,V0329,DR0067,R040,2024-05-25,Cancelled
SH11245,V0434,DR0296,R042,2023-10-23,In Transit
SH11246,V0067,DR0181,R196,2023-10-02,Delivered
SH11247,V0163,DR0129,R141,2024-06-25,Delivered
SH11248,V0431,DR0157,R161,2025-02-16,In Transit
SH11249,V0326,DR0257,R091,2023-09-15,Cancelled
SH11250,V0145,DR0113,R147,2023-11-15,Delivered
SH11251,V0194,DR0148,R192,2023-10-21,Delivered
SH11252,V0187,DR0271,R175,2023-07-10,Delivered
SH11253,V0492,DR0226,R015,2024-01-21,Delivered
SH11254,V0035,DR0011,R011,2023-07-17,In Transit
SH11255,V0363,DR0106,R114,2024-09-01,In Transit
SH11256,V0144,DR0135,R044,2024-02-08,Delivered
SH11257,V0425,DR0128,R122,2024-05-22,In Transit
SH11258,V0365,DR0260,R162,2024-06-25,Delivered
SH11259,V0034,DR0217,R091,2023-08-22,Delayed
SH11260,V0343,DR0082,R010,2024-03-23,Delayed
SH11261,V0413,DR0293,R040,2024-12-31,In Transit
SH11262,V0298,DR0006,R196,2024-01-18,Cancelled
SH11263,V0170,DR0122,R172,2023-07-13,Cancelled
SH11264,V0083,DR0113,R045,2025-06-07,In Transit
SH11265,V0015,DR0205,R089,2025-01-25,Delayed
SH11266,V0020,DR0106,R070,2025-03-07,Cancelled
SH11267,V0448,DR0045,R025,2024-10-28,Delivered
SH11268,V0135,DR0132,R126,2024-04-08,Cancelled
SH11269,V0407,DR0266,R111,2025-05-15,Delivered
SH11270,V0232,DR0016,R136,2025-01-14,Cancelled
SH11271,V0227,DR0280,R025,2024-02-25,In Transit
SH11272,V0223,DR0153,R144,2024-03-27,In Transit
SH11273,V0220,DR0287,R051,2023-09-18,In Transit
SH11274,V0419,DR0070,R122,2025-04-16,Delayed
SH11275,V0432,DR0017,R119,2024-07-25,Delivered
SH11276,V0102,DR0010,R179,2024-03-04,Delivered
SH11277,V0044,DR0276,R196,2023-11-19,Delayed
SH11278,V0326,DR0270,R197,2024-07-11,Delivered
SH11279,V0398,DR0023,R198,2024-06-09,Delayed
SH11280,V0051,DR0122,R129,2025-01-10,In Transit
SH11281,V0467,DR0159,R102,2023-08-11,In Transit
SH11282,V0394,DR0283,R124,2024-07-24,Delivered
SH11283,V0416,DR0164,R142,2023-08-01,Cancelled
SH11284,V0157,DR0169,R120,2024-06-14,Delivered
SH11285,V0484,DR0009,R153,2023-12-26,Delivered
SH11286,V0477,DR0185,R157,2023-09-16,In Transit
SH11287,V0444,DR0049,R001,2023-10-30,In Transit
SH11288,V0164,DR0176,R048,2025-02-10,In Transit
SH11289,V0450,DR0072,R161,2024-10-15,Delayed
SH11290,V0210,DR0144,R141,2024-09-15,Delayed
SH11291,V0083,DR0021,R123,2024-11-28,Cancelled
SH11292,V0324,DR0126,R034,2023-07-09,Cancelled
SH11293,V0491,DR0181,R185,2024-01-27,Delayed
SH11294,V0248,DR0293,R200,2023-08-31,Cancelled
SH11295,V0096,DR0202,R077,2024-04-24,Delivered
SH11296,V0232,DR0060,R085,2024-11-01,Cancelled
SH11297,V0280,DR0136,R020,2024-06-20,Cancelled
SH11298,V0369,DR0164,R062,2023-09-14,Delayed
SH11299,V0374,DR0254,R128,2025-05-02,Delivered
SH11300,V0289,DR0123,R070,2023-08-19,Delivered
SH11301,V0025,DR0268,R183,2025-01-10,In Transit
SH11302,V0491,DR0183,R123,2024-04-16,Delivered
SH11303,V0003,DR0225,R112,2024-09-01,In Transit
SH11304,V0267,DR0114,R039,2024-12-11,In Transit
SH11305,V0198,DR0181,R176,2023-12-12,In Transit
SH11306,V0062,DR0161,R006,2024-08-23,Delayed
SH11307,V0033,DR0217,R093,2023-12-12,Delayed
SH11308,V0451,DR0253,R038,2025-01-10,Cancelled
SH11309,V0211,DR0123,R057,2023-11-30,Cancelled
SH11310,V0497,DR0293,R045,2024-01-18,Delivered
SH11311,V0483,DR0192,R147,2025-06-03,Delayed
SH11312,V0022,DR0067,R139,2024-10-20,Delayed
SH11313,V0460,DR0114,R165,2024-09-17,In Transit
SH11314,V0156,DR0053,R127,2024-06-07,Delayed
SH11315,V0275,DR0053,R110,2024-12-21,Delayed
SH11316,V0374,DR0106,R196,2024-05-29,Cancelled
SH11317,V0045,DR0180,R146,2023-10-10,Delivered
SH11318,V0080,DR0010,R120,2025-05-19,In Transit
SH11319,V0219,DR0201,R184,2023-08-14,Delayed
SH11320,V0222,DR0074,R055,2023-09-18,Delivered
SH11321,V0040,DR0088,R051,2025-05-05,Cancelled
SH11322,V0452,DR0290,R084,2023-11-16,Delayed
SH11323,V0144,DR0186,R030,2024-12-07,Delivered
SH11324,V0308,DR0280,R058,2024-07-28,Delayed
SH11325,V0090,DR0079,R188,2024-02-17,Delayed
SH11326,V0367,DR0075,R094,2025-02-23,Delayed
SH11327,V0281,DR0163,R009,2024-03-10,In Transit
SH11328,V0385,DR0043,R031,2024-10-08,Delivered
SH11329,V0181,DR0133,R118,2024-10-18,Delivered
SH11330,V0023,DR0088,R165,2024-03-24,In Transit
SH11331,V0077,DR0263,R094,2025-02-03,In Transit
SH11332,V0449,DR0062,R075,2023-09-20,Delayed
SH11333,V0339,DR0207,R175,2023-11-08,Cancelled
SH11334,V0453,DR0128,R040,2025-04-29,Delayed
SH11335,V0425,DR0193,R150,2023-08-06,Delayed
SH11336,V0165,DR0269,R071,2025-01-28,Delayed
SH11337,V0293,DR0044,R063,2024-01-27,Delayed
SH11338,V0155,DR0081,R042,2024-12-11,Cancelled
SH11339,V0076,DR0111,R024,2023-12-28,Delivered
SH11340,V0200,DR0249,R174,2024-04-21,Delivered
SH11341,V0165,DR0159,R020,2023-08-10,Delivered
SH11342,V0449,DR0281,R141,2024-06-01,Delivered
SH11343,V0046,DR0169,R109,2024-08-13,Delayed
SH11344,V0422,DR0013,R027,2023-11-16,In Transit
SH11345,V0308,DR0037,R004,2024-08-31,Delayed
SH11346,V0246,DR0283,R117,2024-09-17,Cancelled
SH11347,V0490,DR0035,R199,2024-08-04,Cancelled
SH11348,V0215,DR0260,R113,2024-10-25,Delivered
SH11349,V0106,DR0042,R070,2024-05-06,Delivered
SH11350,V0090,DR0003,R075,2024-08-11,Cancelled
SH11351,V0351,DR0127,R175,2024-12-08,In Transit
SH11352,V0093,DR0001,R012,2023-11-09,Delivered
SH11353,V0056,DR0281,R150,2025-01-24,Delivered
SH11354,V0187,DR0243,R102,2025-02-13,Cancelled
SH11355,V0494,DR0017,R030,2023-08-23,Delayed
SH11356,V0114,DR0171,R045,2025-04-10,Delayed
SH11357,V0248,DR0254,R078,2023-09-23,Delivered
SH11358,V0102,DR0126,R009,2023-08-06,In Transit
SH11359,V0371,DR0254,R086,2024-04-04,Delayed
SH11360,V0081,DR0131,R198,2024-09-15,Cancelled
SH11361,V0409,DR0105,R039,2023-11-19,Delayed
SH11362,V0386,DR0101,R045,2024-08-12,Cancelled
SH11363,V0137,DR0224,R123,2024-07-30,Delivered
SH11364,V0081,DR0239,R052,2024-10-14,In Transit
SH11365,V0477,DR0116,R025,2024-02-20,In Transit
SH11366,V0483,DR0130,R179,2023-10-01,In Transit
SH11367,V0355,DR0183,R048,2023-11-28,Delivered
SH11368,V0393,DR0180,R080,2023-09-12,In Transit
SH11369,V0231,DR0216,R192,2025-04-07,Delayed
SH11370,V0158,DR0045,R076,2023-06-29,Delivered
SH11371,V0148,DR0235,R113,2025-05-13,Delivered
SH11372,V0170,DR0219,R162,2023-12-08,Delivered
SH11373,V0003,DR0151,R049,2024-07-25,Delayed
SH11374,V0410,DR0100,R172,2023-12-08,Delayed
SH11375,V0041,DR0040,R164,2024-03-28,Delayed
SH11376,V0119,DR0235,R178,2024-05-30,Delivered
SH11377,V0354,DR0202,R116,2024-01-14,Delayed
SH11378,V0150,DR0174,R004,2025-05-11,In Transit
SH11379,V0255,DR0252,R107,2024-12-14,Cancelled
SH11380,V0003,DR0210,R087,2024-10-25,Delivered
SH11381,V0052,DR0010,R033,2025-02-12,In Transit
SH11382,V0138,DR0136,R123,2025-04-24,In Transit
SH11383,V0089,DR0017,R145,2024-03-05,Delivered
SH11384,V0083,DR0121,R104,2025-04-27,Cancelled
SH11385,V0468,DR0051,R024,2024-04-13,In Transit
SH11386,V0066,DR0237,R197,2025-06-06,In Transit
SH11387,V0030,DR0059,R186,2024-04-04,Delayed
SH11388,V0201,DR0036,R192,2024-05-11,In Transit
SH11389,V0167,DR0114,R174,2023-10-07,In Transit
SH11390,V0219,DR0094,R127,2024-03-29,Delivered
SH11391,V0009,DR0196,R037,2023-12-15,In Transit
SH11392,V0488,DR0142,R189,2023-09-21,Delayed
SH11393,V0205,DR0204,R168,2024-10-01,In Transit
SH11394,V0477,DR0144,R036,2023-10-14,Delayed
SH11395,V0286,DR0293,R179,2023-09-25,In Transit
SH11396,V0152,DR0262,R128,2024-10-14,Cancelled
SH11397,V0408,DR0201,R142,2025-02-03,Delivered
SH11398,V0494,DR0291,R173,2023-10-07,In Transit
SH11399,V0070,DR0010,R052,2023-12-18,In Transit
SH11400,V0032,DR0144,R054,2024-12-22,Delivered
SH11401,V0071,DR0124,R063,2024-09-12,Cancelled
SH11402,V0056,DR0118,R142,2024-04-05,Delivered
SH11403,V0279,DR0063,R144,2024-10-09,Delivered
SH11404,V0097,DR0018,R135,2023-07-11,Delayed
SH11405,V0442,DR0267,R053,2024-07-29,Delivered
SH11406,V0101,DR0029,R020,2023-07-25,Delivered
SH11407,V0424,DR0185,R067,2024-10-27,Cancelled
SH11408,V0105,DR0187,R191,2025-05-29,Delivered
SH11409,V0193,DR0157,R129,2023-12-01,Delivered
SH11410,V0089,DR0207,R001,2023-09-12,Cancelled
SH11411,V0185,DR0175,R079,2023-10-28,Cancelled
SH11412,V0333,DR0046,R016,2025-05-14,Cancelled
SH11413,V0446,DR0007,R129,2024-01-18,In Transit
SH11414,V0260,DR0074,R069,2023-10-01,Delayed
SH11415,V0141,DR0062,R130,2023-09-05,In Transit
SH11416,V0095,DR0264,R019,2024-01-07,Delayed
SH11417,V0227,DR0244,R178,2024-12-21,Cancelled
SH11418,V0457,DR0113,R180,2023-12-27,Delayed
SH11419,V0113,DR0007,R151,2024-09-09,Cancelled
SH11420,V0200,DR0047,R034,2024-02-07,Cancelled
SH11421,V0049,DR0118,R146,2025-04-13,In Transit
SH11422,V0403,DR0063,R075,2024-07-31,Delivered
SH11423,V0270,DR0194,R013,2024-11-19,Delayed
SH11424,V0019,DR0259,R013,2024-07-29,In Transit
SH11425,V0067,DR0268,R197,2023-07-29,Cancelled
SH11426,V0326,DR0168,R199,2024-02-07,Delayed
SH11427,V0174,DR0067,R177,2023-09-16,Delayed
SH11428,V0301,DR0045,R191,2024-12-17,Cancelled
SH11429,V0154,DR0272,R086,2023-09-21,Delayed
SH11430,V0164,DR0080,R155,2023-07-15,Delivered
SH11431,V0416,DR0161,R196,2024-02-27,Delivered
SH11432,V0384,DR0102,R179,2024-01-21,Delivered
SH11433,V0076,DR0126,R146,2024-06-02,Delayed
SH11434,V0357,DR0195,R035,2024-09-01,In Transit
SH11435,V0263,DR0110,R133,2023-11-26,In Transit
SH11436,V0405,DR0126,R074,2023-07-02,Delivered
SH11437,V0117,DR0257,R099,2023-09-07,Cancelled
SH11438,V0401,DR0189,R115,2025-04-28,Cancelled
SH11439,V0425,DR0170,R013,2024-08-28,In Transit
SH11440,V0349,DR0182,R115,2024-06-21,Delayed
SH11441,V0298,DR0080,R112,2024-02-19,Delivered
SH11442,V0192,DR0252,R153,2023-07-16,Delivered
SH11443,V0133,DR0264,R173,2025-01-09,In Transit
SH11444,V0430,DR0055,R046,2024-09-16,Delayed
SH11445,V0308,DR0151,R187,2025-01-26,Delivered
SH11446,V0431,DR0294,R042,2025-04-20,In Transit
SH11447,V0352,DR0034,R081,2023-06-26,In Transit
SH11448,V0412,DR0264,R119,2023-08-24,Delivered
SH11449,V0223,DR0017,R119,2023-06-26,Delayed
SH11450,V0158,DR0029,R009,2024-03-01,Delayed
