callID,customerID,planID,callDate,durationMin,callType
CA12887,C3168,PL0917,2023-08-09,29,Local
CA12888,C3093,PL0067,2025-05-04,23,Local
CA12889,C0874,PL0216,2024-04-25,51,Local
CA12890,C1955,PL0988,2024-08-17,27,ISD
CA12891,C0759,PL0195,2025-03-28,12,STD
CA12892,C1723,PL0500,2023-09-07,35,ISD
CA12893,C1421,PL0559,2025-06-04,44,Local
CA12894,C1677,PL0800,2023-12-19,16,Local
CA12895,C2448,PL0036,2025-03-14,47,STD
CA12896,C2100,PL0615,2025-01-26,40,ISD
CA12897,C2067,PL0850,2024-03-05,14,Local
CA12898,C2163,PL0232,2024-03-08,46,Local
CA12899,C2618,PL0415,2025-04-22,1,STD
CA12900,C1345,PL0797,2024-10-06,5,Local
CA12901,C2127,PL0817,2023-07-19,30,Local
CA12902,C0108,PL0200,2023-09-08,27,STD
CA12903,C0977,PL0553,2024-01-15,54,ISD
CA12904,C3426,PL0771,2023-11-07,10,STD
CA12905,C1704,PL0199,2025-05-21,25,ISD
CA12906,C2372,PL0781,2023-08-07,36,Local
CA12907,C2339,PL0709,2024-01-10,21,Local
CA12908,C2013,PL0862,2025-02-28,35,ISD
CA12909,C1670,PL0217,2023-07-09,27,STD
CA12910,C1946,PL0093,2023-12-20,42,Local
CA12911,C2557,PL0847,2023-11-01,27,ISD
CA12912,C1868,PL0959,2025-02-08,19,Local
CA12913,C3118,PL0356,2024-12-14,17,Local
CA12914,C3339,PL0299,2024-10-21,50,ISD
CA12915,C0343,PL0559,2023-07-17,55,ISD
CA12916,C0894,PL0479,2024-02-15,14,ISD
CA12917,C2457,PL0060,2024-01-25,27,ISD
CA12918,C0562,PL0294,2023-08-11,9,STD
CA12919,C0259,PL0484,2024-06-05,35,Local
CA12920,C0960,PL0408,2024-06-22,40,ISD
CA12921,C2999,PL0575,2024-01-12,51,Local
CA12922,C0566,PL0662,2023-11-05,26,Local
CA12923,C0368,PL0433,2024-07-28,34,Local
CA12924,C0040,PL0483,2023-08-26,26,Local
CA12925,C1539,PL0478,2023-06-28,32,STD
CA12926,C0842,PL0676,2024-04-10,43,ISD
CA12927,C1913,PL0466,2024-06-06,55,STD
CA12928,C2254,PL0784,2024-04-21,46,Local
CA12929,C3357,PL0523,2023-10-26,47,STD
CA12930,C1425,PL0068,2023-11-15,17,STD
CA12931,C2017,PL0825,2025-01-26,45,ISD
CA12932,C3118,PL0544,2024-10-29,55,Local
CA12933,C1092,PL0591,2024-10-05,36,Local
CA12934,C2251,PL0322,2024-09-30,8,Local
CA12935,C2529,PL0621,2024-04-06,35,ISD
CA12936,C2364,PL0815,2023-09-25,42,ISD
CA12937,C3253,PL0283,2024-07-17,49,ISD
CA12938,C0747,PL0397,2024-01-24,39,STD
CA12939,C1163,PL0886,2023-07-07,47,Local
CA12940,C0619,PL0912,2024-04-19,22,STD
CA12941,C1045,PL0630,2023-12-08,54,ISD
CA12942,C0879,PL0858,2025-03-06,13,Local
CA12943,C0326,PL0117,2024-10-06,16,ISD
CA12944,C0779,PL0554,2025-05-21,7,STD
CA12945,C1561,PL0320,2024-04-28,47,ISD
CA12946,C2337,PL0870,2024-07-31,34,Local
CA12947,C0756,PL0991,2024-03-04,56,STD
CA12948,C1085,PL0002,2023-08-02,35,STD
CA12949,C3488,PL0170,2024-04-03,18,ISD
CA12950,C2912,PL0031,2024-11-14,27,ISD
CA12951,C1549,PL0293,2024-12-22,49,ISD
CA12952,C3391,PL0418,2024-09-19,22,STD
CA12953,C0054,PL0002,2024-03-08,1,Local
CA12954,C2203,PL0051,2024-03-06,39,ISD
CA12955,C1563,PL0044,2025-01-09,3,ISD
CA12956,C3115,PL0481,2023-07-24,25,STD
CA12957,C2256,PL0478,2024-03-14,10,STD
CA12958,C3375,PL0519,2024-09-03,56,Local
CA12959,C0818,PL0549,2025-03-25,1,Local
CA12960,C1223,PL0075,2025-04-01,1,STD
CA12961,C2975,PL0006,2024-04-19,31,Local
CA12962,C2264,PL0491,2024-06-09,36,ISD
CA12963,C1567,PL0285,2025-04-04,21,Local
CA12964,C3369,PL0407,2024-06-18,24,Local
CA12965,C0761,PL0583,2024-01-15,18,ISD
CA12966,C2569,PL0688,2024-10-14,46,Local
CA12967,C1496,PL0454,2023-07-23,22,STD
CA12968,C1857,PL0875,2024-01-25,40,ISD
CA12969,C1470,PL0191,2024-01-09,3,STD
CA12970,C2818,PL0254,2025-04-14,24,STD
CA12971,C1175,PL0349,2025-02-27,46,ISD
CA12972,C2903,PL0615,2024-04-11,18,STD
CA12973,C0695,PL0037,2025-05-08,22,Local
CA12974,C1689,PL0624,2024-01-18,3,Local
CA12975,C2555,PL0811,2024-12-10,51,Local
CA12976,C0474,PL0972,2024-11-02,57,STD
CA12977,C0649,PL0629,2023-06-24,37,ISD
CA12978,C1704,PL0145,2025-06-07,47,ISD
CA12979,C0884,PL0727,2024-02-04,28,STD
CA12980,C2289,PL0527,2024-11-01,35,STD
CA12981,C0146,PL0401,2024-11-12,45,STD
CA12982,C3270,PL0343,2023-12-06,49,STD
CA12983,C1518,PL0225,2023-07-24,13,ISD
CA12984,C3421,PL0705,2024-04-22,16,STD
CA12985,C1692,PL0762,2023-08-09,38,STD
CA12986,C1561,PL0309,2024-08-31,22,ISD
CA12987,C2035,PL0887,2025-05-04,58,Local
CA12988,C0808,PL0148,2025-02-24,39,Local
CA12989,C0586,PL0076,2025-02-10,48,ISD
CA12990,C1177,PL0592,2024-01-03,25,ISD
CA12991,C3281,PL0963,2023-12-07,10,Local
CA12992,C2481,PL0385,2024-11-29,37,ISD
CA12993,C1044,PL0583,2023-09-05,27,Local
CA12994,C0984,PL0122,2023-11-05,31,Local
CA12995,C0264,PL0765,2024-11-24,34,STD
CA12996,C1406,PL0302,2023-12-09,8,STD
CA12997,C2298,PL0158,2024-03-10,10,Local
CA12998,C0643,PL0276,2024-05-03,4,Local
CA12999,C2900,PL0485,2024-10-22,40,STD
CA13000,C3455,PL0679,2023-08-01,11,Local
CA13001,C2571,PL0552,2025-05-09,33,Local
CA13002,C2846,PL0386,2024-11-22,16,ISD
CA13003,C2667,PL0365,2024-06-11,4,ISD
CA13004,C0689,PL0196,2024-05-21,27,Local
CA13005,C1233,PL0548,2025-03-21,2,STD
CA13006,C1040,PL0386,2024-11-09,21,STD
CA13007,C1312,PL0194,2023-12-18,49,Local
CA13008,C1295,PL0140,2023-12-26,14,ISD
CA13009,C1185,PL0573,2024-07-15,7,Local
CA13010,C2943,PL0351,2024-11-20,40,Local
CA13011,C2595,PL0525,2024-09-11,50,ISD
CA13012,C2884,PL0051,2025-03-05,6,STD
CA13013,C0461,PL0171,2024-04-28,38,Local
CA13014,C0780,PL0886,2023-11-28,38,Local
CA13015,C2626,PL0083,2024-07-12,55,STD
CA13016,C1428,PL0198,2023-12-04,52,Local
CA13017,C2583,PL0192,2024-12-17,4,STD
CA13018,C2052,PL0650,2025-03-13,35,Local
CA13019,C0896,PL0027,2023-07-14,54,Local
CA13020,C1448,PL0840,2023-09-05,14,Local
CA13021,C2691,PL0215,2023-06-24,9,Local
CA13022,C3267,PL0799,2025-03-29,26,STD
CA13023,C2693,PL0564,2024-06-16,8,Local
CA13024,C1883,PL0103,2024-05-19,42,STD
CA13025,C2001,PL0376,2025-01-05,60,ISD
CA13026,C1635,PL0041,2024-03-12,35,STD
CA13027,C2692,PL0988,2024-04-30,23,Local
CA13028,C2486,PL0396,2023-11-05,29,Local
CA13029,C0121,PL0709,2023-06-21,9,Local
CA13030,C2283,PL0423,2024-09-12,22,ISD
CA13031,C2642,PL0699,2024-10-21,48,Local
CA13032,C2747,PL0374,2024-04-09,35,Local
CA13033,C2552,PL0260,2023-07-09,16,Local
CA13034,C1808,PL0878,2025-05-28,22,STD
CA13035,C3428,PL0469,2024-08-28,30,STD
CA13036,C2135,PL0131,2025-01-07,8,ISD
CA13037,C0660,PL0394,2023-11-03,9,ISD
CA13038,C1527,PL0611,2024-06-28,60,STD
CA13039,C2025,PL0542,2025-01-23,15,STD
CA13040,C0204,PL0791,2024-06-04,46,ISD
CA13041,C1408,PL0111,2024-09-14,29,ISD
CA13042,C2096,PL0709,2024-07-31,38,Local
CA13043,C2722,PL0307,2025-04-19,34,ISD
CA13044,C1532,PL0870,2024-12-17,22,Local
CA13045,C1464,PL0996,2023-12-10,9,STD
CA13046,C3229,PL0706,2024-09-14,59,ISD
CA13047,C1905,PL0520,2023-11-22,40,STD
CA13048,C2566,PL0329,2024-11-12,21,STD
CA13049,C2685,PL0192,2024-02-29,6,Local
CA13050,C1317,PL0138,2023-12-03,29,STD
CA13051,C1762,PL0066,2025-05-12,8,STD
CA13052,C0997,PL0720,2023-11-17,40,Local
CA13053,C2159,PL0896,2025-04-06,53,ISD
CA13054,C1073,PL0622,2024-08-29,51,STD
CA13055,C2478,PL0883,2023-11-24,21,Local
CA13056,C0944,PL0982,2025-01-05,42,ISD
CA13057,C0844,PL0705,2024-05-14,33,ISD
CA13058,C2278,PL0945,2024-09-23,3,Local
CA13059,C0967,PL0977,2025-04-10,4,STD
CA13060,C2533,PL0052,2025-03-09,59,STD
CA13061,C0647,PL0360,2024-04-26,9,STD
CA13062,C3167,PL0488,2025-01-23,35,Local
CA13063,C0236,PL0388,2024-03-26,49,ISD
CA13064,C3356,PL0912,2023-06-20,46,ISD
CA13065,C0991,PL0364,2025-03-14,15,Local
CA13066,C3424,PL0883,2023-12-17,24,STD
CA13067,C0330,PL0742,2024-07-27,35,Local
CA13068,C3486,PL0601,2025-02-06,60,Local
CA13069,C2505,PL0134,2023-10-03,38,Local
CA13070,C0510,PL0506,2024-08-12,39,STD
CA13071,C0022,PL0254,2024-02-11,60,STD
CA13072,C2859,PL0419,2024-06-02,39,STD
CA13073,C0057,PL0089,2024-02-28,4,STD
CA13074,C2684,PL0561,2024-03-03,33,ISD
CA13075,C0587,PL0591,2024-05-25,39,ISD
CA13076,C0235,PL0832,2025-05-30,1,STD
CA13077,C2932,PL0356,2024-09-13,3,STD
CA13078,C2318,PL0848,2023-12-25,57,ISD
CA13079,C1570,PL0202,2025-05-16,59,STD
CA13080,C0556,PL0440,2024-12-10,51,Local
CA13081,C2829,PL0795,2025-05-18,20,ISD
CA13082,C3324,PL0462,2023-10-23,30,Local
CA13083,C0510,PL0465,2023-10-04,60,ISD
CA13084,C1716,PL0634,2024-07-10,23,ISD
CA13085,C1216,PL0974,2024-07-23,55,Local
CA13086,C2072,PL0791,2025-02-19,16,STD
CA13087,C0416,PL0854,2024-02-13,53,Local
CA13088,C0408,PL0903,2024-10-27,36,STD
CA13089,C3270,PL0948,2024-11-02,16,STD
CA13090,C0386,PL0141,2025-04-16,27,STD
CA13091,C1951,PL0625,2024-04-17,30,STD
CA13092,C3000,PL0001,2023-10-30,51,STD
CA13093,C1054,PL0810,2024-12-15,3,STD
CA13094,C2909,PL0666,2024-01-04,36,ISD
CA13095,C0531,PL0944,2024-01-30,20,ISD
CA13096,C2166,PL0144,2024-09-24,27,ISD
CA13097,C2142,PL0851,2024-09-15,54,ISD
CA13098,C2633,PL0814,2024-11-28,15,Local
CA13099,C0854,PL0858,2023-06-21,9,Local
CA13100,C3064,PL0904,2024-11-15,50,Local
CA13101,C3439,PL0607,2023-12-28,8,STD
CA13102,C1779,PL0657,2024-10-10,21,ISD
CA13103,C3372,PL0361,2024-10-27,35,STD
CA13104,C1064,PL0018,2023-07-26,32,STD
CA13105,C0374,PL0974,2024-02-22,35,ISD
CA13106,C1306,PL0014,2024-03-30,53,ISD
CA13107,C1599,PL0459,2024-06-06,44,Local
CA13108,C3041,PL0927,2025-04-23,50,Local
CA13109,C0113,PL0387,2024-08-10,13,STD
CA13110,C0955,PL0168,2025-05-06,60,STD
CA13111,C1000,PL0621,2024-09-29,10,Local
CA13112,C0002,PL0438,2025-02-28,19,Local
CA13113,C2916,PL0586,2023-12-06,6,STD
CA13114,C1981,PL0323,2023-08-18,47,STD
CA13115,C1777,PL0164,2024-11-20,49,ISD
CA13116,C0637,PL0755,2023-09-30,41,ISD
CA13117,C2976,PL0693,2024-09-21,2,Local
CA13118,C0518,PL0936,2025-02-03,27,Local
CA13119,C3108,PL0764,2025-05-30,60,STD
CA13120,C2276,PL0810,2025-01-25,6,ISD
CA13121,C0782,PL0040,2024-12-07,12,Local
CA13122,C2788,PL0606,2025-03-15,7,Local
CA13123,C1409,PL0609,2024-06-22,11,ISD
CA13124,C0010,PL0287,2025-06-03,42,Local
CA13125,C2879,PL0478,2024-09-01,56,ISD
CA13126,C1462,PL0075,2023-09-08,36,Local
CA13127,C0387,PL0129,2024-03-11,10,ISD
CA13128,C3049,PL0488,2024-12-26,8,STD
CA13129,C2909,PL0402,2024-12-04,19,STD
CA13130,C2891,PL0858,2024-05-23,41,STD
CA13131,C2537,PL0562,2024-09-28,5,Local
CA13132,C1819,PL0544,2023-08-10,20,ISD
CA13133,C3107,PL0148,2024-06-05,45,STD
CA13134,C1522,PL0657,2024-08-06,39,Local
CA13135,C0709,PL0790,2024-01-30,29,STD
CA13136,C0557,PL0860,2023-11-05,22,ISD
CA13137,C1454,PL0122,2024-07-19,42,Local
CA13138,C0038,PL0197,2023-09-07,11,ISD
CA13139,C0391,PL0996,2025-01-14,41,STD
CA13140,C2268,PL0580,2024-03-11,27,STD
CA13141,C1255,PL0605,2023-08-04,9,ISD
CA13142,C1069,PL0297,2023-09-17,22,ISD
CA13143,C1366,PL0125,2023-11-25,37,Local
CA13144,C2573,PL0414,2025-05-13,39,ISD
CA13145,C1028,PL0495,2025-04-21,10,ISD
CA13146,C0216,PL0307,2024-09-08,34,STD
CA13147,C3281,PL0581,2024-12-24,60,ISD
CA13148,C1160,PL0515,2023-09-16,39,Local
CA13149,C2889,PL0539,2024-07-06,46,STD
CA13150,C0876,PL0258,2023-12-23,53,STD
CA13151,C0679,PL0014,2023-10-28,46,ISD
CA13152,C2023,PL0090,2023-12-25,44,ISD
CA13153,C0089,PL0553,2024-07-23,20,Local
CA13154,C1658,PL0022,2023-06-21,44,ISD
CA13155,C1830,PL0681,2024-05-03,57,STD
CA13156,C0696,PL0118,2023-09-10,25,STD
CA13157,C1994,PL0065,2023-08-18,28,STD
CA13158,C1991,PL0065,2024-05-20,17,ISD
CA13159,C0505,PL0622,2023-06-28,13,ISD
CA13160,C1100,PL0779,2024-08-15,27,ISD
CA13161,C1474,PL0333,2023-08-12,9,Local
CA13162,C2274,PL0599,2025-05-31,54,ISD
CA13163,C1592,PL0694,2023-11-04,23,ISD
CA13164,C1812,PL0252,2023-10-21,41,ISD
CA13165,C2524,PL0629,2023-10-10,15,ISD
CA13166,C0457,PL0649,2023-10-10,50,STD
CA13167,C1184,PL0464,2025-01-24,29,Local
CA13168,C0354,PL0262,2023-06-24,55,Local
CA13169,C1941,PL0504,2024-04-19,11,ISD
CA13170,C1701,PL0524,2024-10-02,55,STD
CA13171,C2735,PL0532,2023-08-18,32,ISD
CA13172,C2134,PL0086,2025-02-18,3,STD
CA13173,C3165,PL0321,2024-06-16,46,Local
CA13174,C1126,PL0814,2025-06-03,59,STD
CA13175,C0118,PL0605,2024-12-13,28,Local
CA13176,C1323,PL0740,2025-01-16,15,ISD
CA13177,C0921,PL0191,2024-10-11,35,STD
CA13178,C3174,PL0866,2025-04-07,30,STD
CA13179,C1066,PL0047,2023-08-24,29,STD
CA13180,C0499,PL0960,2024-07-27,40,STD
CA13181,C2857,PL0868,2025-04-25,25,ISD
CA13182,C2240,PL0987,2024-11-02,6,STD
CA13183,C1925,PL0986,2024-12-10,49,STD
CA13184,C1883,PL0433,2024-09-28,11,ISD
CA13185,C1957,PL0552,2023-09-15,23,ISD
CA13186,C0535,PL0069,2024-03-20,12,STD
CA13187,C1904,PL0486,2024-07-22,52,Local
CA13188,C0090,PL0994,2023-12-07,19,ISD
CA13189,C0095,PL0583,2024-05-12,7,ISD
CA13190,C2276,PL0951,2025-06-10,47,STD
CA13191,C2462,PL0534,2023-08-07,41,STD
CA13192,C0444,PL0481,2024-02-23,54,Local
CA13193,C0502,PL0650,2024-03-03,23,ISD
CA13194,C3049,PL0454,2024-05-17,48,Local
CA13195,C0544,PL0540,2024-03-19,35,STD
CA13196,C0265,PL0249,2024-02-24,3,ISD
CA13197,C0429,PL0606,2024-07-01,60,ISD
CA13198,C1038,PL0483,2023-06-20,32,STD
CA13199,C0219,PL0543,2024-08-30,14,STD
CA13200,C3483,PL0237,2023-11-22,19,ISD
CA13201,C0344,PL0009,2024-11-16,13,STD
CA13202,C2131,PL0248,2024-12-27,7,STD
CA13203,C1862,PL0761,2023-10-17,13,STD
CA13204,C2054,PL0588,2025-03-10,29,ISD
CA13205,C3261,PL0971,2024-08-12,28,STD
CA13206,C0566,PL0546,2023-09-22,49,ISD
CA13207,C2360,PL0843,2025-04-18,7,STD
CA13208,C0155,PL0275,2024-11-11,1,Local
CA13209,C1366,PL0892,2025-02-09,31,Local
CA13210,C3001,PL0144,2024-05-18,39,STD
CA13211,C1875,PL0028,2023-10-12,10,STD
CA13212,C3407,PL0946,2025-01-01,21,Local
CA13213,C0581,PL0591,2024-11-21,4,ISD
CA13214,C0233,PL0578,2023-11-17,21,Local
CA13215,C2249,PL0379,2025-04-23,44,Local
CA13216,C2357,PL0312,2024-09-26,20,STD
CA13217,C1932,PL0248,2025-04-21,17,STD
CA13218,C0524,PL0277,2023-12-13,26,STD
CA13219,C2227,PL0130,2024-04-15,35,STD
CA13220,C2669,PL0581,2025-04-18,41,STD
CA13221,C3284,PL0452,2024-04-30,48,STD
CA13222,C2253,PL0512,2024-10-14,40,STD
CA13223,C2165,PL0482,2024-01-30,49,ISD
CA13224,C1145,PL0469,2025-01-16,1,STD
CA13225,C2860,PL0637,2025-01-08,30,STD
CA13226,C0680,PL0738,2023-08-11,50,STD
CA13227,C0106,PL0968,2024-08-25,5,ISD
CA13228,C3337,PL0285,2024-01-03,36,Local
CA13229,C0597,PL0503,2024-11-25,54,Local
CA13230,C0601,PL0715,2024-05-23,58,ISD
CA13231,C1306,PL0231,2024-11-14,9,STD
CA13232,C1924,PL0850,2024-07-21,5,ISD
CA13233,C2174,PL0898,2023-08-26,22,STD
CA13234,C3095,PL0557,2025-05-16,10,STD
CA13235,C1088,PL0136,2023-11-27,5,STD
CA13236,C1940,PL0817,2024-06-25,57,ISD
CA13237,C3222,PL0685,2025-02-14,12,Local
CA13238,C1501,PL0411,2024-08-16,22,Local
CA13239,C0685,PL0563,2024-05-10,26,ISD
CA13240,C1325,PL0730,2025-04-17,56,Local
CA13241,C1222,PL0352,2024-11-03,56,ISD
CA13242,C1211,PL0596,2024-01-20,36,Local
CA13243,C1933,PL0976,2025-05-10,46,STD
CA13244,C2302,PL0795,2024-09-18,40,Local
CA13245,C1447,PL0590,2024-10-10,59,Local
CA13246,C1618,PL0422,2023-08-05,27,Local
CA13247,C0594,PL0639,2024-04-19,16,ISD
CA13248,C3412,PL0845,2024-09-14,8,Local
CA13249,C1226,PL0113,2024-01-28,58,STD
CA13250,C3071,PL0460,2025-02-26,28,STD
CA13251,C1635,PL0729,2024-05-07,60,ISD
CA13252,C2966,PL0859,2024-08-01,4,Local
CA13253,C0338,PL0672,2023-11-07,44,STD
CA13254,C2500,PL0288,2024-10-06,24,Local
CA13255,C1713,PL0599,2023-07-26,3,Local
CA13256,C3182,PL0825,2025-02-09,60,Local
CA13257,C2414,PL0529,2024-01-10,12,Local
CA13258,C1211,PL0585,2024-01-26,11,ISD
CA13259,C2955,PL0867,2023-10-10,15,Local
CA13260,C0614,PL0821,2024-01-16,27,ISD
CA13261,C1170,PL0006,2025-01-15,36,ISD
CA13262,C2575,PL0746,2024-02-12,8,STD
CA13263,C1556,PL0382,2023-11-01,27,Local
CA13264,C0855,PL0916,2023-07-15,2,Local
CA13265,C1951,PL0496,2025-02-21,48,Local
CA13266,C0592,PL0625,2023-06-28,47,ISD
CA13267,C1477,PL0752,2025-02-18,53,STD
CA13268,C1103,PL0294,2025-05-03,50,ISD
CA13269,C0805,PL0454,2023-10-23,2,STD
CA13270,C1498,PL0724,2025-02-12,24,ISD
CA13271,C2767,PL0771,2024-09-08,14,STD
CA13272,C2290,PL0535,2024-03-21,51,STD
CA13273,C3055,PL0877,2024-07-24,19,Local
CA13274,C1025,PL0690,2024-08-17,8,ISD
CA13275,C0965,PL0311,2024-03-22,57,STD
CA13276,C1427,PL0493,2024-08-30,49,STD
CA13277,C0281,PL0527,2024-12-26,16,STD
CA13278,C1135,PL0287,2024-04-02,1,STD
CA13279,C1847,PL0898,2025-06-18,11,ISD
CA13280,C3341,PL0718,2025-04-18,59,ISD
CA13281,C1743,PL0806,2024-06-25,39,STD
CA13282,C0356,PL0559,2025-05-20,38,Local
CA13283,C0096,PL0286,2023-08-27,25,STD
CA13284,C1002,PL0030,2023-08-14,57,ISD
CA13285,C1710,PL0156,2023-09-25,10,Local
CA13286,C3079,PL0726,2023-07-11,3,ISD
CA13287,C3420,PL0877,2024-03-08,28,Local
CA13288,C2531,PL0515,2025-02-04,48,ISD
CA13289,C0494,PL0582,2025-05-31,18,STD
CA13290,C1838,PL0036,2024-04-13,54,Local
CA13291,C0619,PL0987,2025-05-17,59,Local
CA13292,C0601,PL0872,2024-07-16,1,ISD
CA13293,C2317,PL0653,2025-03-13,48,Local
CA13294,C2211,PL0724,2024-08-16,38,STD
CA13295,C2590,PL0848,2024-03-24,48,ISD
CA13296,C0084,PL0845,2023-06-29,33,Local
CA13297,C2659,PL0241,2024-11-17,20,STD
CA13298,C2169,PL0179,2024-06-06,34,STD
CA13299,C1046,PL0022,2025-01-10,4,ISD
CA13300,C1649,PL0389,2023-10-07,38,Local
CA13301,C1184,PL0702,2023-10-12,33,ISD
CA13302,C0774,PL0294,2025-01-28,28,STD
CA13303,C2221,PL0398,2025-02-21,5,Local
CA13304,C0506,PL0539,2024-02-25,29,ISD
CA13305,C2390,PL0005,2025-03-02,45,ISD
CA13306,C0852,PL0643,2025-04-18,28,ISD
CA13307,C0211,PL0066,2023-07-25,41,STD
CA13308,C2688,PL0240,2025-03-29,16,STD
CA13309,C0519,PL0903,2024-04-29,32,Local
CA13310,C2039,PL0721,2023-08-09,48,STD
CA13311,C2003,PL0545,2025-06-10,21,STD
CA13312,C0357,PL0040,2023-08-21,59,ISD
CA13313,C0550,PL0765,2024-05-03,4,STD
CA13314,C2365,PL0095,2023-08-08,53,STD
CA13315,C1938,PL0394,2023-10-21,58,STD
CA13316,C3481,PL0055,2024-12-31,28,Local
CA13317,C1715,PL0227,2023-12-25,40,ISD
CA13318,C2870,PL0609,2024-01-30,50,STD
CA13319,C0263,PL0857,2023-11-20,57,Local
CA13320,C2713,PL0011,2024-04-20,6,Local
CA13321,C2520,PL0023,2023-07-30,21,STD
CA13322,C3165,PL0652,2024-08-08,50,STD
CA13323,C2007,PL0485,2025-01-02,10,STD
CA13324,C0439,PL0188,2024-10-03,47,STD
CA13325,C0170,PL0799,2024-02-04,11,Local
CA13326,C0366,PL0905,2025-06-13,60,STD
CA13327,C0931,PL0304,2023-06-24,58,STD
CA13328,C3315,PL0515,2024-11-01,19,ISD
CA13329,C2175,PL0159,2023-09-13,51,STD
CA13330,C2568,PL0679,2023-08-19,16,ISD
CA13331,C1328,PL0734,2024-11-15,19,ISD
CA13332,C1000,PL0993,2025-03-11,7,Local
CA13333,C0876,PL0221,2024-10-17,58,Local
CA13334,C1484,PL0349,2025-06-11,42,STD
CA13335,C1416,PL0157,2023-10-05,40,ISD
CA13336,C0341,PL0071,2023-09-18,9,Local
CA13337,C0060,PL0488,2024-05-08,18,ISD
CA13338,C1763,PL0551,2024-12-11,58,ISD
CA13339,C0738,PL0734,2024-07-12,32,ISD
CA13340,C2771,PL0894,2023-12-29,38,Local
CA13341,C0875,PL0425,2024-10-07,59,Local
CA13342,C2902,PL0220,2023-09-08,1,ISD
CA13343,C1530,PL0136,2024-10-10,49,STD
CA13344,C1092,PL0923,2024-02-21,31,Local
CA13345,C1428,PL0644,2024-08-28,36,STD
CA13346,C1720,PL0779,2024-02-23,53,STD
CA13347,C0937,PL0496,2025-06-08,26,Local
CA13348,C3005,PL0095,2024-10-29,18,ISD
CA13349,C2546,PL0491,2023-08-05,35,STD
CA13350,C0052,PL0169,2023-07-08,50,Local
CA13351,C3141,PL0254,2024-09-10,43,STD
CA13352,C2799,PL0301,2023-07-18,2,STD
CA13353,C3454,PL0115,2024-10-30,54,STD
CA13354,C2178,PL0724,2025-03-08,4,ISD
CA13355,C1488,PL0264,2024-08-28,32,STD
CA13356,C1103,PL0275,2024-07-16,30,Local
CA13357,C0555,PL0522,2024-05-05,3,ISD
CA13358,C0481,PL0045,2024-07-10,36,STD
CA13359,C1008,PL0359,2025-03-14,44,Local
CA13360,C2434,PL0996,2025-03-08,30,ISD
CA13361,C1654,PL0211,2024-07-02,17,STD
CA13362,C1579,PL0575,2024-04-21,39,ISD
CA13363,C0135,PL0876,2024-11-22,27,ISD
CA13364,C3392,PL0557,2024-02-21,16,STD
CA13365,C2541,PL0923,2024-03-24,57,STD
CA13366,C0642,PL0985,2025-01-06,51,ISD
CA13367,C1314,PL0955,2023-08-22,38,Local
CA13368,C2893,PL0529,2023-10-20,24,Local
CA13369,C1564,PL0128,2024-09-18,56,ISD
CA13370,C0034,PL0652,2023-09-26,44,Local
CA13371,C0979,PL0208,2023-10-20,9,ISD
CA13372,C2920,PL0549,2023-08-18,11,STD
CA13373,C2646,PL0936,2024-12-23,50,ISD
CA13374,C2416,PL0254,2024-04-12,5,ISD
CA13375,C0448,PL0858,2024-10-21,52,Local
CA13376,C1787,PL0510,2025-03-14,9,ISD
CA13377,C3226,PL0612,2024-11-20,48,Local
CA13378,C1430,PL0341,2024-09-15,18,STD
CA13379,C2789,PL0948,2024-07-09,13,Local
CA13380,C2682,PL0597,2024-05-24,46,STD
CA13381,C3272,PL0944,2025-02-13,11,Local
CA13382,C0526,PL0437,2024-07-08,26,ISD
CA13383,C2933,PL0386,2024-07-30,15,ISD
CA13384,C1945,PL0156,2025-06-01,48,ISD
CA13385,C3204,PL0619,2024-04-15,2,ISD
CA13386,C1181,PL0893,2023-08-12,44,ISD
CA13387,C1991,PL0680,2024-10-27,16,ISD
CA13388,C1577,PL0727,2023-09-15,13,Local
CA13389,C1330,PL0334,2023-07-03,11,Local
CA13390,C1379,PL0276,2025-03-21,39,STD
CA13391,C2189,PL0989,2024-09-26,22,Local
CA13392,C1823,PL0247,2024-05-15,37,ISD
CA13393,C1668,PL0666,2024-01-10,27,STD
CA13394,C2691,PL0496,2025-01-06,29,STD
CA13395,C1030,PL0380,2025-04-09,52,ISD
CA13396,C1070,PL0241,2025-05-21,42,STD
CA13397,C1703,PL0697,2025-01-04,19,Local
CA13398,C2587,PL0042,2024-11-26,43,STD
CA13399,C2869,PL0182,2024-01-03,46,STD
CA13400,C3020,PL0744,2025-04-04,4,ISD
CA13401,C1413,PL0807,2024-03-13,14,Local
CA13402,C2898,PL0906,2023-12-12,17,STD
CA13403,C0397,PL0133,2024-07-10,3,ISD
CA13404,C1751,PL0826,2023-07-30,18,Local
CA13405,C0905,PL0326,2024-11-25,57,ISD
CA13406,C2162,PL0852,2024-01-31,18,ISD
CA13407,C1035,PL0653,2024-12-04,54,Local
CA13408,C0231,PL0046,2025-03-16,29,ISD
CA13409,C2721,PL0405,2024-09-05,29,ISD
CA13410,C1183,PL0067,2025-02-28,45,ISD
CA13411,C1436,PL0714,2025-02-03,45,STD
CA13412,C0671,PL0838,2023-09-29,45,STD
CA13413,C2281,PL0447,2025-01-06,14,ISD
CA13414,C1310,PL0674,2025-01-08,20,STD
CA13415,C2264,PL0574,2025-01-12,3,ISD
CA13416,C1073,PL0118,2025-04-02,13,Local
CA13417,C2217,PL0061,2024-02-21,53,Local
